阶段ID,技能描述（策划）,阶段类型,执行方式,播放延时,动作类型,动作最长时间,移动类型,同步保护,目的x,目的y,残影对象编号,残影对象透明度,移动时间,特效类型,特效位置类型,有痕迹,有方向,特效名,特效图层,音效,结果类型,执行结果最长时间,结果受击复位时间,瞬移类型,瞬移时间,保留,瞬移最长时间,多结果标示
12000300,失忆符1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
12000301,失忆符1-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
12000302,失忆符1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc2-fc/shiyifu,0,FC-syfsf,0,0,200,0,0,0,0,1
12000303,失忆符1-受击结算,4,1,1700,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1900,200,0,0,0,0,1
12000400,离魂符-施法动作,0,1,0,9,1100,0,0,0,0,0,127,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
12000401,离魂符-施法特效,2,1,500,0,0,0,0,0,0,0,127,0,0,5,0,0,geffect/skill/acc2-fc/lihunfu,0,FC-lhfsf,0,0,200,0,0,0,0,1
12000402,离魂符-受击结算,4,1,1100,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1300,200,0,0,0,0,1
12000500,失心符1-施法动作,0,1,0,9,1100,0,0,0,0,0,127,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
12000501,失心符1-施法特效,2,1,600,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,FC-sxfsf,0,0,200,0,0,0,0,1
12000502,失心符1-受击特效,2,1,600,0,0,0,0,0,0,0,127,0,0,5,0,0,geffect/skill/acc2-fc/shixinfu,0,,0,0,200,0,0,0,0,1
12000503,失心符1-受击结算,4,1,1400,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1600,200,0,0,0,0,1
12000504,失心符攻击-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
12000505,失心符攻击-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,2,0,0,,0,,0,0,200,0,0,0,0,1
12000506,失心符攻击-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc2-fc/wuleizhou,0,FC-wlzsf,0,0,200,0,0,0,0,1
12000507,失心符攻击-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
12000700,幻音古钟1-施法动作,0,1,0,9,1100,0,0,0,0,0,127,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
12000701,幻音古钟1-受击特效,2,1,500,0,0,0,0,0,0,0,127,0,0,2,0,1,geffect/skill/acc2-fc/Cc.hygzsf,0,FC-hygzsf,0,0,200,0,0,0,0,1
12000702,幻音古钟1-受击结算,4,1,1300,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
12000710,幻音古钟2-受击结算,4,0,1300,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
12000720,幻音古钟3-受击结算,4,0,1300,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
12000730,幻音古钟4-受击结算,4,0,1300,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
12000740,幻音古钟5-受击结算,4,0,1300,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
12000750,幻音古钟6-虚弱休息结算,4,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
25403,狮驼技能-远程,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
13000000,变身-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000001,变身-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc1-dt/Cc.hfzrsf,0,DT-hfzrsf,0,0,200,0,0,0,0,1
13000002,变身-结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
13000003,变身-附带吸血,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,50,200,0,0,0,0,1
13000100,鹰击1-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000101,鹰击1-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
13000102,鹰击1-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
13000103,鹰击1-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,yc-gj,0,50,50,0,0,0,0,1
13000104,鹰击1-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000105,鹰击1-受击特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc3-st/Cc.yinji,1,ST-yinji,0,0,200,0,0,0,0,1
13000106,鹰击1-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,800,200,0,0,0,0,1
13000107,鹰击1-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000160,鹰击虚弱休息-结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
13000200,狮搏1-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000201,狮搏1-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
13000202,狮搏1-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
13000203,狮搏1-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,yc-gj,0,50,50,0,0,0,0,1
13000204,狮搏1-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000205,狮搏1-受击特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,1,geffect/skill/acc3-st/Cc.shibo_,1,ST-shibo,0,0,200,0,0,0,0,1
13000206,狮搏1-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,800,200,0,0,0,0,1
13000207,狮搏1-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000300,魔息术-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000301,魔息术-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc3-st/Cc.moxishu,0,DT-hfzrsf,0,0,200,0,0,0,0,1
13000302,魔息术-结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
13000400,象形-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000401,象形-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
13000402,象形-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
13000403,象形-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,yc-gj,0,50,50,0,0,0,0,1
13000404,象形-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000405,象形-受击特效,2,1,400,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc3-st/Cc.xiangxing,1,ST-xiangxing,0,0,200,0,0,0,0,1
13000406,象形-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,800,200,0,0,0,0,1
13000407,象形-保护者返回,0,1,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000408,象形-休息,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
13000500,连环击1-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000501,连环击1-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
13000502,连环击1-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
13000503,连环击1-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,yc-gj,0,50,50,0,0,0,0,1
13000504,连环击1-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000505,连环击1-受击特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc3-st/Cc.lianhuanji,1,ST-lhj,0,0,200,0,0,0,0,1
13000506,连环击1-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,720,200,0,0,0,0,1
13000507,连环击1-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000520,连环击虚弱休息-结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
13007700,鹰击长空-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13007701,鹰击长空-施法特效,2,1,200,0,0,0,0,0,0,0,188,0,0,4,0,0,geffect/skill/acc3-st/Cc.yjcksf,1,ST-yinjichangkong,0,1000,200,0,0,0,0,1
13007702,鹰击长空1-受击结算,4,0,1500,0,1500,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1500,200,0,0,0,0,1
13000701,鹰击长空1-攻击动作,0,1,0,8,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000702,鹰击长空1-施法特效,2,1,300,0,0,0,0,0,0,0,188,0,0,0,0,1,,0,,0,0,200,0,0,0,0,1
13000703,鹰击长空1-残影移动,1,1,400,0,0,0,1,0,5,1,0,180,0,5,0,0,,0,,0,50,50,0,0,0,0,1
13000704,鹰击长空1-弓箭特效移动,2,1,400,0,0,0,0,0,0,1,0,1,0,0,0,1,geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_,1,yc-gj,0,50,50,0,0,0,0,1
13000705,鹰击长空1-残影消失,1,1,580,0,0,3,0,0,0,1,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000706,鹰击长空1-受击特效,2,1,300,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc3-st/Cc.yinjichangkong,1,ST-yinji,0,0,200,0,0,0,0,1
13000707,鹰击长空1-受击结算,4,1,580,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,720,200,0,0,0,0,1
13000708,鹰击长空1-保护者返回,1,0,0,0,0,0,12,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
13000720,鹰击长空虚弱休息-结算,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
25404,阴曹地府技能,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000101,阎罗令1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000102,阎罗令1-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000103,阎罗令1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.yanluoling,0,DF-yll,0,0,200,0,0,0,0,1
14000104,阎罗令1-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000105,阎罗令2-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.yanluoling,0,,0,0,200,0,0,0,0,1
14000106,阎罗令2-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000107,阎罗令3-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.yanluoling,0,,0,0,200,0,0,0,0,1
14000108,阎罗令3-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000109,阎罗令4-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.yanluoling,0,,0,0,200,0,0,0,0,1
14000110,阎罗令4-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000111,阎罗令5-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.yanluoling,0,,0,0,200,0,0,0,0,1
14000112,阎罗令5-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000113,阎罗令6-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.yanluoling,0,,0,0,200,0,0,0,0,1
14000114,阎罗令6-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000200,腐尸毒-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000201,腐尸毒-受击特效上,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.shifudu,0,DF-sfd,0,0,200,0,0,0,0,1
14000202,腐尸毒-受击特效下,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,,-2,,0,0,200,0,0,0,0,1
14000203,腐尸毒-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000204,腐尸毒吸血-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,800,200,0,0,0,0,1
14000205,腐尸毒-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000206,腐尸毒-受击特效上,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.shifudu,0,DF-sfd,0,0,200,0,0,0,0,1
14000207,腐尸毒-受击特效下,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,,-2,,0,0,200,0,0,0,0,1
14000208,腐尸毒-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000209,腐尸毒吸血-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,800,200,0,0,0,0,1
14000210,腐尸毒吸血-受击结算,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000300,六道轮回1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000301,六道轮回1-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000302,六道轮回1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.liudaolunhui,0,DF-ldlh,0,0,200,0,0,0,0,1
14000303,六道轮回1-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000304,六道轮回2-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.liudaolunhui,0,,0,0,200,0,0,0,0,1
14000305,六道轮回2-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000306,六道轮回3-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.liudaolunhui,0,,0,0,200,0,0,0,0,1
14000307,六道轮回3-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000308,六道轮回4-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.liudaolunhui,0,,0,0,200,0,0,0,0,1
14000309,六道轮回4-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000310,六道轮回5-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.liudaolunhui,0,,0,0,200,0,0,0,0,1
14000311,六道轮回5-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000312,六道轮回6-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.liudaolunhui,0,,0,0,200,0,0,0,0,1
14000313,六道轮回6-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
14000400,修罗隐身1-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000401,修罗隐身1-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000402,修罗隐身1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.xiuluoyinshen,0,DF-xlys,0,0,200,0,0,0,0,1
14000403,修罗隐身1-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1000,200,0,0,0,0,1
14000404,修罗隐身2-限制,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
14000500,幽冥鬼眼1-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000501,幽冥鬼眼1-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000502,幽冥鬼眼1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.youminguiyan,0,DF-ymgy,0,0,200,0,0,0,0,1
14000503,幽冥鬼眼1-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,600,200,0,0,0,0,1
14000504,幽冥鬼眼3-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.youminguiyan,0,,0,0,200,0,0,0,0,1
14000505,幽冥鬼眼3-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,600,200,0,0,0,0,1
14000506,幽冥鬼眼4-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.youminguiyan,0,,0,0,200,0,0,0,0,1
14000507,幽冥鬼眼4-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,600,200,0,0,0,0,1
14000508,幽冥鬼眼5-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.youminguiyan,0,,0,0,200,0,0,0,0,1
14000509,幽冥鬼眼5-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,600,200,0,0,0,0,1
14000510,幽冥鬼眼6-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc4-df/Cc.youminguiyan,0,,0,0,200,0,0,0,0,1
14000511,幽冥鬼眼6-受击结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,600,200,0,0,0,0,1
14000700,魂锁判官1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000701,魂锁判官1-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
14000702,魂锁判官1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,2,0,0,geffect/skill/acc4-df/Cc.huunsuopanguan,0,DF-hunsuopanguan,0,0,200,0,0,0,0,1
14000703,魂锁判官1-受击结算,4,1,1200,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
14000704,魂锁判官1-降低防御,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
14000705,魂锁判官1-PVE伤害,4,0,1200,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
14000706,魂锁判官1-虚弱休息,4,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,200,200,0,0,0,0,1
25405,龙宫技能,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
15000100,龙卷雨击1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000101,龙卷雨击1-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000102,龙卷雨击1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,LG-ljyj,0,0,200,0,0,0,0,1
15000103,龙卷雨击1-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000104,龙卷雨击2-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000105,龙卷雨击2-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000106,龙卷雨击3-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000107,龙卷雨击3-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000108,龙卷雨击4-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000109,龙卷雨击4-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000110,龙卷雨击5-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000111,龙卷雨击5-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000112,龙卷雨击6-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000113,龙卷雨击6-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000114,龙卷雨击7-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000115,龙卷雨击7-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000116,龙卷雨击8-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.ljyj,0,,0,0,200,0,0,0,0,1
15000117,龙卷雨击8-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1400,200,0,0,0,0,1
15000200,龙腾1-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000201,龙腾1-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000202,龙腾1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.longteng,0,LG-longteng,0,0,200,0,0,0,0,1
15000203,龙腾1-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
15000204,龙腾2-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000205,龙腾2-施法特效,2,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000206,龙腾2-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.longteng,0,LG-longteng,0,0,200,0,0,0,0,1
15000207,龙腾2-受击结算,4,1,1000,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1200,200,0,0,0,0,1
15000208,龙腾2-吸血结算,4,1,600,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,800,200,0,0,0,0,1
15000300,逆鳞1-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000301,逆鳞1-施法特效,2,1,400,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000302,逆鳞1-受击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,5,0,0,geffect/skill/acc5-lg/Cc.lgshifa,0,LG-nlsf,0,0,200,0,0,0,0,1
15000303,逆鳞1-受击结算,4,1,1200,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1300,200,0,0,0,0,1
15000400,龙吟-施法动作,0,1,0,9,1100,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000401,龙吟-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000402,龙吟-攻击特效,2,1,600,0,0,0,0,0,0,0,188,0,0,2,0,0,geffect/skill/acc5-lg/Cc.longying,0,LG-longying,0,0,200,0,0,0,0,1
15000403,龙吟-受击结算,4,1,1100,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,1300,200,0,0,0,0,1
15000500,清心1-施法动作,0,1,0,9,1100,0,0,0,8,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
15000501,清心1-施法特效,2,1,0,0,0,0,0,0,0,0,188,0,0,0,0,0,,0,,0,0,200,0,0,0,0,1
