"id","战斗回合数","条件脚本","奖励次数","AI怪回合数","触发几率","对象过滤","被使用的技能ID","策划备注"
"36252",">=0","","0","","","_96352_>=1","","自己的血量小于50%释放驱散无敌技能"
"36253",">=1","","0","","","_96351_>=1&&_96357_<1","","血量大于等于百分之50%并且20位置没有单位召唤怪物"
"36254",">=1","","0","","","_96351_>=1&&_96358_<1","","血量大于等于百分之50%并且21位置没有单位召唤怪物"
"36255",">=1","","0","","","_96351_>=1&&_96359_<1","","血量大于等于百分之50%并且22位置没有单位召唤怪物"
"36256",">=1","","0","","","_96351_>=1&&_96360_<1","","血量大于等于百分之50%并且23位置没有单位召唤怪物"
"36257",">=1","","0","","","_96351_>=1&&_96361_<1","","血量大于等于百分之50%并且24位置没有单位召唤怪物"
"36258",">=1","","0","","","_96352_>=1","","血量小于50%释放魔爆术"
"36259",">=1","","0","","","_96351_>=1&&_96362_<1","","血量大于等于百分之50%并且15位置没有单位召唤怪物"
"36260",">=1","","0","","","_96351_>=1&&_96363_<1","","血量大于等于百分之50%并且16位置没有单位召唤怪物"
"36261",">=1","","0","","","_96351_>=1&&_96364_<1","","血量大于等于百分之50%并且17位置没有单位召唤怪物"
"36262",">=1","","0","","","_96351_>=1&&_96365_<1","","血量大于等于百分之50%并且18位置没有单位召唤怪物"
"36263",">=1","","0","","","_96351_>=1&&_96366_<1","","血量大于等于百分之50%并且19位置没有单位召唤怪物"
"36264",">=1","","0","","","_96354_<1","","己方阵营没有无敌BUFF小怪逃跑"
"36265",">=1","","0","","","_96354_<1","","己方阵营没有无敌BUFF小怪逃跑"
"36301",">=1","","0","","","","","公会副本第1回合以后"
"36302",">=1","","0","","","","","公会副本第1回合以后"
"36303",">=1","","0","","","_96401_==1","","公会副本第1回合后进战斗怪物中了封印"
"36304",">=1","","0","","","_96402_>=1||_96403_>=1","","公会副本队伍中治疗单位大于1"
"36351","==0","","0","","","_96301_>=1","","自己的血量高于50%召唤怪物"
"36352",">=0","","0","","","_96302_>=1","","自己的血量小于50%释放驱散无敌技能"
"36353",">=1","","0","","","_96301_>=1&&_96307_<1","","血量大于等于百分之50%并且20位置没有单位召唤怪物"
"36354",">=1","","0","","","_96301_>=1&&_96308_<1","","血量大于等于百分之50%并且21位置没有单位召唤怪物"
"36355",">=1","","0","","","_96301_>=1&&_96309_<1","","血量大于等于百分之50%并且22位置没有单位召唤怪物"
"36356",">=1","","0","","","_96301_>=1&&_96310_<1","","血量大于等于百分之50%并且23位置没有单位召唤怪物"
"36357",">=1","","0","","","_96301_>=1&&_96311_<1","","血量大于等于百分之50%并且24位置没有单位召唤怪物"
"36358",">=1","","0","","","_96302_>=1","","血量小于50%释放魔爆术"
"36359",">=1","","0","","","_96301_>=1&&_96362_<1","","血量大于等于百分之50%并且15位置没有单位召唤怪物"
"36360",">=1","","0","","","_96301_>=1&&_96363_<1","","血量大于等于百分之50%并且16位置没有单位召唤怪物"
"36361",">=1","","0","","","_96301_>=1&&_96364_<1","","血量大于等于百分之50%并且17位置没有单位召唤怪物"
"36362",">=1","","0","","","_96301_>=1&&_96365_<1","","血量大于等于百分之50%并且18位置没有单位召唤怪物"
"36363",">=1","","0","","","_96301_>=1&&_96366_<1","","血量大于等于百分之50%并且19位置没有单位召唤怪物"
"36364",">=1","","0","","","_96304_<1","","己方阵营没有无敌BUFF小怪逃跑"
"36365",">=1","","0","","","_96304_<1","","己方阵营没有无敌BUFF小怪逃跑"
"36401","==0","","0","","","_96301_>=1","","自己的血量高于50%召唤怪物"
"36402",">=0","","0","","","_96302_>=1","","自己的血量小于50%释放驱散无敌技能"
"36403",">=1","","0","","","_96301_>=1&&_96307_<1","","血量大于等于百分之50%并且20位置没有单位召唤怪物"
"36404",">=1","","0","","","_96301_>=1&&_96308_<1","","血量大于等于百分之50%并且21位置没有单位召唤怪物"
"36405",">=1","","0","","","_96301_>=1&&_96309_<1","","血量大于等于百分之50%并且22位置没有单位召唤怪物"
"36406",">=1","","0","","","_96301_>=1&&_96310_<1","","血量大于等于百分之50%并且23位置没有单位召唤怪物"
"36407",">=1","","0","","","_96301_>=1&&_96311_<1","","血量大于等于百分之50%并且24位置没有单位召唤怪物"
"36408",">=1","","0","","","_96302_>=1","","血量小于50%释放魔爆术"
"36409",">=1","","0","","","_96301_>=1&&_96362_<1","","血量大于等于百分之50%并且15位置没有单位召唤怪物"
"36410",">=1","","0","","","_96301_>=1&&_96363_<1","","血量大于等于百分之50%并且16位置没有单位召唤怪物"
"36411",">=1","","0","","","_96301_>=1&&_96364_<1","","血量大于等于百分之50%并且17位置没有单位召唤怪物"
"36412",">=1","","0","","","_96301_>=1&&_96365_<1","","血量大于等于百分之50%并且18位置没有单位召唤怪物"
"36413",">=1","","0","","","_96301_>=1&&_96366_<1","","血量大于等于百分之50%并且19位置没有单位召唤怪物"
"36414",">=1","","0","","","_96304_<1","","己方阵营没有无敌BUFF小怪逃跑"
"36415",">=1","","0","","","_96304_<1","","己方阵营没有无敌BUFF小怪逃跑"
"37001","==1","","0","","","_97001_/_97002_>=0.2","","队伍中辅助职业/总人数>=0.2，第1回合"
"37002","==1","","0","","","_97001_/_97002_<0.2","","队伍中辅助职业/总人数<0.2，第1回合"
"37003","==2","","0","","","_97001_/_97002_<0.2","","队伍中辅助职业/总人数<0.2，第3回合"
"37004",">=1","","0","","","_97003_>=1","","对方没有中三控的单位>=1"
"37005","==1","","0","","","_97004_>=4","","队伍中输出职业4个时，第0回合（战斗开始）"
"37006",">=4","","0","","","_96124_<=0.01","","大于等于第4回合"
"37007",">=4","","0","","","_96124_<=0.01","","大于等于第4回合"
"37008",">=1","","0","","","","","日常副本副本第1回合以后"
"37009",">=1","","0","","","_97005_==1","","日常副本第1回合进战斗怪物中了封印"
"37010",">=1","","0","","","","","冰封王座25关BOSS第一回合错乱一个人"
"37011","==2","","0","","","","","冰封王座25关BOSS第二回合给对面全体减防"
"37012","==3","","0","","","","","冰封王座25关BOSS第三回合给已方全体加攻"
"37013","==4","","0","","","","","冰封王座25关BOSS第四回合给已方全体加血"
"37014",">=1","","0","","","","","第1回合之后"
"37015","==1","","0","","","","","日常副本副本第1回"
"37016","==3","","0","","","","","日常副本副本第2回"
"37100",">=1","","0","","","_96200_>=4","","没中嘲讽的敌方单位大于等于4"
"37101",">=1","","0","","","_96201_>=4","","没中破甲的敌方单位大于等于4"
"37102",">=1","","0","","","_96202_>=4","","敌方单位大于等于4"
"37103",">=1","","0","","","_96203_>=4","","没中嘲讽的敌方单位大于等于4"
"37104",">=1","","0","","","_96204_>=1","","敌方存在隐身单位"
"37105",">=1","","0","","","_96205_>=1","","我方血小于等于60%单位大于等于1"
"37106",">=1","","0","","","_96206_>=4","","敌方单位大于等于4"
"37107",">=1","","0","","","_96207_>=4","","敌方单位大于等于4"
"37108",">=1","","0","","","_96208_<3","","敌方有绿之潮buff的单位小于3（包含死亡）"
"37109",">=1","","0","","","_96209_>=1","","我方有黄昏花蕾buff的单位（包含死亡）且血量少于80%的单位大于1"
"37110",">=1","","0","","","_96210_<3","","我方有心灵之火buff的单位小于1（包含死亡）"
"37111",">=1","","0","","","_96211_>=1","","我方死亡单位大于等于1"
"37112",">=1","","0","","","_96212_>=1","","我方血小于等于80%单位大于等于1"
"37113",">=1","","0","","","_96213_>=3","","我方中debuff单位大于等于3"
"37114",">=1","","0","","","_96212_>=1","","我方血小于等于80%单位大于等于1"
"37115",">=1","","0","","","_96215_>=4","","敌方单位小于等于3"
"37116",">=1","","0","","","_96216_<=3","","敌方被控制的单位小于等于3"
"37117",">=1","","0","","","_96217_<3","","敌方有身上有虚弱诅咒buff的单位小于3（包含死亡）"
"37118",">=1","","0","","","_96218_>=1","","自身血量低于50%"
"37119",">=1","effectpointa>=0","0","","","","","连击点达到0"
"37120",">=1","effectpointa>=1","0","","","","","连击点达到1"
"37121",">=1","effectpointa>=2","0","","","","","连击点达到2"
"37122",">=1","effectpointa>=3","0","","","","","连击点达到3"
"37123",">=1","effectpointa>=4","0","","","","","连击点达到4"
"37124",">=1","effectpointa>=5","0","","","","","连击点达到5"
"37201",">=1","","0","","","_96125_>1","","第一回合后刷新宠物复活玩家驱散状态"
"39000",">=1","","0","","0.5","_99001_<1","","未召唤宝宝喊话"
"39001",">=1","","1","","0.4","_99001_<1","","小软宝宝1"
"39002",">=1","","1","","0.1","_99001_<1","","变异小软1"
"39003",">=1","","1","","0.4","_99001_<1","","捕猎者宝宝5"
"39004",">=1","","1","","0.1","_99001_<1","","变异捕猎者5"
"39005",">=1","","1","","0.2","_99001_<1","","羽蛇宝宝15"
"39006",">=1","","1","","0.2","_99001_<1","","变异羽蛇15"
"39007",">=1","","1","","0.05","_99001_<1","","囧龟宝宝15"
"39008",">=1","","1","","0.05","_99001_<1","","变异囧龟15"
"39009",">=1","","1","","0.083","_99001_<1","","食人工头宝宝25"
"39010",">=1","","1","","0.083","_99001_<1","","地精工匠宝宝25"
"39011",">=1","","1","","0.084","_99001_<1","","剪刀手宝宝25"
"39012",">=1","","1","","0.25","_99001_<1","","鱼人宝宝25"
"39013",">=1","","1","","0.025","_99001_<1","","食人工头宝宝25"
"39014",">=1","","1","","0.025","_99001_<1","","地精工匠宝宝25"
"39015",">=1","","1","","0.025","_99001_<1","","剪刀手宝宝25"
"39016",">=1","","1","","0.025","_99001_<1","","鱼人宝宝25"
"39017",">=1","","1","","0.083","_99001_<1","","死神宝宝35"
"39018",">=1","","1","","0.083","_99001_<1","","狼人宝宝35"
"39019",">=1","","1","","0.084","_99001_<1","","死灵哨兵宝宝35"
"39020",">=1","","1","","0.125","_99001_<1&&_99030_==1","","血月教徒宝宝35"
"39021",">=1","","1","","0.025","_99001_<1","","变异死神35"
"39022",">=1","","1","","0.025","_99001_<1","","变异狼人35"
"39023",">=1","","1","","0.025","_99001_<1","","变异死灵哨兵35"
"39024",">=1","","1","","0.025","_99001_<1","","变异血月教徒35"
"39025",">=1","","1","","0.083","_99001_<1","","野猪宝宝45"
"39026",">=1","","1","","0.083","_99001_<1","","吸血蝙蝠宝宝45"
"39027",">=1","","1","","0.084","_99001_<1","","野猪人宝宝45"
"39028",">=1","","1","","0.032","_99001_<1","","巫妖宝宝45"
"39029",">=1","","1","","0.025","_99001_<1","","变异野猪45"
"39030",">=1","","1","","0.025","_99001_<1","","变异吸血蝙蝠45"
"39031",">=1","","1","","0.025","_99001_<1","","变异野猪人45"
"39032",">=1","","1","","0.025","_99001_<1","","变异巫妖45"
"39033",">=1","","1","","0.083","_99001_<1","","血色猎犬宝宝55"
"39034",">=1","","1","","0.083","_99001_<1","","幽灵宝宝55"
"39035",">=1","","1","","0.084","_99001_<1","","裁决者宝宝55"
"39036",">=1","","1","","0.0033","_99001_<1&&_99004_==1","","血色骑士宝宝55"
"39037",">=1","","1","","0.0033","_99001_<1&&_99004_==1","","血色牧师宝宝55"
"39038",">=1","","1","","0.02","_99001_<1","","变异血色猎犬55"
"39039",">=1","","1","","0.02","_99001_<1","","变异幽灵55"
"39040",">=1","","1","","0.02","_99001_<1","","变异裁决者55"
"39041",">=1","","1","","0.02","_99001_<1","","变异血色骑士55"
"39042",">=1","","1","","0.02","_99001_<1","","变异血色牧师55"
"39043",">=1","","1","","0.083","_99001_<1","","土元素宝宝65"
"39044",">=1","","1","","0.083","_99001_<1","","半人马宝宝65"
"39045",">=1","","1","","0.084","_99001_<1","","鞭笞者宝宝65"
"39046",">=1","","1","","0.003","_99001_<1","","腐女宝宝65"
"39047",">=1","","1","","0.025","_99001_<1","","变异土元素65"
"39048",">=1","","1","","0.025","_99001_<1","","变异半人马65"
"39049",">=1","","1","","0.025","_99001_<1","","变异鞭笞者65"
"39050",">=1","","1","","0.025","_99001_<1","","变异腐女65"
"39051",">=1","","1","","0.083","_99001_<1","","摧毁者宝宝70"
"39052",">=1","","1","","0.083","_99001_<1","","虚空恐魔宝宝70"
"39053",">=1","","1","","0.084","_99001_<1","","食人魔宝宝70"
"39054",">=1","","1","","0.0025","_99001_<1","","变形者宝宝70"
"39055",">=1","","1","","0.025","_99001_<1","","变异摧毁者70"
"39056",">=1","","1","","0.025","_99001_<1","","变异虚空恐魔70"
"39057",">=1","","1","","0.025","_99001_<1","","变异食人魔70"
"39058",">=1","","1","","0.025","_99001_<1","","变异变形者70"
"39059",">=1","","1","","0.083","_99001_<1","","绿飞龙宝宝75"
"39060",">=1","","1","","0.083","_99001_<1","","预言者宝宝75"
"39061",">=1","","1","","0.084","_99001_<1","","骨飞龙宝宝75"
"39062",">=1","","1","","0.0025","_99001_<1","","绿龙宝宝75"
"39063",">=1","","1","","0.025","_99001_<1","","变异绿飞龙75"
"39064",">=1","","1","","0.025","_99001_<1","","变异预言者75"
"39065",">=1","","1","","0.025","_99001_<1","","变异骨飞龙75"
"39066",">=1","","1","","0.025","_99001_<1","","变异绿龙75"
"39067",">=1","","1","","0.083","_99001_<1","","炎魔使者宝宝80"
"39068",">=1","","1","","0.083","_99001_<1","","黑铁矮人宝宝80"
"39069",">=1","","1","","0.084","_99001_<1","","铁炉牧师宝宝80"
"39070",">=1","","1","","0.0025","_99001_<1","","矮人军官宝宝80"
"39071",">=1","","1","","0.025","_99001_<1","","变异炎魔使者80"
"39072",">=1","","1","","0.025","_99001_<1","","变异黑铁矮人80"
"39073",">=1","","1","","0.025","_99001_<1","","变异铁炉牧师80"
"39074",">=1","","1","","0.025","_99001_<1","","变异矮人军官80"
"39075",">=1","","1","","0.083","_99001_<1","","死亡骑士宝宝85"
"39076",">=1","","1","","0.083","_99001_<1","","食尸鬼宝宝85"
"39077",">=1","","1","","0.084","_99001_<1","","女妖宝宝85"
"39078",">=1","","1","","0.0025","_99001_<1","","恐惧恶魔宝宝85"
"39079",">=1","","1","","0.025","_99001_<1","","变异死亡骑士85"
"39080",">=1","","1","","0.025","_99001_<1","","变异食尸鬼85"
"39081",">=1","","1","","0.025","_99001_<1","","变异女妖85"
"39082",">=1","","1","","0.025","_99001_<1","","变异恐惧恶魔85"
"39083",">=1","","0","","","","","小萌萌只挨打"
"39084","==5","","0","","","","","第5回合召唤两只怪"
"39085","==10","","0","","","","","第10回合召唤两只怪"
"39086","==2","","0","","","_96124_<=0.01","","训犬人召唤小狗"
"40000",">=1","","0","","1","_99002_<1","","狗男女男的死了召唤女的"
"40001",">=1","","0","","1","_99003_>=1&&_96124_<=0.01","","拉boss男"
"40002","==4","","0","","","_96124_<=0.01","","训犬人召唤小狗"
"40003","==6","","0","","","_96124_<=0.01","","训犬人召唤小狗"
"40004","==2","","0","","","","","冰封王座70级召唤小怪"
"40005","==4","","0","","","","","冰封王座70级召唤小怪"
"40006","==6","","0","","","","","冰封王座70级召唤小怪"
"40007","==1","","0","","","","","冰封王座70级boss双封"
"40008","==2","","0","","","","","冰封王座70级boss野兽之力"
"40009","==1","","0","","","","","冰封王座70级战士破血"
"40010","==6","","0","","","","","全体满血技能"
"40011","==2","","0","","","","","冰封王座90级召唤小怪"
"40012","==6","","0","","","","","冰封王座90级召唤小怪"
"40013","==9","","0","","","","","冰封王座90级召唤小怪"
"40014","==12","","0","","","","","冰封王座90级召唤小怪"
"40015","==8","","0","","","","","冰封王座90级fs大招"
"40016","==8","","0","","","","","冰封王座90级le大招"
"40017",">=4","","0","","","_95003_<=1","","冠军试炼小怪全死跑"
"40019","==2","","0","","","","","军团魔像"
"40020","==0","","0","","","","","军团魔像"
"40021",">=3","","0","","","","","军团魔像"
"40022",">=1","","0","","","_99031_>=1","","诛神封"
"40023",">=1","","0","","","_99032_>=1","","诛神封"
"40024",">=2","","0","","","_99033_>=1","","诛神封"
"40025",">=1","","0","","","_99034_>=1","","诛神封"
"40026","==1","","0","","","","","诛神神圣"
"40027","==0","","0","","","","","诛神第一回合法术"
"40028","==1","","0","","","","","盗贼第一回合剔骨"
"40029","==0","","0","","","","","第一回合心灵之火"
"40050",">=1","","0","","0.015","_99001_<1&&_99010_>=1","","鱼人宝宝30"
"40051",">=1","","0","","0.0075","_99001_<1&&_99011_>=1","","血月教徒宝宝40"
"40052",">=1","","0","","0.002","_99001_<1&&_99012_>=1","","巫妖宝宝50"
"40053",">=1","","0","","0.0002","_99001_<1&&_99013_>=1","","血色骑士宝宝60"
"40054",">=1","","0","","0.0002","_99001_<1&&_99014_>=1","","血色牧师宝宝60"
"40055",">=1","","0","","0.00018","_99001_<1&&_99015_>=1","","腐女宝宝70"
"40056",">=1","","0","","0.00015","_99001_<1&&_99016_>=1","","变形者宝宝75"
"40057",">=1","","0","","0.00015","_99001_<1&&_99017_>=1","","绿龙宝宝80"
"40058",">=1","","0","","0.00015","_99001_<1&&_99018_>=1","","矮人军官宝宝85"
"40059",">=1","","0","","0.00015","_99001_<1&&_99019_>=1","","恐惧恶魔宝宝90"
"40060","==0","","0","","","","","诛神第一回合法术"
"40061",">=1","","0","","","_94056_>=1","","我方被控制单位大于等于1"
"40062",">=1","","0","","","_94014_>=1","","我方死亡单位大于等于1"
"40063",">=0","","0","","","_99036_>=1","","自己身上没有先祖之魂buff"
"40064",">=0","","0","","","_99037_>=1","","自己身上没有先祖之魂buff"
"40065",">=0","","0","","","_99038_>=1","","的身上没有恶魔附体"
"40093","==1","","0","","","","","第1回合"
"40094","==6","","0","","","","","第6回合"
"40095","==11","","0","","","","","第11回合"
"40096","==16","","0","","","","","第16回合"
"40097","==21","","0","","","","","第21回合"
"40098","==26","","0","","","","","第26回合"
"40099","==31","","0","","","","","第31回合"
"40100","==36","","0","","","","","第36回合"
"40101","==41","","0","","","","","第41回合"
"40102","==46","","0","","","","","第46回合"
"40103","==51","","0","","","","","第51回合"
"40104","==56","","0","","","","","第56回合"
"40105","==61","","0","","","","","第61回合"
"40106","==66","","0","","","","","第66回合"
"40107","==71","","0","","","","","第71回合"
"40108","==76","","0","","","","","第76回合"
"40109","==81","","0","","","","","第81回合"
"40110","==86","","0","","","","","第86回合"
"40111","==91","","0","","","","","第91回合"
"40112","==96","","0","","","","","第96回合"
"40113","==101","","0","","","","","第101回合"
"40066",">=0","","0","","","_99039_>=1","","的身上没有变身"
"40067","==5","","0","","","","","第五回合特殊怪逃跑战士"
"40068","==10","","0","","","","","第五回合特殊怪逃跑战士"
"40069","==15","","0","","","","","第五回合特殊怪逃跑战士"
"40070","==20","","0","","","","","第五回合特殊怪逃跑战士"
"40071",">=1","","0","","","","","日常副本副本第1回合以后"
"40072",">=1","","0","","","","","日常副本副本第1回合以后"
"40073",">=1","","0","","","","","日常副本副本第1回合以后"
"40074",">=1","","0","","","","","日常副本副本第1回合以后"
"40075",">=1","","0","","","","","日常副本副本第1回合以后"
"40076",">=1","","0","","","","","日常副本副本第1回合以后"
"40077",">=1","","0","","","","","日常副本副本第1回合以后"
"40078",">=1","","0","","","","","日常副本副本第1回合以后"
"41000","==5","","0","","","","","泡泡王战斗第5回合召唤"
"41001","==10","","0","","","","","泡泡王战斗第10回合召唤"
"41002","==15","","0","","","","","泡泡王战斗第15回合召唤"
"41003","==20","","0","","","","","泡泡王战斗第五回合召唤"
"41004","==25","","0","","","","","泡泡王战斗第五回合召唤"
"41005","==30","","0","","","","","泡泡王战斗第五回合召唤"
"41006","==35","","0","","","","","泡泡王战斗第五回合召唤"
"41007","==40","","0","","","","","泡泡王战斗第五回合召唤"
"41008","==45","","0","","","","","泡泡王战斗第五回合召唤"
"41009","==50","","0","","","","","泡泡王战斗第五回合召唤"
"41010",">=51","","0","","","","","泡泡王第50回合逃跑"
"41011",">=52","","0","","","","","小怪喊话"
"41012",">=52","","0","","","","","小怪喊话"
"41013",">=53","","0","","","","","小怪逃跑53回合"
"41014",">=53","","0","","","","","小怪逃跑54回合"
"41015",">=1","","0","","","_94056_>=4","","我方被控制单位大于等于4"
"51000","==1","","0","","","","","一进战斗"
"51001","==5","","0","","","","","第10回合"
"51002","==10","","0","","","","","第20回合"
"51003","==15","","0","","","","","第30回合"
"51004","==20","","0","","","","","第40回合"
"51005","==25","","0","","","","","第50回合"
"51006","==30","","0","","","","","第60回合"
"51007","==35","","0","","","","","第70回合"
"51008","==40","","0","","","","","第80回合"
"51009","==45","","0","","","","","第90回合"
"51010","==50","","0","","","","","第100回合"
"51011","==55","","0","","","","","第110回合"
"51012","==60","","0","","","","","第120回合"
"51013","==65","","0","","","","","第130回合"
"51014","==70","","0","","","","","第140回合"
"51015","==80","","0","","","","","第150回合"
"51016",">=1","","0","","","_95003_<=2","","己方数量小于2个"
"51017",">=1","","0","","","_95003_<=3","","己方数量小于3个"
"51018",">=1","","0","","","_95003_<=4","","己方数量小于4个"
"51019",">=1","","0","","","_95003_<=5","","己方数量小于5个"
"51020",">=1","","0","","","_95003_<=6","","己方数量小于6个"
"51021",">=1","","0","","","_95003_<=7","","己方数量小于7个"
"51022",">=1","","0","","","_95003_<=8","","己方数量小于8个"
"51023",">=1","","0","","","_95003_<=9","","己方数量小于9个"
"51024",">=1","","0","","","_95003_<=10","","己方数量小于10个"
"51025",">=1","","0","","","_96232_>=1","","自身血量低于50%"
"51026","==0","","0","","","","","一进战斗"
"51027",">=1","","0","","","_96234_>=1","","自身血量低于10%"
"51028",">=1","","0","","","_95003_=3","","己方数量等于3个"
"51029","==1","","0","","","_97001_>=4","","队伍中输出职业4个时，第0回合（战斗开始）"
"51030",">=1","","0","","","_99040_>=2","","天宫大于3个全秒"
"51031","==8","","0","","","","","第3回合"
"51032","==16","","0","","","","","第6回合"
"51033","==24","","0","","","","","第9回合"
"51034","==32","","0","","","","","第12回合"
"51035","==40","","0","","","","","第15回合"
"51036","==48","","0","","","","","第18回合"
"51037","==56","","0","","","","","第21回合"
"51038","==64","","0","","","","","第24回合"
"51039","==72","","0","","","","","第27回合"
"51040","==80","","0","","","","","第30回合"
"51041","==88","","0","","","","","第33回合"
"51042","==96","","0","","","","","第36回合"
"51043",">=1","","0","","","_95003_=4","","己方数量等于4个"
"51044",">=1","","0","","","_95003_=5","","己方数量等于5个"
"51045",">=1","","0","","","_95003_=6","","己方数量等于6个"
"51046",">=1","","0","","","_95003_=7","","己方数量等于7个"
"51047",">=1","","0","","","_95003_=8","","己方数量等于8个"
"51048",">=1","","0","","","_95003_=9","","己方数量等于9个"
"51049","==39","","0","","","","","第39回合"
"51050","==42","","0","","","","","第42回合"
"51051","==45","","0","","","","","第45回合"
"51052","==48","","0","","","","","第48回合"
"51053","==51","","0","","","","","第51回合"
"51054","==0","","0","","","_99041_>=3","","物理职业大于3"
"51055","==0","","0","","","_99042_>=3","","法术职业大于3"
"51056","==0","","0","","","_99043_>=1","","辅助职业大于3"
"51057",">=1","","0","","1","_99044_<1","","封系职业大于3"
"51058",">=1","","0","","1","_99045_<1","","BOSS死亡召唤"
"52000",">=1","","0","","","_94014_>=1","","我方死亡单位大于等于1"
"52001",">=1","","0","","","_94034_<1","","敌方六道轮回少于6"
"52002",">=1","","0","","","_94015_>=1","","我方血小于等于80%单位大于等于1"
"52003",">=1","","0","","","_94027_>=1&&_94053_<1","","敌方有隐身单位且我方身上有幽冥鬼眼buff的单位（包含死亡）小于1"
"52004",">=1","","0","","","_94015_>=1","","自身血大于等于50%且对方人数大于等于3"
"52005","==1","","0","","","_94040_<1","","我方有灵动九天buff的单位小于1（包含死亡）"
"52006",">=1","","0","","","_99047_>=1","","己方没有有魔兽之印buff大于等于5"
"52007",">=1","","0","","","_99048_>=1","","己方没有有圣灵之甲buff大于等于5"
"52008",">=1","","0","","","_94056_>=3","","我方被封印单位大于等于3"
"52009",">=1","","0","","","_99049_>=1","","我方血量少于30%"
"52010",">=1","","0","","","_99052_>=1","","敌方中了死亡禁锢的单位"
"52011",">=1","","0","","","_94014_>=7","","我方死亡单位大于等于7"
"52012",">=1","","0","","","_99053_>=1","","有大唐官府逃跑"
"52013",">=1","","0","","","_99054_>=1","","有方寸山逃跑"
"52014",">=1","","0","","","_99055_>=1","","有狮驼岭逃跑"
"52015",">=1","","0","","","_99056_>=1","","有阴曹地府逃跑"
"52016",">=1","","0","","","_99057_>=1","","有龙宫逃跑"
"52017",">=1","","0","","","_99058_>=1","","有普陀山逃跑"
"52018",">=1","","0","","","_99059_>=1","","有魔王寨逃跑"
"52019",">=1","","0","","","_99060_>=1","","有月宫逃跑"
"52020",">=1","","0","","","_99061_>=1","","有化生寺逃跑"
"52021",">=5","","0","","","","","第五回合大唐官府逃跑"
"52022",">=5","","0","","","","","第五回合方寸山逃跑"
"52023",">=5","","0","","","","","第五回合狮驼岭逃跑"
"52024",">=5","","0","","","","","第五回合阴曹地府逃跑"
"52025",">=5","","0","","","","","第五回合龙宫逃跑"
"52026",">=5","","0","","","","","第五回合普陀山逃跑"
"52027",">=5","","0","","","","","第五回合魔王寨逃跑"
"52028",">=5","","0","","","","","第五回合月宫逃跑"
"52029",">=5","","0","","","","","第五回合化生寺逃跑"
"52030","==1","","0","","","_99053_<1","","大唐官府首席—召唤"
"52031","==1","","0","","","_99054_<1","","方寸山首席—召唤"
"52032","==1","","0","","","_99055_<1","","狮驼岭首席—召唤"
"52033","==1","","0","","","_99056_<1","","阴曹地府首席—召唤"
"52034","==1","","0","","","_99057_<1","","龙宫首席—召唤"
"52035","==1","","0","","","_99058_<1","","普陀山首席—召唤"
"52036","==1","","0","","","_99059_<1","","魔王寨首席—召唤"
"52037","==1","","0","","","_99060_<1","","月宫首席—召唤"
"52038","==1","","0","","","_99061_<1","","化生寺首席—召唤"
"52039","==1","","0","","","_96001_/_96002_<0.1","","队伍辅助少于一个-进行全体封印"
"52040",">=1","","0","","","_99062_>=1","","对方没被控制的单位大于等于1(玩家和助战)"
"52041",">=1","","0","","","_99062_>=2","","对方没被控制的单位大于等于2(玩家和助战)"
"52042",">=1","","0","","","_99062_>=3","","对方没被控制的单位大于等于2(玩家和助战)"
"52043",">=1","","0","","","_99066_>=1","","对方血小于等于20%的单位大于等于1"
"52044",">=1","","0","","","_99067_>=1","","对方血小于等于40%的单位大于等于1"
"52045",">=1","","0","","","_99049_>=5","","我方血量少于30%的单位大于5"
"52046",">=1","","0","","","_99068_>=1","","我方血量少于10%的单位大于1"
"52047",">=1","","0","","0.2","_94056_>=1","","我方被控制单位大于等于1"
"52048",">=1","","0","","0.4","_94034_<1","","敌方六道轮回少于6-概率"
"52049",">=1","","0","","0.5","_94027_>=1&&_94053_<1","","敌方有隐身单位且我方身上有幽冥鬼眼buff的单位（包含死亡）小于1"
"52050","==4","","0","","","_99048_>=1","","己方没有圣灵之甲buff大于等于1-第四回合"
"52051",">=10","","0","","0.2","_99071_>=1","","己方没有罗汉金钟buff大于等于1-大于10回合开始"
"52052",">=6","","0","","0.2","_99071_>=1","","己方没有罗汉金钟buff大于等于1-大于6回合开始-概率20%"
"52053","==2","","0","","","_99070_==1","","第二回合以后-给狮驼岭上野兽之力"
"52054",">=4","","0","","0.1","_99071_>=1","","己方没有罗汉金钟buff大于等于1-大于4回合开始-概率10%"
"52055",">=5","","0","","0.1","_99072_<1","","敌方碎甲术BUFF少于1-大于5回合开始-概率10%"
"52056",">=1","","0","","0.5","_94019_<1","","己方没有金刚护法buff大于等于1"
"52057","==1","","0","","","_94040_<1","","我方有灵动九天buff的单位小于1（包含死亡）"
"52058",">=1","","0","","","_95052_>=1","","己方血量小于50%的单位大于等于1"
"52059",">=5","","0","","0.5","_94040_<1","","我方有灵动九天buff的单位小于1（包含死亡）"
"52060",">=1","","0","","0.1","_94041_>=1","","我方中了负面BUFF的单位-10%概率"
"52061",">=6","","0","","0.1","","","6回合以后-10%概率"
"52062",">=1","","0","","0.5","_94014_>=1","","我方死亡单位大于等于1-50%概率"
"52063",">=1","","0","","0.6","_94014_>=1","","我方死亡单位大于等于1-60%概率"
"52064",">=1","","0","","","_96124_<=0.01","","（亡者矿坑）第1回合"
"52065",">=1","","0","","","_99065_>=3","","敌方被控制的单位大于3"
