定时活动配置表id,注释（策划备注）,活动开始时间,距离活动开始间隔时间,间隔刷新时间,触发时间随机,刷新时系统提示信息编号,刷新方式,补怪数量上限,补怪持续时间,刷新列表,刷新列表数量,每种NPC数量,刷新场景,刷新场景个数,怪物存在时间,击杀奖励个数,奖励ID,匹配等级方式,奖励个数超过提示编号,是否组队,组队人数要求,需求等级下限,需求等级上限,次数,补怪方式,对应事件刷新ID,观战,消失,对应活动表ID,分级奖励,在线人数刷新,匹配秒数,是否匹配,次数击杀,分级次数,刷新控制,刷新控制总数量,延迟秒数,延迟刷怪提示,数量分配方式,场景中数量分配方式
279004,地煞4星,00:00:05,,7200,,192129,0,0,0,250116;250117;250118;250119;250120;250121;250122;250123;250124;250125,2,3,1608@8,1,7200,3,7604,,150524,1,1,60,300,0,0,,1,0,348,,,,,,,,,,,1,1
279005,地煞4星,00:00:05,,7200,,192129,0,0,0,250116;250117;250118;250119;250120;250121;250122;250123;250124;250125,2,3,1608@8,1,7200,3,7604,,150524,1,1,60,300,0,0,,1,0,348,,,,,,,,,,,1,1
279006,地煞4星,00:00:05,,7200,,192129,0,0,0,250116;250117;250118;250119;250120;250121;250122;250123;250124;250125,2,3,1608@8,1,7200,3,7604,,150524,1,1,60,300,0,0,,1,0,348,,,,,,,,,,,1,1
279007,地煞4星,00:00:05,,7200,,192129,0,0,0,250116;250117;250118;250119;250120;250121;250122;250123;250124;250125,2,3,1608@8,1,7200,3,7604,,150524,1,1,60,300,0,0,,1,0,348,,,,,,,,,,,1,1
280001,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
280002,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
280003,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
280004,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
280005,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
280006,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
280007,地煞5星,00:00:05,,7200,,192129,0,0,0,250133;250134;250135;250136;250137;250138;250139;250140;250141;250142,2,3,1616@8,1,7200,3,7605,,150524,1,1,60,300,0,0,,1,0,349,,,,,,,,,,,1,1
290001,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
290002,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
290003,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
290004,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
290005,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
290006,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
290007,地煞6星,00:00:05,,7200,,192129,0,0,0,250150;250151;250152;250153;250154;250155;250156;250157;250158;250159,2,3,1616@8,1,7200,3,7606,,150524,1,1,60,300,0,0,,1,0,350,,,,,,,,,,,1,1
291001,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
291002,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
291003,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
291004,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
291005,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
291006,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
291007,地煞7星,00:00:05,,7200,,192129,0,0,0,250167;250168;250169;250170;250171;250172;250173;250174;250175;250176,2,3,1616@8,1,7200,3,7607,,150524,1,1,60,300,0,0,,1,0,351,,,,,,,,,,,1,1
292001,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
292002,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
292003,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
292004,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
292005,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
292006,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
292007,地煞8星,00:00:05,,7200,,192129,0,0,0,250184;250185;250186;250187;250188;250189;250190;250191;250192;250193,2,3,1616@8,1,7200,3,7608,,150524,1,1,60,300,0,0,,1,0,352,,,,,,,,,,,1,1
293001,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
293002,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
293003,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
293004,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
293005,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
293006,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
293007,天罡1星,00:00:05,,7200,,192129,0,0,0,250201;250202;250203;250204;250205;250206;250207;250208;250209;250210,3,10,1626@8,1,7200,3,7706,,150524,1,1,1,300,0,0,,1,0,293,,,,,,,,,,,1,1
294001,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
294002,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
294003,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
294004,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
294005,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
294006,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
294007,天罡2星,00:00:05,,7200,,192129,0,0,0,250218;250219;250220;250221;250222;250223;250224;250225;250226;250227,3,10,1627@8,1,7200,3,7707,,150524,1,1,1,300,0,0,,1,0,353,,,,,,,,,,,1,1
295001,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
295002,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
295003,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
295004,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
295005,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
295006,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
295007,天罡3星,00:00:05,,7200,,192129,0,0,0,250235;250236;250237;250238;250239;250240;250241;250242;250243;250244,3,10,1628@8,1,7200,3,7708,,150524,1,1,1,300,0,0,,1,0,354,,,,,,,,,,,1,1
296001,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
296002,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
296003,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
296004,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
296005,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
296006,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
296007,天罡4星,00:00:05,,7200,,192129,0,0,0,250252;250253;250254;250255;250256;250257;250258;250259;250260;250261,3,10,1629@8,1,7200,3,7709,,150524,1,1,1,300,0,0,,1,0,355,,,,,,,,,,,1,1
297001,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
297002,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
297003,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
297004,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
297005,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
297006,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
297007,天罡5星,00:00:05,,7200,,192129,0,0,0,250269;250270;250271;250272;250273;250274;250275;250276;250277;250278,3,10,1631@8,1,7200,3,7710,,150524,1,1,1,300,0,0,,1,0,356,,,,,,,,,,,1,1
,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
277057,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
277058,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
277059,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
277060,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
277061,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
277062,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
277063,激情宝箱,19:00:00,,300,,192129,0,0,0,250288,1,18,5020@8,1,3600,999,7700,,150524,1,1,30,300,0,0,,1,0,230,,,,,,,,,,,1,1
300001,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
300002,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
300003,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
300004,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
300005,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
300006,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
300007,天罡6星,00:00:05,,3600,,192129,0,0,0,252286;252287;252288;252289;252290;252291;252292;252293;252294;252295,2,10,1628@8,1,3000,10,7711,,150524,1,1,1,300,0,0,,1,0,300,,,,,,,,,,,1,1
301001,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
301002,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
301003,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
301004,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
301005,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
301006,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
301007,天罡7星,00:00:05,,3600,,192129,0,0,0,252303;252304;252305;252306;252307;252308;252309;252310;252311;252312,2,10,1630@8,1,3000,10,7712,,150524,1,1,1,300,0,0,,1,0,301,,,,,,,,,,,1,1
302001,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
302002,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
302003,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
302004,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
302005,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
302006,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
302007,天罡8星,00:00:05,,3600,,192129,0,0,0,252320;252321;252322;252323;252324;252325;252326;252327;252328;252329,2,10,1629@8,1,3000,10,7713,,150524,1,1,1,300,0,0,,1,0,302,,,,,,,,,,,1,1
308001,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
308002,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
308003,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
308004,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
308005,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
308006,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
308007,三界群雄会,00:00:05,,3600,,192129,0,0,0,250290;250291;250292;250293;250294;250295;250296;250297;250298;250299,2,5,1626@8;1621@8;1622@8,3,3000,5,7714,,150524,1,1,109,300,0,0,,1,0,308,,,,,,,,,,,1,1
309001,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
309002,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
309003,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
309004,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
309005,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
309006,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
309007,珍兽争霸,00:00:05,,3600,,192129,0,0,0,260000;260001;260002;260003;260004;260005;260006;260007;260008;260009,2,5,1611@8,1,3000,5,7715,,150524,1,1,109,300,0,0,,1,0,309,,,,,,,,,,,1,1
310001,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
310002,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
310003,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
310004,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
310005,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
310006,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
310007,福利怪,00:00:05,,3600,,192129,0,0,0,270300;270301;270302;270303;270304;270305;270306;270307;270308;270309,5,12,9029@8,1,3600,20,7718,,150524,1,1,50,300,0,0,,1,0,310,,,,,,,,,,,1,1
311001,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
311002,八十一难,00:00:05,,3600,,192129,0,0,0,230301;230302;230303;230304;230305;230306,6,4,1611@8,1,3000,81,7725,,150524,1,1,109,300,0,0,,1,0,311,,,,,,,,,,,1,1
