技能ID,技能名称,是否预先统计目标数,是否主动,能否连击,能否被反击,是否禁止防御和保护,是否忽略隐身,是否默认自动技能,战斗内外使用,服务器分类,技能归类,选择目标类型,先发速度,消耗Hp,消耗Mp,消耗Sp,消耗Ep,串联子技能ID,子技能ID播放时间调控,脚本配置文件,技能名冒字资源,是否显示技能名冒字,是否被嘲讽影响,技能特殊延长时间,是否PVP不能使用,状态过滤是否能使用
782006,好奇宝宝,,false,false,false,0,,,true,1,10,1,0,,0,,,7820060,0,,,,,,,
782007,八卦女王,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
783001,月影摇光,,true,false,false,0,,1,true,1,2,480,0,,10+1.2*skilllevela,,,"1620010,1620011,1620012,1620013,1620014,1620015,1620016","0,1000,1300,1600,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
783002,碎玉击,,true,false,false,0,,,true,1,1,480,0,,10+1.2*skilllevela,,,"1620020,1620021","0,-1",,,1,1,,,
783003,月刃,,true,false,true,0,,,true,1,1,480,0,,0,,,"1620030,1620031,1620032,1620033,1620034,1620035","0,-1,-1,-1,-1,-1",,geffect/sprite/skillbanner/luoshishu,1,1,,,
783004,桂花醉,,true,false,false,0,,,true,1,7,1,0,,10+1.2*skilllevela,,,1620040,0,,,1,,,,506201
783005,月凝,,true,false,false,0,,,true,1,1,480,0,,10+1.2*skilllevela,,,"1620050,1620051","0,-1",,,1,1,,,
783006,女妖之王,,false,false,false,0,,,true,1,10,1,0,,0,,,,,,,,,,,
783007,黑暗游侠,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
791001,唧唧歪歪,true,true,true,false,0,,1,true,1,4,480,0,,10+1.2*gradea,,,"1630010,1630011,1630012,1630013,1630014","0,0,0,0,0",,,1,1,,,
791002,推气过宫,,true,false,false,0,,,true,1,6,4127,0,,10+1.2*gradea,,,"1630020,1630021,1630022,1630023","0,0,0,0",,,1,,,,
791003,金刚护法,,true,true,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,"1630030,1630031,1630032,1630033","0,0,0,0",,,1,,,,
791004,我佛慈悲,,true,false,false,0,,,true,1,7,4127,0,,10+1.2*gradea,,,1630040,0,,,1,,,,
791005,我佛慈悲,,true,false,false,0,,,true,1,7,4126,0,,10+1.2*gradea,,,1630050,0,,,1,,,,
791006,娇花气质,,false,false,false,0,,,true,1,10,1,0,,0,,,7910060,0,,,,,,,
791007,滔滔不绝,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
792001,唧唧歪歪,true,true,true,false,0,,1,true,1,4,480,0,,10+2*skilllevela,,,"1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0",,,1,1,,,
792002,舍生取义,,true,false,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,1630020,0,,,1,,,,
792003,推气过宫,,true,true,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,"1630030,1630031","0,0,",,,1,,,,
792004,金刚护法,,true,false,false,0,,,true,1,7,4127,0,,10+2*skilllevela,,,1630040,0,,,1,,,,
792005,我佛慈悲,,true,false,false,0,,,true,1,7,4126,0,,10+2*skilllevela,,,1630050,0,,,1,,,,
792006,胆识过人,,false,false,false,0,,,true,1,10,1,0,,0,,,7920060,0,,,,,,,
792007,上古诅咒,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
792008,邪恶领袖,,false,false,false,0,,,true,1,7,480,0,,0,,,,0,,,,,,,
793001,唧唧歪歪,true,true,true,false,0,,1,true,1,4,480,0,,10+2*skilllevela,,,"1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0",,,1,1,,,
793002,舍生取义,,true,false,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,1630020,0,,,1,,,,
793003,推气过宫,,true,true,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,"1630030,1630031","0,0,",,,1,,,,
793004,金刚护法,,true,false,false,0,,,true,1,7,4127,0,,10+2*skilllevela,,,1630040,0,,,1,,,,
793005,我佛慈悲,,true,false,false,0,,,true,1,7,4126,0,,10+2*skilllevela,,,1630050,0,,,1,,,,
793006,骑士尊严,,false,false,false,0,,,true,1,10,1,0,,0,,,7930060,0,,,,,,,
793007,天启标记,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
793008,邪恶领袖,,false,false,false,0,,,true,1,7,480,0,,0,,,,0,,,,,,,
794001,唧唧歪歪,true,true,true,false,0,,1,true,1,4,480,0,,10+2*skilllevela,,,"1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0",,,1,1,,,
794002,舍生取义,,true,false,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,1630020,0,,,1,,,,
794003,推气过宫,,true,true,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,"1630030,1630031","0,0,",,,1,,,,
794004,金刚护法,,true,false,false,0,,,true,1,7,4127,0,,10+2*skilllevela,,,1630040,0,,,1,,,,
794005,我佛慈悲,,true,false,false,0,,,true,1,7,4126,0,,10+2*skilllevela,,,1630050,0,,,1,,,,
794006,时空之轮,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
794007,混沌虚空,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
795001,唧唧歪歪,true,true,true,false,0,,1,true,1,4,480,0,,10+2*skilllevela,,,"1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0",,,1,1,,,
795002,舍生取义,,true,false,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,1630020,0,,,1,,,,
795003,推气过宫,,true,true,false,0,,,true,1,6,4127,0,,10+2*skilllevela,,,"1630030,1630031","0,0,",,,1,,,,
795004,金刚护法,,true,false,false,0,,,true,1,7,4127,0,,10+2*skilllevela,,,1630040,0,,,1,,,,
795005,我佛慈悲,,true,false,false,0,,,true,1,7,4126,0,,10+2*skilllevela,,,1630050,0,,,1,,,,
795006,恶魔能量,,false,false,false,0,,,true,1,10,1,0,,0,,,7950060,0,,,,,,,
795007,嗜血意志,,false,false,false,0,,,true,1,,,,,0,,,,,,,,,,,
