"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"16000102","五行咒1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000110","五行咒2-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.wxz","0","","0","0","200","0","0","0","0","1"
"16000111","五行咒2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000120","五行咒3-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.wxz","0","","0","0","200","0","0","0","0","1"
"16000121","五行咒3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000130","五行咒4-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.wxz","0","","0","0","200","0","0","0","0","1"
"16000131","五行咒4-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000140","五行咒5-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.wxz","0","","0","0","200","0","0","0","0","1"
"16000141","五行咒5-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000200","普渡众生1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000201","普渡众生1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000202","普渡众生1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.pdzs","0","PT-pdzs","0","0","200","0","0","0","0","1"
"16000203","普渡众生1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000204","普渡众生2-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.pdzs","0","","0","0","200","0","0","0","0","1"
"16000205","普渡众生2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16000300","杨柳甘露-受击特效上","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000301","杨柳甘露-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ylgl","0","PT-ylgl","0","0","200","0","0","0","0","1"
"16000302","杨柳甘露-受击结算","4","1","1400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1600","200","0","0","0","0","1"
"16000310","杨柳甘露加血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16000400","灵动九天1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000401","灵动九天1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000402","灵动九天1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ldjt","-2","PT-ldjt","0","0","200","0","0","0","0","1"
"16000403","灵动九天1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16000404","灵动九天2-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ldjt","-2","","0","0","200","0","0","0","0","1"
"16000405","灵动九天2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16000406","灵动九天3-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ldjt","-2","","0","0","200","0","0","0","0","1"
"16000407","灵动九天3-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16000408","灵动九天4-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ldjt","-2","","0","0","200","0","0","0","0","1"
"16000409","灵动九天4-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16000410","灵动九天5-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ldjt","-2","","0","0","200","0","0","0","0","1"
"16000411","灵动九天5-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16000500","自在心法-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000501","自在心法-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.zzxf","0","PT-zzxf","0","0","200","0","0","0","0","1"
"16000502","自在心法-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","","-2","","0","0","200","0","0","0","0","1"
"16000503","自在心法-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1600","200","0","0","0","0","1"
"16000700","沐日慈悲-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000701","沐日慈悲-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","1","0","0","geffect/skill/acc6-pt/Cc.mrcb","1","PT-mrcb","0","0","200","0","0","0","0","1"
"16000702","沐日慈悲-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16000703","沐日慈悲-受击结算","4","1","1700","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","2000","200","0","0","0","0","1"
"16000710","沐日慈悲虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"25407","魔王寨技能","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"16100100","飞沙走石1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100101","飞沙走石1-施法特效","2","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100102","飞沙走石1-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc7-mw/Cc.fszs","0","MW-fszs","0","0","200","0","0","0","0","1"
"16100103","飞沙走石1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16100104","飞沙走石2-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc7-mw/Cc.fszs","0","","0","0","200","0","0","0","0","1"
"16100105","飞沙走石2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16100200","三昧真火1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100201","三昧真火1-施法特效","2","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100202","三昧真火1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc7-mw/Cc.smzh","0","MW-smzh","0","0","200","0","0","0","0","1"
"16100203","三昧真火1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"16100204","释放:飞沙走石1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100205","释放:飞沙走石1-施法特效","2","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100206","释放:飞沙走石1-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc7-mw/Cc.fszs","0","MW-fszs","0","0","200","0","0","0","0","1"
"16100207","释放:飞沙走石1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16100300","魔王降临1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100301","魔王降临1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100302","魔王降临1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ldjt","0","PT-ldjt","0","0","200","0","0","0","0","1"
"16100303","魔王降临1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16100400","踏山裂石1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100401","踏山裂石1-施法特效","2","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100402","踏山裂石1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc7-mw/Cc.tsls","0","MW-smzh","0","0","200","0","0","0","0","1"
"16100403","踏山裂石1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"16100500","召唤输出火灵-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100501","召唤输出火灵-图腾出现特效","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc/zhaohuan","0","","0","0","200","0","0","0","0","1"
"16100502","召唤输出火灵-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16100700","飞火流星1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16100701","飞火流星1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","1","geffect/skill/acc7-mw/mt3_ss_2_","0","MW-fhlx","0","0","200","0","0","0","0","1"
"16100702","飞火流星1-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","2","0","0","","0","","0","0","200","0","0","0","0","1"
"16100703","飞火流星1-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","a-shouji","0","1800","200","0","0","0","0","1"
"16100704","飞火流星2-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1800","200","0","0","0","0","1"
"16100705","飞火流星3-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1800","200","0","0","0","0","1"
"16100706","飞火流星4-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1800","200","0","0","0","0","1"
"16100707","飞火流星5-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1800","200","0","0","0","0","1"
"16100708","飞火流星6-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1800","200","0","0","0","0","1"
"16100710","飞火流星-虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16101120","火灵治疗1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16101121","火灵治疗1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16101122","火灵治疗1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.pdzs","0","PT-pdzs","0","0","200","0","0","0","0","1"
"16101123","火灵治疗1-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16101124","火灵治疗2-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.pdzs","0","","0","0","200","0","0","0","0","1"
"16101125","火灵治疗2-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16101130","火灵复活-受击特效上","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16101131","火灵复活-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc6-pt/Cc.ylgl","0","PT-ylgl","0","0","200","0","0","0","0","1"
"16101132","火灵复活-受击结算","4","1","1400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1600","200","0","0","0","0","1"
"16101133","火灵复活加血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"25408","月宫技能","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"16200100","月光扶摇1-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200101","月光扶摇1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200102","月光扶摇1-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200103","月光扶摇1-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200104","月光扶摇1-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200105","月光扶摇1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200106","月光扶摇2-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200107","月光扶摇2-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200108","月光扶摇2-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200109","月光扶摇2-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200110","月光扶摇2-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200111","月光扶摇2-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200112","月光扶摇3-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200113","月光扶摇3-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200114","月光扶摇3-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200115","月光扶摇3-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200116","月光扶摇3-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200117","月光扶摇3-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200118","月光扶摇4-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200119","月光扶摇4-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200120","月光扶摇4-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200121","月光扶摇4-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200122","月光扶摇4-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200123","月光扶摇4-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200124","月光扶摇5-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200125","月光扶摇5-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200126","月光扶摇5-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200127","月光扶摇5-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200128","月光扶摇5-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200129","月光扶摇5-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200130","月光扶摇6-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200131","月光扶摇6-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200132","月光扶摇6-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200133","月光扶摇6-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200134","月光扶摇6-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200135","月光扶摇6-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200136","月光扶摇7-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200137","月光扶摇7-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200138","月光扶摇7-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200139","月光扶摇7-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ygpm","1","YG-ygpm","0","0","200","0","0","0","0","1"
"16200140","月光扶摇7-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200141","月光扶摇7-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","50","0","0","0","0","1"
"16200142","广寒清辉-休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200200","碎玉击-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200201","碎玉击-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200202","碎玉击-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200203","碎玉击-受击特效下","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.syj","1","YG-syj","0","0","200","0","0","0","0","1"
"16200204","碎玉击-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"16200205","碎玉击-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200300","月刃1-移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200301","月刃1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200302","月刃1-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200303","月刃1-受击特效下","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/acc8-yg/Cc.yr_","1","yg-yr","0","0","200","0","0","0","0","1"
"16200304","月刃1-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","600","200","0","0","0","0","1"
"16200305","月刃1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200306","月刃2-保护者移动","1","0","0","0","0","0","1","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200307","月刃2-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200308","月刃2-受击特效上","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","","0","","0","0","200","0","0","0","0","1"
"16200309","月刃2-受击特效下","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/acc8-yg/Cc.yr_","1","yg-yr","0","0","200","0","0","0","0","1"
"16200310","月刃2-受击结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","600","200","0","0","0","0","1"
"16200311","月刃2-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200312","月刃回血-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","800","200","0","0","0","0","1"
"16200400","桂花醉-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200401","桂花醉-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200402","桂花醉-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.ghz","0","YG-ghz","0","0","200","0","0","0","0","1"
"16200403","桂花醉-受击结算","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1400","200","0","0","0","0","1"
"16200500","月凝-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200501","月凝-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200502","月凝-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc8-yg/Cc.yuenin","0","YG-yuenin","0","0","200","0","0","0","0","1"
"16200503","月凝-受击结算","4","1","1700","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1900","200","0","0","0","0","1"
"25409","化生寺技能","4","1","1000","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1200","200","0","0","0","0","1"
"16300100","唧唧歪歪1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16300101","唧唧歪歪1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.jjww","0","HS-jjww","0","0","200","0","0","0","0","1"
"16300102","唧唧歪歪1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16300103","唧唧歪歪2-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.jjww","0","","0","0","200","0","0","0","0","1"
"16300104","唧唧歪歪2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16300105","唧唧歪歪3-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.jjww","0","","0","0","200","0","0","0","0","1"
"16300106","唧唧歪歪3-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16300107","唧唧歪歪4-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.jjww","0","","0","0","200","0","0","0","0","1"
"16300108","唧唧歪歪4-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16300109","唧唧歪歪5-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.jjww","0","","0","0","200","0","0","0","0","1"
"16300110","唧唧歪歪5-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1300","200","0","0","0","0","1"
"16300200","推气过功1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16300201","推气过功1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16300202","推气过功1-受击特效","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.tqgg","0","HS-tqgg","0","0","200","0","0","0","0","1"
"16300203","推气过功1-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"16300204","推气过功2-受击特效","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.tqgg","0","","0","0","200","0","0","0","0","1"
"16300205","推气过功2-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","1000","200","0","0","0","0","1"
"16300300","金刚护体1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16300301","金刚护体1-施法特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16300302","金刚护体1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/acc9-hs/Cc.jght","0","HS-jinganghufa","0","0","200","0","0","0","0","1"
