"序号","页签类型","活动名","服务器id","需求等级","等级文本","未达等级到文本","上限等级","排序","参加一次红点即消失","开启时间","活动详情","活动要求","经验奖励","物品奖励","物品id","物品id2","物品id3","物品id4","物品id5","推荐度","标签图标","名字颜色","名字描边","图片id","活动周期","服务器发","是否显示最大次数","最大次数","无限制计次","重置次数类型","最大活跃度","每次获得活跃","限时活动对应id","进行中提示","参加类型","对应1","对应2","盈福经验","盈福经验奖励","盈福总次数","活动开关"
"312","1","挑战雁塔18层","0","80","达到80级","达到80级","300","9","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""大雁塔18镇守妖，高难度挑战，每天固定时间点出现在大雁塔18层"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927009","927018","927021","927017","927032","0","","ffc800c8","ff230023","1845","1,2,3,4,5,6,7","","1","10","0","1","0","0","312","开启","5","","","0","0","0","1"
"314","1","挑战雁塔19层","0","80","达到80级","达到80级","300","10","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""大雁塔19镇守妖，高难度挑战，每天固定时间点出现在大雁塔19层"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927010","927018","927021","927017","927032","0","","ffc800c8","ff230023","1845","1,2,3,4,5,6,7","","1","10","0","1","0","0","314","开启","5","","","0","0","0","1"
"315","1","挑战雁塔20层","0","80","达到80级","达到80级","300","11","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""大雁塔20镇守妖，高难度挑战，每天固定时间点出现在大雁塔20层"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927010","927018","927021","927017","927032","0","","ffc800c8","ff230023","1845","1,2,3,4,5,6,7","","1","10","0","1","0","0","315","开启","5","","","0","0","0","1"
"303","1","年兽","0","60","达到60级","60级开启","300","12","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""长安城"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","254003","927019","927003","927004","260003","0","","ffc800c8","ff230023","3208","1,2,3,4,5,6,7","","1","5","0","1","0","0","303","开启","0","","","0","0","0","1"
"331","1","泡泡乐园（109组）","0","90","达到90级","90级开启","300","14","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到90级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""泡泡乐园（109组），长安城传送至专用地图"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927013","927003","927002","260003","927046","0","","ffc800c8","ff230023","3212","1,2,3,4,5,6,7","","1","10","0","1","0","0","331","开启","5","","","0","0","0","1"
"332","1","泡泡乐园（129组）","0","110","达到110级","110级开启","300","15","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到110级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""泡泡乐园（129组），长安城传送至专用地图"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927013","927003","927002","260003","927046","0","","ffc800c8","ff230023","3212","1,2,3,4,5,6,7","","1","10","0","1","0","0","332","开启","5","","","0","0","0","1"
"330","1","泡泡乐园（89组）","0","60","达到60级","60级开启","300","13","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到60级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""泡泡乐园（89组），长安城传送至专用地图"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927013","927003","927002","260003","927046","0","","ffc800c8","ff230023","3212","1,2,3,4,5,6,7","","1","10","0","1","0","0","330","开启","5","","","0","0","0","1"
"335","1","三十六天罡·天魁星","0","80","达到80级","60级开启","300","16","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","335","开启","0","","","0","0","0","1"
"336","1","三十六天罡·天雄星","0","80","达到80级","60级开启","300","17","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","336","开启","0","","","0","0","0","1"
"337","1","三十六天罡·天英星","0","80","达到80级","60级开启","300","18","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","337","开启","0","","","0","0","0","1"
"338","1","三十六天罡·天贵星","0","80","达到80级","60级开启","300","19","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","338","开启","0","","","0","0","0","1"
"339","1","三十六天罡·天伤星","0","80","达到80级","60级开启","300","20","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","339","开启","0","","","0","0","0","1"
"340","1","三十六天罡·天立星","0","80","达到80级","60级开启","300","21","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","340","开启","0","","","0","0","0","1"
"341","1","三十六天罡·天捷星","0","80","达到80级","60级开启","300","22","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","341","开启","0","","","0","0","0","1"
"342","1","三十六天罡·天暗星","0","80","达到80级","60级开启","300","23","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","342","开启","0","","","0","0","0","1"
"343","1","三十六天罡·天佑星","0","80","达到80级","60级开启","300","24","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""在各门派地图捣乱"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""击杀可以获得丰富奖励"" c=""FFFFFF00"" f=""simhei-11""></><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","1-5人组队","","","254003","254002","927013","927043","927044","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","2","0","1","0","0","343","开启","0","","","0","0","0","1"
"276","4","地煞1星","0","80","达到80级","60级开启","300","1","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","276","开启","0","","","0","0","0","1"
"346","4","地煞2星","0","80","达到80级","60级开启","300","2","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","346","开启","0","","","0","0","0","1"
"347","4","地煞3星","0","80","达到80级","60级开启","300","3","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","347","开启","0","","","0","0","0","1"
"348","4","地煞4星","0","80","达到80级","60级开启","300","4","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","348","开启","0","","","0","0","0","1"
"349","4","地煞5星","0","80","达到80级","60级开启","300","5","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","349","开启","0","","","0","0","0","1"
"350","4","地煞6星","0","80","达到80级","60级开启","300","6","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","350","开启","0","","","0","0","0","1"
"351","4","地煞7星","0","80","达到80级","60级开启","300","7","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","351","开启","0","","","0","0","0","1"
"352","4","地煞8星","0","80","达到80级","60级开启","300","8","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到80级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""建邺城、东海湾"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927047","927013","927016","927019","927022","0","","ffc800c8","ff230023","1179","1,2,3,4,5,6,7","","1","3","0","1","0","0","352","开启","0","","","0","0","0","1"
"293","4","天罡1星","0","100","达到100级","60级开启","300","9","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""海底迷宫、地狱迷宫、瑶池、女娲神迹、战神山"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927048","927012","927016","927018","927021","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","3","0","1","0","0","293","开启","0","","","0","0","0","1"
"353","4","天罡2星","0","100","达到100级","60级开启","300","10","1","全天","<T t=""活动时间： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""每天00：00-23:59、每一小时投放"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务形式： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""组队任务"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""等级限制： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""达到100级"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><T t=""任务描述： "" c=""FFC28E54"" f=""simhei-11""></T><T t=""地煞星，高难度挑战，每天固定时间点随机出现在"" c=""FFFFF2DF"" f=""simhei-11""></T><T t=""海底迷宫、地狱迷宫、瑶池、女娲神迹、战神山"" c=""FFFFFF00"" f=""simhei-11""></T><T t=""。"" c=""FFFFF2DF"" f=""simhei-11""></T>","组队任务","","","927048","927012","927016","927018","927021","0","","ffc800c8","ff230023","1837","1,2,3,4,5,6,7","","1","3","0","1","0","0","353","开启","0","","","0","0","0","1"
