"id","进入等级","等级限制下限","名字","现在场景所用资源图（策划用）","描述","场景颜色","是否安全区","能否客户端跳转","是否副本","副本类型","副本外跳转地图","副本外跳转X坐标","副本外跳转Y坐标","是否可无视阻挡","可见关系","默认x","默认y","重定位地图","重定位x坐标","重定位y坐标","资源目录","战斗底图","宽度","高度","是否显示在世界地图上","等级限制上限","战斗区域描述","玩家所在世界地图位置左上角X坐标","玩家所在世界地图位置左上角Y坐标","音效","飞行符传送x坐标","飞行符传送y坐标","是否读取传送点文件","地图图标","是否隐藏队员","vip等级限制","可否组队","可否归队"
"5020","0","-1","大雁塔顶层","激情宝箱","激情宝箱","FFFFFFFF","1","1","0","0","0","27","75","1","0","27","75","1615","0","0","5020_dayanta20","10","2048","1280","false","-1","0","0","0","Music_beijun.ogg","27","75","1","set:ditu2 image:28","","","0","0"
"6001","0","-1","九幽地宫","地狱迷宫","地狱迷宫","FFFFFFFF","0","1","0","0","0","0","0","1","0","100","99","1615","0","0","6001_jiuyoudigong","10","10240","8960","false","-1","0","0","0","Music_beijun.ogg","244","230","","set:ditu2 image:23","","","0","0"
"9029","0","-1","神秘外域","神秘外域","神秘外域","FFFFFFFF","0","1","0","0","0","0","0","1","0","100","99","1615","0","0","mishizhidi","10","3724","2400","true","-1","0","0","0","shenmiyuwai.ogg","53","99","1","set:ditu image:24","","","0","0"
"9030","0","-1","月湖","月湖","月湖","FFFFFFFF","0","1","0","0","0","0","0","1","0","100","99","1615","60","85","yuehu","10","1920","1024","true","-1","0","0","0","yuehu.ogg","38","46","1","set:ditu image:12","","","0","0"
"9031","0","-1","雪境界","雪境界","雪境界","FFFFFFFF","0","1","0","0","0","0","0","1","0","43","70","1615","60","85","xiaojieshan","10","3584","2368","true","-1","0","0","0","xuejingjie.ogg","88","57","1","set:ditu image:24","","","0","0"
"9032","0","-1","圣境","圣境","圣境","FFFFFFFF","0","1","0","0","0","0","0","1","0","100","99","1615","60","85","yaochi","10","6144","3584","true","-1","0","0","0","shengjing.ogg","86","86","1","set:ditu image:24","","","0","0"
"9033","0","-1","三仙界","三仙界","三仙界","FFFFFFFF","0","1","0","0","0","0","0","1","0","100","99","1615","60","85","xuanyingdong","10","6144","3584","true","-1","0","0","0","sanxianjie.ogg","53","99","1","set:ditu image:24","","","0","0"
"9034","0","-1","雪境","雪境","雪境","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1615","60","85","xiaomozhuanfu","10","2432","2112","true","-1","0","0","0","xuejing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9035","0","-1","炼魔狱","炼魔狱","炼魔狱","FFFFFFFF","0","1","0","0","0","0","0","1","0","100","99","1615","60","85","xiaomozhizuo","10","3840","4276","true","-1","0","0","0","lianmoyu.ogg","38","46","1","set:ditu image:12","","","0","0"
"9036","0","-1","天女池","天女池","天女池","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_9005_yaoshenta2","10","2176","2112","true","-1","0","0","0","tiannvchi.ogg","53","99","1","set:ditu image:18","","","0","0"
"9037","0","-1","祈福台","祈福台","祈福台","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_9008_yaoshenta5","10","2176","2112","true","-1","0","0","0","qifutai.ogg","53","99","1","set:ditu image:18","","","0","0"
"9038","0","-1","昆仑界","昆仑界","昆仑界","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_9013_kunlunjing","10","2560","2560","true","-1","0","0","0","kunlunjie.ogg","53","99","1","set:ditu image:18","","","0","0"
"9039","0","-1","须弥界","须弥界","须弥界","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_9014_xumijie","10","2560","2560","true","-1","0","0","0","xumijie.ogg","53","99","1","set:ditu image:18","","","0","0"
"9040","0","-1","战魂界","战魂界","战魂界","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_9015_zhanhunjie","10","2176","1856","true","-1","0","0","0","zhanpojie.ogg","53","99","1","set:ditu image:18","","","0","0"
"9100","0","-1","八卦坛","八卦坛1层","八卦坛1层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9101","0","-1","八卦坛2层","八卦坛2层","八卦坛2层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9102","0","-1","八卦坛3层","八卦坛3层","八卦坛3层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9103","0","-1","八卦坛4层","八卦坛4层","八卦坛4层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9104","0","-1","八卦坛5层","八卦坛5层","八卦坛5层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9105","0","-1","八卦坛6层","八卦坛6层","八卦坛6层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9106","0","-1","八卦坛7层","八卦坛7层","八卦坛7层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9107","0","-1","八卦坛8层","八卦坛8层","八卦坛8层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9108","0","-1","八卦坛9层","八卦坛9层","八卦坛9层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9109","0","-1","八卦坛顶层","八卦坛顶层","八卦坛顶层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1621","0","0","map_9006_yaoshenta3","10","2176","2112","true","-1","0","0","0","zizaitianmochangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9200","0","-1","蚩尤禁地","蚩尤禁地1层","蚩尤禁地1层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9201","0","-1","蚩尤禁地2层","蚩尤禁地2层","蚩尤禁地2层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9202","0","-1","蚩尤禁地3层","蚩尤禁地3层","蚩尤禁地3层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9203","0","-1","蚩尤禁地4层","蚩尤禁地4层","蚩尤禁地4层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9204","0","-1","蚩尤禁地5层","蚩尤禁地5层","蚩尤禁地5层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9205","0","-1","蚩尤禁地6层","蚩尤禁地6层","蚩尤禁地6层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9206","0","-1","蚩尤禁地7层","蚩尤禁地7层","蚩尤禁地7层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9207","0","-1","蚩尤禁地8层","蚩尤禁地8层","蚩尤禁地8层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9208","0","-1","蚩尤禁地9层","蚩尤禁地9层","蚩尤禁地9层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9209","0","-1","蚩尤禁地顶层","蚩尤禁地顶层","蚩尤禁地顶层","FFFFFFFF","0","1","0","0","0","0","0","1","0","110","101","1631","0","0","map_9007_yaoshenta4","10","2176","2112","true","-1","0","0","0","chiyouchangjing.ogg","53","99","1","set:ditu image:18","","","0","0"
"9301","0","-1","王者风云","王者风云","王者风云","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1715_migong","10","7735","4159","false","-1","0","0","0","Music_zhuridao.ogg","45","58","1","set:ditu image:19","","","0","0"
"9302","0","-1","四门绝阵","四门绝阵","四门绝阵","FFFFFFFF","1","1","0","0","0","0","0","1","0","51","186","1615","0","0","map_1906_shimenjuezheng","10","6144","4608","false","-1","0","0","0","Music_sikuang.ogg","53","99","1","set:ditu image:17","","","0","0"
"9303","0","-1","迷踪森林","迷踪森林","迷踪森林","FFFFFFFF","1","1","0","0","0","0","0","1","0","94","43","1615","0","0","map_3005_xunbao5","10","7168","5120","false","-1","0","0","0","Music_musesenlin.ogg","53","99","1","set:ditu image:12","","","0","0"
"9304","0","-1","五庄观","五庄观","五庄观","FFFFFFFF","1","1","0","0","0","0","0","1","0","98","107","1615","0","0","map_3006_xunbao6","10","5120","4544","false","-1","0","0","0","Music_jiajisen.ogg","53","99","1","set:ditu image:3","","","0","0"
"9305","0","-1","失落黄金城","失落黄金城","失落黄金城","FFFFFFFF","1","1","0","0","0","0","0","1","0","52","80","1615","0","0","map_3010_xunbao10","10","5632","3584","false","-1","0","0","0","Music_musesenlin.ogg","53","99","1","set:ditu image:16","","","0","0"
"9306","0","-1","通天途","通天途","通天途","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_3047_tongtiantu","10","5504","4608","true","-1","0","0","0","Music_beijun.ogg","45","58","1","set:ditu image:19","","","0","0"
"9307","0","-1","凛冬部落","凛冬部落","凛冬部落","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_3048_lindobuluo","10","4480","4480","true","-1","0","0","0","Music_beijun.ogg","45","58","1","set:ditu image:19","","","0","0"
"9308","0","-1","无名谷","无名谷","无名谷","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_4003_wuming","10","3200","1984","true","-1","0","0","0","Music_beijun.ogg","45","58","1","set:ditu image:19","","","0","0"
"9400","0","-1","通天塔一层","通天塔一层","通天塔一层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9401","0","-1","通天塔二层","通天塔二层","通天塔二层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9402","0","-1","通天塔三层","通天塔三层","通天塔三层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9403","0","-1","通天塔四层","通天塔四层","通天塔四层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9404","0","-1","通天塔五层","通天塔五层","通天塔五层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9405","0","-1","通天塔六层","通天塔六层","通天塔六层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9406","0","-1","通天塔七层","通天塔七层","通天塔七层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9407","0","-1","通天塔八层","通天塔八层","通天塔八层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9408","0","-1","通天塔九层","通天塔九层","通天塔九层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9409","0","-1","通天塔十层","通天塔十层","通天塔十层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3201_tongtianta10-20","10","2048","1152","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9410","0","-1","通天塔十一层","通天塔十一层","通天塔十一层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9411","0","-1","通天塔十二层","通天塔十二层","通天塔十二层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9412","0","-1","通天塔十三层","通天塔十三层","通天塔十三层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9413","0","-1","通天塔十四层","通天塔十四层","通天塔十四层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9414","0","-1","通天塔十五层","通天塔十五层","通天塔十五层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9415","0","-1","通天塔十六层","通天塔十六层","通天塔十六层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9416","0","-1","通天塔十七层","通天塔十七层","通天塔十七层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9417","0","-1","通天塔十八层","通天塔十八层","通天塔十八层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9418","0","-1","通天塔十九层","通天塔十九层","通天塔十九层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
"9419","0","-1","通天塔二十层","通天塔二十层","通天塔二十层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","21","26","map_3200_tongtianta1-10","10","2048","2048","false","-1","0","0","0","Music_baofengcheng.ogg","53","99","1","set:ditu image:6","","","0","0"
