ID,提示对话框类型,提示内容,备注
160032,1,请选择要寄存的宠物,宠物仓库
160033,1,该物品无法存入仓库,存仓库的提示
160034,1,"该仓库已满,无法存入",仓库满提示
160035,1,已暂离，战斗结束后生效,组队战斗队员暂离提示
160036,1,宠物栏已满，无法购买,宠物商店
160039,1,战斗中无法取出道具,战斗背包
160040,1,战斗中无法存放道具,战斗背包
160041,1,你没有选择任何升级材料哦！,阵法升级
160042,5,你目前还没有学会阵法，是否跳转至阵法界面学习阵法,阵法
160043,1,是否进行新手剧情战斗？,新手战斗
160044,1,输入数字超出范围！,商店提示
160045,1,"<T t=""购买物品""></T><T t=""$ItemName$"" c=""FF0caf08""></T><T t=""$ItemNumber$$Unit$，共花费""></T><T t=""$Money$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",购买提示
160046,1,"<T t=""购买物品""></T><T t=""$ItemName$"" c=""FF0caf08""></T><T t=""$ItemNumber$$Unit$，共花费""></T><T t=""$Money$"" c=""FF0caf08""></T><I s='linshi' i='jb'/>",购买提示
160047,1,"<T t=""购买物品""></T><T t=""$ItemName$"" c=""FF0caf08""></T><T t=""$ItemNumber$$Unit$，共花费""></T><T t=""$Money$"" c=""FF0caf08""></T><I s='ccui1' i='hbc12'/>",购买提示
160048,1,同时上架的物品不能超过8件哦,拍卖提示
160049,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",获得货币提示
160050,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jb'/>",获得货币提示
160052,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",获得货币提示
160053,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jb'/>",获得货币提示
160054,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""门派贡献。"" c=""fffff2df""></T>",获得货币提示
160055,5,升级该阵法需要消耗阵法或阵法碎片，使用同名阵法可获得更多阵法经验,提升阵法二级界面文本
160056,1,非珍品宠物不能上架,宠物上架提示
160057,1,"<T t=""$parameter1$级开放交易功能，快升级哦！"" c=""fffff2df"" f=""simhei-13""></T>",拍卖购买出售提示
160058,1,"<T t=""赞助30，开启交易功能~"" c=""fffff2df"" f=""simhei-13""></T><E e=""156""></E>",拍卖出售提示
160059,5,您还没有领取多倍点数，是否领取100点多倍点数。,捉鬼任务多倍点数提示
160060,1,您没有多倍点数可以领取了，请使用回梦丹增加多倍点数,捉鬼任务多倍点数提示
160061,1,该功能尚未开启，敬请期待,未开启功能提示
160062,1,背包空间不足,背包提示
160063,"1,-15","<T t=""你获得了3"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jy'/><T t=""(队长加成5%)"" c=""FF0caf08""></T>",捉鬼队长收益提示
160064,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派贡献。"" c=""fffff2df""></T>",帮派贡献提示
160065,"1,-15","<T t=""你解冻了""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派贡献度。""></T>",解冻贡献提示
160066,5,是否将当前装备上的宝石全部替换到新装备上,更换装备，继承宝石提示
160067,1,宝石等级过高，新装备无法镶嵌,
160068,1,成功更改帮派名称,更改帮派名称提示
160069,1,帮派资金上限：$parameter1$万,帮派资金上限提示
160100,1,"<T t=""等级不足无法进入副本，该副本需要""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""级方可进入""></T>",副本提示
160101,1,"<T t=""进入副本需要组队，队伍人数至少"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-12""></T><T t=""人"" c=""FFFFF2DF"" f=""simhei-12""></T>",副本提示
160102,1,"<T t=""队伍中""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""等级没有达到""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""级""></T>",副本提示
160103,1,"<T t=""进入副本需要组队，队伍人数至少"" c=""FFFFF2DF"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-12""></T><T t=""人"" c=""FFFFF2DF"" f=""simhei-12""></T>",副本提示
160104,1,您的永曦露水不足,修炼提示
160105,1,您的九转金丹不足,修炼提示
160106,1,当前修炼技能已达到等级上限,修炼提示
160107,1,当前修炼技能已达到最高等级,修炼提示
160108,1,"可携带宠物已满,无法取出",宠物仓库提醒
160109,1,当前仓库以满,宠物仓库提醒
160110,7,"<T t=""目前帮派资金不足以进行帮派维护，因此帮派等级降低一级，如果帮派药房高于当前帮派等级则效果与帮派等级一致，同时帮派将得到500万帮派资金补给，请尽快参与帮派活动，如帮派等级降至1级时依然如此，你的帮派将自动解散。"" c=""fffff2df""></T>",帮派降级提示
160111,1,镶嵌宝石的装备不能上架哦,镶嵌宝石装备拍卖上架提示
160112,1,恭喜，你打造出了珍品装备！,打造处珍品装备提示
160113,1,您的货币即将达到上限,货币达到上限提示
160114,1,合成宝石失败，返还合成前宝石1颗，再接再厉,合成失败提示
160115,2,这么少的人就别来送死了，凑够3个人再来吧!,帮派副本战斗提示
160118,1,金币不足,兑换时提示
160119,1,已向若干个帮派发起申请入帮，请耐心等候,帮派一键申请提示
160120,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""仙玉。"" c=""fffff2df""></T>",获得货币提示
160121,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""点，带队积分"" c=""fffff2df""></T><I s='ccui1' i='hbc3'/>",获得货币提示
160122,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派贡献。"" c=""fffff2df""></T>",获得货币提示
160125,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""追梦币。"" c=""fffff2df""></T>",获得货币提示
160126,"1,-15","<T t=""你获得了4"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jy'/>",获得货币提示
160127,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""每日活跃度。"" c=""fffff2df""></T>",获得货币提示
160128,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""活力。"" c=""fffff2df""></T>",获得货币提示
160129,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""仙玉。"" c=""fffff2df""></T>",花费货币提示
160130,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""带队积分。"" c=""fffff2df""></T>",花费货币提示
160131,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派贡献。"" c=""fffff2df""></T>",花费货币提示
160132,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""副本积分。"" c=""fffff2df""></T>",花费货币提示
160133,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""秘境积分。"" c=""fffff2df""></T>",花费货币提示
160134,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""追梦币。"" c=""fffff2df""></T>",花费货币提示
160135,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jy'/>",花费货币提示
160136,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""每日活跃度。"" c=""fffff2df""></T>",花费货币提示
160137,"1,-15","<T t=""你花费了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""活力。"" c=""fffff2df""></T>",花费货币提示
160138,1,合成$parameter1$宝石，成功$parameter2$颗，失败返还$parameter3$颗,全部合成提示
160139,1,"无法进行帮派修炼,您需要先加入一个帮派",修炼提示
160140,1,该场景没有小地图,小地图提示
160141,1,请长按发音,语音
160142,"1,-15",获得了$parameter1$,使用宠物道具提示
160143,"1,-15",获得了$parameter1$$parameter2$天,使用伙伴道具提示
160144,1,同意,帮派二级邀请提示
160145,1,拒绝,帮派二级邀请提示
160146,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""$parameter5$。""></T>",购买成功提示
160147,1,积分不足，无法兑换,兑换商店
160148,1,你背包内没有这个物品,帮派副本交物品提示
160149,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><I s='linshi' i='jb'/>",
160150,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""仙玉。""></T>",
160151,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""门派贡献。""></T>",
160152,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""带队积分。""></T>",
160153,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""帮派贡献。""></T>",
160154,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""副本积分。""></T>",
160155,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""秘境积分。""></T>",
160156,1,"<T t=""购买物品""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""FF0caf08""></T><T t=""追梦币。""></T>",
160157,"1,-15","<T t=""你为帮派贡献了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""资金。"" c=""fffff2df""></T>",帮派任务提示
160158,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派工资。"" c=""fffff2df""></T>",帮派任务提示
160159,1,您的$parameter1$不足，无法兑换,兑换商店
160160,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""多倍点数。"" c=""fffff2df""></T>",多倍点数获取提示
160161,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""副本积分。"" c=""fffff2df""></T>",副本积分获取提示
160162,1,你身上的货币已达上限，无法继续获得,货币已满提示
160163,15,"<T t=""分解获得"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",分解
160164,"1,15","<T t=""分解成功，获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""个"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T>",分解
160165,2,今天我要战个痛快！,帮派副本战斗提示
160166,2,我在战斗中，等会再来收拾你,帮派副本NPC战斗中提示
160167,5,登陆失败，请重新登陆！,登录失败提示
160168,1,队长目前正在帮派地图，不属于同一个帮派成员无法传送,不属于同一帮派传送提示
160169,1,请长按发言,语音聊天提示
160170,1,发言成功,语音聊天提示
160171,1,发言失败，请稍后再试！,语音聊天提示
160172,1,发送太频繁，请稍后再试！,语音聊天提示
160173,1,"<T t=""回梦丹每天最多可使用""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""次""></T>",多倍点数道具使用次数达到上限提示
160174,1,已领取多倍点数达到上限，无法领取多倍点数，请消耗一定多倍点数后再使用此道具,多倍点数提示
160175,1,使用道具后将超出已领取点数上限，无法领取多倍点数，请消耗一定多倍点数后再使用此道具,多倍点数提示
160176,1,其他玩家已提交此物品,帮派副本交物品提示
160177,5,使用的$parameter1$高于装备等级，是否继续,使用高级道具提示
160178,1,"<T t=""召回失败，对方等级不足""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""级，无法进入此场景""></T>",召回失败提示
160179,1,"<T t=""回归失败，队伍所在场景需等级达到""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""级""></T>",召回失败提示
160180,1,组队状态下队员无法进行传送操作,组队状态下，队员进行传送操作
160181,5,退出帮派之后你将离开当前场景,帮派副本内退出帮派提示
160182,2,我好饿，我要吃的！,帮派副本贪食NPC提示
160183,2,我最喜欢闪亮的石头了，你有么？,帮派副本恋宝NPC提示
160184,2,打打杀杀的事我不喜欢，能连续答对我3道问题就放你们过去，嘿嘿！,帮派副本书魂NPC提示
160185,2,今天什么日子，这么多人找我，我正忙着呢。（其他玩家正在交互）,帮派副本书魂NPC提示
160187,1,商品已售出,拍卖的商品被别人买走后，再购买的提示
160189,1,您的多倍点数已领取完,挂机提示
160190,1,战斗中不能改变人物加点,战斗中提示
160191,1,你不是队长无法进入副本,副本提示
160192,1,一键申请需间隔5分钟使用一次，请耐心等候,帮派一键申请提示
160193,1,请离队后进行任务,主线任务组队，队员提示
160194,1,队伍中有非本帮派成员,组队进入帮派相关地图提示
160195,1,似乎没有能帮助你的好友在线,组队邀请好友功能提示
160196,1,"<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""与你不属于同一帮派，无法进入当前场景"" c=""fffff2df""></T>",队长在帮派场景中组队提示
160197,1,"<T t=""购买"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""$parameter1$"" c=""FF33FF00"" f=""simhei-13""></T><T t=""$parameter2$$parameter3$"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""花费"" c=""FFFFF2DF"" f=""simhei-13""></T><T t=""$parameter4$"" c=""FF33FF00"" f=""simhei-13""></T><I s='linshi' i='yb'/>",
160198,1,没有空位容纳新宠物,宠物已满提示
160199,1,修理失败三次的装备无法继续修理,修理三次失败后提示
160201,1,队长在副本内无法组队,副本提示
160202,1,在副本内无法组队,副本提示
160203,2,这就是力量的感觉吗？我感觉我可以撕裂一切。,副本提示
160204,2,指引着我们前进的方向，翡翠梦境的力量在逐渐蔓延。,副本提示
160205,2,闯入者要么成为我们的一员，要么就被我们撕碎。,副本提示
160206,2,真正的永生近在咫尺，这是宿命的选择。,副本提示
160207,2,从此我不再信奉自然之神，只有无尽的哀嚎为伴。,副本提示
160208,1,请按照提示进行操作,引导提示
160209,1,此物品已绑定，无法上架,拍卖上架提示
160210,"5,13","队长号召进入副本$parameter1$,您的奖励次数还剩余$parameter2$次,是否同意进入?",副本提示
160211,"1,13","<T t=""$parameter1$拒绝进入副本,进入副本失败"" c=""fffff2df""></T>",副本提示
160212,1,金币不足，请重新购买,拍卖购买异常
160215,1,对方已离线,离线提示
160216,"16,1,-15","<T t=""恭喜！"" c=""FF8C5E2A"" f=""simhei-12""></T></T><E e=""193""></E><T t=""您出售的"" c=""FF8C5E2A"" f=""simhei-12""></T><T t=""$parameter1$"" c=""FF02972C"" f=""simhei-12""></T><T t=""已经被"" c=""FF8C5E2A"" f=""simhei-12""></T><T t=""ID$parameter2$"" c=""FF02972C"" f=""simhei-12""></T><T t=""购买。"" c=""FF8C5E2A"" f=""simhei-12""></T><B></B><T t=""您获得"" c=""FF8C5E2A"" f=""simhei-12""></T><T t=""$parameter3$"" c=""FF02972C"" f=""simhei-12""></T><I s='ccui1' i='jbxiao'></I><B></B><B></B><T t=""今日税率："" c=""FF8C5E2A"" f=""simhei-12""></T><T t=""9%"" c=""FFf90505"" f=""simhei-12"">",好友频道拍卖物品被购买
160217,5,"该装备上镶嵌有宝石,强化后宝石自动退还到背包中",强化提示
160218,1,"<T t=""40级以下的装备会自动分解。"" c=""fffff2df"" f=""simhei-13""></T>",自动强化提示
160222,1,此频道无法使用语音聊天,当前频道语音聊天提示
160223,"5,13","队长号召进入副本$parameter1$,当前进度$parameter2$,是否同意?",副本提示
160224,1,帮派资金不足，无法升级,帮派无法升级提示
160225,1,未满足升级条件，无法升级,帮派未满足升级条件提示
160226,1,当前$parameter1$等级已达上限,帮派建筑等级已达上限
160227,7,"<T t=""帮派维护消耗帮派资金$parameter1$银币"" c=""fffff2df""></T>",帮派维护消耗提示
160229,1,$parameter2$的使用次数已经用尽，每$parameter3$可使用$parameter4$次。,道具使用达到上限
160230,1,输入消息不能为空,帮派群发消息功能使用提示
160231,5,材料的等级高于装备等级，继续吗？,高级材料打造提示
160234,5,"<T t=""在"" c=""fffff2df""></T><T t=""设置-隐私-麦克风"" c=""FF0caf08""></T><T t=""中将我叫MT的语音权限打开后才可发送语音"" c=""fffff2df""></T>",IOS语音聊天提示
160235,1,目前服务器还没有帮派可以申请，快去创建帮派吧！,服务器无帮派时一键申请提示
160236,5,麦克风处于关闭状态，请开启麦克风后再使用,安卓语音聊天提示
160237,1,时间结束，请在有效时间内完成答题,帮派副本答题提示
160238,1,发送太频繁，请$parameter1$秒后再试！,
160239,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",循环任务公共提示
160240,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""$parameter3$"" c=""FF0caf08""></T>",循环任务公共提示
160243,1,只有帮主或副帮主拥有选择权限,权限不足玩家使用多倍产药提示
160244,1,帮派资金不足，无法使用此功能,资金不足时，使用多倍产药功能提示
160245,1,你今日购买药品数量已达上限，无法再进行购买,帮派药材购买已达上限提示
160246,1,你的资金不足，无法购买,个人资金不足购买帮派药材提示
160247,1,库存不足,帮派药材库存不足提示
160248,1,"寻找不到藏宝图,挖掘宝藏失败.",藏宝图提示
160249,1,队伍正在战斗中， 暂时无法归队,战斗中归队提示
160250,1,等级不足，不能购买,等级不足时图鉴界面商店购买提示
160251,1,战斗外愤怒值最高可增加到70点,战斗外愤怒值达到70点时使用愤怒道具
160252,1,请选择临时符类型,未选择符文时，点击发送请求按钮提示
160253,1,你已请求过相同的临时符了,点击已经请求过的符文时提示
160254,1,已发出临时符请求,成功发送符文请求提示
160255,1,今日你请求临时符次数已用完,每日请求次数不够时提示
160256,1,今日临时符请求数量已超出最大上限,选择符文超出上限
160258,1,购买成功,拍卖购买成功提示
160301,1,未通关$parameter1$副本，无法挑战$parameter2$副本,时光之穴提示
160302,1,战斗中不能放生,战斗放生提示
160303,1,战斗中宠物不能洗点,战斗宠物洗点提示
160304,1,材料不足,宝石合成数量不足时候提示
160305,1,此战斗无法捕捉,战斗捕捉提示
160306,"1,-15","< T t=""$UserName$"" c=""ff00c6ff"" /> <T t=""连胜5场，获得丰厚的额外奖励！""/>",竞技场5胜奖励提示
160307,1,当前战斗没有可捕捉的宠物,战斗捕捉提示
160308,1,"<T t=""分解装备要求角色达到30级。"" c=""fffff2df"" f=""simhei-12""></T>",强化提示
160309,1,$parameter1$级以上才可以购买珍品宠物,拍卖购买珍品宠物提示
160310,1,当前职位人数已满,帮派职位满员提示
160311,1,此玩家已离开帮派,点击对象为非帮派成员
160312,1,请输入帮派ID,帮派搜索栏为空时
160313,"1,-15","<T t=""你消耗了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""帮派贡献。"" c=""fffff2df""></T>",帮派贡献消耗提示
160314,5,"此宝宝是珍品,是否继续洗炼",宠物洗炼
160315,"1,3,15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""援助副本积分。"" c=""fffff2df""></T>",援助统计收益提示
160316,"1,3,15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""援助经验。"" c=""fffff2df""></T>",援助统计收益提示
160317,"1,3,15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""援助帮派贡献。"" c=""fffff2df""></T>",援助统计收益提示
160318,1,本帮派还未建立药房,药房未开启提示
160319,1,装备耐久度为0，无法装备,装备耐久为0
160320,5,当前装备已经临时符了，数值为$parameter1$，是否要重新临时符,重复临时符提示
160321,1,"你在战斗中,无法购买宠物",战斗中购买宠物
160322,1,"队伍中有小于$parameter1$的玩家,无法进行切磋",多人切磋
160323,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160324,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160325,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160326,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160327,1,"<T t=""追梦西游2~感谢您的支持~"" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""123""></E>",兑换码
160328,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160329,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160330,1,"<T t=""无效卡密，请检查~ "" c=""FFFFF2DF"" f=""simhei-13""></T><E e=""146""></E>",兑换码
160331,1,你已加入了,
160332,1,<T t='恭喜你成功加入了' c='fffff2df'/><T t='$parameter1$' c='FF0caf08'/><T t='帮派' c='fffff2df'/>,成功加入帮派提示
160333,1,各队伍每场战斗封印、辅助、治疗类门派出战单位总和不可超过3个,竞技场上阵提示
160334,1,竞技场已经开始，现在可以进行匹配！,竞技场开场提示
160335,1,你已加入了匹配队列,竞技场进入匹配提示
160336,1,你已离开了匹配队列,竞技场退出匹配提示
160337,1,单人或组队不超过3人的队伍可以进入,竞技场进入提示
160338,1,只有队长才可以匹配,3v3竞技场队员点击匹配按钮提示
160339,1,你的队伍中因为成员等级不在同一竞技组无法组队进入,3v3竞技场组队进入等级不符提示
160340,1,<T t='你等级不足' c='fffff2df'/><T t='$parameter1$' c='FF0caf08'/><T t='级，无法参加' c='fffff2df'/><T t='$parameter2$' c='FF0caf08'/>,等级不足进入竞技场提示
160341,1,<T t='本次活动你已完成' c='fffff2df'/><T t='$parameter1$' c='FF0caf08'/><T t='场战斗，无法再进行匹配。' c='fffff2df'/>,所有类型竞技场次数已满提示
160342,1,<T t='你不符合领取' c='fffff2df'/><T t='$parameter1$' c='FF0caf08'/><T t='礼包的条件' c='fffff2df'/>,所有类型竞技场领取礼包提示
160344,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jy'/><T t="",【储备经验】转化"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><I s='linshi' i='jy'/>",储备经验提示
160345,1,竞技场为单人对战活动，无法组队进入,组队进入单人竞技场提示
160346,1,匹配失败，参战队伍至少拥有2名攻击类型门派,单人竞技匹配阵容检测提示
160347,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jy'/><T t=""(队长加成5%)"" c=""FF0caf08""></T><T t=""【储备经验】转化$Parameter2$"" c=""FF0caf08""></T><I s='linshi' i='jy'/>",捉鬼队长收益提示
160348,1,本次竞技活动已结束，感谢您的参与！,系统提示：3v3竞技场活动结束提示
160349,1,你的帮派贡献不足，无法购买。帮派贡献可以通过帮派任务获得。,帮派贡献不足提示
160350,"1,-15","<T t=""你消耗了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t="",获得了""></T><T t=""$parameter3$"" c=""FF0caf08""></T><T t=""个"" c=""fffff2df""></T><T t=""$parameter4$"" c=""FF0caf08""></T>",通用消耗获得提示
160351,1,"<T t=""$parameter1$"" c=""FF0caf08""></T><T t=""已开启"" c=""fffff2df""></T>",帮派副本晋级提示
160352,1,该功能$parameter1$级开启,指引提示
160353,1,帮派药房每次只能购买一个药材,药房购买提示
160360,4,"<T t=""比武大会即将开启，各位少侠请做好准备。"" c=""fffff2df""></T>",竞技场活动跑马灯提示
160361,4,"<T t=""比武大会进行中，各位少侠可通过长安城"" c=""fffff2df""></T><G t=""比武接引人"" npcid=""161514""></G><T t=""进入赛场。"" c=""fffff2df""></T>",竞技场活动跑马灯提示
160362,4,"<T t=""比武大会已结束，恭候各路少侠参加下次大会。"" c=""fffff2df""></T>",竞技场活动跑马灯提示
160363,1,正在等待进入副本，当前无法申请其他的副本。,副本提示
160364,2,现在不是活动时间，不可进入。（帮派副本开启时间为每周日晚上19:00-20:00）,帮派副本活动提示
160365,5,您确定退出游戏吗?,退出游戏确定提示
160366,1,你还未学会制作临时符卷轴,制作帮派符文提示
160367,7,<T t='$parameter1$' c='ff00c6ff'/><T t='修改了帮派宗旨：' c='fffff2df'/><T t='$parameter2$' c='fffff2df'/>,帮派宗旨提示
160368,7,<T t='帮派药房已刷新，大家可以去购买' c='fffff2df'/>,帮派药房刷新提示
160369,7,<T t='$parameter1$' c='ff00c6ff'/><T t='请求一张' c='fffff2df'/><T t='$parameter2$' c='fffff2df'/>,帮派符文请求提示
160370,7,<T t='$parameter1$' c='ff00c6ff'/><T t='请求一张' c='fffff2df'/><T t='$parameter2$' c='fffff2df'/><T t='（已被' c='fffff2df'/><T t='$parameter3$' c='ff00c6ff'/><T t='捐赠）' c='fffff2df'/>,帮派符文捐赠提示
160371,1,对方等级不足$parameter1$级，无法加入帮派,帮派邀请等级不足提示
160372,1,该玩家已加入其他帮派或取消申请！,帮派取消申请提示
160373,1,捐赠成功,帮派捐赠符文成功提示
160374,"1,-15","<T t=""你购买了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T>",购买帮派药房药材提示
160375,"1,-15","<T t=""你消耗了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",帮派消耗提示
160376,7,"<T t=""$parameter1$"" c=""FF0caf08""></T><T t=""已开启。"" c=""fffff2df""></T>",帮派副本帮派频道晋级提示
160377,5,商品价格未做修改，将按当前价格不进入公示期，直接上架出售。,拍卖重新上架（不改价格）珍品宠物的确认提示框
160378,1,你的衣橱中已经有当前染色方案。,染色保存染色方案的提示
160379,1,你的衣橱储存的染色方案已满。,染色保存染色方案的提示
160380,1,和当前染色方案一致，再试试其他方案,染色同款提示
160381,5,修改价格后，需要重新进行4小时公示，修改吗？,拍卖重新上架（改变价格）珍品宠物的确认提示框
160382,1,已经是最高价格了,拍卖调整价格达到上限提示
160383,1,已经是最低价格了,拍卖调整价格达到下限提示
160384,5,分解为$Parameter1$个$Parameter2$，是否确认分解？,宝石强化
