"定时活动配置表id","注释（策划备注）","活动开始时间","距离活动开始间隔时间","间隔刷新时间","触发时间随机","刷新时系统提示信息编号","刷新方式","补怪数量上限","补怪持续时间","刷新列表","刷新列表数量","每种NPC数量","刷新场景","刷新场景个数","怪物存在时间","击杀奖励个数","奖励ID","匹配等级方式","奖励个数超过提示编号","是否组队","组队人数要求","需求等级下限","需求等级上限","次数","补怪方式","对应事件刷新ID","观战","消失","对应活动表ID","分级奖励","在线人数刷新","匹配秒数","是否匹配","次数击杀","分级次数","刷新控制","刷新控制总数量","延迟秒数","延迟刷怪提示"
"279007","地煞4星","00:00:05","","7200","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","2","3","1608@8","1","7200","3","7604","","150524","1","1","60","300","0","0","","1","0","348","","","","","","","","","",""
"280001","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"280002","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"280003","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"280004","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"280005","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"280006","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"280007","地煞5星","00:00:05","","7200","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","2","3","1616@8","1","7200","3","7605","","150524","1","1","60","300","0","0","","1","0","349","","","","","","","","","",""
"290001","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"290002","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"290003","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"290004","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"290005","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"290006","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"290007","地煞6星","00:00:05","","7200","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","2","3","1616@8","1","7200","3","7606","","150524","1","1","60","300","0","0","","1","0","350","","","","","","","","","",""
"291001","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"291002","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"291003","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"291004","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"291005","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"291006","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"291007","地煞7星","00:00:05","","7200","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","2","3","1616@8","1","7200","3","7607","","150524","1","1","60","300","0","0","","1","0","351","","","","","","","","","",""
"292001","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"292002","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"292003","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"292004","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"292005","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"292006","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"292007","地煞8星","00:00:05","","7200","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","2","3","1616@8","1","7200","3","7608","","150524","1","1","60","300","0","0","","1","0","352","","","","","","","","","",""
"293001","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293002","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293003","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293004","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293005","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293006","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293007","天罡1星","00:00:05","","7200","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","3","10","1626@8","1","7200","3","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"294001","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"294002","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"294003","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"294004","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"294005","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"294006","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"294007","天罡2星","00:00:05","","7200","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","3","10","1627@8","1","7200","3","7707","","150524","1","1","1","300","0","0","","1","0","353","","","","","","","","","",""
"295001","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"295002","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"295003","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"295004","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"295005","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"295006","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"295007","天罡3星","00:00:05","","7200","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","3","10","1628@8","1","7200","3","7708","","150524","1","1","1","300","0","0","","1","0","354","","","","","","","","","",""
"296001","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"296002","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"296003","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"296004","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"296005","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"296006","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"296007","天罡4星","00:00:05","","7200","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","3","10","1629@8","1","7200","3","7709","","150524","1","1","1","300","0","0","","1","0","355","","","","","","","","","",""
"297001","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"297002","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"297003","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"297004","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"297005","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"297006","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"297007","天罡5星","00:00:05","","7200","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","3","10","1631@8","1","7200","3","7710","","150524","1","1","1","300","0","0","","1","0","356","","","","","","","","","",""
"","","","","","","","","","","","","0","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","0","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","0","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","0","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"277057","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277058","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277059","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277060","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277061","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277062","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277063","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","18","5020@8","1","3600","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"310001","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310002","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310003","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310004","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310005","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310006","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"310007","福利怪","00:00:05","","3600","","192129","0","0","0","270300;270301;270302;270303;270304;270305;270306;270307;270308;270309","5","12","9029@8","1","3600","20","7718","","150524","1","1","50","300","0","0","","1","0","310","","","","","","","","","",""
"313001","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313002","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313003","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313004","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313005","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313006","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313007","九幽地宫-普通","00:00:05","","3600","","192129","0","0","0","230301,230302,230303","3","10","6001@8","1","3600","20","7727","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7728","","","","","","","","",""
"313008","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313009","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313010","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313011","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313012","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313013","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"313014","九幽地宫-精英","00:00:05","","3600","","192129","0","0","0","230304,230305","2","10","6001@8","1","3600","20","7730","2","125409","1","1","60","300","0","0","","1","0","313","1,155,7731","","","","","","","","",""
"314001","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314002","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314003","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314004","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314005","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314006","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314007","蚩尤战神1星","00:00:05","","3600","","201041","0","0","0","169505","1","7","9200@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314008","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314009","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314010","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314011","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314012","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314013","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314014","蚩尤战神2星","00:00:05","","3600","","","0","0","0","250355","1","0","9201@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314015","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314016","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314017","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314018","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314019","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314020","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314021","蚩尤战神3星","00:00:05","","3600","","","0","0","0","250356","1","0","9202@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314022","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
"314023","蚩尤战神4星","00:00:05","","3600","","","0","0","0","250357","1","0","9203@8","1","3600","3","7947","2","201045","1","1","80","300","0","0","","1","0","302","","","","","","","","","",""
