"定时活动配置表id","注释（策划备注）","活动开始时间","距离活动开始间隔时间","间隔刷新时间","触发时间随机","刷新时系统提示信息编号","刷新方式","补怪数量上限","补怪持续时间","刷新列表","刷新列表数量","每种NPC数量","刷新场景","刷新场景个数","怪物存在时间","击杀奖励个数","奖励ID","匹配等级方式","奖励个数超过提示编号","是否组队","组队人数要求","需求等级下限","需求等级上限","次数","补怪方式","对应事件刷新ID","观战","消失","对应活动表ID","分级奖励","在线人数刷新","匹配秒数","是否匹配","次数击杀","分级次数","刷新控制","刷新控制总数量","延迟秒数","延迟刷怪提示"
"278006","地煞3星","00:00:05","","3600","","192129","0","0","0","250099;250100;250101;250102;250103;250104;250105;250106;250107;250108;250109;250110;250111;250112;250113;250114;250115","6","10","1610@8;1614@8","2","3000","10","7603","","150524","1","1","60","300","0","0","","1","0","278","","","","","","","","","",""
"278007","地煞3星","00:00:05","","3600","","192129","0","0","0","250099;250100;250101;250102;250103;250104;250105;250106;250107;250108;250109;250110;250111;250112;250113;250114;250115","6","10","1610@8;1614@8","2","3000","10","7603","","150524","1","1","60","300","0","0","","1","0","278","","","","","","","","","",""
"279001","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"279002","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"279003","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"279004","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"279005","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"279006","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"279007","地煞4星","00:00:05","","3600","","192129","0","0","0","250116;250117;250118;250119;250120;250121;250122;250123;250124;250125;250126;250127;250128;250129;250130;250131;250132","6","10","1610@8;1614@8","2","3000","10","7604","","150524","1","1","60","300","0","0","","1","0","279","","","","","","","","","",""
"280001","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"280002","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"280003","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"280004","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"280005","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"280006","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"280007","地煞5星","00:00:05","","3600","","192129","0","0","0","250133;250134;250135;250136;250137;250138;250139;250140;250141;250142;250143;250144;250145;250146;250147;250148;250149","6","10","1609@8","1","3000","10","7605","","150524","1","1","60","300","0","0","","1","0","303","","","","","","","","","",""
"290001","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"290002","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"290003","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"290004","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"290005","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"290006","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"290007","地煞6星","00:00:05","","3600","","192129","0","0","0","250150;250151;250152;250153;250154;250155;250156;250157;250158;250159;250160;250161;250162;250163;250164;250165;250166","6","10","1606@8;1612@8","2","3000","10","7606","","150524","1","1","60","300","0","0","","1","0","290","","","","","","","","","",""
"291001","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"291002","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"291003","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"291004","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"291005","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"291006","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"291007","地煞7星","00:00:05","","3600","","192129","0","0","0","250167;250168;250169;250170;250171;250172;250173;250174;250175;250176;250177;250178;250179;250180;250181;250182;250183","6","10","1606@8;1612@8","2","3000","10","7607","","150524","1","1","60","300","0","0","","1","0","291","","","","","","","","","",""
"292001","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"292002","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"292003","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"292004","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"292005","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"292006","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"292007","地煞8星","00:00:05","","3600","","192129","0","0","0","250184;250185;250186;250187;250188;250189;250190;250191;250192;250193;250194;250195;250196;250197;250198;250199;250200","6","10","1606@8;1612@8","2","3000","10","7608","","150524","1","1","60","300","0","0","","1","0","292","","","","","","","","","",""
"293001","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293002","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293003","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293004","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293005","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293006","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"293007","天罡1星","00:00:05","","3600","","192129","0","0","0","250201;250202;250203;250204;250205;250206;250207;250208;250209;250210;250211;250212;250213;250214;250215;250216;250217","6","10","1628@8","1","3000","10","7706","","150524","1","1","1","300","0","0","","1","0","293","","","","","","","","","",""
"294001","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"294002","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"294003","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"294004","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"294005","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"294006","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"294007","天罡2星","00:00:05","","3600","","192129","0","0","0","250218;250219;250220;250221;250222;250223;250224;250225;250226;250227;250228;250229;250230;250231;250232;250233;250234","6","10","1631@8","1","3000","10","7707","","150524","1","1","1","300","0","0","","1","0","294","","","","","","","","","",""
"295001","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"295002","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"295003","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"295004","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"295005","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"295006","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"295007","天罡3星","00:00:05","","3600","","192129","0","0","0","250235;250236;250237;250238;250239;250240;250241;250242;250243;250244;250245;250246;250247;250248;250249;250250;250251","6","10","1630@8","1","3000","10","7708","","150524","1","1","1","300","0","0","","1","0","295","","","","","","","","","",""
"296001","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"296002","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"296003","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"296004","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"296005","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"296006","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"296007","天罡4星","00:00:05","","3600","","192129","0","0","0","250252;250253;250254;250255;250256;250257;250258;250259;250260;250261;250262;250263;250264;250265;250266;250267;250268","6","10","1629@8","1","3000","10","7709","","150524","1","1","1","300","0","0","","1","0","296","","","","","","","","","",""
"297001","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"297002","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"297003","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"297004","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"297005","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"297006","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"297007","天罡5星","00:00:05","","3600","","192129","0","0","0","250269;250270;250271;250272;250273;250274;250275;250276;250277;250278;250279;250280;250281;250282;250283;250284;250285","6","10","1627@8","1","3000","10","7710","","150524","1","1","1","300","0","0","","1","0","297","","","","","","","","","",""
"300001","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"300002","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"300003","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"300004","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"300005","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"300006","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"300007","天罡6星","00:00:05","","3600","","192129","0","0","0","252286;252287;252288;252289;252290;252291;252292;252293;252294;252295;252296;252297;252298;252299;252300;252301;252302","6","10","1628@8","1","3000","10","7711","","150524","1","1","1","300","0","0","","1","0","300","","","","","","","","","",""
"301001","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"301002","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"301003","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"301004","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"301005","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"301006","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"301007","天罡7星","00:00:05","","3600","","192129","0","0","0","252303;252304;252305;252306;252307;252308;252309;252310;252311;252312;252313;252314;252315;252316;252317;252318;252319","6","10","1630@8","1","3000","10","7712","","150524","1","1","1","300","0","0","","1","0","301","","","","","","","","","",""
"302001","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"302002","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"302003","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"302004","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"302005","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"302006","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"302007","天罡8星","00:00:05","","3600","","192129","0","0","0","252320;252321;252322;252323;252324;252325;252326;252327;252328;252329;252330;252331;252332;252333;252334;252335;252336","6","10","1629@8","1","3000","10","7713","","150524","1","1","1","300","0","0","","1","0","302","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"277050","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277051","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277052","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277053","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277054","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277055","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277056","泡泡王","00:00:05","","3600","","192129","0","0","0","260043","1","15","1615@8","1","900","1","7609","","150524","1","1","60","300","0","0","","1","0","299","","","","","","","","","",""
"277057","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277058","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
"277059","激情宝箱","19:00:00","","300","","192129","0","0","0","250288","1","6","5020@8","1","59","999","7700","","150524","1","1","30","300","0","0","","1","0","230","","","","","","","","","",""
