id,条件ID,动作ID,执行次数,启用AI,外部AI文件,触发时机,策划备注
16410,35001,56410,,,,3,8555格罗姆喊话
16411,35044,56411,,,,3,8556精灵游骑血量不足释放幻影斩
16412,35001,56412,,,,3,8556格罗姆喊话
16413,35001,56413,,,,2,8556塞纳留斯喊话
20083,,,,16413@1;16403@1;16404@1,,5,8556塞纳留斯AI
20084,,,,16412@1;16410@1,,5,8556塞纳留斯AI
16414,35001,56414,,,,3,8559马诺洛斯释放绝技——群魔乱舞
16415,35002,56415,,,,3,8559马诺洛斯释放虚弱诅咒
16416,35045,56416,,,,3,8559马诺洛斯释放恶魔降临
20085,,,,16414@1;16415@1;16416@1,,5,8559马诺洛斯释AI
16500,35001,56500,,,,5,8560泰兰德喊话
16501,35049,56501,,,,3,8560泰兰德释放技能精准打击
20090,,,,16500@1;16501@1,,5,8560泰兰德AI
16502,35050,56502,,,,3,8560守护释放心灵之火
16503,35051,56503,,,,3,8560守护救人
16504,35052,56504,,,,3,8560守护治疗
20091,,,,16502@1;16503@1;16504@1,,5,8560守护AI
16505,35001,56505,,,,3,8561野猪人战士降敌人法防
16506,35053,56506,,,,3,8561野猪人战士沉默诅咒
16507,35008,56507,,,,3,8561野猪人战士火焰雨
20092,,,,16505@1;16506@1;16507@1,,5,8561野猪人战士AI
16508,35054,56508,,,,3,8561野猪人萨满释放闪电箭
16509,35055,56509,,,,3,8561野猪人萨满救人
20093,,,,16508@1;16509@1,,5,8561野猪人萨满AI
16510,35056,56510,,,,3,8562恐惧魔王破隐身
16511,35057,56511,,,,3,8562恐惧魔王圣光洗礼
20094,,,,16510@1;16511@1,,5,8562恐惧魔王AI
16512,35001,56512,,,,5,8564发狂的树人喊话
16513,35001,56513,,,,3,8564发狂的树人降敌人法防
16514,35053,56514,,,,3,8564发狂的树人沉默诅咒
16515,35008,56515,,,,3,8564发狂的树人火焰雨
20095,,,,16512@1;16514@1;16515@1,,5,8564发狂的树人AI
16516,35058,56516,,,,3,8564恐惧魔王横扫
16517,35001,56517,,,,5,8565守卫头领喊话
16518,35001,56518,,,,5,8566馬维喊话1
16519,35001,56519,,,,3,8566馬维喊话2
20096,,,,16518@1;16519@1,,5,8562恐惧魔王AI
16520,35001,56520,,,,2,8566泰兰德喊话
16521,35001,56521,,,,5,8567艾尔索斯喊话1
16522,35001,56522,,,,2,8567艾尔索斯喊话2
16523,35059,56523,,,,3,8567艾尔索斯逃跑
20097,,,,16521@1;16522@1;16523@1,,5,8567艾尔索斯AI
16524,35001,56524,,,,2,8567伊利丹喊话
16525,35001,56525,,,,3,8569伊利丹出场喊话1
16526,35002,56526,,,,2,8569伊利丹变身喊话1
16527,35059,56527,,,,3,8569伊利丹逃跑喊话1
16528,35020,56528,,,,2,8569伊利丹喊话2
16529,35001,56529,,,,3,8569攻击古尔丹之颅
20098,,,,16525@1;16526@1;16527@1;16528@1,,5,8569伊利丹AI
16530,35001,56530,,,,5,8570提克迪奥斯喊话
16531,35001,56531,,,,3,8570伊利丹喊话
16532,35001,56532,,,,2,8573阿克蒙德喊话
16533,35004,56533,,,,3,8573召唤玛法里奥
16534,35008,56534,,,,3,8573玛法里奥召唤小精灵
16540,35001,56540,,,,3,新手战斗战士玩家嘲讽BOSS
16541,35002,56541,,,,3,新手战斗战士玩家破甲BOSS
16542,35062,56542,,,,4,新手战斗战士玩家喊话
20100,,,,16552@1;16540@1;16541@1,,5,新手战斗战士玩家AI
16543,35001,56543,,,,3,新手战斗德鲁伊玩家横扫火元素
16544,35002,56544,,,,3,新手战斗德鲁伊玩家横扫把羊打醒
20101,,,,16543@1;16544@1,,5,新手战斗萨满玩家AI
16545,35001,56545,,,,3,新手战斗法师玩家羊大奶铜须
16546,35001,56546,,,,3,新手战斗牧师玩家休息
16547,35002,56547,,,,3,新手战斗牧师玩家治疗之环加血，把所有人血线拉满
20102,,,,16546@1;16547@1,,5,新手战斗牧师玩家AI
16548,35001,56548,,,,3,新手战斗炎魔群体喷火，所有玩家残血
16549,35002,56549,,,,3,新手战斗炎魔群体喷火，秒杀所有玩家
20103,,,,16548@1;16549@1,,5,新手战斗BOSS炎魔AI
16550,35002,56550,,,,3,新手战斗大奶铜须给炎魔加满
16551,35008,56551,,,,3,新手战斗宠物休息
16555,35075,56555,,,,3,萨满职业闪电链
16556,35076,56556,,,,3,萨满职业治疗图腾
16557,35077,56557,,,,3,萨满职业闪电箭
16558,35078,56558,,,,3,萨满职业先祖之魂
16559,35079,56559,2,,,3,萨满职业狂热图腾
16560,35080,56560,,,,3,萨满职业风暴轰击
16561,35081,56561,,,,3,术士职业火焰之雨
16562,35082,56562,,,,3,术士职业沉默诅咒
16563,35083,56563,,,,3,术士职业生命虹吸
16564,35084,56564,,,,3,术士职业恶魔降临
16565,35085,56565,,,,3,术士职业虚弱诅咒
16566,35086,56566,,,,3,术士职业群魔乱舞
16567,35087,56567,,,,3,盗贼职业淬毒刀扇
16568,35088,56568,,,,3,盗贼职业穿刺影袭
16569,35089,56569,,,,3,盗贼职业剔骨
16570,35090,56570,,,,3,盗贼职业潜行
16571,35091,56571,,,,3,盗贼职业闷棍
16572,35092,56572,,,,3,盗贼职业杀戮盛筵
16573,35093,56573,,,,3,法师职业暴风雪
16574,35094,56574,,,,3,法师职业奥术冲击
16575,35095,56575,,,,3,法师职业变形术
16576,35096,56576,,,,3,法师职业魔爆术
16577,35097,56577,,,,3,法师职业冰霜血脉
16578,35098,56578,,,,3,法师职业烈焰风暴
16579,35099,56579,,,,3,战士职业幻影冲锋
16580,35100,56580,,,,3,战士职业嘲讽
16581,35101,56581,,,,3,战士职业毁灭打击
16582,35102,56582,,,,3,战士职业蓄力猛击
16583,35103,56583,,,,3,战士职业破甲
16584,35104,56584,,,,3,战士职业无敌斩
16585,35105,56585,,,,3,圣骑职业审判之锤
16586,35106,56586,,,,3,圣骑职业无边定罪
16587,35107,56587,,,,3,圣骑职业复仇之盾
16588,35108,56588,,,,3,圣骑职业圣光洗礼
16589,35109,56589,,,,3,圣骑职业神谕责难
16590,35110,56590,,,,3,圣骑职业守护圣盾
16591,35111,56591,,,,3,猎人（远程）职业多重打击
16592,35112,56592,,,,3,猎人（远程）职业穿刺打击
16593,35113,56593,,,,3,猎人（远程）职业野性召唤
16594,35114,56594,,,,3,猎人（远程）职业生命献祭
16595,35115,56595,,,,3,猎人（远程）职业精准打击
16596,35116,56596,,,,3,猎人（远程）职业美拉冲击
16597,35117,56597,,,,3,德鲁伊职业撕裂横扫
16598,35118,56598,,,,3,德鲁伊职业绿之潮
16599,35119,56599,,,,3,德鲁伊职业黄昏花蕾
16600,35120,56600,,,,3,德鲁伊职业灵熊爪击
16601,35121,56601,,,,3,德鲁伊职业自然之眼
16602,35122,56602,,,,3,德鲁伊职业纠缠根须
16603,35123,56603,,,,3,牧师职业神圣新星
16604,35124,56604,,,,3,牧师职业治疗祷言
16605,35125,56605,,,,3,牧师职业复生
16606,35126,56606,,,,3,牧师职业心灵之火
16607,35127,56607,,,,3,牧师职业神圣救赎
16608,35128,56608,,,,3,牧师职业天定之国
16609,35129,56609,,,,3,猎人（近）职业多重打击
16610,35130,56610,,,,3,猎人（近）职业穿刺打击
16611,35131,56611,,,,3,猎人（近）职业野性召唤
16612,35132,56612,,,,3,猎人（近）职业生命献祭
16613,35133,56613,,,,3,猎人（近）职业精准打击
16614,35134,56614,,,,3,猎人（近）职业美拉冲击
20120,,,,16582@1;16581@1;16580@1;16579@1,,5,战士职业AI蓄力&毁灭&嘲讽
20121,,,,16582@1;16581@1;16579@1,,5,战士职业AI蓄力&毁灭&破甲
20122,,,,16582@1;16581@1;16579@1,,5,战士职业AI蓄力&毁灭
20123,,,,16582@1;16581@1;16580@1;16583@1;16579@1,,5,战士职业AI蓄力&毁灭&嘲讽&破甲
20124,,,,16576@1;16574@1;16573@1,,5,法师职业AI
20125,,,,16606@1;16604@1;16605@1;16603@1,,5,牧师职业AI优先治疗
20126,,,,16606@1;16605@1;16604@1;16603@1,,5,牧师职业AI优先复生
20127,,,,16589@1;16587@1;16588@1;16586@1;16585@1,,5,圣骑职业AI优先破隐身
20128,,,,16587@1;16589@1;16588@1;16586@1;16585@1,,5,圣骑职业AI优先嘲讽
20129,,,,16588@1;16589@1;16587@1;16586@1;16585@1,,5,圣骑职业AI优先治疗
20130,,,,16601@1;16599@1;16598@1;16597@1,,5,德鲁伊职业AI优先破隐身
20131,,,,16599@1;16601@1;16598@1;16597@1,,5,德鲁伊职业AI优先治疗
20132,,,,16598@1;16601@1;16599@1;16597@1,,5,德鲁伊职业AI优先减防
20133,,,,16558@1;16557@1;16555@1,,5,萨满职业AI优先图腾
20134,,,,16558@1;16557@1;16555@1,,5,萨满职业AI优先治疗1
20135,,,,16558@1;16557@1;16555@1,,5,萨满职业AI优先救人
20136,,,,16558@1;16557@1;16555@1,,5,萨满职业AI优先治疗2
20137,,,,16563@1;16562@1;16561@1,,5,术士职业AI
20138,,,,16571@1;16569@1;16570@1;16568@1;16567@1,,5,盗贼职业AI全
20139,,,,16570@1;16569@1,,5,盗贼职业AI潜行&剔骨
20140,,,,16570@1;16568@1;16569@1,,5,盗贼职业AI潜行&穿刺&剔骨
20141,,,,16568@1;16567@1,,5,盗贼职业AI穿刺&淬毒
20142,,,,16571@1;16568@1;16569@1;16567@1,,5,盗贼职业AI闷棍&穿刺&剔骨&淬毒
20143,,,,16595@1;16592@1;16591@1,,5,猎人（远程）职业AI
20144,,,,16613@1;16610@1;16609@1,,5,猎人（近）职业AI
16615,35010,56615,,,,12,8587主角喊话
16616,35001,56616,,,,5,8591瓦力玛萨斯喊话
16617,35001,56617,,,,5,8595凯苏德喊话
16618,35010,56618,,,,2,8595主角喊话
16619,35001,56619,,,,5,8596瓦力玛萨斯喊话
16620,35010,56620,,,,2,8596主角喊话
16621,35001,56621,,,,5,8598德罗塞克喊话
16622,35001,56622,,,,5,8599巴纳扎尔喊话
16623,35135,56623,,,,3,猎人（近）职业多重打击
16624,35136,56624,,,,3,猎人（近）职业穿刺打击
16625,35137,56625,,,,3,猎人（近）职业野性召唤
16626,35138,56626,,,,3,猎人（近）职业生命献祭
16627,35139,56627,,,,3,猎人（近）职业精准打击
16628,35140,56628,,,,3,猎人（近）职业美拉冲击
16629,35141,56629,,,,3,猎人（近）职业多重打击
16630,35142,56630,,,,3,猎人（近）职业穿刺打击
16631,35143,56631,,,,3,猎人（近）职业野性召唤
16632,35144,56632,,,,3,猎人（近）职业生命献祭
16633,35145,56633,,,,3,猎人（近）职业精准打击
16634,35146,56634,,,,3,猎人（近）职业美拉冲击
16635,35147,56635,,,,3,猎人（近）职业多重打击
16636,35148,56636,,,,3,猎人（近）职业穿刺打击
16637,35149,56637,,,,3,猎人（近）职业野性召唤
16638,35150,56638,,,,3,猎人（近）职业生命献祭
16639,35151,56639,,,,3,猎人（近）职业精准打击
16640,35152,56640,,,,3,猎人（近）职业美拉冲击
16641,35153,56641,,,,3,猎人（近）职业多重打击
16642,35154,56642,,,,3,猎人（近）职业穿刺打击
16643,35155,56643,,,,3,猎人（近）职业野性召唤
16644,35156,56644,,,,3,猎人（近）职业生命献祭
16645,35157,56645,,,,3,猎人（近）职业精准打击
16646,35158,56646,,,,3,猎人（近）职业美拉冲击
16647,35159,56647,,,,3,猎人（近）职业多重打击
16648,35160,56648,,,,3,猎人（近）职业穿刺打击
16649,35161,56649,,,,3,猎人（近）职业野性召唤
16650,35162,56650,,,,3,猎人（近）职业生命献祭
16651,35163,56651,,,,3,猎人（近）职业精准打击
16652,35164,56652,,,,3,猎人（近）职业美拉冲击
16653,35165,56653,,,,3,猎人（近）职业多重打击
16654,35166,56654,,,,3,猎人（近）职业穿刺打击
16655,35167,56655,,,,3,猎人（近）职业野性召唤
16656,35168,56656,,,,3,猎人（近）职业生命献祭
16657,35169,56657,,,,3,猎人（近）职业精准打击
16658,35170,56658,,,,3,猎人（近）职业美拉冲击
20145,,,,16616@1;16576@1;16574@1;16573@1,,5,8591瓦力玛萨斯AI
20146,,,,16617@1;16576@1;16574@1;16573@1,,5,8595凯苏德AI
20147,,,,16619@1;16576@1;16574@1;16573@1,,5,8596瓦力玛萨斯AI
20148,,,,16622@1;16563@1;16562@1;16561@1,,5,8599巴纳扎尔AI
20149,,,,16621@1;16576@1;16574@1;16573@1,,5,8598德罗塞克喊话
16701,35010,56701,,,,2,8574主角喊话
16702,35001,56702,,,,3,8574暗夜精灵哨兵喊话
20150,,,,16702@1;16576@1;16574@1;16573@1,,5,8574暗夜精灵哨兵AI
16703,35001,56703,,,,5,8575伊利丹喊话
16704,35010,56704,,,,2,8575主角喊话
20151,,,,16703@1;16613@1;16610@1;16609@1,,5,8575伊利丹AI
16705,35001,56705,,,,2,8576馬维喊话
20152,,,,16705@1;16613@1;16610@1;16609@1,,5,8576馬维AI
16706,35001,56706,,,,2,8578恶魔守卫头领喊话
20153,,,,16706@1;16613@1;16610@1;16609@1,,5,8578恶魔守卫头领AI
16707,35001,56707,,,,2,8581馬维喊话
20158,,,,16613@1;16610@1;16609@1,,5,8581馬维AI
16708,35003,56708,,,,3,8583阿尔萨斯逃跑喊话
20154,,,,16708@1;16576@1;16574@1;16573@1,,5,8583阿尔萨斯AI
16709,35001,56709,,,,2,8584玛法里奥喊话
20155,,,,16709@1;16601@1;16599@1;16598@1;16597@1,,5,8584玛法里奥AI
16710,35001,56710,,,,3,8585阿尔萨斯喊话逃跑
16711,35001,56711,,,,3,8585克尔苏加德喊话
20156,,,,16711@1;16576@1;16574@1;16573@1,,5,8585克尔苏加德AI
16712,35001,56712,,,,2,8586法斯琪喊话
20157,,,,16712@1;16558@1;16557@1;16555@1,,5,8586法斯琪AI
17001,36001,58001,,,,2,"队伍中辅助职业/总人数>=0.2,第一回合逃跑，同时喊话"
17002,36002,58002,,,,3,"队伍中辅助职业/总人数<0.2,第一回合喊话"
17003,36003,58003,,,,2,队伍中辅助职业/总人数<0.2，第三回合逃跑 同时喊话
17004,36004,58004,,,,2,"队伍中辅助职业/总人数<0.4,boss召唤一只怪,同时喊话"
17005,,,,17001@1;17002@1;17003@1;17009@1,,2,抓鬼逃跑怪AI
17006,,,,17004@1,,2,抓鬼boss召唤AI
17007,36006,58005,,,,2,4回合后巫妖boss召唤小怪
17009,36005,58007,,,,3,逃跑怪放三控技能
17036,36011,58041,1,,,3,公会副本（惧封）喊话
17037,36016,58035,1,,,4,公会副本（惧封）逃跑
17038,,,1,17036@1;17037@1,,3,公会副本（惧封）总
17039,36019,58037,1,,,3,公会副本（惧牧）喊话
17040,36017,58036,1,,,2,公会副本（惧牧）逃跑
17041,,,1,17039@1;17040@1,,2,公会副本（惧牧）总
17042,36011,58038,1,,,3,公会副本（铁甲）喊话
17043,36011,58039,1,,,3,公会副本（抗魔）喊话
17052,36017,58049,,,,2,亚龙入侵（佛徒）逃跑
17053,36020,58050,,,,2,第四回合结束逃跑
17060,36030,58061,1,,,2,巨龙入侵德鲁伊第一回合减防
17061,36031,58062,1,,,2,巨龙入侵猎人第一回合多重打击
17062,36032,58063,1,,,2,巨龙入侵牧师第一回合加状态
17063,36033,58064,1,,,2,巨龙入侵战士第一回合3连
17064,36034,58065,2,,,2,巨龙入侵精英（牧师拉人）
17065,36035,58066,1,,,2,巨龙入侵精英（牧师拉人）
17066,36036,58067,1,,,2,巨龙入侵精英（牧师拉人）
17067,,,,17064@1;17065@1;17066@1;,,2,巨龙入侵精英（牧师拉人）
17070,36037,58070,,,,10,敌方怪物全部死亡召唤宠物（场景AI）
17071,36010,58071,,,,3,沙包怪全部待机
17072,36038,58072,,,,2,第一回合召唤小怪
17073,36039,58073,1,,,2,第一回合自爆自身80%血量，对方全部怪物减80%血量
17074,36040,58074,,,,2,职业闯关遇到同职业的会逃跑法师
17075,36041,58075,,,,2,职业闯关遇到同职业的会逃跑战士
17076,36042,58076,,,,2,职业闯关遇到同职业的会逃跑牧师
17077,36043,58077,,,,2,职业闯关遇到同职业的会逃跑小德
17078,36044,58078,,,,2,职业闯关遇到同职业的会逃跑圣骑
17079,36045,58079,,,,2,职业闯关遇到同职业的会逃跑猎人
17080,36046,58080,,,,2,第五回合特殊怪逃跑战士
17081,36047,58081,,,,2,第五回合特殊怪逃跑牧师
17082,36048,58082,,,,2,第五回合特殊怪逃跑猎人
17083,36049,58083,,,,2,第五回合物特殊怪逃跑法师
17084,36050,58084,,,,2,第五回合物特殊怪逃跑圣骑
17085,36051,58085,,,,2,第五回合特殊怪逃跑小德
17086,36052,58086,1,,,2,冠军试炼圣骑大弟子双封
17087,36053,58087,1,,,2,冠军试炼圣骑大弟子双封
17089,,,1,17086@1;17087@1,,2,冠军试炼圣骑大弟子双封
17090,36054,58089,,,,2,职业闯关遇到同职业的会逃跑萨满
17091,36055,58090,,,,2,职业闯关遇到同职业的会逃跑盗贼
17092,36056,58091,,,,2,职业闯关遇到同职业的会逃跑术士
17093,36057,58092,,,,2,第五回合特殊怪逃跑萨满
17094,36058,58093,,,,2,第五回合特殊怪逃跑盗贼
17095,36059,58094,,,,2,第五回合特殊怪逃跑术士
17096,36060,58095,,,,2,fs第一回合放变羊
17097,36061,58096,,,,2,战士第一回合三连
17098,36062,58097,,,,2,萨满加状态
17099,36063,58098,,,,2,圣骑第一回合法术
17068,36064,58099,,,,2,盗贼剔骨
17069,36065,58068,,,,2,牧师第一回合加状态
17142,36066,58051,,,,2,猎人第一回合多重打击
17143,36067,58052,,,,2,德鲁伊第一回合减防
17100,36100,58100,,,,2,宠物出场喊话
17101,36101,58101,,,,2,血色教堂女BOSS使用神圣新星
17102,36102,58102,,,,9,（尖牙溶洞）永生者沃尔丹怪物剩余1清除主怪身上的被动复活技能
17103,36103,58103,1,,,2,（尖牙溶洞）毒牙之王瑟芬配怪怪物自我沉睡
17104,36104,58104,1,,,2,（尖牙溶洞）毒牙之王瑟芬配怪血量小于50%召唤两只怪
17105,36101,58105,,,,2,（尖牙溶洞）永生者沃尔丹开场喊话
17106,36102,58106,,,,2,（尖牙溶洞）永生者沃尔丹怪物死亡后喊话
17107,36101,58107,,,,2,（尖牙溶洞）大囧龟开场喊话
17110,36110,58110,,,,2,（亡者矿坑）召唤怪物
17111,36111,58111,,,,2,（亡者矿坑）连击点数大于等于1释放技能
17112,36112,58112,,,,2,（亡者矿坑）首回合自动使用心灵之火
17113,37010,59010,1,,,2,冰封王座25关BOSS第一回合错乱一个人
17114,37011,59011,1,,,2,冰封王座25关BOSS第二回合给对面全体减防
17115,37012,59012,1,,,2,冰封王座25关BOSS第三回合给已方全体加攻
17116,37013,59013,1,,,2,冰封王座25关BOSS第四回合给已方全体加血
17117,36113,59015,,,,2,（亡者矿坑）BOSS1闲话
17118,36114,59016,,,,2,（亡者矿坑）BOSS1闲话
17119,36115,59017,,,,2,（亡者矿坑）BOSS1闲话
17120,36116,59018,,,,2,（亡者矿坑）BOSS1闲话
17121,,,,17117@1;17118@1;17119@1;17120@1,,2,
17122,36113,59019,,,,2,（亡者矿坑）BOSS2闲话
17123,36114,59020,,,,2,（亡者矿坑）BOSS2闲话
17124,36115,59021,,,,2,（亡者矿坑）BOSS2闲话
17125,36116,59022,,,,2,（亡者矿坑）BOSS2闲话
17126,,,,17122@1;17123@1;17124@1;17125@1,,2,
17127,36113,59023,,,,2,（亡者矿坑）BOSS3闲话
17128,36114,59024,,,,2,（亡者矿坑）BOSS3闲话
17129,36115,59025,,,,2,（亡者矿坑）BOSS3闲话
17130,36116,59026,,,,2,（亡者矿坑）BOSS3闲话
17131,,,,17127@1;17128@1;17129@1;17130@1,,2,
17132,36113,59027,,,,2,（亡者矿坑）BOSS4闲话
17133,36114,59028,,,,2,（亡者矿坑）BOSS4闲话
17134,36115,59029,,,,2,（亡者矿坑）BOSS4闲话
17135,36116,59030,,,,2,（亡者矿坑）BOSS4闲话
17136,,,,17132@1;17133@1;17134@1;17135@1,,2,
17137,36113,59031,,,,2,（亡者矿坑）BOSS5闲话
17138,36114,59032,,,,2,（亡者矿坑）BOSS5闲话
17139,36115,59033,,,,2,（亡者矿坑）BOSS5闲话
17140,36116,59034,,,,2,（亡者矿坑）BOSS5闲话
17141,,,,17137@1;17138@1;17139@1;17140@1,,2,
17150,36130,59040,,,,3,自动使用黄昏花蕾
17151,36131,59041,,,,3,自动使用治疗祷言
17152,36132,59042,,,,2,自动使用心灵之火
17153,36133,59043,,,,3,自动复活死亡单位
17154,36134,59044,,,,3,狼王召唤
17155,37201,59101,,,,3,刷新宠物复活玩家驱散状态
17156,36135,59102,1,,,2,70精英马拉得公主释放死亡凋零
17157,36136,59102,1,,,2,70精英马拉得公主释放死亡凋零
17158,36137,59103,,,,2,70精英马拉得公主喊话
18001,37001,59001,,,,2,"队伍中辅助职业/总人数>=0.2,第一回合逃跑，同时喊话"
18002,37002,59002,2,,,3,"队伍中辅助职业/总人数<0.2,第一回合喊话"
18003,37003,59003,,,,3,队伍中辅助职业/总人数<0.2，第三回合逃跑 同时喊话
18004,37004,59004,,,,2,逃跑怪放三控技能
18005,,,,18001@1;18002@1;18003@1;18004@1,,2,抓鬼逃跑怪AI
18006,37005,59005,,,,2,"队伍中辅助职业/总人数<0.4,boss召唤一只怪,同时喊话"
18007,37006,59006,,,,2,4回合后巫妖boss召唤小怪
18008,37007,59007,,,,2,4回合后巫妖boss召唤小怪
18009,37008,59008,1,,,2,日常副本（惧封）喊话
18010,37009,59009,1,,,4,日常副本（惧封）逃跑
18011,,,1,18009@1;18010@1,,2,日常副本（惧封）总
18012,37014,59014,2,,,5,抓鬼逃跑怪逃跑前喊话
18013,37015,59045,1,,,2,日常副本魔王第一回合使用技能
18014,37016,59046,1,,,2,日常副本魔王第三回合使用技能
18015,,,1,18013@1;18014@1,,2,日常副本魔王使用技能
18100,37100,58200,,,,3,没中嘲讽的敌方单位大于等于4战士自动对目标使用挫志怒吼
18101,37101,58201,,,,3,没中破甲的敌方单位大于等于4战士自动对目标使用破甲
18102,37102,58202,,,,3,敌方单位大于等于4战士对敌方单位使用毁灭打击
18103,37103,58203,,,,3,没中嘲讽的敌方单位大于等于4骑士自动对目标使用复仇之盾
18104,37104,58204,,,,3,敌方存在隐身单位骑士自动对目标使用神谕责难
18105,37105,58205,,,,3,我方血小于等于60%单位大于等于1骑士自动对目标使用祝福术
18106,37106,58206,,,,3,敌方单位大于等于4骑士自动对目标使用无边定罪
18107,37107,58207,,,,3,敌方单位大于等于4猎人自动对目标使用精准打击
18108,37108,58208,,,,3,敌方有绿之潮buff的单位小于3（包含死亡）德鲁伊自动对目标使用绿之潮
18109,37109,58209,,,,3,我方血量少于80%的单位大于1德鲁伊自动对目标使用黄昏花蕾
18110,37110,58210,,,,3,我方有心灵之火buff的单位小于1（包含死亡）牧师自动对目标使用心灵之火
18111,37111,58211,,,,3,我方死亡单位大于等于1牧师自动对目标使用复生
18112,37112,58212,,,,3,我方血小于等于80%单位大于等于1牧师自动对目标使用治疗祷言
18113,37113,58213,,,,3,我方中debuff单位大于等于3牧师自动对目标使用神圣救赎
18114,37114,58214,1,,,3,我方死亡单位大于等于1萨满自动对使用治疗图腾技能
18115,37115,58215,,,,3,敌方单位小于等于3盗贼自动对目标使用穿刺影袭
18116,37116,58216,,,,3,敌方被控制的单位小于等于3术士自动对目标使用沉默诅咒
18117,37117,58217,,,,3,敌方有身上有虚弱诅咒buff的单位小于3（包含死亡）术士自动对目标使用虚弱诅咒
18118,37118,58218,,,,3,自身血量低于50%术士自动对目标使用生命虹吸
18119,37119,58219,,,,3,连击点达到0连击点盗贼自动对目标使用剔骨
18120,37120,58220,,,,3,连击点达到1连击点盗贼自动对目标使用剔骨
18121,37121,58221,,,,3,连击点达到2连击点盗贼自动对目标使用剔骨
18122,37122,58222,,,,3,连击点达到3连击点盗贼自动对目标使用剔骨
18123,37123,58223,,,,3,连击点达到4连击点盗贼自动对目标使用剔骨
18124,37124,58224,,,,3,连击点达到5连击点盗贼自动对目标使用剔骨
18125,36138,58225,1,,,9,40阿鲁高死亡召唤小怪
18201,36201,58301,1,,,4,自己的血量高于50%召唤怪物
18202,36202,58302,1,,,16,自己的血量小于50%释放驱散无敌技能
18203,36203,58303,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18204,36204,58304,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18205,36205,58305,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18206,36206,58306,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18207,36207,58307,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18208,36208,58308,,,,3,血量小于50%释放魔爆术
18209,,,1,18203@1;18204@1;18205@1;18206@1;18207@1;18208@1;18210@1;18211@1;18212@1;18213@1;18214@1,,3,公会副本AI总
18210,36209,58309,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18211,36210,58310,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18212,36211,58311,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18213,36212,58312,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18214,36213,58313,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18215,36214,58314,,,,16,回合结束BOSS清除无敌BUFF小怪逃跑
18216,36215,58315,,,,12,回合开始BOSS清除无敌BUFF小怪逃跑
18251,36251,58351,1,,,4,自己的血量高于50%召唤怪物
18252,36252,58352,1,,,16,自己的血量小于50%释放驱散无敌技能
18253,36253,58353,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18254,36254,58354,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18255,36255,58355,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18256,36256,58356,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18257,36257,58357,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18258,36258,58358,,,,3,血量小于50%释放魔爆术
18259,,,1,18253@1;18254@1;18255@1;18256@1;18257@1;18258@1;18260@1;18261@1;18262@1;18263@1;18264@1,,3,公会副本AI总
18260,36259,58359,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18261,36260,58360,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18262,36261,58361,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18263,36262,58362,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18264,36263,58363,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18265,36264,58364,,,,16,回合结束BOSS清除无敌BUFF小怪逃跑
18266,36265,58365,,,,12,回合开始BOSS清除无敌BUFF小怪逃跑
18301,36301,58401,1,,,3,公会副本（惧控）喊话
18302,36303,58402,1,,,4,公会副本（惧控）逃跑
18303,,,1,18301@1;18302@1,,2,公会副本（惧控）总
18304,36301,58403,1,,,2,公会副本（铁甲）喊话
18305,36302,58404,1,,,2,公会副本（抗魔）喊话
18306,36301,58405,1,,,2,公会副本（惧辅）喊话
18307,36304,58406,1,,,4,公会副本（惧辅）逃跑
18308,,,1,18306@1;18307@1,,2,公会副本（惧辅）总
18309,36301,58407,1,,,2,公会副本（肉盾）喊话
18351,36351,58451,1,,,4,自己的血量高于50%召唤怪物
18352,36352,58452,1,,,16,自己的血量小于50%释放驱散无敌技能
18353,36353,58453,,,,16,血量大于等于50%并且20位置没有单位召唤怪物
18354,36354,58454,,,,16,血量大于等于50%并且21位置没有单位召唤怪物
18355,36355,58455,,,,16,血量大于等于50%并且22位置没有单位召唤怪物
18356,36356,58456,,,,16,血量大于等于50%并且23位置没有单位召唤怪物
18357,36357,58457,,,,16,血量大于等于50%并且24位置没有单位召唤怪物
18358,36358,58458,,,,3,血量小于50%释放魔爆术
18359,,,1,18353@1;18354@1;18355@1;18356@1;18357@1;18358@1;18360@1;18361@1;18362@1;18363@1;18364@1,,3,公会副本AI总
