序号,活动ID,服务器id,开启时间,开始时间显示,开启时间2,结束时间,是否提醒,活动实际推迟时间,提前提醒时间,周循环活动,活动名
314010,302,0,00:00:01,314010,00:00:01,23:59:59,1,0,0,3,蚩尤战神2星
314011,302,0,00:00:01,314011,00:00:01,23:59:59,1,0,0,4,蚩尤战神2星
314012,302,0,00:00:01,314012,00:00:01,23:59:59,1,0,0,5,蚩尤战神2星
314013,302,0,00:00:01,314013,00:00:01,23:59:59,1,0,0,6,蚩尤战神2星
314014,302,0,00:00:01,314014,00:00:01,23:59:59,1,0,0,7,蚩尤战神2星
314015,302,0,00:00:01,314015,00:00:01,23:59:59,1,0,0,1,蚩尤战神3星
314016,302,0,00:00:01,314016,00:00:01,23:59:59,1,0,0,2,蚩尤战神3星
314017,302,0,00:00:01,314017,00:00:01,23:59:59,1,0,0,3,蚩尤战神3星
314018,302,0,00:00:01,314018,00:00:01,23:59:59,1,0,0,4,蚩尤战神3星
314019,302,0,00:00:01,314019,00:00:01,23:59:59,1,0,0,5,蚩尤战神3星
314020,302,0,00:00:01,314020,00:00:01,23:59:59,1,0,0,6,蚩尤战神3星
314021,302,0,00:00:01,314021,00:00:01,23:59:59,1,0,0,7,蚩尤战神3星
314022,302,0,00:00:01,314022,00:00:01,23:59:59,1,0,0,1,蚩尤战神4星
314023,302,0,00:00:01,314023,00:00:01,23:59:59,1,0,0,2,蚩尤战神4星
314024,302,0,00:00:01,314024,00:00:01,23:59:59,1,0,0,3,蚩尤战神4星
314025,302,0,00:00:01,314025,00:00:01,23:59:59,1,0,0,4,蚩尤战神4星
314026,302,0,00:00:01,314026,00:00:01,23:59:59,1,0,0,5,蚩尤战神4星
314027,302,0,00:00:01,314027,00:00:01,23:59:59,1,0,0,6,蚩尤战神4星
314028,302,0,00:00:01,314028,00:00:01,23:59:59,1,0,0,7,蚩尤战神4星
314029,302,0,00:00:01,314029,00:00:01,23:59:59,1,0,0,1,蚩尤战神5星
314030,302,0,00:00:01,314030,00:00:01,23:59:59,1,0,0,2,蚩尤战神5星
314031,302,0,00:00:01,314031,00:00:01,23:59:59,1,0,0,3,蚩尤战神5星
314032,302,0,00:00:01,314032,00:00:01,23:59:59,1,0,0,4,蚩尤战神5星
314033,302,0,00:00:01,314033,00:00:01,23:59:59,1,0,0,5,蚩尤战神5星
314034,302,0,00:00:01,314034,00:00:01,23:59:59,1,0,0,6,蚩尤战神5星
314035,302,0,00:00:01,314035,00:00:01,23:59:59,1,0,0,7,蚩尤战神5星
314036,302,0,00:00:01,314036,00:00:01,23:59:59,1,0,0,1,蚩尤战神6星
314037,302,0,00:00:01,314037,00:00:01,23:59:59,1,0,0,2,蚩尤战神6星
314038,302,0,00:00:01,314038,00:00:01,23:59:59,1,0,0,3,蚩尤战神6星
314039,302,0,00:00:01,314039,00:00:01,23:59:59,1,0,0,4,蚩尤战神6星
314040,302,0,00:00:01,314040,00:00:01,23:59:59,1,0,0,5,蚩尤战神6星
314041,302,0,00:00:01,314041,00:00:01,23:59:59,1,0,0,6,蚩尤战神6星
314042,302,0,00:00:01,314042,00:00:01,23:59:59,1,0,0,7,蚩尤战神6星
314043,302,0,00:00:01,314043,00:00:01,23:59:59,1,0,0,1,蚩尤战神7星
314044,302,0,00:00:01,314044,00:00:01,23:59:59,1,0,0,2,蚩尤战神7星
314045,302,0,00:00:01,314045,00:00:01,23:59:59,1,0,0,3,蚩尤战神7星
314046,302,0,00:00:01,314046,00:00:01,23:59:59,1,0,0,4,蚩尤战神7星
314047,302,0,00:00:01,314047,00:00:01,23:59:59,1,0,0,5,蚩尤战神7星
314048,302,0,00:00:01,314048,00:00:01,23:59:59,1,0,0,6,蚩尤战神7星
314049,302,0,00:00:01,314049,00:00:01,23:59:59,1,0,0,7,蚩尤战神7星
314050,302,0,00:00:01,314050,00:00:01,23:59:59,1,0,0,1,蚩尤战神8星
314051,302,0,00:00:01,314051,00:00:01,23:59:59,1,0,0,2,蚩尤战神8星
314052,302,0,00:00:01,314052,00:00:01,23:59:59,1,0,0,3,蚩尤战神8星
314053,302,0,00:00:01,314053,00:00:01,23:59:59,1,0,0,4,蚩尤战神8星
314054,302,0,00:00:01,314054,00:00:01,23:59:59,1,0,0,5,蚩尤战神8星
314055,302,0,00:00:01,314055,00:00:01,23:59:59,1,0,0,6,蚩尤战神8星
314056,302,0,00:00:01,314056,00:00:01,23:59:59,1,0,0,7,蚩尤战神8星
314057,302,0,00:00:01,314057,00:00:01,23:59:59,1,0,0,1,蚩尤战神9星
314058,302,0,00:00:01,314058,00:00:01,23:59:59,1,0,0,2,蚩尤战神9星
314059,302,0,00:00:01,314059,00:00:01,23:59:59,1,0,0,3,蚩尤战神9星
314060,302,0,00:00:01,314060,00:00:01,23:59:59,1,0,0,4,蚩尤战神9星
314061,302,0,00:00:01,314061,00:00:01,23:59:59,1,0,0,5,蚩尤战神9星
314062,302,0,00:00:01,314062,00:00:01,23:59:59,1,0,0,6,蚩尤战神9星
314063,302,0,00:00:01,314063,00:00:01,23:59:59,1,0,0,7,蚩尤战神9星
314064,302,0,00:00:01,314064,00:00:01,23:59:59,1,0,0,1,蚩尤战神10星
314065,302,0,00:00:01,314065,00:00:01,23:59:59,1,0,0,2,蚩尤战神10星
314066,302,0,00:00:01,314066,00:00:01,23:59:59,1,0,0,3,蚩尤战神10星
314067,302,0,00:00:01,314067,00:00:01,23:59:59,1,0,0,4,蚩尤战神10星
314068,302,0,00:00:01,314068,00:00:01,23:59:59,1,0,0,5,蚩尤战神10星
314069,302,0,00:00:01,314069,00:00:01,23:59:59,1,0,0,6,蚩尤战神10星
314070,302,0,00:00:01,314070,00:00:01,23:59:59,1,0,0,7,蚩尤战神10星
315001,304,0,00:00:01,315001,00:00:01,23:59:59,1,0,0,1,自在天魔1星
315002,304,0,00:00:01,315002,00:00:01,23:59:59,1,0,0,2,自在天魔1星
315003,304,0,00:00:01,315003,00:00:01,23:59:59,1,0,0,3,自在天魔1星
315004,304,0,00:00:01,315004,00:00:01,23:59:59,1,0,0,4,自在天魔1星
315005,304,0,00:00:01,315005,00:00:01,23:59:59,1,0,0,5,自在天魔1星
315006,304,0,00:00:01,315006,00:00:01,23:59:59,1,0,0,6,自在天魔1星
315007,304,0,00:00:01,315007,00:00:01,23:59:59,1,0,0,7,自在天魔1星
315008,304,0,00:00:01,315008,00:00:01,23:59:59,1,0,0,1,自在天魔2星
315009,304,0,00:00:01,315009,00:00:01,23:59:59,1,0,0,2,自在天魔2星
315010,304,0,00:00:01,315010,00:00:01,23:59:59,1,0,0,3,自在天魔2星
315011,304,0,00:00:01,315011,00:00:01,23:59:59,1,0,0,4,自在天魔2星
315012,304,0,00:00:01,315012,00:00:01,23:59:59,1,0,0,5,自在天魔2星
315013,304,0,00:00:01,315013,00:00:01,23:59:59,1,0,0,6,自在天魔2星
315014,304,0,00:00:01,315014,00:00:01,23:59:59,1,0,0,7,自在天魔2星
315015,304,0,00:00:01,315015,00:00:01,23:59:59,1,0,0,1,自在天魔3星
315016,304,0,00:00:01,315016,00:00:01,23:59:59,1,0,0,2,自在天魔3星
315017,304,0,00:00:01,315017,00:00:01,23:59:59,1,0,0,3,自在天魔3星
315018,304,0,00:00:01,315018,00:00:01,23:59:59,1,0,0,4,自在天魔3星
315019,304,0,00:00:01,315019,00:00:01,23:59:59,1,0,0,5,自在天魔3星
315020,304,0,00:00:01,315020,00:00:01,23:59:59,1,0,0,6,自在天魔3星
315021,304,0,00:00:01,315021,00:00:01,23:59:59,1,0,0,7,自在天魔3星
315022,304,0,00:00:01,315022,00:00:01,23:59:59,1,0,0,1,自在天魔4星
315023,304,0,00:00:01,315023,00:00:01,23:59:59,1,0,0,2,自在天魔4星
315024,304,0,00:00:01,315024,00:00:01,23:59:59,1,0,0,3,自在天魔4星
315025,304,0,00:00:01,315025,00:00:01,23:59:59,1,0,0,4,自在天魔4星
315026,304,0,00:00:01,315026,00:00:01,23:59:59,1,0,0,5,自在天魔4星
315027,304,0,00:00:01,315027,00:00:01,23:59:59,1,0,0,6,自在天魔4星
315028,304,0,00:00:01,315028,00:00:01,23:59:59,1,0,0,7,自在天魔4星
315029,304,0,00:00:01,315029,00:00:01,23:59:59,1,0,0,1,自在天魔5星
315030,304,0,00:00:01,315030,00:00:01,23:59:59,1,0,0,2,自在天魔5星
315031,304,0,00:00:01,315031,00:00:01,23:59:59,1,0,0,3,自在天魔5星
315032,304,0,00:00:01,315032,00:00:01,23:59:59,1,0,0,4,自在天魔5星
315033,304,0,00:00:01,315033,00:00:01,23:59:59,1,0,0,5,自在天魔5星
315034,304,0,00:00:01,315034,00:00:01,23:59:59,1,0,0,6,自在天魔5星
315035,304,0,00:00:01,315035,00:00:01,23:59:59,1,0,0,7,自在天魔5星
315036,304,0,00:00:01,315036,00:00:01,23:59:59,1,0,0,1,自在天魔6星
315037,304,0,00:00:01,315037,00:00:01,23:59:59,1,0,0,2,自在天魔6星
315038,304,0,00:00:01,315038,00:00:01,23:59:59,1,0,0,3,自在天魔6星
315039,304,0,00:00:01,315039,00:00:01,23:59:59,1,0,0,4,自在天魔6星
315040,304,0,00:00:01,315040,00:00:01,23:59:59,1,0,0,5,自在天魔6星
315041,304,0,00:00:01,315041,00:00:01,23:59:59,1,0,0,6,自在天魔6星
315042,304,0,00:00:01,315042,00:00:01,23:59:59,1,0,0,7,自在天魔6星
315043,304,0,00:00:01,315043,00:00:01,23:59:59,1,0,0,1,自在天魔7星
315044,304,0,00:00:01,315044,00:00:01,23:59:59,1,0,0,2,自在天魔7星
315045,304,0,00:00:01,315045,00:00:01,23:59:59,1,0,0,3,自在天魔7星
315046,304,0,00:00:01,315046,00:00:01,23:59:59,1,0,0,4,自在天魔7星
315047,304,0,00:00:01,315047,00:00:01,23:59:59,1,0,0,5,自在天魔7星
315048,304,0,00:00:01,315048,00:00:01,23:59:59,1,0,0,6,自在天魔7星
315049,304,0,00:00:01,315049,00:00:01,23:59:59,1,0,0,7,自在天魔7星
315050,304,0,00:00:01,315050,00:00:01,23:59:59,1,0,0,1,自在天魔8星
315051,304,0,00:00:01,315051,00:00:01,23:59:59,1,0,0,2,自在天魔8星
315052,304,0,00:00:01,315052,00:00:01,23:59:59,1,0,0,3,自在天魔8星
315053,304,0,00:00:01,315053,00:00:01,23:59:59,1,0,0,4,自在天魔8星
315054,304,0,00:00:01,315054,00:00:01,23:59:59,1,0,0,5,自在天魔8星
315055,304,0,00:00:01,315055,00:00:01,23:59:59,1,0,0,6,自在天魔8星
315056,304,0,00:00:01,315056,00:00:01,23:59:59,1,0,0,7,自在天魔8星
315057,304,0,00:00:01,315057,00:00:01,23:59:59,1,0,0,1,自在天魔9星
315058,304,0,00:00:01,315058,00:00:01,23:59:59,1,0,0,2,自在天魔9星
315059,304,0,00:00:01,315059,00:00:01,23:59:59,1,0,0,3,自在天魔9星
315060,304,0,00:00:01,315060,00:00:01,23:59:59,1,0,0,4,自在天魔9星
315061,304,0,00:00:01,315061,00:00:01,23:59:59,1,0,0,5,自在天魔9星
315062,304,0,00:00:01,315062,00:00:01,23:59:59,1,0,0,6,自在天魔9星
315063,304,0,00:00:01,315063,00:00:01,23:59:59,1,0,0,7,自在天魔9星
315064,304,0,00:00:01,315064,00:00:01,23:59:59,1,0,0,1,自在天魔10星
315065,304,0,00:00:01,315065,00:00:01,23:59:59,1,0,0,2,自在天魔10星
315066,304,0,00:00:01,315066,00:00:01,23:59:59,1,0,0,3,自在天魔10星
315067,304,0,00:00:01,315067,00:00:01,23:59:59,1,0,0,4,自在天魔10星
315068,304,0,00:00:01,315068,00:00:01,23:59:59,1,0,0,5,自在天魔10星
315069,304,0,00:00:01,315069,00:00:01,23:59:59,1,0,0,6,自在天魔10星
315070,304,0,00:00:01,315070,00:00:01,23:59:59,1,0,0,7,自在天魔10星
316001,300,0,00:00:01,316001,00:00:01,23:59:59,1,0,0,1,塔11层
316002,300,0,00:00:01,316002,00:00:01,23:59:59,1,0,0,2,塔11层
316003,300,0,00:00:01,316003,00:00:01,23:59:59,1,0,0,3,塔11层
316004,300,0,00:00:01,316004,00:00:01,23:59:59,1,0,0,4,塔11层
316005,300,0,00:00:01,316005,00:00:01,23:59:59,1,0,0,5,塔11层
316006,300,0,00:00:01,316006,00:00:01,23:59:59,1,0,0,6,塔11层
316007,300,0,00:00:01,316007,00:00:01,23:59:59,1,0,0,7,塔11层
317001,301,0,00:00:01,317001,00:00:01,23:59:59,1,0,0,1,塔12层
317002,301,0,00:00:01,317002,00:00:01,23:59:59,1,0,0,2,塔12层
317003,301,0,00:00:01,317003,00:00:01,23:59:59,1,0,0,3,塔12层
317004,301,0,00:00:01,317004,00:00:01,23:59:59,1,0,0,4,塔12层
317005,301,0,00:00:01,317005,00:00:01,23:59:59,1,0,0,5,塔12层
317006,301,0,00:00:01,317006,00:00:01,23:59:59,1,0,0,6,塔12层
317007,301,0,00:00:01,317007,00:00:01,23:59:59,1,0,0,7,塔12层
318001,305,0,00:00:01,318001,00:00:01,23:59:59,1,0,0,1,塔13层
318002,305,0,00:00:01,318002,00:00:01,23:59:59,1,0,0,2,塔13层
318003,305,0,00:00:01,318003,00:00:01,23:59:59,1,0,0,3,塔13层
318004,305,0,00:00:01,318004,00:00:01,23:59:59,1,0,0,4,塔13层
318005,305,0,00:00:01,318005,00:00:01,23:59:59,1,0,0,5,塔13层
318006,305,0,00:00:01,318006,00:00:01,23:59:59,1,0,0,6,塔13层
318007,305,0,00:00:01,318007,00:00:01,23:59:59,1,0,0,7,塔13层
319001,306,0,00:00:01,319001,00:00:01,23:59:59,1,0,0,1,塔14层
319002,306,0,00:00:01,319002,00:00:01,23:59:59,1,0,0,2,塔14层
319003,306,0,00:00:01,319003,00:00:01,23:59:59,1,0,0,3,塔14层
319004,306,0,00:00:01,319004,00:00:01,23:59:59,1,0,0,4,塔14层
319005,306,0,00:00:01,319005,00:00:01,23:59:59,1,0,0,5,塔14层
319006,306,0,00:00:01,319006,00:00:01,23:59:59,1,0,0,6,塔14层
319007,306,0,00:00:01,319007,00:00:01,23:59:59,1,0,0,7,塔14层
320001,307,0,00:00:01,320001,00:00:01,23:59:59,1,0,0,1,塔15层
320002,307,0,00:00:01,320002,00:00:01,23:59:59,1,0,0,2,塔15层
320003,307,0,00:00:01,320003,00:00:01,23:59:59,1,0,0,3,塔15层
320004,307,0,00:00:01,320004,00:00:01,23:59:59,1,0,0,4,塔15层
320005,307,0,00:00:01,320005,00:00:01,23:59:59,1,0,0,5,塔15层
320006,307,0,00:00:01,320006,00:00:01,23:59:59,1,0,0,6,塔15层
320007,307,0,00:00:01,320007,00:00:01,23:59:59,1,0,0,7,塔15层
321001,308,0,00:00:01,321001,00:00:01,23:59:59,1,0,0,1,塔16层
321002,308,0,00:00:01,321002,00:00:01,23:59:59,1,0,0,2,塔16层
321003,308,0,00:00:01,321003,00:00:01,23:59:59,1,0,0,3,塔16层
321004,308,0,00:00:01,321004,00:00:01,23:59:59,1,0,0,4,塔16层
321005,308,0,00:00:01,321005,00:00:01,23:59:59,1,0,0,5,塔16层
321006,308,0,00:00:01,321006,00:00:01,23:59:59,1,0,0,6,塔16层
321007,308,0,00:00:01,321007,00:00:01,23:59:59,1,0,0,7,塔16层
322001,309,0,00:00:01,322001,00:00:01,23:59:59,1,0,0,1,塔17层
322002,309,0,00:00:01,322002,00:00:01,23:59:59,1,0,0,2,塔17层
322003,309,0,00:00:01,322003,00:00:01,23:59:59,1,0,0,3,塔17层
322004,309,0,00:00:01,322004,00:00:01,23:59:59,1,0,0,4,塔17层
322005,309,0,00:00:01,322005,00:00:01,23:59:59,1,0,0,5,塔17层
322006,309,0,00:00:01,322006,00:00:01,23:59:59,1,0,0,6,塔17层
322007,309,0,00:00:01,322007,00:00:01,23:59:59,1,0,0,7,塔17层
323001,312,0,00:00:01,323001,00:00:01,23:59:59,1,0,0,1,塔18层
323002,312,0,00:00:01,323002,00:00:01,23:59:59,1,0,0,2,塔18层
323003,312,0,00:00:01,323003,00:00:01,23:59:59,1,0,0,3,塔18层
323004,312,0,00:00:01,323004,00:00:01,23:59:59,1,0,0,4,塔18层
323005,312,0,00:00:01,323005,00:00:01,23:59:59,1,0,0,5,塔18层
323006,312,0,00:00:01,323006,00:00:01,23:59:59,1,0,0,6,塔18层
323007,312,0,00:00:01,323007,00:00:01,23:59:59,1,0,0,7,塔18层
324001,314,0,00:00:01,324001,00:00:01,23:59:59,1,0,0,1,塔19层
324002,314,0,00:00:01,324002,00:00:01,23:59:59,1,0,0,2,塔19层
324003,314,0,00:00:01,324003,00:00:01,23:59:59,1,0,0,3,塔19层
324004,314,0,00:00:01,324004,00:00:01,23:59:59,1,0,0,4,塔19层
324005,314,0,00:00:01,324005,00:00:01,23:59:59,1,0,0,5,塔19层
324006,314,0,00:00:01,324006,00:00:01,23:59:59,1,0,0,6,塔19层
324007,314,0,00:00:01,324007,00:00:01,23:59:59,1,0,0,7,塔19层
325001,315,0,00:00:01,325001,00:00:01,23:59:59,1,0,0,1,塔20层
325002,315,0,00:00:01,325002,00:00:01,23:59:59,1,0,0,2,塔20层
325003,315,0,00:00:01,325003,00:00:01,23:59:59,1,0,0,3,塔20层
325004,315,0,00:00:01,325004,00:00:01,23:59:59,1,0,0,4,塔20层
325005,315,0,00:00:01,325005,00:00:01,23:59:59,1,0,0,5,塔20层
325006,315,0,00:00:01,325006,00:00:01,23:59:59,1,0,0,6,塔20层
325007,315,0,00:00:01,325007,00:00:01,23:59:59,1,0,0,7,塔20层
326001,316,0,00:00:01,326001,00:00:01,19:59:59,0,0,5,1,虎符战将
326002,316,0,00:00:01,326002,00:00:01,19:59:59,0,0,5,2,虎符战将
326003,316,0,00:00:01,326003,00:00:01,19:59:59,0,0,5,3,虎符战将
326004,316,0,00:00:01,326004,00:00:01,19:59:59,0,0,5,4,虎符战将
326005,316,0,00:00:01,326005,00:00:01,19:59:59,0,0,5,5,虎符战将
326006,316,0,00:00:01,326006,00:00:01,19:59:59,0,0,5,6,虎符战将
326007,316,0,00:00:01,326007,00:00:01,19:59:59,0,0,5,7,虎符战将
327001,317,0,00:00:01,327001,00:00:01,19:59:59,0,0,0,1,巨力神将
327002,317,0,00:00:01,327002,00:00:01,19:59:59,0,0,0,2,巨力神将
327003,317,0,00:00:01,327003,00:00:01,19:59:59,0,0,0,3,巨力神将
327004,317,0,00:00:01,327004,00:00:01,19:59:59,0,0,0,4,巨力神将
327005,317,0,00:00:01,327005,00:00:01,19:59:59,0,0,0,5,巨力神将
327006,317,0,00:00:01,327006,00:00:01,19:59:59,0,0,0,6,巨力神将
327007,317,0,00:00:01,327007,00:00:01,19:59:59,0,0,0,7,巨力神将
328001,318,0,00:00:01,328001,00:00:01,19:59:59,0,0,0,1,降龙尊者
328002,318,0,00:00:01,328002,00:00:01,19:59:59,0,0,0,2,降龙尊者
328003,318,0,00:00:01,328003,00:00:01,19:59:59,0,0,0,3,降龙尊者
328004,318,0,00:00:01,328004,00:00:01,19:59:59,0,0,0,4,降龙尊者
328005,318,0,00:00:01,328005,00:00:01,19:59:59,0,0,0,5,降龙尊者
328006,318,0,00:00:01,328006,00:00:01,19:59:59,0,0,0,6,降龙尊者
328007,318,0,00:00:01,328007,00:00:01,19:59:59,0,0,0,7,降龙尊者
329001,319,0,00:00:01,329001,00:00:01,19:59:59,0,0,0,1,伏虎尊者
329002,319,0,00:00:01,329002,00:00:01,19:59:59,0,0,0,2,伏虎尊者
329003,319,0,00:00:01,329003,00:00:01,19:59:59,0,0,0,3,伏虎尊者
329004,319,0,00:00:01,329004,00:00:01,19:59:59,0,0,0,4,伏虎尊者
329005,319,0,00:00:01,329005,00:00:01,19:59:59,0,0,0,5,伏虎尊者
329006,319,0,00:00:01,329006,00:00:01,19:59:59,0,0,0,6,伏虎尊者
329007,319,0,00:00:01,329007,00:00:01,19:59:59,0,0,0,7,伏虎尊者
330001,320,0,00:00:01,330001,00:00:01,19:59:59,0,0,0,1,释迦摩尼
330002,320,0,00:00:01,330002,00:00:01,19:59:59,0,0,0,2,释迦摩尼
330003,320,0,00:00:01,330003,00:00:01,19:59:59,0,0,0,3,释迦摩尼
330004,320,0,00:00:01,330004,00:00:01,19:59:59,0,0,0,4,释迦摩尼
330005,320,0,00:00:01,330005,00:00:01,19:59:59,0,0,0,5,释迦摩尼
330006,320,0,00:00:01,330006,00:00:01,19:59:59,0,0,0,6,释迦摩尼
330007,320,0,00:00:01,330007,00:00:01,19:59:59,0,0,0,7,释迦摩尼
331001,321,0,00:00:01,331001,00:00:01,19:59:59,0,0,0,1,摩诃迦叶
331002,321,0,00:00:01,331002,00:00:01,19:59:59,0,0,0,2,摩诃迦叶
331003,321,0,00:00:01,331003,00:00:01,19:59:59,0,0,0,3,摩诃迦叶
331004,321,0,00:00:01,331004,00:00:01,19:59:59,0,0,0,4,摩诃迦叶
331005,321,0,00:00:01,331005,00:00:01,19:59:59,0,0,0,5,摩诃迦叶
331006,321,0,00:00:01,331006,00:00:01,19:59:59,0,0,0,6,摩诃迦叶
331007,321,0,00:00:01,331007,00:00:01,19:59:59,0,0,0,7,摩诃迦叶
332001,322,0,00:00:01,332001,00:00:01,19:59:59,0,0,0,1,青狮魔王
332002,322,0,00:00:01,332002,00:00:01,19:59:59,0,0,0,2,青狮魔王
332003,322,0,00:00:01,332003,00:00:01,19:59:59,0,0,0,3,青狮魔王
332004,322,0,00:00:01,332004,00:00:01,19:59:59,0,0,0,4,青狮魔王
332005,322,0,00:00:01,332005,00:00:01,19:59:59,0,0,0,5,青狮魔王
332006,322,0,00:00:01,332006,00:00:01,19:59:59,0,0,0,6,青狮魔王
332007,322,0,00:00:01,332007,00:00:01,19:59:59,0,0,0,7,青狮魔王
333001,323,0,00:00:01,333001,00:00:01,19:59:59,0,0,0,1,白象魔王
333002,323,0,00:00:01,333002,00:00:01,19:59:59,0,0,0,2,白象魔王
333003,323,0,00:00:01,333003,00:00:01,19:59:59,0,0,0,3,白象魔王
333004,323,0,00:00:01,333004,00:00:01,19:59:59,0,0,0,4,白象魔王
333005,323,0,00:00:01,333005,00:00:01,19:59:59,0,0,0,5,白象魔王
333006,323,0,00:00:01,333006,00:00:01,19:59:59,0,0,0,6,白象魔王
333007,323,0,00:00:01,333007,00:00:01,19:59:59,0,0,0,7,白象魔王
334001,324,0,00:00:01,334001,00:00:01,19:59:59,0,0,0,1,大鹏魔王
334002,324,0,00:00:01,334002,00:00:01,19:59:59,0,0,0,2,大鹏魔王
334003,324,0,00:00:01,334003,00:00:01,19:59:59,0,0,0,3,大鹏魔王
334004,324,0,00:00:01,334004,00:00:01,19:59:59,0,0,0,4,大鹏魔王
334005,324,0,00:00:01,334005,00:00:01,19:59:59,0,0,0,5,大鹏魔王
334006,324,0,00:00:01,334006,00:00:01,19:59:59,0,0,0,6,大鹏魔王
334007,324,0,00:00:01,334007,00:00:01,19:59:59,0,0,0,7,大鹏魔王
335001,325,0,00:00:01,335001,00:00:01,19:59:59,0,0,0,1,冥界鬼王
335002,325,0,00:00:01,335002,00:00:01,19:59:59,0,0,0,2,冥界鬼王
335003,325,0,00:00:01,335003,00:00:01,19:59:59,0,0,0,3,冥界鬼王
335004,325,0,00:00:01,335004,00:00:01,19:59:59,0,0,0,4,冥界鬼王
335005,325,0,00:00:01,335005,00:00:01,19:59:59,0,0,0,5,冥界鬼王
335006,325,0,00:00:01,335006,00:00:01,19:59:59,0,0,0,6,冥界鬼王
335007,325,0,00:00:01,335007,00:00:01,19:59:59,0,0,0,7,冥界鬼王
336001,326,0,00:04:59,336001,00:04:59,23:59:59,0,0,0,1,★嫦娥★
336002,326,0,00:04:59,336002,00:04:59,23:59:59,0,0,0,2,★嫦娥★
336003,326,0,00:04:59,336003,00:04:59,23:59:59,0,0,0,3,★嫦娥★
336004,326,0,00:04:59,336004,00:04:59,23:59:59,0,0,0,4,★嫦娥★
336005,326,0,00:04:59,336005,00:04:59,23:59:59,0,0,0,5,★嫦娥★
336006,326,0,00:04:59,336006,00:04:59,23:59:59,0,0,0,6,★嫦娥★
336007,326,0,00:04:59,336007,00:04:59,23:59:59,0,0,0,7,★嫦娥★
337001,327,0,00:04:59,337001,00:04:59,23:59:59,0,0,0,1,★★天蓬★★
337002,327,0,00:04:59,337002,00:04:59,23:59:59,0,0,0,2,★★天蓬★★
337003,327,0,00:04:59,337003,00:04:59,23:59:59,0,0,0,3,★★天蓬★★
337004,327,0,00:04:59,337004,00:04:59,23:59:59,0,0,0,4,★★天蓬★★
337005,327,0,00:04:59,337005,00:04:59,23:59:59,0,0,0,5,★★天蓬★★
337006,327,0,00:04:59,337006,00:04:59,23:59:59,0,0,0,6,★★天蓬★★
337007,327,0,00:04:59,337007,00:04:59,23:59:59,0,0,0,7,★★天蓬★★
338001,328,0,00:04:59,338001,00:04:59,23:59:59,0,0,0,1,★★★天罡★★★
338002,328,0,00:04:59,338002,00:04:59,23:59:59,0,0,0,2,★★★天罡★★★
338003,328,0,00:04:59,338003,00:04:59,23:59:59,0,0,0,3,★★★天罡★★★
338004,328,0,00:04:59,338004,00:04:59,23:59:59,0,0,0,4,★★★天罡★★★
338005,328,0,00:04:59,338005,00:04:59,23:59:59,0,0,0,5,★★★天罡★★★
338006,328,0,00:04:59,338006,00:04:59,23:59:59,0,0,0,6,★★★天罡★★★
338007,328,0,00:04:59,338007,00:04:59,23:59:59,0,0,0,7,★★★天罡★★★
339001,329,0,00:04:59,339001,00:04:59,23:59:59,0,0,0,1,大力
339002,329,0,00:04:59,339002,00:04:59,23:59:59,0,0,0,2,大力
339003,329,0,00:04:59,339003,00:04:59,23:59:59,0,0,0,3,大力
339004,329,0,00:04:59,339004,00:04:59,23:59:59,0,0,0,4,大力
339005,329,0,00:04:59,339005,00:04:59,23:59:59,0,0,0,5,大力
339006,329,0,00:04:59,339006,00:04:59,23:59:59,0,0,0,6,大力
339007,329,0,00:04:59,339007,00:04:59,23:59:59,0,0,0,7,大力
340001,330,0,00:04:59,340001,00:04:59,23:59:59,0,0,0,1,礼乐专家89
340002,330,0,00:04:59,340002,00:04:59,23:59:59,0,0,0,2,礼乐专家89
340003,330,0,00:04:59,340003,00:04:59,23:59:59,0,0,0,3,礼乐专家89
340004,330,0,00:04:59,340004,00:04:59,23:59:59,0,0,0,4,礼乐专家89
340005,330,0,00:04:59,340005,00:04:59,23:59:59,0,0,0,5,礼乐专家89
340006,330,0,00:04:59,340006,00:04:59,23:59:59,0,0,0,6,礼乐专家89
340007,330,0,00:04:59,340007,00:04:59,23:59:59,0,0,0,7,礼乐专家89
340008,330,0,00:04:59,340008,00:04:59,23:59:59,0,0,0,1,制造大师89
340009,330,0,00:04:59,340009,00:04:59,23:59:59,0,0,0,2,制造大师89
340010,330,0,00:04:59,340010,00:04:59,23:59:59,0,0,0,3,制造大师89
340011,330,0,00:04:59,340011,00:04:59,23:59:59,0,0,0,4,制造大师89
340012,330,0,00:04:59,340012,00:04:59,23:59:59,0,0,0,5,制造大师89
340013,330,0,00:04:59,340013,00:04:59,23:59:59,0,0,0,6,制造大师89
340014,330,0,00:04:59,340014,00:04:59,23:59:59,0,0,0,7,制造大师89
340015,330,0,00:04:59,340015,00:04:59,23:59:59,0,0,0,1,科举官员89
340016,330,0,00:04:59,340016,00:04:59,23:59:59,0,0,0,2,科举官员89
340017,330,0,00:04:59,340017,00:04:59,23:59:59,0,0,0,3,科举官员89
340018,330,0,00:04:59,340018,00:04:59,23:59:59,0,0,0,4,科举官员89
340019,330,0,00:04:59,340019,00:04:59,23:59:59,0,0,0,5,科举官员89
340020,330,0,00:04:59,340020,00:04:59,23:59:59,0,0,0,6,科举官员89
340021,330,0,00:04:59,340021,00:04:59,23:59:59,0,0,0,7,科举官员89
