id,道具名称,合成消耗绑定银币,合成消耗银币,合成消耗银币类型,合成消耗道具数,合成产物,等级要求,道具名颜色,排序id,道具合成几率,合成失败返还道具ID,合成失败返还道具数量,强化道具1,强化道具1数量,强化后成功率,强化文字变色,需要合成的,合成剩余返还
35239,27级翡翠石,0,250000,2,2,35248,1,ffffff33,4239,20,35239,1,0,0,0,FFFFFFFF,35230,35230
35240,27级黑宝石,0,250000,2,2,35249,1,ffffff33,4240,20,35240,1,0,0,0,FFFFFFFF,35231,35231
35241,27级昆仑玉,0,250000,2,2,35250,1,ffffff33,4241,20,35241,1,0,0,0,FFFFFFFF,35232,35232
35242,27级红纹石,0,250000,2,2,35251,1,ffffff33,4242,20,35242,1,0,0,0,FFFFFFFF,35233,35233
35243,27级神秘石,0,250000,2,2,35252,1,ffffff33,4243,20,35243,1,0,0,0,FFFFFFFF,35234,35234
35244,28级光芒石,0,300000,2,2,35253,1,ffffff33,4244,20,35244,1,0,0,0,FFFFFFFF,35235,35235
35245,28级太阳石,0,300000,2,2,35254,1,ffffff33,4245,20,35245,1,0,0,0,FFFFFFFF,35236,35236
35246,28级月亮石,0,300000,2,2,35255,1,ffffff33,4246,20,35246,1,0,0,0,FFFFFFFF,35237,35237
35247,28级舍利子,0,300000,2,2,35256,1,ffffff33,4247,20,35247,1,0,0,0,FFFFFFFF,35238,35238
35248,28级翡翠石,0,300000,2,2,35257,1,ffffff33,4248,20,35248,1,0,0,0,FFFFFFFF,35239,35239
35249,28级黑宝石,0,300000,2,2,35258,1,ffffff33,4249,20,35249,1,0,0,0,FFFFFFFF,35240,35240
35250,28级昆仑玉,0,300000,2,2,35259,1,ffffff33,4250,20,35250,1,0,0,0,FFFFFFFF,35241,35241
35251,28级红纹石,0,300000,2,2,35260,1,ffffff33,4251,20,35251,1,0,0,0,FFFFFFFF,35242,35242
35252,28级神秘石,0,300000,2,2,35261,1,ffffff33,4252,20,35252,1,0,0,0,FFFFFFFF,35243,35243
35253,29级光芒石,0,350000,2,2,35262,1,ffffff33,4253,20,35253,1,0,0,0,FFFFFFFF,35244,35244
35254,29级太阳石,0,350000,2,2,35263,1,ffffff33,4254,20,35254,1,0,0,0,FFFFFFFF,35245,35245
35255,29级月亮石,0,350000,2,2,35264,1,ffffff33,4255,20,35255,1,0,0,0,FFFFFFFF,35246,35246
35256,29级舍利子,0,350000,2,2,35265,1,ffffff33,4256,20,35256,1,0,0,0,FFFFFFFF,35247,35247
35257,29级翡翠石,0,350000,2,2,35266,1,ffffff33,4257,20,35257,1,0,0,0,FFFFFFFF,35248,35248
35258,29级黑宝石,0,350000,2,2,35267,1,ffffff33,4258,20,35258,1,0,0,0,FFFFFFFF,35249,35249
35259,29级昆仑玉,0,350000,2,2,35268,1,ffffff33,4259,20,35259,1,0,0,0,FFFFFFFF,35250,35250
35260,29级红纹石,0,350000,2,2,35269,1,ffffff33,4260,20,35260,1,0,0,0,FFFFFFFF,35251,35251
35261,29级神秘石,0,350000,2,2,35270,1,ffffff33,4261,20,35261,1,0,0,0,FFFFFFFF,35252,35252
35262,30级光芒石,0,400000,2,2,35271,1,ffffff33,4262,20,35262,1,0,0,0,FFFFFFFF,35253,35253
35263,30级太阳石,0,400000,2,2,35272,1,ffffff33,4263,20,35263,1,0,0,0,FFFFFFFF,35254,35254
35264,30级月亮石,0,400000,2,2,35273,1,ffffff33,4264,20,35264,1,0,0,0,FFFFFFFF,35255,35255
35265,30级舍利子,0,400000,2,2,35274,1,ffffff33,4265,20,35265,1,0,0,0,FFFFFFFF,35256,35256
35266,30级翡翠石,0,400000,2,2,35275,1,ffffff33,4266,20,35266,1,0,0,0,FFFFFFFF,35257,35257
35267,30级黑宝石,0,400000,2,2,35276,1,ffffff33,4267,20,35267,1,0,0,0,FFFFFFFF,35258,35258
35268,30级昆仑玉,0,400000,2,2,35277,1,ffffff33,4268,20,35268,1,0,0,0,FFFFFFFF,35259,35259
35269,30级红纹石,0,400000,2,2,35278,1,ffffff33,4269,20,35269,1,0,0,0,FFFFFFFF,35260,35260
35270,30级神秘石,0,400000,2,2,35279,1,ffffff33,4270,20,35270,1,0,0,0,FFFFFFFF,35261,35261
35271,31级光芒石,0,450000,2,2,35280,1,ffffff33,4271,20,35271,1,0,0,0,FFFFFFFF,35262,35262
35272,31级太阳石,0,450000,2,2,35281,1,ffffff33,4272,20,35272,1,0,0,0,FFFFFFFF,35263,35263
35273,31级月亮石,0,450000,2,2,35282,1,ffffff33,4273,20,35273,1,0,0,0,FFFFFFFF,35264,35264
35274,31级舍利子,0,450000,2,2,35283,1,ffffff33,4274,20,35274,1,0,0,0,FFFFFFFF,35265,35265
35275,31级翡翠石,0,450000,2,2,35284,1,ffffff33,4275,20,35275,1,0,0,0,FFFFFFFF,35266,35266
35276,31级黑宝石,0,450000,2,2,35285,1,ffffff33,4276,20,35276,1,0,0,0,FFFFFFFF,35267,35267
35277,31级昆仑玉,0,450000,2,2,35286,1,ffffff33,4277,20,35277,1,0,0,0,FFFFFFFF,35268,35268
35278,31级红纹石,0,450000,2,2,35287,1,ffffff33,4278,20,35278,1,0,0,0,FFFFFFFF,35269,35269
35279,31级神秘石,0,450000,2,2,35288,1,ffffff33,4279,20,35279,1,0,0,0,FFFFFFFF,35270,35270
35280,32级光芒石,0,500000,2,2,35289,1,ffffff33,4280,20,35280,1,0,0,0,FFFFFFFF,35271,35271
35281,32级太阳石,0,500000,2,2,35290,1,ffffff33,4281,20,35281,1,0,0,0,FFFFFFFF,35272,35272
35282,32级月亮石,0,500000,2,2,35291,1,ffffff33,4282,20,35282,1,0,0,0,FFFFFFFF,35273,35273
35283,32级舍利子,0,500000,2,2,35292,1,ffffff33,4283,20,35283,1,0,0,0,FFFFFFFF,35274,35274
35284,32级翡翠石,0,500000,2,2,35293,1,ffffff33,4284,20,35284,1,0,0,0,FFFFFFFF,35275,35275
35285,32级黑宝石,0,500000,2,2,35294,1,ffffff33,4285,20,35285,1,0,0,0,FFFFFFFF,35276,35276
35286,32级昆仑玉,0,500000,2,2,35295,1,ffffff33,4286,20,35286,1,0,0,0,FFFFFFFF,35277,35277
35287,32级红纹石,0,500000,2,2,35296,1,ffffff33,4287,20,35287,1,0,0,0,FFFFFFFF,35278,35278
35288,32级神秘石,0,500000,2,2,35297,1,ffffff33,4288,20,35288,1,0,0,0,FFFFFFFF,35279,35279
35289,33级光芒石,0,550000,2,2,35298,1,ffffff33,4289,20,35289,1,0,0,0,FFFFFFFF,35280,35280
35290,33级太阳石,0,550000,2,2,35299,1,ffffff33,4290,20,35290,1,0,0,0,FFFFFFFF,35281,35281
35291,33级月亮石,0,550000,2,2,35300,1,ffffff33,4291,20,35291,1,0,0,0,FFFFFFFF,35282,35282
35292,33级舍利子,0,550000,2,2,35301,1,ffffff33,4292,20,35292,1,0,0,0,FFFFFFFF,35283,35283
35293,33级翡翠石,0,550000,2,2,35302,1,ffffff33,4293,20,35293,1,0,0,0,FFFFFFFF,35284,35284
35294,33级黑宝石,0,550000,2,2,35303,1,ffffff33,4294,20,35294,1,0,0,0,FFFFFFFF,35285,35285
35295,33级昆仑玉,0,550000,2,2,35304,1,ffffff33,4295,20,35295,1,0,0,0,FFFFFFFF,35286,35286
35296,33级红纹石,0,550000,2,2,35305,1,ffffff33,4296,20,35296,1,0,0,0,FFFFFFFF,35287,35287
35297,33级神秘石,0,550000,2,2,35306,1,ffffff33,4297,20,35297,1,0,0,0,FFFFFFFF,35288,35288
35298,34级光芒石,0,600000,2,2,35307,1,ffffff33,4298,20,35298,1,0,0,0,FFFFFFFF,35289,35289
35299,34级太阳石,0,600000,2,2,35308,1,ffffff33,4299,20,35299,1,0,0,0,FFFFFFFF,35290,35290
35300,34级月亮石,0,600000,2,2,35309,1,ffffff33,4300,20,35300,1,0,0,0,FFFFFFFF,35291,35291
35301,34级舍利子,0,600000,2,2,35310,1,ffffff33,4301,20,35301,1,0,0,0,FFFFFFFF,35292,35292
35302,34级翡翠石,0,600000,2,2,35311,1,ffffff33,4302,20,35302,1,0,0,0,FFFFFFFF,35293,35293
35303,34级黑宝石,0,600000,2,2,35312,1,ffffff33,4303,20,35303,1,0,0,0,FFFFFFFF,35294,35294
35304,34级昆仑玉,0,600000,2,2,35313,1,ffffff33,4304,20,35304,1,0,0,0,FFFFFFFF,35295,35295
35305,34级红纹石,0,600000,2,2,35314,1,ffffff33,4305,20,35305,1,0,0,0,FFFFFFFF,35296,35296
35306,34级神秘石,0,600000,2,2,35315,1,ffffff33,4306,20,35306,1,0,0,0,FFFFFFFF,35297,35297
35307,35级光芒石,0,650000,2,2,35316,1,ffffff33,4307,20,35307,1,0,0,0,FFFFFFFF,35298,35298
35308,35级太阳石,0,650000,2,2,35317,1,ffffff33,4308,20,35308,1,0,0,0,FFFFFFFF,35299,35299
35309,35级月亮石,0,650000,2,2,35318,1,ffffff33,4309,20,35309,1,0,0,0,FFFFFFFF,35300,35300
35310,35级舍利子,0,650000,2,2,35319,1,ffffff33,4310,20,35310,1,0,0,0,FFFFFFFF,35301,35301
35311,35级翡翠石,0,650000,2,2,35320,1,ffffff33,4311,20,35311,1,0,0,0,FFFFFFFF,35302,35302
35312,35级黑宝石,0,650000,2,2,35321,1,ffffff33,4312,20,35312,1,0,0,0,FFFFFFFF,35303,35303
35313,35级昆仑玉,0,650000,2,2,35322,1,ffffff33,4313,20,35313,1,0,0,0,FFFFFFFF,35304,35304
35314,35级红纹石,0,650000,2,2,35323,1,ffffff33,4314,20,35314,1,0,0,0,FFFFFFFF,35305,35305
35315,35级神秘石,0,650000,2,2,35324,1,ffffff33,4315,20,35315,1,0,0,0,FFFFFFFF,35306,35306
35316,36级光芒石,0,700000,2,2,35325,1,ffffff33,4316,20,35316,1,0,0,0,FFFFFFFF,35307,35307
35317,36级太阳石,0,700000,2,2,35326,1,ffffff33,4317,20,35317,1,0,0,0,FFFFFFFF,35308,35308
35318,36级月亮石,0,700000,2,2,35327,1,ffffff33,4318,20,35318,1,0,0,0,FFFFFFFF,35309,35309
35319,36级舍利子,0,700000,2,2,35328,1,ffffff33,4319,20,35319,1,0,0,0,FFFFFFFF,35310,35310
35320,36级翡翠石,0,700000,2,2,35329,1,ffffff33,4320,20,35320,1,0,0,0,FFFFFFFF,35311,35311
35321,36级黑宝石,0,700000,2,2,35330,1,ffffff33,4321,20,35321,1,0,0,0,FFFFFFFF,35312,35312
35322,36级昆仑玉,0,700000,2,2,35331,1,ffffff33,4322,20,35322,1,0,0,0,FFFFFFFF,35313,35313
35323,36级红纹石,0,700000,2,2,35332,1,ffffff33,4323,20,35323,1,0,0,0,FFFFFFFF,35314,35314
35324,36级神秘石,0,700000,2,2,35333,1,ffffff33,4324,20,35324,1,0,0,0,FFFFFFFF,35315,35315
35325,37级光芒石,0,750000,2,2,35334,1,ffffff33,4325,20,35325,1,0,0,0,FFFFFFFF,35316,35316
35326,37级太阳石,0,750000,2,2,35335,1,ffffff33,4326,20,35326,1,0,0,0,FFFFFFFF,35317,35317
35327,37级月亮石,0,750000,2,2,35336,1,ffffff33,4327,20,35327,1,0,0,0,FFFFFFFF,35318,35318
35328,37级舍利子,0,750000,2,2,35337,1,ffffff33,4328,20,35328,1,0,0,0,FFFFFFFF,35319,35319
35329,37级翡翠石,0,750000,2,2,35338,1,ffffff33,4329,20,35329,1,0,0,0,FFFFFFFF,35320,35320
35330,37级黑宝石,0,750000,2,2,35339,1,ffffff33,4330,20,35330,1,0,0,0,FFFFFFFF,35321,35321
35331,37级昆仑玉,0,750000,2,2,35340,1,ffffff33,4331,20,35331,1,0,0,0,FFFFFFFF,35322,35322
35332,37级红纹石,0,750000,2,2,35341,1,ffffff33,4332,20,35332,1,0,0,0,FFFFFFFF,35323,35323
35333,37级神秘石,0,750000,2,2,35342,1,ffffff33,4333,20,35333,1,0,0,0,FFFFFFFF,35324,35324
35334,38级光芒石,0,800000,2,2,35343,1,ffffff33,4334,20,35334,1,0,0,0,FFFFFFFF,35325,35325
35335,38级太阳石,0,800000,2,2,35344,1,ffffff33,4335,20,35335,1,0,0,0,FFFFFFFF,35326,35326
35336,38级月亮石,0,800000,2,2,35345,1,ffffff33,4336,20,35336,1,0,0,0,FFFFFFFF,35327,35327
35337,38级舍利子,0,800000,2,2,35346,1,ffffff33,4337,20,35337,1,0,0,0,FFFFFFFF,35328,35328
35338,38级翡翠石,0,800000,2,2,35347,1,ffffff33,4338,20,35338,1,0,0,0,FFFFFFFF,35329,35329
35339,38级黑宝石,0,800000,2,2,35348,1,ffffff33,4339,20,35339,1,0,0,0,FFFFFFFF,35330,35330
35340,38级昆仑玉,0,800000,2,2,35349,1,ffffff33,4340,20,35340,1,0,0,0,FFFFFFFF,35331,35331
35341,38级红纹石,0,800000,2,2,35350,1,ffffff33,4341,20,35341,1,0,0,0,FFFFFFFF,35332,35332
35342,38级神秘石,0,800000,2,2,35351,1,ffffff33,4342,20,35342,1,0,0,0,FFFFFFFF,35333,35333
35343,39级光芒石,0,850000,2,2,35352,1,ffffff33,4343,20,35343,1,0,0,0,FFFFFFFF,35334,35334
35344,39级太阳石,0,850000,2,2,35353,1,ffffff33,4344,20,35344,1,0,0,0,FFFFFFFF,35335,35335
35345,39级月亮石,0,850000,2,2,35354,1,ffffff33,4345,20,35345,1,0,0,0,FFFFFFFF,35336,35336
35346,39级舍利子,0,850000,2,2,35355,1,ffffff33,4346,20,35346,1,0,0,0,FFFFFFFF,35337,35337
35347,39级翡翠石,0,850000,2,2,35356,1,ffffff33,4347,20,35347,1,0,0,0,FFFFFFFF,35338,35338
35348,39级黑宝石,0,850000,2,2,35357,1,ffffff33,4348,20,35348,1,0,0,0,FFFFFFFF,35339,35339
35349,39级昆仑玉,0,850000,2,2,35358,1,ffffff33,4349,20,35349,1,0,0,0,FFFFFFFF,35340,35340
35350,39级红纹石,0,850000,2,2,35359,1,ffffff33,4350,20,35350,1,0,0,0,FFFFFFFF,35341,35341
35351,39级神秘石,0,850000,2,2,35360,1,ffffff33,4351,20,35351,1,0,0,0,FFFFFFFF,35342,35342
35451,1级神力珠,0,0,2,2,35452,1,ffffff33,4352,100,35451,1,0,0,0,0,35451,35451
35452,2级神力珠,0,0,2,2,35453,1,ffffff33,4353,100,35452,1,0,0,0,0,35452,35452
35453,3级神力珠,0,0,2,2,35454,1,ffffff33,4354,100,35453,1,0,0,0,0,35453,35453
35454,4级神力珠,0,0,2,2,35455,1,ffffff33,4355,100,35454,1,0,0,0,0,35454,35454
35455,5级神力珠,0,0,2,2,35456,1,ffffff33,4356,100,35455,1,0,0,0,0,35455,35455
35456,6级神力珠,0,0,2,2,35457,1,ffffff33,4357,100,35456,1,0,0,0,0,35456,35456
35457,7级神力珠,0,0,2,2,35458,1,ffffff33,4358,100,35457,1,0,0,0,0,35457,35457
35458,8级神力珠,0,0,2,2,35459,1,ffffff33,4359,100,35458,1,0,0,0,0,35458,35458
35459,9级神力珠,0,0,2,2,35460,1,ffffff33,4360,100,35459,1,0,0,0,0,35459,35459
35460,10级神力珠,0,0,2,2,35461,1,ffffff33,4361,100,35460,1,0,0,0,0,35460,35460
35461,11级神力珠,0,0,2,2,35462,1,ffffff33,4362,100,35461,1,0,0,0,0,35461,35461
35462,12级神力珠,0,0,2,2,35463,1,ffffff33,4363,100,35462,1,0,0,0,0,35462,35462
35463,13级神力珠,0,0,2,2,35464,1,ffffff33,4364,100,35463,1,0,0,0,0,35463,35463
35464,14级神力珠,0,300000,2,2,35465,1,ffffff33,4365,100,35464,1,0,0,0,0,35464,35464
35465,15级神力珠,0,400000,2,2,35466,1,ffffff33,4366,100,35465,1,0,0,0,0,35465,35465
35466,16级神力珠,0,500000,2,2,35467,1,ffffff33,4367,100,35466,1,0,0,0,0,35466,35466
35467,17级神力珠,0,600000,2,2,35468,1,ffffff33,4368,100,35467,1,0,0,0,0,35467,35467
35468,18级神力珠,0,700000,2,2,35469,1,ffffff33,4369,100,35468,1,0,0,0,0,35468,35468
35469,19级神力珠,0,800000,2,2,35470,1,ffffff33,4370,100,35469,1,0,0,0,0,35469,35469
35470,20级神力珠,0,900000,2,2,35471,1,ffffff33,4371,100,35470,1,0,0,0,0,35470,35470
35471,21级神力珠,0,1000000,2,2,35472,1,ffffff33,4372,100,35471,1,0,0,0,0,35471,35471
35472,22级神力珠,0,1500000,2,2,35473,1,ffffff33,4373,100,35472,1,0,0,0,0,35472,35472
35473,23级神力珠,0,2000000,2,2,35474,1,ffffff33,4374,100,35473,1,0,0,0,0,35473,35473
35474,24级神力珠,0,3000000,2,2,35475,1,ffffff33,4375,100,35474,1,0,0,0,0,35474,35474
35476,1级魔蕴珠,0,0,2,2,35477,1,ffffff33,4376,100,35476,1,0,0,0,0,35476,35476
35477,2级魔蕴珠,0,0,2,2,35478,1,ffffff33,4377,100,35477,1,0,0,0,0,35477,35477
35478,3级魔蕴珠,0,0,2,2,35479,1,ffffff33,4378,100,35478,1,0,0,0,0,35478,35478
35479,4级魔蕴珠,0,0,2,2,35480,1,ffffff33,4379,100,35479,1,0,0,0,0,35479,35479
35480,5级魔蕴珠,0,0,2,2,35481,1,ffffff33,4380,100,35480,1,0,0,0,0,35480,35480
35481,6级魔蕴珠,0,0,2,2,35482,1,ffffff33,4381,100,35481,1,0,0,0,0,35481,35481
35482,7级魔蕴珠,0,0,2,2,35483,1,ffffff33,4382,100,35482,1,0,0,0,0,35482,35482
35483,8级魔蕴珠,0,0,2,2,35484,1,ffffff33,4383,100,35483,1,0,0,0,0,35483,35483
35484,9级魔蕴珠,0,0,2,2,35485,1,ffffff33,4384,100,35484,1,0,0,0,0,35484,35484
35485,10级魔蕴珠,0,0,2,2,35486,1,ffffff33,4385,100,35485,1,0,0,0,0,35485,35485
35486,11级魔蕴珠,0,0,2,2,35487,1,ffffff33,4386,100,35486,1,0,0,0,0,35486,35486
35487,12级魔蕴珠,0,0,2,2,35488,1,ffffff33,4387,100,35487,1,0,0,0,0,35487,35487
35488,13级魔蕴珠,0,0,2,2,35489,1,ffffff33,4388,100,35488,1,0,0,0,0,35488,35488
35489,14级魔蕴珠,0,300000,2,2,35490,1,ffffff33,4389,100,35489,1,0,0,0,0,35489,35489
35490,15级魔蕴珠,0,400000,2,2,35491,1,ffffff33,4390,100,35490,1,0,0,0,0,35490,35490
35491,16级魔蕴珠,0,500000,2,2,35492,1,ffffff33,4391,100,35491,1,0,0,0,0,35491,35491
35492,17级魔蕴珠,0,600000,2,2,35493,1,ffffff33,4392,100,35492,1,0,0,0,0,35492,35492
35493,18级魔蕴珠,0,700000,2,2,35494,1,ffffff33,4393,100,35493,1,0,0,0,0,35493,35493
35494,19级魔蕴珠,0,800000,2,2,35495,1,ffffff33,4394,100,35494,1,0,0,0,0,35494,35494
35495,20级魔蕴珠,0,900000,2,2,35496,1,ffffff33,4395,100,35495,1,0,0,0,0,35495,35495
35496,21级魔蕴珠,0,1000000,2,2,35497,1,ffffff33,4396,100,35496,1,0,0,0,0,35496,35496
35497,22级魔蕴珠,0,1500000,2,2,35498,1,ffffff33,4397,100,35497,1,0,0,0,0,35497,35497
35498,23级魔蕴珠,0,2000000,2,2,35499,1,ffffff33,4398,100,35498,1,0,0,0,0,35498,35498
35499,24级魔蕴珠,0,3000000,2,2,35500,1,ffffff33,4399,100,35499,1,0,0,0,0,35499,35499
35501,1级神魄珠,0,0,2,2,35502,1,ffffff33,4400,100,35501,1,0,0,0,0,35501,35501
35502,2级神魄珠,0,0,2,2,35503,1,ffffff33,4401,100,35502,1,0,0,0,0,35502,35502
35503,3级神魄珠,0,0,2,2,35504,1,ffffff33,4402,100,35503,1,0,0,0,0,35503,35503
35504,4级神魄珠,0,0,2,2,35505,1,ffffff33,4403,100,35504,1,0,0,0,0,35504,35504
35505,5级神魄珠,0,0,2,2,35506,1,ffffff33,4404,100,35505,1,0,0,0,0,35505,35505
35506,6级神魄珠,0,0,2,2,35507,1,ffffff33,4405,100,35506,1,0,0,0,0,35506,35506
35507,7级神魄珠,0,0,2,2,35508,1,ffffff33,4406,100,35507,1,0,0,0,0,35507,35507
35508,8级神魄珠,0,0,2,2,35509,1,ffffff33,4407,100,35508,1,0,0,0,0,35508,35508
35509,9级神魄珠,0,0,2,2,35510,1,ffffff33,4408,100,35509,1,0,0,0,0,35509,35509
35510,10级神魄珠,0,0,2,2,35511,1,ffffff33,4409,100,35510,1,0,0,0,0,35510,35510
35511,11级神魄珠,0,0,2,2,35512,1,ffffff33,4410,100,35511,1,0,0,0,0,35511,35511
35512,12级神魄珠,0,0,2,2,35513,1,ffffff33,4411,100,35512,1,0,0,0,0,35512,35512
35513,13级神魄珠,0,0,2,2,35514,1,ffffff33,4412,100,35513,1,0,0,0,0,35513,35513
35514,14级神魄珠,0,300000,2,2,35515,1,ffffff33,4413,100,35514,1,0,0,0,0,35514,35514
35515,15级神魄珠,0,400000,2,2,35516,1,ffffff33,4414,100,35515,1,0,0,0,0,35515,35515
35516,16级神魄珠,0,500000,2,2,35517,1,ffffff33,4415,100,35516,1,0,0,0,0,35516,35516
35517,17级神魄珠,0,600000,2,2,35518,1,ffffff33,4416,100,35517,1,0,0,0,0,35517,35517
35518,18级神魄珠,0,700000,2,2,35519,1,ffffff33,4417,100,35518,1,0,0,0,0,35518,35518
35519,19级神魄珠,0,800000,2,2,35520,1,ffffff33,4418,100,35519,1,0,0,0,0,35519,35519
35520,20级神魄珠,0,900000,2,2,35521,1,ffffff33,4419,100,35520,1,0,0,0,0,35520,35520
35521,21级神魄珠,0,1000000,2,2,35522,1,ffffff33,4420,100,35521,1,0,0,0,0,35521,35521
35522,22级神魄珠,0,1500000,2,2,35523,1,ffffff33,4421,100,35522,1,0,0,0,0,35522,35522
35523,23级神魄珠,0,2000000,2,2,35524,1,ffffff33,4422,100,35523,1,0,0,0,0,35523,35523
35524,24级神魄珠,0,3000000,2,2,35525,1,ffffff33,4423,100,35524,1,0,0,0,0,35524,35524
35526,1级风灵珠,0,0,2,2,35527,1,ffffff33,4424,100,35526,1,0,0,0,0,35526,35526
35527,2级风灵珠,0,0,2,2,35528,1,ffffff33,4425,100,35527,1,0,0,0,0,35527,35527
35528,3级风灵珠,0,0,2,2,35529,1,ffffff33,4426,100,35528,1,0,0,0,0,35528,35528
35529,4级风灵珠,0,0,2,2,35530,1,ffffff33,4427,100,35529,1,0,0,0,0,35529,35529
35530,5级风灵珠,0,0,2,2,35531,1,ffffff33,4428,100,35530,1,0,0,0,0,35530,35530
35531,6级风灵珠,0,0,2,2,35532,1,ffffff33,4429,100,35531,1,0,0,0,0,35531,35531
35532,7级风灵珠,0,0,2,2,35533,1,ffffff33,4430,100,35532,1,0,0,0,0,35532,35532
35533,8级风灵珠,0,0,2,2,35534,1,ffffff33,4431,100,35533,1,0,0,0,0,35533,35533
35534,9级风灵珠,0,0,2,2,35535,1,ffffff33,4432,100,35534,1,0,0,0,0,35534,35534
35535,10级风灵珠,0,0,2,2,35536,1,ffffff33,4433,100,35535,1,0,0,0,0,35535,35535
35536,11级风灵珠,0,0,2,2,35537,1,ffffff33,4434,100,35536,1,0,0,0,0,35536,35536
35537,12级风灵珠,0,0,2,2,35538,1,ffffff33,4435,100,35537,1,0,0,0,0,35537,35537
35538,13级风灵珠,0,0,2,2,35539,1,ffffff33,4436,100,35538,1,0,0,0,0,35538,35538
35539,14级风灵珠,0,300000,2,2,35540,1,ffffff33,4437,100,35539,1,0,0,0,0,35539,35539
35540,15级风灵珠,0,400000,2,2,35541,1,ffffff33,4438,100,35540,1,0,0,0,0,35540,35540
35541,16级风灵珠,0,500000,2,2,35542,1,ffffff33,4439,100,35541,1,0,0,0,0,35541,35541
35542,17级风灵珠,0,600000,2,2,35543,1,ffffff33,4440,100,35542,1,0,0,0,0,35542,35542
35543,18级风灵珠,0,700000,2,2,35544,1,ffffff33,4441,100,35543,1,0,0,0,0,35543,35543
35544,19级风灵珠,0,800000,2,2,35545,1,ffffff33,4442,100,35544,1,0,0,0,0,35544,35544
35545,20级风灵珠,0,900000,2,2,35546,1,ffffff33,4443,100,35545,1,0,0,0,0,35545,35545
35546,21级风灵珠,0,1000000,2,2,35547,1,ffffff33,4444,100,35546,1,0,0,0,0,35546,35546
35547,22级风灵珠,0,1500000,2,2,35548,1,ffffff33,4445,100,35547,1,0,0,0,0,35547,35547
35548,23级风灵珠,0,2000000,2,2,35549,1,ffffff33,4446,100,35548,1,0,0,0,0,35548,35548
35549,24级风灵珠,0,3000000,2,2,35550,1,ffffff33,4447,100,35549,1,0,0,0,0,35549,35549
35551,1级土灵珠,0,0,2,2,35552,1,ffffff33,4448,100,35551,1,0,0,0,0,35551,35551
35552,2级土灵珠,0,0,2,2,35553,1,ffffff33,4449,100,35552,1,0,0,0,0,35552,35552
35553,3级土灵珠,0,0,2,2,35554,1,ffffff33,4450,100,35553,1,0,0,0,0,35553,35553
35554,4级土灵珠,0,0,2,2,35555,1,ffffff33,4451,100,35554,1,0,0,0,0,35554,35554
35555,5级土灵珠,0,0,2,2,35556,1,ffffff33,4452,100,35555,1,0,0,0,0,35555,35555
35556,6级土灵珠,0,0,2,2,35557,1,ffffff33,4453,100,35556,1,0,0,0,0,35556,35556
35557,7级土灵珠,0,0,2,2,35558,1,ffffff33,4454,100,35557,1,0,0,0,0,35557,35557
35558,8级土灵珠,0,0,2,2,35559,1,ffffff33,4455,100,35558,1,0,0,0,0,35558,35558
35559,9级土灵珠,0,0,2,2,35560,1,ffffff33,4456,100,35559,1,0,0,0,0,35559,35559
35560,10级土灵珠,0,0,2,2,35561,1,ffffff33,4457,100,35560,1,0,0,0,0,35560,35560
35561,11级土灵珠,0,0,2,2,35562,1,ffffff33,4458,100,35561,1,0,0,0,0,35561,35561
35562,12级土灵珠,0,0,2,2,35563,1,ffffff33,4459,100,35562,1,0,0,0,0,35562,35562
35563,13级土灵珠,0,0,2,2,35564,1,ffffff33,4460,100,35563,1,0,0,0,0,35563,35563
35564,14级土灵珠,0,300000,2,2,35565,1,ffffff33,4461,100,35564,1,0,0,0,0,35564,35564
35565,15级土灵珠,0,400000,2,2,35566,1,ffffff33,4462,100,35565,1,0,0,0,0,35565,35565
35566,16级土灵珠,0,500000,2,2,35567,1,ffffff33,4463,100,35566,1,0,0,0,0,35566,35566
35567,17级土灵珠,0,600000,2,2,35568,1,ffffff33,4464,100,35567,1,0,0,0,0,35567,35567
35568,18级土灵珠,0,700000,2,2,35569,1,ffffff33,4465,100,35568,1,0,0,0,0,35568,35568
35569,19级土灵珠,0,800000,2,2,35570,1,ffffff33,4466,100,35569,1,0,0,0,0,35569,35569
35570,20级土灵珠,0,900000,2,2,35571,1,ffffff33,4467,100,35570,1,0,0,0,0,35570,35570
35571,21级土灵珠,0,1000000,2,2,35572,1,ffffff33,4468,100,35571,1,0,0,0,0,35571,35571
35572,22级土灵珠,0,1500000,2,2,35573,1,ffffff33,4469,100,35572,1,0,0,0,0,35572,35572
35573,23级土灵珠,0,2000000,2,2,35574,1,ffffff33,4470,100,35573,1,0,0,0,0,35573,35573
35574,24级土灵珠,0,3000000,2,2,35575,1,ffffff33,4471,100,35574,1,0,0,0,0,35574,35574
37000,1级红宝石,0,3000,2,2,37008,1,ffffff33,4472,100,37000,1,0,0,0,0,37000,37000
37001,1级蓝宝石,0,3000,2,2,37009,1,ffffff33,4473,100,37001,1,0,0,0,0,37001,37001
37002,1级天珠石,0,3000,2,2,37010,1,ffffff33,4474,100,37002,1,0,0,0,0,37002,37002
37003,1级天空石,0,3000,2,2,37011,1,ffffff33,4475,100,37003,1,0,0,0,0,37003,37003
37004,1级木纹石,0,3000,2,2,37012,1,ffffff33,4476,100,37004,1,0,0,0,0,37004,37004
37005,1级绿宝石,0,3000,2,2,37013,1,ffffff33,4477,100,37005,1,0,0,0,0,37005,37005
