id,备注,职业贡献奖励,节日积分奖励,公会贡献奖励,公会任务贡献资金,公会任务个人分红,经验奖励,宠物经验奖励,游戏币奖励,金币奖励,信用值比例,信用值额外,声望,必给物品1类ID,必给物品1类数量,必给物品1类属性,必给物品1类属性值,必给物品2类ID,必给物品2类数量,必给物品2类属性,必给物品2类属性值,必给物品3类ID,必给物品3类数量,必给物品3类属性,必给物品3类属性值,必给物品4类ID,必给物品4类数量,必给物品4类属性,必给物品4类属性值,物品1类,物品2类,物品3类,物品4类,物品5类,物品6类,物品7类,物品8类,物品9类,物品10类,物品11类,物品12类,物品13类,物品14类,物品15类,物品16类,物品1类数量,物品2类数量,物品3类数量,物品4类数量,物品5类数量,物品6类数量,物品7类数量,物品8类数量,物品9类数量,物品10类数量,物品11类数量,物品12类数量,物品13类数量,物品14类数量,物品15类数量,物品16类数量,物品1类掉率,物品2类掉率,物品3类掉率,物品4类掉率,物品5类掉率,物品6类掉率,物品7类掉率,物品8类掉率,物品9类掉率,物品10类掉率,物品11类掉率,物品12类掉率,物品13类掉率,物品14类掉率,物品15类掉率,物品16类掉率,获得概率,总概率,随机方式,是否绑定,公告物品id,公告编号,是否发队伍提示,是否触发盈福经验,是否放入临时包裹,是否共享掉落,产出装备途径,定时活动id,服务器获得上限,上限清除方式,提示物品id,提示编号,提示类型,MergeServer,掉落随机1次几率,掉落随机2次几率,掉落随机3次几率,是否受服务器等级衰减,是否受服务器等级加成,获得声望提示
11406,古神-上古之神ROLL点奖励(66-155),,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200030,200031,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,400,200,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,,,0,0,
11407,古神声望奖励,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11408,寻找宝藏常规宝宝被打死奖励,,,,,,RoleLv*100,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11409,寻找宝藏银币奖励,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11410,寻找宝藏打怪奖励,,,,,,(1+IsSerMul)*(StdExp*0.2),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11411,寻找宝藏宝物奖励(30以下）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200037,200042,200034,310000,310001,310102,200014,360000,200049,200015,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,74,148,45,133,111,45,178,89,133,22,22,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11412,寻找宝藏宝物奖励(30-39）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200038,200043,200034,310000,310001,310102,200014,360000,200049,200015,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,74,148,45,133,111,45,178,89,133,22,22,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11413,寻找宝藏宝物奖励(40-49）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200039,200044,200047,310000,310001,310102,200014,360000,200049,200015,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,74,148,45,133,111,45,178,89,133,22,22,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11414,寻找宝藏宝物奖励(50-59）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200040,200045,200048,310000,310001,310102,200014,360000,200049,200015,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,74,148,45,133,111,45,178,89,133,22,22,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11415,寻找宝藏宝物奖励(60以上）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200041,200046,200048,310000,310001,310102,200014,360000,200049,200015,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,74,148,45,133,111,45,178,89,133,22,22,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11501,艾泽拉斯地理问答-正确,,,,,,(175+random()*50)*RoleLv,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334100,310102,331300,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,100,48,50,,,,,,,,,,,,,,1000,198,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11502,艾泽拉斯地理问答-错误,,,,,,(105+random()*30)*RoleLv,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11503,艾泽拉斯地理问答-宝箱,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,360000,32037,32038,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,25,25,25,25,,,,,,,,,,,,,100,100,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
19001,好友试炼,,,,,,(400*RoleLv*2.5)*(random()*(1.02-0.98)+0.98),,(1000*RoleLv*0.5)*(random()*(1.02-0.98)+0.98),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200601,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,1,1,
19002,考古任务,,,,,,,,,150000,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200008,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,100,1000,0,1,0,0,0,0,1,,0,0,0,0,331300,150190,1,0,,,,0,0,
11601,屠龙-龙族守卫（40以下）,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.7/15),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32037,32038,32014,32015,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,60,20,60,20,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11602,屠龙-龙族军团（40-59）,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.7/5),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331300,40013,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,200,50,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11603,屠龙-龙族精锐（60以上）,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.7/5),,,,,,,200050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331300,40013,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,300,80,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11604,屠龙-龙族BOSS（70以上）,,,,,,(1+0.05*IsTL)*(1+IsSerMul)*(StdExp*6.7),,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11605,屠龙-龙族BOSS（共享掉落）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11701,冰封王座（怪物掉落）,,,,,,100*1,100*1,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200051,338000,334100,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,40,40,120,200,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11702,冰封王座（宝箱奖励）,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310101,310102,360000,32037,32038,,,,,,,,,,,,1,5,1,1,1,,,,,,,,,,,,1,10,10,40,40,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11703,冰封王座前十名奖励,,,,,,,,,,,,,200054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,331350;331351;331352;331353;331354;311002;311012;311001;311038;311039;311040;311041;311042;311043;311044;311045;311046;311047;311048;311049;311050,160430,0,,,,0,0,0,0,0,0,1,0,,,,0,0,
18001,测试奖励1,,,,,,100*RoleLv,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
18002,测试奖励2,,,,,,200*RoleLv,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
18003,测试奖励3,,,,,,500*RoleLv,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11803,亚龙奖励,,,,,,100*1,100*1,,,,,,200056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11804,巨龙奖励,,,,,,100*1,100*1,,,,,,200057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
11805,巨龙精英奖励,,,,,,100*1,100*1,,,,,,200058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12000,世界宝箱测试奖励,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,200012,200013,200014,200016,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,20,20,20,20,5,,,,,,,,,,,,1000,85,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12001,宠物相伴,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12002,呼朋唤友,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12003,新兵报到,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12004,创物梦境,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12006,王冠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12007,帮派玩法,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12008,职业技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12009,大陆声音,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12010,英雄试炼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12011,燃烧的远征,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12012,大囧龟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12013,封印古神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12014,寻宝秘闻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12015,主宰之剑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12016,打造装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12017,镶嵌宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12018,排行榜,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12019,玫瑰与王权,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12020,任务修炼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12021,药品使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12022,黑石之锅,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12023,两个国王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12024,暴风的权杖,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12025,巨龙入侵,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12026,职业特技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12027,55级宠物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12028,血色之殇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12029,65级宠物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12030,第二个装备孔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12031,更强的宠物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12032,七级宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12033,稀有宠物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12034,九级宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12035,义结金兰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12036,眼疾手快,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12037,礼尚往来,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12038,白手起家,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12040,情比金坚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12041,小试身手,,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12042,珍品神宠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12043,高分神宠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12044,能工巧匠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12045,珍稀灵兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12047,紫装贵族,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12048,好好学习,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12049,权威认证,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12050,4级宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12051,珠光宝气,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12052,公会副本,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12053,雪中送炭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12054,变异神宠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12055,聪明绝顶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12056,强强联合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12057,5级宝石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12058,享受生活,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12059,大逃杀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12060,乐善好施,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12061,特殊技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12062,合宠大师,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
12063,王公贵胄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,,,,0,0,
