id,等级min,等级max,等级段id,当前状态,所在地图,跳转坐标,挑战npc,常规奖励id,挑战服务,战斗id,服务npc,掉宝箱概率,宝箱奖励id,跳转点map,跳转点x,跳转点y,总关卡数,关卡描述,攻略,名字,可跳转坐标,跳转目标地图,目标地图坐标,是否BOSS,C级奖励id,B级奖励id,A级奖励id,S级奖励id,第几关,开宝箱次数,介绍,x坐标,y坐标,立绘路径,关卡数,推荐阵容
309,90,200,3,9,1832,"52,43",183205,5291,1547,3060,,0;0;0,11702;11702;11702;11702,0,0,0,25,神威•试炼之塔,观音大士,观音大士,"99,27",1833,"41,70",1,28,27,26,25,第10关,1,,740,5,set:ccfuben image:c10,第十关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0002'></I>"
310,90,200,3,10,1833,"41,70",183301,5290,1548,3061,,0;0;0,0,1833,41,70,25,神威•试炼之塔,地藏王,地藏王,,,,0,,,,,第11关,0,,0,5,set:ccfuben image:c11,第十一关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0002'></I>"
311,90,200,3,11,1833,"29,24",183302,5290,1549,3062,,0;0;0,0,0,0,0,25,神威•试炼之塔,大大王,大大王,,,,0,,,,,第12关,0,,185,5,set:ccfuben image:c12,第十二关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0002'></I><I s='ccui1' i='cc0002'></I>"
312,90,200,3,12,1833,"27,53",183303,5290,1550,3063,,0;0;0,0,0,0,0,25,神威•试炼之塔,煞风太岁,煞风太岁,,,,0,,,,,第13关,0,,370,5,set:ccfuben image:c13,第十三关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0001'></I>"
313,90,200,3,13,1833,"49,55",183304,5290,1551,3064,,0;0;0,0,0,0,0,25,神威•试炼之塔,千佛神医,千佛神医,,,,0,,,,,第14关,0,,555,5,set:ccfuben image:c14,第十四关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0001'></I>"
314,90,200,3,14,1833,"52,43",183305,5291,1552,3065,,0;0;0,11702;11702;11702;11702,0,0,0,25,神威•试炼之塔,琼华子,琼华子,"99,27",1834,"41,70",1,28,27,26,25,第15关,1,,740,5,set:ccfuben image:c2,第十五关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0001'></I>"
315,90,200,3,15,1834,"41,70",183401,5290,1553,3066,,0;0;0,0,1834,41,70,25,神威•试炼之塔,贪狼,贪狼,,,,0,,,,,第16关,0,,0,5,set:ccfuben image:c15,第十六关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0001'></I>"
316,90,200,3,16,1834,"29,24",183402,5290,1554,3067,,0;0;0,0,0,0,0,25,神威•试炼之塔,破军,破军,,,,0,,,,,第17关,0,,185,5,set:ccfuben image:c16,第十七关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0002'></I>"
317,90,200,3,17,1834,"27,53",183403,5290,1555,3068,,0;0;0,0,0,0,0,25,神威•试炼之塔,墨凰,墨凰,,,,0,,,,,第18关,0,,370,5,set:ccfuben image:c17,第十八关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0002'></I>"
318,90,200,3,18,1834,"49,55",183404,5290,1556,3069,,0;0;0,0,0,0,0,25,神威•试炼之塔,螭吻,螭吻,,,,0,,,,,第19关,0,,555,5,set:ccfuben image:c18,第十九关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0002'></I>"
319,90,200,3,19,1834,"52,43",183405,5291,1557,3070,,0;0;0,11702;11702;11702;11702,0,0,0,25,神威•试炼之塔,破霄天君,破霄天君,"99,27",1835,"41,70",1,28,27,26,25,第20关,1,,740,5,set:ccfuben image:c19,第二十关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0001'></I>"
320,90,200,3,20,1835,"41,70",183501,5290,1558,3071,,0;0;0,0,1835,41,70,25,神威•试炼之塔,灾厄灵法,灾厄灵法,,,,0,,,,,第21关,0,,0,5,set:ccfuben image:c20,第二十一关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0001'></I>"
321,90,200,3,21,1835,"29,24",183502,5290,1559,3072,,0;0;0,0,0,0,0,25,神威•试炼之塔,灾厄夜魅,灾厄夜魅,,,,0,,,,,第22关,0,,185,5,set:ccfuben image:c21,第二十二关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0002'></I>"
322,90,200,3,22,1835,"27,53",183503,5290,1560,3073,,0;0;0,0,0,0,0,25,神威•试炼之塔,灾厄破晓,灾厄破晓,,,,0,,,,,第23关,0,,370,5,set:ccfuben image:c22,第二十三关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0002'></I>"
323,90,200,3,23,1835,"49,55",183504,5290,1561,3074,,0;0;0,0,0,0,0,25,神威•试炼之塔,灾厄渡法,灾厄渡法,,,,0,,,,,第24关,0,,555,5,set:ccfuben image:c23,第二十四关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0001'></I><I s='ccui1' i='cc0002'></I>"
324,90,200,3,24,1835,"52,43",183505,5291,1562,3075,,0;0;0,11702;11702;11702;11702,0,0,0,25,神威•试炼之塔,灾厄玄灵,灾厄玄灵,,,,1,28,27,26,25,第25关,1,,740,5,set:ccfuben image:c24,第二十五关,"<T t=""  推荐助战阵容     "" c=""FF553923"" f=""simhei-10""></T><I s='ccui1' i='cc0005'></I><I s='ccui1' i='cc0003'></I><I s='ccui1' i='cc0004'></I><I s='ccui1' i='cc0001'></I>"
325,90,200,3,25,1835,"21,31",0,0,0,0,,0;0;0,0,1615,99,94,25,瑶池仙阵-已通关,恭喜已通关，请离开副本。,,,,,,,,,,,,,,,,,
