技能ID,技能名称,是否预先统计目标数,是否主动,能否连击,能否被反击,是否禁止防御和保护,是否忽略隐身,是否默认自动技能,战斗内外使用,服务器分类,技能归类,选择目标类型,先发速度,消耗Hp,消耗Mp,消耗Sp,消耗Ep,串联子技能ID,子技能ID播放时间调控,下一技能id,对应书籍,升级所需经验,提供基础经验,技能等级,技能标示,能否被摘除,适用范围,能否法术认证,法术认证附加技能,脚本配置文件,技能名冒字资源,是否显示技能名冒字,是否被嘲讽影响,技能特殊延长时间,是否PVP不能使用,状态过滤是否能使用
211029,智力强化4,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000090,0,0,311178,0,0,1,629,,14,0,0,,,1,,,,
211030,体力强化1,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000091,0,0,311179,0,0,1,630,,14,0,0,,,1,,,,
211031,体力强化2,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000092,0,0,311180,0,0,1,631,,14,0,0,,,1,,,,
211032,体力强化3,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000093,0,0,311181,0,0,1,632,,14,0,0,,,1,,,,
211033,体力强化4,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000094,0,0,311182,0,0,1,633,,14,0,0,,,1,,,,
211034,敏捷强化1,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000095,0,0,311183,0,0,1,634,,14,0,0,,,1,,,,
211035,敏捷强化2,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000096,0,0,311184,0,0,1,635,,14,0,0,,,1,,,,
211036,敏捷强化3,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000097,0,0,311185,0,0,1,636,,14,0,0,,,1,,,,
211037,敏捷强化4,,FALSE,FALSE,FALSE,0,,,TRUE,1,10,1,0,,,,,3000098,0,0,311186,0,0,1,637,,14,0,0,,,1,,,,
212000,天璇神剑,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,50,,,"2072180,2072181,2072182","0,0,0",0,311187,0,0,1,368,,14,1,0,,,1,1,,,
212001,流沙轻音,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,50,,,"2070210,2070211,2070212,2070213,2070214","0,0,0,0,0",0,311188,0,0,1,369,,14,1,0,,,1,1,,,
212002,五彩神风,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,50,,,"2070220,2070221,2070222","0,0,0",0,311189,0,0,1,370,,14,1,0,,,1,1,,,
212003,五方劫雷,,TRUE,TRUE,FALSE,0,,1,TRUE,1,3,480,0,,50,,,"2070260,2070261,2070262","0,-1,-1",0,311190,0,0,1,371,,14,1,0,,,1,1,,,
212004,星芒剑阵,,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,50,,,"2070280,2070281,2070282","0,0,0",0,311191,0,0,1,372,,14,1,0,,,1,1,,,
212005,神雷·惊天暴,,TRUE,TRUE,FALSE,0,,1,TRUE,1,3,480,0,,50,,,"2070298,2070299,2070300,2070301,2070302","0,-1,-1,-1,-1",0,311192,0,0,1,373,,14,1,0,,,1,1,,,
212006,星陨天河,,TRUE,TRUE,FALSE,0,,1,TRUE,1,3,480,0,,50,,,"2070303,2070304,2070305,2070306,2070307,2070308","0,-1,-1,-1,-1,-1",0,311193,0,0,1,374,,14,1,0,,,1,1,,,
212007,九阴真经,,TRUE,TRUE,FALSE,0,,1,TRUE,1,3,480,0,,50,,,2070314,0,0,311194,0,0,1,375,,14,1,0,,,1,1,,1,
212008,扶摇万里,,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,60,,,2070318,0,0,311195,0,0,1,376,,14,1,0,,,1,1,,,
212011,天劫（法）,,true,true,true,0,,1,true,1,3,480,0,,480,,,"2070600,2070605,2070601,2070606,2070602,2070607,2070603,2070608,2070604,2070609","0,0,-1,-1,-1,-1,-1,-1,-1,-1",0,311198,0,0,1,379,,14,0,0,,,1,1,,,
212012,四象归一,,TRUE,TRUE,FALSE,0,,1,TRUE,1,3,480,0,,100,,,"8200042,8200043,8200044,8200045,8200046","0,-1,-1,-1,-1",0,311199,0,0,1,380,,14,1,0,,,1,1,,,
212013,爱谁谁,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,100,,,8300306,0,0,311200,0,0,1,381,,14,1,0,,,1,1,,,
212014,毁灭之光,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,100,,,"2101700,2101701,2101702,2101703,2101704,2101705,2101706,2101707,2101708,2101709","0,1400,1800,2200,2600,3000,3400,3800,4200,-1",0,311201,0,0,1,382,,14,1,0,,,1,1,,,
212015,魔神降临,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,100,,,"2101710,2101711,2101712,2101713,2101714,2101715,2101716,2101717,2101718,2101719","0,-1,-1,-1,-1,-1,-1,-1,-1,-1",0,311202,0,0,1,383,,14,1,0,,,1,1,,,
213016,焚天,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,300,,,"2101820,2101821,2101822,2101823,2101824,2101825,2101826,2101827,2101828,2101829","0,-1,-1,-1,-1,-1,-1,-1,-1,-1",0,311219,0,0,1,703,,14,1,0,,,1,1,,,
212009,恶魔旋风,TRUE,TRUE,TRUE,FALSE,0,,1,TRUE,1,4,480,0,,200,,,4200654,0,0,311196,0,0,1,377,,14,1,0,,,1,1,,,
212010,天劫,,true,true,true,0,,1,true,1,3,480,0,,480,,,"2070500,2070501,2070502,2070503,2070504","0,-1,-1,-1,-1",0,311197,0,0,1,378,,14,0,0,,,1,1,,,
213000,烛龙裂,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,60,,,"8300001,8300002","0,0",0,311203,0,0,1,686,,14,1,0,,,1,1,,,
213001,万剑诀,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,50,,,"2070230,2070231,2070232","0,0,0",0,311204,0,0,1,687,,14,1,0,,,1,1,,,
213002,晨曦剑露,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,50,,,"2070240,2070241,2070242","0,0,0",0,311205,0,0,1,688,,14,1,0,,,1,1,,,
213003,青莲剑舞,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,"2070250,2070251,2070252","0,-1,-1",0,311206,0,0,1,689,,14,1,0,,,1,1,,,
213004,破魔碎击,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,"2070270,2070271","0,-1",0,311207,0,0,1,690,,14,1,0,,,1,1,,,
213005,万剑齐发,TRUE,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,50,,,"2070290,2070291,2070292","0,0,0",0,311208,0,0,1,691,,14,1,0,,,1,1,,,
213006,嗜血追击,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,"2070293,2070294,2070295,2070296,2070297","0,-1,-1,-1,-1",0,311209,0,0,1,692,,14,1,0,,,1,1,,,
213007,穿云破雾,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,"2070309,2070311","0,-1",0,311210,0,0,1,693,,14,1,0,,,1,1,,,
213008,虚空魔剑击,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,"2070312,2070313","0,-1",0,311211,0,0,1,694,,14,1,0,,,1,1,,,
213009,圣王惊天爪,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,2070316,0,0,311212,0,0,1,695,,14,1,0,,,1,1,,,
213010,亢龙有悔,,TRUE,FALSE,FALSE,0,,1,TRUE,1,1,480,0,,50,,,2070317,0,0,311213,0,0,1,696,,14,1,0,,,1,1,,,
213011,斩魂,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,200,,,"4200666,4200667,4200668,4200669,4200670,4200671,4200672,4200673,4200674,4200675,4200676,4200677,4200678","0,1400,1800,2200,2600,3000,3400,3800,4200,4600,5000,5400,5800",0,311214,0,0,1,697,,14,1,0,,,1,1,,,
213012,蚩尤分身,TRUE,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,100,,,"8200050,8200051,8200052,8200053,8200054,8200055,8200056,8200057,8200058,8200059,8200060,8200061,8200062,8200063","0,1400,1800,2200,2600,3000,3400,3800,4200,4600,5000,5400,5800,-1",0,311215,0,0,1,698,,14,1,0,,,1,1,,,
213013,是谁谁,TRUE,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,100,,,8300307,0,0,311216,0,0,1,699,,14,1,0,,,1,1,,,
213014,武神怒击,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,300,,,"2101800,2101801,2101802,2101803,2101804,2101805,2101806,2101807,2101808,2101809","0,0,0,0,0,0,0,0,0,0",0,311217,0,0,1,700,,14,1,0,,,1,1,,,
213015,怒目金刚,,TRUE,FALSE,FALSE,0,,1,TRUE,1,2,480,0,,300,,,8300308,0,0,311218,0,0,1,701,,14,1,0,,,1,1,,,
214000,护佑苍生,,TRUE,TRUE,TRUE,0,,1,TRUE,1,7,4127,0,,50,,,2070310,0,0,311220,0,0,1,704,,14,0,0,,,1,1,,,
214001,夜舞倾城,,TRUE,TRUE,TRUE,0,,1,TRUE,1,7,4127,0,,50,,,2070315,0,0,311221,0,0,1,705,,14,0,0,,,1,1,,,
214002,恶魔溶液,,TRUE,TRUE,TRUE,0,,1,TRUE,1,4,480,0,,200,,,"4200655,4200656,4200657,4200658,4200659,4200660","0,-1,-1,-1,-1,-1",0,311222,0,0,1,706,,14,0,0,,,1,1,,,
214003,上古三尸毒,,TRUE,TRUE,TRUE,0,,1,TRUE,1,3,480,0,,200,,,4200665,0,0,311223,0,0,1,707,,14,0,0,,,1,1,,,
214004,恶魔之吻,TRUE,TRUE,TRUE,TRUE,0,,1,TRUE,1,2,480,0,,200,,,4200680,0,0,311224,0,0,1,708,,14,0,0,,,1,1,,,
260000,1级•迅敏,,false,false,false,0,,,false,1,10,1,0,,,,,2080010,0,0,312000,0,0,1,300,,14,0,0,,,1,,,,
260001,2级•迅敏,,false,false,false,0,,,false,1,10,1,0,,,,,2080011,0,0,312001,0,0,1,300,,14,0,0,,,1,,,,
260002,3级•迅敏,,false,false,false,0,,,false,1,10,1,0,,,,,2080012,0,0,312002,0,0,1,300,,14,0,0,,,1,,,,
260003,4级•迅敏,,false,false,false,0,,,false,1,10,1,0,,,,,2080013,0,0,312003,0,0,1,300,,14,0,0,,,1,,,,
260004,5级•迅敏,,false,false,false,0,,,false,1,10,1,0,,,,,2080014,0,0,312004,0,0,1,300,,14,0,0,,,1,,,,
260005,1级•狂怒,,false,false,false,0,,,false,1,10,1,0,,,,,2080015,0,0,312005,0,0,1,301,,14,0,0,,,1,,,,
260006,2级•狂怒,,false,false,false,0,,,false,1,10,1,0,,,,,2080016,0,0,312006,0,0,1,301,,14,0,0,,,1,,,,
260007,3级•狂怒,,false,false,false,0,,,false,1,10,1,0,,,,,2080017,0,0,312007,0,0,1,301,,14,0,0,,,1,,,,
260008,4级•狂怒,,false,false,false,0,,,false,1,10,1,0,,,,,2080018,0,0,312008,0,0,1,301,,14,0,0,,,1,,,,
260009,5级•狂怒,,false,false,false,0,,,false,1,10,1,0,,,,,2080019,0,0,312009,0,0,1,301,,14,0,0,,,1,,,,
260010,1级•阴伤,,false,false,false,0,,,false,1,10,1,0,,,,,2080020,0,0,312010,0,0,1,302,,14,0,0,,,1,,,,
260011,2级•阴伤,,false,false,false,0,,,false,1,10,1,0,,,,,2080021,0,0,312011,0,0,1,302,,14,0,0,,,1,,,,
260012,3级•阴伤,,false,false,false,0,,,false,1,10,1,0,,,,,2080022,0,0,312012,0,0,1,302,,14,0,0,,,1,,,,
260013,4级•阴伤,,false,false,false,0,,,false,1,10,1,0,,,,,2080023,0,0,312013,0,0,1,302,,14,0,0,,,1,,,,
260014,5级•阴伤,,false,false,false,0,,,false,1,10,1,0,,,,,2080024,0,0,312014,0,0,1,302,,14,0,0,,,1,,,,
260015,1级•连环,,false,false,false,0,,,false,1,10,1,0,,,,,2080025,0,0,312015,0,0,1,303,,14,0,0,,,1,,,,
260016,2级•连环,,false,false,false,0,,,false,1,10,1,0,,,,,2080026,0,0,312016,0,0,1,303,,14,0,0,,,1,,,,
260017,3级•连环,,false,false,false,0,,,false,1,10,1,0,,,,,2080027,0,0,312017,0,0,1,303,,14,0,0,,,1,,,,
260018,4级•连环,,false,false,false,0,,,false,1,10,1,0,,,,,2080028,0,0,312018,0,0,1,303,,14,0,0,,,1,,,,
260019,5级•连环,,false,false,false,0,,,false,1,10,1,0,,,,,2080029,0,0,312019,0,0,1,303,,14,0,0,,,1,,,,
260020,1级•奇袭,,false,false,false,0,,,false,1,10,1,0,,,,,2080030,0,0,312020,0,0,1,304,,14,0,0,,,1,,,,
260021,2级•奇袭,,false,false,false,0,,,false,1,10,1,0,,,,,2080031,0,0,312021,0,0,1,304,,14,0,0,,,1,,,,
260022,3级•奇袭,,false,false,false,0,,,false,1,10,1,0,,,,,2080032,0,0,312022,0,0,1,304,,14,0,0,,,1,,,,
260023,4级•奇袭,,false,false,false,0,,,false,1,10,1,0,,,,,2080033,0,0,312023,0,0,1,304,,14,0,0,,,1,,,,
260024,5级•奇袭,,false,false,false,0,,,false,1,10,1,0,,,,,2080034,0,0,312024,0,0,1,304,,14,0,0,,,1,,,,
260025,1级•静岳,,false,false,false,0,,,false,1,10,1,0,,,,,2080035,0,0,312025,0,0,1,305,,14,0,0,,,1,,,,
260026,2级•静岳,,false,false,false,0,,,false,1,10,1,0,,,,,2080036,0,0,312026,0,0,1,305,,14,0,0,,,1,,,,
260027,3级•静岳,,false,false,false,0,,,false,1,10,1,0,,,,,2080037,0,0,312027,0,0,1,305,,14,0,0,,,1,,,,
260028,4级•静岳,,false,false,false,0,,,false,1,10,1,0,,,,,2080038,0,0,312028,0,0,1,305,,14,0,0,,,1,,,,
260029,5级•静岳,,false,false,false,0,,,false,1,10,1,0,,,,,2080039,0,0,312029,0,0,1,305,,14,0,0,,,1,,,,
260030,1级•灵光,,false,false,false,0,,,false,1,10,1,0,,,,,2080040,0,0,312030,0,0,1,306,,14,0,0,,,1,,,,
260031,2级•灵光,,false,false,false,0,,,false,1,10,1,0,,,,,2080041,0,0,312031,0,0,1,306,,14,0,0,,,1,,,,
260032,3级•灵光,,false,false,false,0,,,false,1,10,1,0,,,,,2080042,0,0,312032,0,0,1,306,,14,0,0,,,1,,,,
260033,4级•灵光,,false,false,false,0,,,false,1,10,1,0,,,,,2080043,0,0,312033,0,0,1,306,,14,0,0,,,1,,,,
260034,5级•灵光,,false,false,false,0,,,false,1,10,1,0,,,,,2080044,0,0,312034,0,0,1,306,,14,0,0,,,1,,,,
260035,1级•灵身,,false,false,false,0,,,false,1,10,1,0,,,,,2080045,0,0,312035,0,0,1,307,,14,0,0,,,1,,,,
260036,2级•灵身,,false,false,false,0,,,false,1,10,1,0,,,,,2080046,0,0,312036,0,0,1,307,,14,0,0,,,1,,,,
260037,3级•灵身,,false,false,false,0,,,false,1,10,1,0,,,,,2080047,0,0,312037,0,0,1,307,,14,0,0,,,1,,,,
260038,4级•灵身,,false,false,false,0,,,false,1,10,1,0,,,,,2080048,0,0,312038,0,0,1,307,,14,0,0,,,1,,,,
260039,5级•灵身,,false,false,false,0,,,false,1,10,1,0,,,,,2080049,0,0,312039,0,0,1,307,,14,0,0,,,1,,,,
260040,1级•狙刺,,false,false,false,0,,,false,1,10,1,0,,,,,2080050,0,0,312040,0,0,1,308,,14,0,0,,,1,,,,
260041,2级•狙刺,,false,false,false,0,,,false,1,10,1,0,,,,,2080051,0,0,312041,0,0,1,308,,14,0,0,,,1,,,,
260042,3级•狙刺,,false,false,false,0,,,false,1,10,1,0,,,,,2080052,0,0,312042,0,0,1,308,,14,0,0,,,1,,,,
260043,4级•狙刺,,false,false,false,0,,,false,1,10,1,0,,,,,2080053,0,0,312043,0,0,1,308,,14,0,0,,,1,,,,
260044,5级•狙刺,,false,false,false,0,,,false,1,10,1,0,,,,,2080054,0,0,312044,0,0,1,308,,14,0,0,,,1,,,,
260045,1级•擅咒,,false,false,false,0,,,false,1,10,1,0,,,,,2080055,0,0,312045,0,0,1,309,,14,0,0,,,1,,,,
260046,2级•擅咒,,false,false,false,0,,,false,1,10,1,0,,,,,2080056,0,0,312046,0,0,1,309,,14,0,0,,,1,,,,
260047,3级•擅咒,,false,false,false,0,,,false,1,10,1,0,,,,,2080057,0,0,312047,0,0,1,309,,14,0,0,,,1,,,,
260048,4级•擅咒,,false,false,false,0,,,false,1,10,1,0,,,,,2080058,0,0,312048,0,0,1,309,,14,0,0,,,1,,,,
260049,5级•擅咒,,false,false,false,0,,,false,1,10,1,0,,,,,2080059,0,0,312049,0,0,1,309,,14,0,0,,,1,,,,
260050,1级•矫健,,false,false,false,0,,,false,1,10,1,0,,,,,2080060,0,0,312050,0,0,1,310,,14,0,0,,,1,,,,
260051,2级•矫健,,false,false,false,0,,,false,1,10,1,0,,,,,2080061,0,0,312051,0,0,1,310,,14,0,0,,,1,,,,
260052,3级•矫健,,false,false,false,0,,,false,1,10,1,0,,,,,2080062,0,0,312052,0,0,1,310,,14,0,0,,,1,,,,
260053,4级•矫健,,false,false,false,0,,,false,1,10,1,0,,,,,2080063,0,0,312053,0,0,1,310,,14,0,0,,,1,,,,
260054,5级•矫健,,false,false,false,0,,,false,1,10,1,0,,,,,2080064,0,0,312054,0,0,1,310,,14,0,0,,,1,,,,
260055,1级•御法,,false,false,false,0,,,false,1,10,1,0,,,,,2080065,0,0,312055,0,0,1,311,,14,0,0,,,1,,,,
260056,2级•御法,,false,false,false,0,,,false,1,10,1,0,,,,,2080066,0,0,312056,0,0,1,311,,14,0,0,,,1,,,,
260057,3级•御法,,false,false,false,0,,,false,1,10,1,0,,,,,2080067,0,0,312057,0,0,1,311,,14,0,0,,,1,,,,
260058,4级•御法,,false,false,false,0,,,false,1,10,1,0,,,,,2080068,0,0,312058,0,0,1,311,,14,0,0,,,1,,,,
260059,5级•御法,,false,false,false,0,,,false,1,10,1,0,,,,,2080069,0,0,312059,0,0,1,311,,14,0,0,,,1,,,,
260060,1级•坚甲,,false,false,false,0,,,false,1,10,1,0,,,,,2080070,0,0,312060,0,0,1,312,,14,0,0,,,1,,,,
260061,2级•坚甲,,false,false,false,0,,,false,1,10,1,0,,,,,2080071,0,0,312061,0,0,1,312,,14,0,0,,,1,,,,
260062,3级•坚甲,,false,false,false,0,,,false,1,10,1,0,,,,,2080072,0,0,312062,0,0,1,312,,14,0,0,,,1,,,,
260063,4级•坚甲,,false,false,false,0,,,false,1,10,1,0,,,,,2080073,0,0,312063,0,0,1,312,,14,0,0,,,1,,,,
260064,5级•坚甲,,false,false,false,0,,,false,1,10,1,0,,,,,2080074,0,0,312064,0,0,1,312,,14,0,0,,,1,,,,
260065,1级•慧心,,false,false,false,0,,,false,1,10,1,0,,,,,2080075,0,0,312065,0,0,1,313,,14,0,0,,,1,,,,
260066,2级•慧心,,false,false,false,0,,,false,1,10,1,0,,,,,2080076,0,0,312066,0,0,1,313,,14,0,0,,,1,,,,
260067,3级•慧心,,false,false,false,0,,,false,1,10,1,0,,,,,2080077,0,0,312067,0,0,1,313,,14,0,0,,,1,,,,
260068,4级•慧心,,false,false,false,0,,,false,1,10,1,0,,,,,2080078,0,0,312068,0,0,1,313,,14,0,0,,,1,,,,
260069,5级•慧心,,false,false,false,0,,,false,1,10,1,0,,,,,2080079,0,0,312069,0,0,1,313,,14,0,0,,,1,,,,
260070,1级•自然,,false,false,false,0,,,false,1,10,1,0,,,,,2080080,0,0,312070,0,0,1,314,,14,0,0,,,1,,,,
260071,2级•自然,,false,false,false,0,,,false,1,10,1,0,,,,,2080081,0,0,312071,0,0,1,314,,14,0,0,,,1,,,,
260072,3级•自然,,false,false,false,0,,,false,1,10,1,0,,,,,2080082,0,0,312072,0,0,1,314,,14,0,0,,,1,,,,
260073,4级•自然,,false,false,false,0,,,false,1,10,1,0,,,,,2080083,0,0,312073,0,0,1,314,,14,0,0,,,1,,,,
260074,5级•自然,,false,false,false,0,,,false,1,10,1,0,,,,,2080084,0,0,312074,0,0,1,314,,14,0,0,,,1,,,,
270000,1级•舍身击,,false,false,false,0,,,false,1,10,1,0,,,,,2080085,0,0,260000,0,0,1,315,,14,0,0,,,1,,,,
270001,2级•舍身击,,false,false,false,0,,,false,1,10,1,0,,,,,2080086,0,0,260001,0,0,1,315,,14,0,0,,,1,,,,
270002,3级•舍身击,,false,false,false,0,,,false,1,10,1,0,,,,,2080087,0,0,260002,0,0,1,315,,14,0,0,,,1,,,,
270003,4级•舍身击,,false,false,false,0,,,false,1,10,1,0,,,,,2080088,0,0,260003,0,0,1,315,,14,0,0,,,1,,,,
270004,5级•舍身击,,false,false,false,0,,,false,1,10,1,0,,,,,2080089,0,0,260004,0,0,1,315,,14,0,0,,,1,,,,
270005,1级•生死决,,false,false,false,0,,,false,1,10,1,0,,,,,2080090,0,0,260005,0,0,1,315,,14,0,0,,,1,,,,
270006,2级•生死决,,false,false,false,0,,,false,1,10,1,0,,,,,2080091,0,0,260006,0,0,1,315,,14,0,0,,,1,,,,
270007,3级•生死决,,false,false,false,0,,,false,1,10,1,0,,,,,2080092,0,0,260007,0,0,1,315,,14,0,0,,,1,,,,
270008,4级•生死决,,false,false,false,0,,,false,1,10,1,0,,,,,2080093,0,0,260008,0,0,1,315,,14,0,0,,,1,,,,
270009,5级•生死决,,false,false,false,0,,,false,1,10,1,0,,,,,2080094,0,0,260009,0,0,1,315,,14,0,0,,,1,,,,
270010,1级•碎甲刃,,false,false,false,0,,,false,1,10,1,0,,,,,2080095,0,0,260010,0,0,1,315,,14,0,0,,,1,,,,
270011,2级•碎甲刃,,false,false,false,0,,,false,1,10,1,0,,,,,2080096,0,0,260011,0,0,1,315,,14,0,0,,,1,,,,
270012,3级•碎甲刃,,false,false,false,0,,,false,1,10,1,0,,,,,2080097,0,0,260012,0,0,1,315,,14,0,0,,,1,,,,
270013,4级•碎甲刃,,false,false,false,0,,,false,1,10,1,0,,,,,2080098,0,0,260013,0,0,1,315,,14,0,0,,,1,,,,
270014,5级•碎甲刃,,false,false,false,0,,,false,1,10,1,0,,,,,2080099,0,0,260014,0,0,1,315,,14,0,0,,,1,,,,
270015,1级•摧心浪,,false,false,false,0,,,false,1,10,1,0,,,,,2080100,0,0,260015,0,0,1,315,,14,0,0,,,1,,,,
270016,2级•摧心浪,,false,false,false,0,,,false,1,10,1,0,,,,,2080101,0,0,260016,0,0,1,315,,14,0,0,,,1,,,,
270017,3级•摧心浪,,false,false,false,0,,,false,1,10,1,0,,,,,2080102,0,0,260017,0,0,1,315,,14,0,0,,,1,,,,
270018,4级•摧心浪,,false,false,false,0,,,false,1,10,1,0,,,,,2080103,0,0,260018,0,0,1,315,,14,0,0,,,1,,,,
270019,5级•摧心浪,,false,false,false,0,,,false,1,10,1,0,,,,,2080104,0,0,260019,0,0,1,315,,14,0,0,,,1,,,,
270020,1级•双星爆,,false,false,false,0,,,false,1,10,1,0,,,,,2080105,0,0,260020,0,0,1,315,,14,0,0,,,1,,,,
270021,2级•双星爆,,false,false,false,0,,,false,1,10,1,0,,,,,2080106,0,0,260021,0,0,1,315,,14,0,0,,,1,,,,
270022,3级•双星爆,,false,false,false,0,,,false,1,10,1,0,,,,,2080107,0,0,260022,0,0,1,315,,14,0,0,,,1,,,,
270023,4级•双星爆,,false,false,false,0,,,false,1,10,1,0,,,,,2080108,0,0,260023,0,0,1,315,,14,0,0,,,1,,,,
270024,5级•双星爆,,false,false,false,0,,,false,1,10,1,0,,,,,2080109,0,0,260024,0,0,1,315,,14,0,0,,,1,,,,
270025,1级•通灵法,,false,false,false,0,,,false,1,10,1,0,,,,,2080110,0,0,260025,0,0,1,315,,14,0,0,,,1,,,,
270026,2级•通灵法,,false,false,false,0,,,false,1,10,1,0,,,,,2080111,0,0,260026,0,0,1,315,,14,0,0,,,1,,,,
270027,3级•通灵法,,false,false,false,0,,,false,1,10,1,0,,,,,2080112,0,0,260027,0,0,1,315,,14,0,0,,,1,,,,
270028,4级•通灵法,,false,false,false,0,,,false,1,10,1,0,,,,,2080113,0,0,260028,0,0,1,315,,14,0,0,,,1,,,,
270029,5级•通灵法,,false,false,false,0,,,false,1,10,1,0,,,,,2080114,0,0,260029,0,0,1,315,,14,0,0,,,1,,,,
270030,1级•玄武驱,,false,false,false,0,,,false,1,10,1,0,,,,,2080115,0,0,260030,0,0,1,315,,14,0,0,,,1,,,,
270031,2级•玄武驱,,false,false,false,0,,,false,1,10,1,0,,,,,2080116,0,0,260031,0,0,1,315,,14,0,0,,,1,,,,
270032,3级•玄武驱,,false,false,false,0,,,false,1,10,1,0,,,,,2080117,0,0,260032,0,0,1,315,,14,0,0,,,1,,,,
270033,4级•玄武驱,,false,false,false,0,,,false,1,10,1,0,,,,,2080118,0,0,260033,0,0,1,315,,14,0,0,,,1,,,,
270034,5级•玄武驱,,false,false,false,0,,,false,1,10,1,0,,,,,2080119,0,0,260034,0,0,1,315,,14,0,0,,,1,,,,
270035,1级•腾挪劲,,false,false,false,0,,,false,1,10,1,0,,,,,2080120,0,0,260035,0,0,1,315,,14,0,0,,,1,,,,
270036,2级•腾挪劲,,false,false,false,0,,,false,1,10,1,0,,,,,2080121,0,0,260036,0,0,1,315,,14,0,0,,,1,,,,
270037,3级•腾挪劲,,false,false,false,0,,,false,1,10,1,0,,,,,2080122,0,0,260037,0,0,1,315,,14,0,0,,,1,,,,
270038,4级•腾挪劲,,false,false,false,0,,,false,1,10,1,0,,,,,2080123,0,0,260038,0,0,1,315,,14,0,0,,,1,,,,
270039,5级•腾挪劲,,false,false,false,0,,,false,1,10,1,0,,,,,2080124,0,0,260039,0,0,1,315,,14,0,0,,,1,,,,
270040,1级•龙魂玉,,false,false,false,0,,,false,1,10,1,0,,,,,2080125,0,0,260040,0,0,1,315,,14,0,0,,,1,,,,
270041,2级•龙魂玉,,false,false,false,0,,,false,1,10,1,0,,,,,2080126,0,0,260041,0,0,1,315,,14,0,0,,,1,,,,
270042,3级•龙魂玉,,false,false,false,0,,,false,1,10,1,0,,,,,2080127,0,0,260042,0,0,1,315,,14,0,0,,,1,,,,
270043,4级•龙魂玉,,false,false,false,0,,,false,1,10,1,0,,,,,2080128,0,0,260043,0,0,1,315,,14,0,0,,,1,,,,
270044,5级•龙魂玉,,false,false,false,0,,,false,1,10,1,0,,,,,2080129,0,0,260044,0,0,1,315,,14,0,0,,,1,,,,
280001,鲛将军内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451001,0,0,313001,0,0,1,280,,14,0,0,,,1,,,,
280002,蚌仙子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451002,0,0,313002,0,0,1,281,,14,0,0,,,1,,,,
280003,龙女内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451003,0,0,313003,0,0,1,282,,14,0,0,,,1,,,,
280004,千年僵尸内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451004,0,0,313004,0,0,1,283,,14,0,0,,,1,,,,
280005,孤魂野鬼内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451005,0,0,313005,0,0,1,284,,14,0,0,,,1,,,,
280006,忘川童子内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451006,0,0,313006,0,0,1,285,,14,0,0,,,1,,,,
280007,吸血鬼内丹,,false,false,false,0,,,false,1,10,1,0,,,,,5451007,0,0,313007,0,0,1,286,,14,0,0,,,1,,,,
