ID,策划用列,战斗AI类型,底图,背景音乐,,战斗录像类型,战斗等级,战场环境,战场AI,奖励ID,战斗胜利判定,战斗失败不掉耐久,助战,怪物数量,站位配置ID,点1,点2,点3,点4,点5,点6,点7,点8,点9,点10,点11,点12,点13,点14,点15,点16,点17,点18,点19,点20,点21,点22,点23,点24,点25,点26,点27,点28,站位随机,死亡提醒显示
8608,菊爆大队,3,0,14,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29081@100,29081@100,29081@100,29081@100,29081@100,29080@100,29082@100,29083@100,29082@100,29083@100,0,0,0,0,,1
8609,菊爆大队,3,0,13,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,29093@100,0,29094@100,0,0,0,0,0,0,29090@100,29091@100,29095@100,0,0,0,0,0,0,,1
8610,菊爆大队,3,0,14,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29101@100,29102@100,29103@100,29104@100,29105@100,29100@100,0,0,0,0,0,0,0,0,,1
8611,菊爆大队,3,0,13,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29112@100,29111@100,29110@100,29113@100,29114@100,0,0,0,0,0,0,0,0,0,,1
8612,菊爆大队,3,0,14,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29120@100,29121@100,29122@100,29123@100,29124@100,0,0,0,0,0,0,0,0,0,,1
8613,菊爆大队,3,0,5,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29130@100,29131@100,29132@100,29133@100,29134@100,29135@100,29136@100,29137@100,0,0,0,0,0,0,,1
8630,等级任务,3,0,12,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29300@100,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
8631,等级任务,3,0,12,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29310@100,29311@100,29311@100,29311@100,29311@100,29311@100,29311@100,29311@100,0,0,0,0,0,0,,1
8640,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8641,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8642,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8643,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8644,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8645,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8646,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8647,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8648,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8649,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8650,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8651,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8652,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8653,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8654,乌鸡树怪,3,0,7,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27641@100,27643@100,27642@100,27642@100,27642@100,27642@100,0,0,0,0,0,0,0,0,,1
8655,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8656,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8657,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8658,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8659,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8660,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8661,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8662,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8663,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8664,乌鸡荆棘,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27644@100,27645@100,27646@100,27645@100,27646@100,0,0,0,0,0,0,0,0,0,,1
8665,乌鸡三怪,3,0,9,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27647@100,27648@100,27649@100,27650@100,27650@100,27650@100,27650@100,27650@100,27650@100,27650@100,0,0,0,0,,1
8666,乌鸡三怪,3,0,10,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27651@100,27652@100,27652@100,27653@100,27653@100,27653@100,27653@100,27653@100,27653@100,27653@100,0,0,0,0,,1
8667,乌鸡三怪,3,0,12,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27654@100,27652@100,27652@100,27653@100,27653@100,27653@100,27653@100,27653@100,27653@100,27653@100,0,0,0,0,,1
8668,乌鸡国王,3,0,12,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27655@100,27656@100,27656@100,27656@100,27657@100,27657@100,27658@100,27659@100,27660@100,27657@100,0,0,0,0,,1
8669,桃木虫,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27661@100,27662@100,27662@100,0,0,0,0,0,0,0,0,0,0,0,,1
8670,泼猴,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27663@100,27664@100,0,0,0,0,0,0,0,0,0,0,0,0,,1
8671,翼虎将军,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27665@100,27666@100,27666@100,0,0,0,0,0,0,0,0,0,0,0,,1
8672,虎蛇将军,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27667@100,27668@100,27668@100,27668@100,27668@100,27668@100,27668@100,27668@100,27668@100,27668@100,0,0,0,0,,1
8673,巡山小妖,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27669@100,27670@100,27670@100,0,0,0,0,0,0,0,0,0,0,0,,1
8674,上古妖兽头领,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27671@100,27672@100,27672@100,27672@100,27672@100,27672@100,27672@100,27672@100,27672@100,27672@100,0,0,0,0,,1
8675,妖将军,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27673@100,27674@100,27674@100,27674@100,27674@100,27674@100,27674@100,27674@100,27674@100,27674@100,0,0,0,0,,1
8676,魑魅,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27675@100,27676@100,27676@100,27676@100,27676@100,27676@100,27677@100,27677@100,27677@100,27677@100,0,0,0,0,,1
8677,魍魉,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27678@100,27679@100,27679@100,27679@100,27679@100,27679@100,27680@100,27680@100,27680@100,27680@100,0,0,0,0,,1
8678,供品,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27681@100,27682@100,27682@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,0,0,0,0,,1
8679,供品,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27681@100,27682@100,27682@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,0,0,0,0,,1
8680,供品,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27681@100,27682@100,27682@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,0,0,0,0,,1
8681,供品,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27681@100,27682@100,27682@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,0,0,0,0,,1
8682,供品,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27681@100,27682@100,27682@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,27683@100,0,0,0,0,,1
8683,元始天尊,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27684@100,27685@100,27685@100,27685@100,27685@100,27685@100,27685@100,27685@100,27685@100,27685@100,0,0,0,0,,1
8684,太上老君,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27686@100,27687@100,27687@100,27687@100,27687@100,27687@100,27687@100,27687@100,27687@100,27687@100,0,0,0,0,,1
8685,灵宝天尊,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27688@100,27689@100,27689@100,27689@100,27689@100,27689@100,27689@100,27689@100,27689@100,27689@100,0,0,0,0,,1
8686,虎力大仙,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27690@100,27691@100,27692@100,27693@100,27694@100,27694@100,27694@100,27694@100,27694@100,27694@100,0,0,0,0,,1
8687,鹿力大仙,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27695@100,27696@100,27697@100,27698@100,27699@100,27699@100,27699@100,27699@100,27699@100,27699@100,0,0,0,0,,1
8688,羊力大仙,3,0,8,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27700@100,27701@100,27702@100,27703@100,27704@100,27704@100,27704@100,27704@100,27704@100,27704@100,0,0,0,0,,1
8689,发狂的野猪,3,0,5,,,,0,,0,1,,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29513@100,29513@100,29513@100,0,0,0,0,0,0,0,0,0,0,0,,1
8690,发狂的野猪,3,0,5,,,,0,,0,1,,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29514@100,29514@100,29514@100,0,0,0,0,0,0,0,0,0,0,0,,1
8691,发狂的老虎,3,0,5,,,,0,,0,1,,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29515@100,29515@100,29515@100,0,0,0,0,0,0,0,0,0,0,0,,1
8692,发狂的老虎,3,0,5,,,,0,,0,1,,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29522@100,29514@100,29514@100,29515@100,29515@100,29514@100,29514@100,0,0,0,0,0,0,0,,1
8693,蜃蛇,3,0,5,,,,0,16065,0,1,,0,5,7,0,29531@100,0,0,0,0,29532@100,0,0,0,0,0,0,0,29523@100,29524@100,29525@100,29524@100,29525@100,0,0,0,0,0,0,0,0,0,,1
8694,强盗头目,3,0,5,,,,0,,0,1,,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29528@100,29530@100,29530@100,0,0,0,0,0,0,0,0,0,0,0,,1
8695,劫匪强盗,3,0,5,,,,0,,0,1,,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29533@100,29534@100,29535@100,29536@100,29537@100,29538@100,29539@100,0,0,0,0,0,0,0,,1
8696,贪吃鬼夜叉,3,0,5,,,,0,,0,1,,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29540@100,29550@100,29542@100,29541@100,29551@100,0,0,0,0,0,0,0,0,0,,1
8697,泡泡王,2,0,10,,,,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32303@100,0,0,32304@100,32305@100,32306@100,32307@100,32308@100,32309@100,32310@100,0,0,0,0,,1
