ID,备注,战斗AI类型,底图,背景音乐,战斗录像类型,战斗等级,战场环境,战场AI,奖励ID,战斗胜利判定,战斗失败不掉耐久,助战,怪物数量,站位配置ID,点1,点2,点3,点4,点5,点6,点7,点8,点9,点10,点11,点12,点13,点14,点15,点16,点17,点18,点19,点20,点21,点22,点23,点24,点25,点26,点27,点28,站位随机,pve自动取消战斗,死亡提醒显示,
2520,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24639@100,24639@100,24639@100,24639@100,24639@100,24639@100,24639@100,24639@100,24639@100,24639@100,0,0,0,0,,,,
2521,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24640@100,24640@100,24640@100,24640@100,24640@100,24640@100,24640@100,24640@100,24640@100,24640@100,0,0,0,0,,,,
2522,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24641@100,24641@100,24641@100,24641@100,24641@100,24641@100,24641@100,24641@100,24641@100,24641@100,0,0,0,0,,,,
2523,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24642@100,24642@100,24642@100,24642@100,24642@100,24642@100,24642@100,24642@100,24642@100,24642@100,0,0,0,0,,,,
2524,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24643@100,24643@100,24643@100,24643@100,24643@100,24643@100,24643@100,24643@100,24643@100,24643@100,0,0,0,0,,,,
2525,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24644@100,24644@100,24644@100,24644@100,24644@100,24644@100,24644@100,24644@100,24644@100,24644@100,0,0,0,0,,,,
2526,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24645@100,24645@100,24645@100,24645@100,24645@100,24645@100,24645@100,24645@100,24645@100,24645@100,0,0,0,0,,,,
2527,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24646@100,24646@100,24646@100,24646@100,24646@100,24646@100,24646@100,24646@100,24646@100,24646@100,0,0,0,0,,,,
2528,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24647@100,24647@100,24647@100,24647@100,24647@100,24647@100,24647@100,24647@100,24647@100,24647@100,0,0,0,0,,,,
2529,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24648@100,24648@100,24648@100,24648@100,24648@100,24648@100,24648@100,24648@100,24648@100,24648@100,0,0,0,0,,,,
2530,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24649@100,24649@100,24649@100,24649@100,24649@100,24649@100,24649@100,24649@100,24649@100,24649@100,0,0,0,0,,,,
2531,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24650@100,24650@100,24650@100,24650@100,24650@100,24650@100,24650@100,24650@100,24650@100,24650@100,0,0,0,0,,,,
2532,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24651@100,24651@100,24651@100,24651@100,24651@100,24651@100,24651@100,24651@100,24651@100,24651@100,0,0,0,0,,,,
2533,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24652@100,24652@100,24652@100,24652@100,24652@100,24652@100,24652@100,24652@100,24652@100,24652@100,0,0,0,0,,,,
2534,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24653@100,24653@100,24653@100,24653@100,24653@100,24653@100,24653@100,24653@100,24653@100,24653@100,0,0,0,0,,,,
2535,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24654@100,24654@100,24654@100,24654@100,24654@100,24654@100,24654@100,24654@100,24654@100,24654@100,0,0,0,0,,,,
2536,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24655@100,24655@100,24655@100,24655@100,24655@100,24655@100,24655@100,24655@100,24655@100,24655@100,0,0,0,0,,,,
2537,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24656@100,24656@100,24656@100,24656@100,24656@100,24656@100,24656@100,24656@100,24656@100,24656@100,0,0,0,0,,,,
2538,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24657@100,24657@100,24657@100,24657@100,24657@100,24657@100,24657@100,24657@100,24657@100,24657@100,0,0,0,0,,,,
2539,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24658@100,24658@100,24658@100,24658@100,24658@100,24658@100,24658@100,24658@100,24658@100,24658@100,0,0,0,0,,,,
2540,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24659@100,24659@100,24659@100,24659@100,24659@100,24659@100,24659@100,24659@100,24659@100,24659@100,0,0,0,0,,,,
2541,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24660@100,24660@100,24660@100,24660@100,24660@100,24660@100,24660@100,24660@100,24660@100,24660@100,0,0,0,0,,,,
2542,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24661@100,24661@100,24661@100,24661@100,24661@100,24661@100,24661@100,24661@100,24661@100,24661@100,0,0,0,0,,,,
2543,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24662@100,24662@100,24662@100,24662@100,24662@100,24662@100,24662@100,24662@100,24662@100,24662@100,0,0,0,0,,,,
2544,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24663@100,24663@100,24663@100,24663@100,24663@100,24663@100,24663@100,24663@100,24663@100,24663@100,0,0,0,0,,,,
2545,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24664@100,24664@100,24664@100,24664@100,24664@100,24664@100,24664@100,24664@100,24664@100,24664@100,0,0,0,0,,,,
2546,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24665@100,24665@100,24665@100,24665@100,24665@100,24665@100,24665@100,24665@100,24665@100,24665@100,0,0,0,0,,,,
2547,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24666@100,24666@100,24666@100,24666@100,24666@100,24666@100,24666@100,24666@100,24666@100,24666@100,0,0,0,0,,,,
2548,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24667@100,24667@100,24667@100,24667@100,24667@100,24667@100,24667@100,24667@100,24667@100,24667@100,0,0,0,0,,,,
2549,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24668@100,24668@100,24668@100,24668@100,24668@100,24668@100,24668@100,24668@100,24668@100,24668@100,0,0,0,0,,,,
2550,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24669@100,24669@100,24669@100,24669@100,24669@100,24669@100,24669@100,24669@100,24669@100,24669@100,0,0,0,0,,,,
2551,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24670@100,24670@100,24670@100,24670@100,24670@100,24670@100,24670@100,24670@100,24670@100,24670@100,0,0,0,0,,,,
2552,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24671@100,24671@100,24671@100,24671@100,24671@100,24671@100,24671@100,24671@100,24671@100,24671@100,0,0,0,0,,,,
2553,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24672@100,24672@100,24672@100,24672@100,24672@100,24672@100,24672@100,24672@100,24672@100,24672@100,0,0,0,0,,,,
2554,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24673@100,24673@100,24673@100,24673@100,24673@100,24673@100,24673@100,24673@100,24673@100,24673@100,0,0,0,0,,,,
2555,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24674@100,24674@100,24674@100,24674@100,24674@100,24674@100,24674@100,24674@100,24674@100,24674@100,0,0,0,0,,,,
2556,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24675@100,24675@100,24675@100,24675@100,24675@100,24675@100,24675@100,24675@100,24675@100,24675@100,0,0,0,0,,,,
2557,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24676@100,24676@100,24676@100,24676@100,24676@100,24676@100,24676@100,24676@100,24676@100,24676@100,0,0,0,0,,,,
2558,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24677@100,24677@100,24677@100,24677@100,24677@100,24677@100,24677@100,24677@100,24677@100,24677@100,0,0,0,0,,,,
2559,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24678@100,24678@100,24678@100,24678@100,24678@100,24678@100,24678@100,24678@100,24678@100,24678@100,0,0,0,0,,,,
2560,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24679@100,24679@100,24679@100,24679@100,24679@100,24679@100,24679@100,24679@100,24679@100,24679@100,0,0,0,0,,,,
2811,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24680@100,24680@100,24680@100,24680@100,24680@100,24680@100,24680@100,24680@100,24680@100,24680@100,0,0,0,0,,,,
2812,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24681@100,24681@100,24681@100,24681@100,24681@100,24681@100,24681@100,24681@100,24681@100,24681@100,0,0,0,0,,,,
2813,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24682@100,24682@100,24682@100,24682@100,24682@100,24682@100,24682@100,24682@100,24682@100,24682@100,0,0,0,0,,,,
2814,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24683@100,24683@100,24683@100,24683@100,24683@100,24683@100,24683@100,24683@100,24683@100,24683@100,0,0,0,0,,,,
2815,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24684@100,24684@100,24684@100,24684@100,24684@100,24684@100,24684@100,24684@100,24684@100,24684@100,0,0,0,0,,,,
2816,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24685@100,24685@100,24685@100,24685@100,24685@100,24685@100,24685@100,24685@100,24685@100,24685@100,0,0,0,0,,,,
2817,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24686@100,24686@100,24686@100,24686@100,24686@100,24686@100,24686@100,24686@100,24686@100,24686@100,0,0,0,0,,,,
2818,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24687@100,24687@100,24687@100,24687@100,24687@100,24687@100,24687@100,24687@100,24687@100,24687@100,0,0,0,0,,,,
2819,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24688@100,24688@100,24688@100,24688@100,24688@100,24688@100,24688@100,24688@100,24688@100,24688@100,0,0,0,0,,,,
2820,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24689@100,24689@100,24689@100,24689@100,24689@100,24689@100,24689@100,24689@100,24689@100,24689@100,0,0,0,0,,,,
2821,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24690@100,24690@100,24690@100,24690@100,24690@100,24690@100,24690@100,24690@100,24690@100,24690@100,0,0,0,0,,,,
2822,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24691@100,24691@100,24691@100,24691@100,24691@100,24691@100,24691@100,24691@100,24691@100,24691@100,0,0,0,0,,,,
2823,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24692@100,24692@100,24692@100,24692@100,24692@100,24692@100,24692@100,24692@100,24692@100,24692@100,0,0,0,0,,,,
2824,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24693@100,24693@100,24693@100,24693@100,24693@100,24693@100,24693@100,24693@100,24693@100,24693@100,0,0,0,0,,,,
2825,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24694@100,24694@100,24694@100,24694@100,24694@100,24694@100,24694@100,24694@100,24694@100,24694@100,0,0,0,0,,,,
2826,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24695@100,24695@100,24695@100,24695@100,24695@100,24695@100,24695@100,24695@100,24695@100,24695@100,0,0,0,0,,,,
2827,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24696@100,24696@100,24696@100,24696@100,24696@100,24696@100,24696@100,24696@100,24696@100,24696@100,0,0,0,0,,,,
2828,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24697@100,24697@100,24697@100,24697@100,24697@100,24697@100,24697@100,24697@100,24697@100,24697@100,0,0,0,0,,,,
2829,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24698@100,24698@100,24698@100,24698@100,24698@100,24698@100,24698@100,24698@100,24698@100,24698@100,0,0,0,0,,,,
2830,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24699@100,24699@100,24699@100,24699@100,24699@100,24699@100,24699@100,24699@100,24699@100,24699@100,0,0,0,0,,,,
2831,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24700@100,24700@100,24700@100,24700@100,24700@100,24700@100,24700@100,24700@100,24700@100,24700@100,0,0,0,0,,,,
2832,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24701@100,24701@100,24701@100,24701@100,24701@100,24701@100,24701@100,24701@100,24701@100,24701@100,0,0,0,0,,,,
2833,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24702@100,24702@100,24702@100,24702@100,24702@100,24702@100,24702@100,24702@100,24702@100,24702@100,0,0,0,0,,,,
2834,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24703@100,24703@100,24703@100,24703@100,24703@100,24703@100,24703@100,24703@100,24703@100,24703@100,0,0,0,0,,,,
2835,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24704@100,24704@100,24704@100,24704@100,24704@100,24704@100,24704@100,24704@100,24704@100,24704@100,0,0,0,0,,,,
2836,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24705@100,24705@100,24705@100,24705@100,24705@100,24705@100,24705@100,24705@100,24705@100,24705@100,0,0,0,0,,,,
2837,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24706@100,24706@100,24706@100,24706@100,24706@100,24706@100,24706@100,24706@100,24706@100,24706@100,0,0,0,0,,,,
2838,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24707@100,24707@100,24707@100,24707@100,24707@100,24707@100,24707@100,24707@100,24707@100,24707@100,0,0,0,0,,,,
2839,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24708@100,24708@100,24708@100,24708@100,24708@100,24708@100,24708@100,24708@100,24708@100,24708@100,0,0,0,0,,,,
2840,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24709@100,24709@100,24709@100,24709@100,24709@100,24709@100,24709@100,24709@100,24709@100,24709@100,0,0,0,0,,,,
2841,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24710@100,24710@100,24710@100,24710@100,24710@100,24710@100,24710@100,24710@100,24710@100,24710@100,0,0,0,0,,,,
2842,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24711@100,24711@100,24711@100,24711@100,24711@100,24711@100,24711@100,24711@100,24711@100,24711@100,0,0,0,0,,,,
2843,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24712@100,24712@100,24712@100,24712@100,24712@100,24712@100,24712@100,24712@100,24712@100,24712@100,0,0,0,0,,,,
2844,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24713@100,24713@100,24713@100,24713@100,24713@100,24713@100,24713@100,24713@100,24713@100,24713@100,0,0,0,0,,,,
2845,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24714@100,24714@100,24714@100,24714@100,24714@100,24714@100,24714@100,24714@100,24714@100,24714@100,0,0,0,0,,,,
2846,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24715@100,24715@100,24715@100,24715@100,24715@100,24715@100,24715@100,24715@100,24715@100,24715@100,0,0,0,0,,,,
2847,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24716@100,24716@100,24716@100,24716@100,24716@100,24716@100,24716@100,24716@100,24716@100,24716@100,0,0,0,0,,,,
2848,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24717@100,24717@100,24717@100,24717@100,24717@100,24717@100,24717@100,24717@100,24717@100,24717@100,0,0,0,0,,,,
2849,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24718@100,24718@100,24718@100,24718@100,24718@100,24718@100,24718@100,24718@100,24718@100,24718@100,0,0,0,0,,,,
2850,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24719@100,24719@100,24719@100,24719@100,24719@100,24719@100,24719@100,24719@100,24719@100,24719@100,0,0,0,0,,,,
2851,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24720@100,24720@100,24720@100,24720@100,24720@100,24720@100,24720@100,24720@100,24720@100,24720@100,0,0,0,0,,,,
2852,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24721@100,24721@100,24721@100,24721@100,24721@100,24721@100,24721@100,24721@100,24721@100,24721@100,0,0,0,0,,,,
2853,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24722@100,24722@100,24722@100,24722@100,24722@100,24722@100,24722@100,24722@100,24722@100,24722@100,0,0,0,0,,,,
2854,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24723@100,24723@100,24723@100,24723@100,24723@100,24723@100,24723@100,24723@100,24723@100,24723@100,0,0,0,0,,,,
2855,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24724@100,24724@100,24724@100,24724@100,24724@100,24724@100,24724@100,24724@100,24724@100,24724@100,0,0,0,0,,,,
2856,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24725@100,24725@100,24725@100,24725@100,24725@100,24725@100,24725@100,24725@100,24725@100,24725@100,0,0,0,0,,,,
2857,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24726@100,24726@100,24726@100,24726@100,24726@100,24726@100,24726@100,24726@100,24726@100,24726@100,0,0,0,0,,,,
2858,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24727@100,24727@100,24727@100,24727@100,24727@100,24727@100,24727@100,24727@100,24727@100,24727@100,0,0,0,0,,,,
2859,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24728@100,24728@100,24728@100,24728@100,24728@100,24728@100,24728@100,24728@100,24728@100,24728@100,0,0,0,0,,,,
2860,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24729@100,24729@100,24729@100,24729@100,24729@100,24729@100,24729@100,24729@100,24729@100,24729@100,0,0,0,0,,,,
2861,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24730@100,24730@100,24730@100,24730@100,24730@100,24730@100,24730@100,24730@100,24730@100,24730@100,0,0,0,0,,,,
2862,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24731@100,24731@100,24731@100,24731@100,24731@100,24731@100,24731@100,24731@100,24731@100,24731@100,0,0,0,0,,,,
2863,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24732@100,24732@100,24732@100,24732@100,24732@100,24732@100,24732@100,24732@100,24732@100,24732@100,0,0,0,0,,,,
2864,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24733@100,24733@100,24733@100,24733@100,24733@100,24733@100,24733@100,24733@100,24733@100,24733@100,0,0,0,0,,,,
2865,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24734@100,24734@100,24734@100,24734@100,24734@100,24734@100,24734@100,24734@100,24734@100,24734@100,0,0,0,0,,,,
2866,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24735@100,24735@100,24735@100,24735@100,24735@100,24735@100,24735@100,24735@100,24735@100,24735@100,0,0,0,0,,,,
2867,马戏团挑战,2,0,10,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24736@100,24736@100,24736@100,24736@100,24736@100,24736@100,24736@100,24736@100,24736@100,24736@100,0,0,0,0,,,,
2868,马戏团挑战,2,0,1,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24737@100,24737@100,24737@100,24737@100,24737@100,24737@100,24737@100,24737@100,24737@100,24737@100,0,0,0,0,,,,
2869,马戏团挑战,2,0,2,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24738@100,24738@100,24738@100,24738@100,24738@100,24738@100,24738@100,24738@100,24738@100,24738@100,0,0,0,0,,,,
2870,马戏团挑战,2,0,3,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24739@100,24739@100,24739@100,24739@100,24739@100,24739@100,24739@100,24739@100,24739@100,24739@100,0,0,0,0,,,,
2871,马戏团挑战,2,0,4,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24740@100,24740@100,24740@100,24740@100,24740@100,24740@100,24740@100,24740@100,24740@100,24740@100,0,0,0,0,,,,
2872,马戏团挑战,2,0,5,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24741@100,24741@100,24741@100,24741@100,24741@100,24741@100,24741@100,24741@100,24741@100,24741@100,0,0,0,0,,,,
2873,马戏团挑战,2,0,6,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24742@100,24742@100,24742@100,24742@100,24742@100,24742@100,24742@100,24742@100,24742@100,24742@100,0,0,0,0,,,,
2874,马戏团挑战,2,0,7,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24743@100,24743@100,24743@100,24743@100,24743@100,24743@100,24743@100,24743@100,24743@100,24743@100,0,0,0,0,,,,
2875,马戏团挑战,2,0,8,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24744@100,24744@100,24744@100,24744@100,24744@100,24744@100,24744@100,24744@100,24744@100,24744@100,0,0,0,0,,,,
2876,马戏团挑战,2,0,9,,TeamLv,0,,0,1,,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24745@100,24745@100,24745@100,24745@100,24745@100,24745@100,24745@100,24745@100,24745@100,24745@100,0,0,0,0,,,,
