"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"440805","器灵•征讨伐","","false","false","false","0","","","false","2","11","1","","","","","","5200105","0","","","1","","","",""
"440806","器灵•龙虎势","","false","false","false","0","","","false","2","11","1","","","","","","5200106","0","","","1","","","",""
"440807","器灵•金钟罩","","false","false","false","0","","","false","2","11","1","","","","","","5200107","0","","","1","","","",""
"440808","器灵•青云心","","false","false","false","0","","","false","2","11","1","","","","","","5200108","0","","","1","","","",""
"440809","器灵•青莲剑歌","","false","false","false","0","","","false","2","11","1","","","","","","5200109","0","","","1","","","",""
"440810","器灵•佛莲噬心","","false","false","false","0","","","false","2","11","1","","","","","","5200110","0","","","1","","","",""
"440811","器灵•固若金汤","","false","false","false","0","","","false","2","11","1","","","","","","5200111","0","","","1","","","",""
"440812","器灵•镇海冲云","","false","false","false","0","","","false","2","11","1","","","","","","5200112","0","","","1","","","",""
"440828","未镶嵌器灵","","false","false","false","0","","","false","2","11","1","","","","","","","0","","","1","","","",""
"441000","戒指品质•0级","","false","false","false","0","","","false","2","11","1","","","","","","5300101","0","","","1","","","",""
"441001","戒指品质•1级","","false","false","false","0","","","false","2","11","1","","","","","","5300102","0","","","1","","","",""
"441002","戒指品质•2级","","false","false","false","0","","","false","2","11","1","","","","","","5300103","0","","","1","","","",""
"441003","戒指品质•3级","","false","false","false","0","","","false","2","11","1","","","","","","5300104","0","","","1","","","",""
"441004","戒指品质•4级","","false","false","false","0","","","false","2","11","1","","","","","","5300105","0","","","1","","","",""
"441005","戒指品质•5级","","false","false","false","0","","","false","2","11","1","","","","","","5300106","0","","","1","","","",""
"441006","戒指品质•6级","","false","false","false","0","","","false","2","11","1","","","","","","5300107","0","","","1","","","",""
"441007","戒指品质•7级","","false","false","false","0","","","false","2","11","1","","","","","","5300108","0","","","1","","","",""
"441008","戒指品质•8级","","false","false","false","0","","","false","2","11","1","","","","","","5300109","0","","","1","","","",""
"441009","戒指品质•9级","","false","false","false","0","","","false","2","11","1","","","","","","5300110","0","","","1","","","",""
"441010","戒指品质•10级","","false","false","false","0","","","false","2","11","1","","","","","","5300111","0","","","1","","","",""
"441011","戒指品质•11级","","false","false","false","0","","","false","2","11","1","","","","","","5300112","0","","","1","","","",""
"441012","戒指品质•12级","","false","false","false","0","","","false","2","11","1","","","","","","5300113","0","","","1","","","",""
"441013","戒指品质•13级","","false","false","false","0","","","false","2","11","1","","","","","","5300114","0","","","1","","","",""
"441014","戒指品质•14级","","false","false","false","0","","","false","2","11","1","","","","","","5300115","0","","","1","","","",""
"441015","戒指品质•15级","","false","false","false","0","","","false","2","11","1","","","","","","5300116","0","","","1","","","",""
"441016","戒指品质•16级","","false","false","false","0","","","false","2","11","1","","","","","","5300117","0","","","1","","","",""
"441017","戒指品质•17级","","false","false","false","0","","","false","2","11","1","","","","","","5300118","0","","","1","","","",""
"441018","戒指品质•18级","","false","false","false","0","","","false","2","11","1","","","","","","5300119","0","","","1","","","",""
"441019","戒指品质•19级","","false","false","false","0","","","false","2","11","1","","","","","","5300120","0","","","1","","","",""
"441020","戒指品质•Max","","false","false","false","0","","","false","2","11","1","","","","","","5300121","0","","","1","","","",""
"441021","戒指品质•Max","","false","false","false","0","","","false","2","11","1","","","","","","5300122","0","","","1","","","",""
"441022","戒指品质•Max","","false","false","false","0","","","false","2","11","1","","","","","","5300123","0","","","1","","","",""
"441023","戒指品质•Max","","false","false","false","0","","","false","2","11","1","","","","","","5300124","0","","","1","","","",""
"442000","物理穿透 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400100","0","","","1","","","",""
"442001","物理穿透 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400101","0","","","1","","","",""
"442002","物理穿透 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400102","0","","","1","","","",""
"442003","物理穿透 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400103","0","","","1","","","",""
"442004","物理穿透 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400104","0","","","1","","","",""
"442005","物理穿透 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400105","0","","","1","","","",""
"442006","物理穿透 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400106","0","","","1","","","",""
"442007","物理穿透 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400107","0","","","1","","","",""
"442008","物理穿透 +9","","false","false","false","0","","","false","2","11","1","","","","","","5400108","0","","","1","","","",""
"442009","物理穿透 +10","","false","false","false","0","","","false","2","11","1","","","","","","5400109","0","","","1","","","",""
"442010","物理穿透 +11","","false","false","false","0","","","false","2","11","1","","","","","","5400110","0","","","1","","","",""
"442011","物理穿透 +12","","false","false","false","0","","","false","2","11","1","","","","","","5400111","0","","","1","","","",""
"442012","物理穿透 +13","","false","false","false","0","","","false","2","11","1","","","","","","5400112","0","","","1","","","",""
"442013","物理穿透 +14","","false","false","false","0","","","false","2","11","1","","","","","","5400113","0","","","1","","","",""
"442014","物理穿透 +15","","false","false","false","0","","","false","2","11","1","","","","","","5400114","0","","","1","","","",""
"442015","物理穿透 +16","","false","false","false","0","","","false","2","11","1","","","","","","5400115","0","","","1","","","",""
"442016","物理穿透 +17","","false","false","false","0","","","false","2","11","1","","","","","","5400116","0","","","1","","","",""
"442017","物理抵抗 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400117","0","","","1","","","",""
"442018","物理抵抗 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400118","0","","","1","","","",""
"442019","物理抵抗 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400119","0","","","1","","","",""
"442020","物理抵抗 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400120","0","","","1","","","",""
"442021","物理抵抗 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400121","0","","","1","","","",""
"442022","物理抵抗 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400122","0","","","1","","","",""
"442023","物理抵抗 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400123","0","","","1","","","",""
"442024","物理抵抗 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400124","0","","","1","","","",""
"442025","物理抵抗 +9","","false","false","false","0","","","false","2","11","1","","","","","","5400125","0","","","1","","","",""
"442026","物理抵抗 +10","","false","false","false","0","","","false","2","11","1","","","","","","5400126","0","","","1","","","",""
"442027","物理抵抗 +11","","false","false","false","0","","","false","2","11","1","","","","","","5400127","0","","","1","","","",""
"442028","物理抵抗 +12","","false","false","false","0","","","false","2","11","1","","","","","","5400128","0","","","1","","","",""
"442029","物理抵抗 +13","","false","false","false","0","","","false","2","11","1","","","","","","5400129","0","","","1","","","",""
"442030","物理抵抗 +14","","false","false","false","0","","","false","2","11","1","","","","","","5400130","0","","","1","","","",""
"442031","物理抵抗 +15","","false","false","false","0","","","false","2","11","1","","","","","","5400131","0","","","1","","","",""
"442032","物理抵抗 +16","","false","false","false","0","","","false","2","11","1","","","","","","5400132","0","","","1","","","",""
"442033","物理抵抗 +17","","false","false","false","0","","","false","2","11","1","","","","","","5400133","0","","","1","","","",""
"442034","法术穿透 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400134","0","","","1","","","",""
"442035","法术穿透 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400135","0","","","1","","","",""
"442036","法术穿透 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400136","0","","","1","","","",""
"442037","法术穿透 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400137","0","","","1","","","",""
"442038","法术穿透 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400138","0","","","1","","","",""
"442039","法术穿透 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400139","0","","","1","","","",""
"442040","法术穿透 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400140","0","","","1","","","",""
"442041","法术穿透 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400141","0","","","1","","","",""
"442042","法术穿透 +9","","false","false","false","0","","","false","2","11","1","","","","","","5400142","0","","","1","","","",""
"442043","法术穿透 +10","","false","false","false","0","","","false","2","11","1","","","","","","5400143","0","","","1","","","",""
"442044","法术穿透 +11","","false","false","false","0","","","false","2","11","1","","","","","","5400144","0","","","1","","","",""
"442045","法术穿透 +12","","false","false","false","0","","","false","2","11","1","","","","","","5400145","0","","","1","","","",""
"442046","法术穿透 +13","","false","false","false","0","","","false","2","11","1","","","","","","5400146","0","","","1","","","",""
"442047","法术穿透 +14","","false","false","false","0","","","false","2","11","1","","","","","","5400147","0","","","1","","","",""
"442048","法术穿透 +15","","false","false","false","0","","","false","2","11","1","","","","","","5400148","0","","","1","","","",""
"442049","法术穿透 +16","","false","false","false","0","","","false","2","11","1","","","","","","5400149","0","","","1","","","",""
"442050","法术穿透 +17","","false","false","false","0","","","false","2","11","1","","","","","","5400150","0","","","1","","","",""
"442051","法术抵抗 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400151","0","","","1","","","",""
"442052","法术抵抗 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400152","0","","","1","","","",""
"442053","法术抵抗 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400153","0","","","1","","","",""
"442054","法术抵抗 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400154","0","","","1","","","",""
"442055","法术抵抗 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400155","0","","","1","","","",""
"442056","法术抵抗 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400156","0","","","1","","","",""
"442057","法术抵抗 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400157","0","","","1","","","",""
"442058","法术抵抗 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400158","0","","","1","","","",""
"442059","法术抵抗 +9","","false","false","false","0","","","false","2","11","1","","","","","","5400159","0","","","1","","","",""
"442060","法术抵抗 +10","","false","false","false","0","","","false","2","11","1","","","","","","5400160","0","","","1","","","",""
"442061","法术抵抗 +11","","false","false","false","0","","","false","2","11","1","","","","","","5400161","0","","","1","","","",""
"442062","法术抵抗 +12","","false","false","false","0","","","false","2","11","1","","","","","","5400162","0","","","1","","","",""
"442063","法术抵抗 +13","","false","false","false","0","","","false","2","11","1","","","","","","5400163","0","","","1","","","",""
"442064","法术抵抗 +14","","false","false","false","0","","","false","2","11","1","","","","","","5400164","0","","","1","","","",""
"442065","法术抵抗 +15","","false","false","false","0","","","false","2","11","1","","","","","","5400165","0","","","1","","","",""
"442066","法术抵抗 +16","","false","false","false","0","","","false","2","11","1","","","","","","5400166","0","","","1","","","",""
"442067","法术抵抗 +17","","false","false","false","0","","","false","2","11","1","","","","","","5400167","0","","","1","","","",""
"442068","封印加成 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400168","0","","","1","","","",""
"442069","封印加成 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400169","0","","","1","","","",""
"442070","封印加成 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400170","0","","","1","","","",""
"442071","封印加成 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400171","0","","","1","","","",""
"442072","封印加成 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400172","0","","","1","","","",""
"442073","封印加成 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400173","0","","","1","","","",""
"442074","封印加成 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400174","0","","","1","","","",""
"442075","封印加成 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400175","0","","","1","","","",""
"442076","封印免疫 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400176","0","","","1","","","",""
"442077","封印免疫 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400177","0","","","1","","","",""
"442078","封印免疫 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400178","0","","","1","","","",""
"442079","封印免疫 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400179","0","","","1","","","",""
"442080","封印免疫 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400180","0","","","1","","","",""
"442081","封印免疫 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400181","0","","","1","","","",""
"442082","封印免疫 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400182","0","","","1","","","",""
"442083","封印免疫 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400183","0","","","1","","","",""
"442084","治疗加深 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400184","0","","","1","","","",""
"442085","治疗加深 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400185","0","","","1","","","",""
"442086","治疗加深 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400186","0","","","1","","","",""
"442087","治疗加深 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400187","0","","","1","","","",""
"442088","治疗加深 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400188","0","","","1","","","",""
"442089","治疗加深 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400189","0","","","1","","","",""
"442090","治疗加深 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400190","0","","","1","","","",""
"442091","治疗加深 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400191","0","","","1","","","",""
"442092","恢复强度 +1","","false","false","false","0","","","false","2","11","1","","","","","","5400192","0","","","1","","","",""
"442093","恢复强度 +2","","false","false","false","0","","","false","2","11","1","","","","","","5400193","0","","","1","","","",""
"442094","恢复强度 +3","","false","false","false","0","","","false","2","11","1","","","","","","5400194","0","","","1","","","",""
"442095","恢复强度 +4","","false","false","false","0","","","false","2","11","1","","","","","","5400195","0","","","1","","","",""
"442096","恢复强度 +5","","false","false","false","0","","","false","2","11","1","","","","","","5400196","0","","","1","","","",""
"442097","恢复强度 +6","","false","false","false","0","","","false","2","11","1","","","","","","5400197","0","","","1","","","",""
"442098","恢复强度 +7","","false","false","false","0","","","false","2","11","1","","","","","","5400198","0","","","1","","","",""
"442099","恢复强度 +8","","false","false","false","0","","","false","2","11","1","","","","","","5400199","0","","","1","","","",""
"443000","物理穿透 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500000","0","","","1","","","",""
"443001","物理穿透 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500001","0","","","1","","","",""
"443002","物理穿透 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500002","0","","","1","","","",""
"443003","物理穿透 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500003","0","","","1","","","",""
"443004","物理穿透 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500004","0","","","1","","","",""
"443005","物理穿透 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500005","0","","","1","","","",""
"443006","物理穿透 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500006","0","","","1","","","",""
"443007","物理穿透 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500007","0","","","1","","","",""
"443008","物理穿透 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500008","0","","","1","","","",""
"443009","物理穿透 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500009","0","","","1","","","",""
"443010","物理穿透 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500010","0","","","1","","","",""
"443011","物理穿透 +16","","false","false","false","0","","","false","2","11","1","","","","","","5500011","0","","","1","","","",""
"443012","物理穿透 +17","","false","false","false","0","","","false","2","11","1","","","","","","5500012","0","","","1","","","",""
"443013","物理穿透 +18","","false","false","false","0","","","false","2","11","1","","","","","","5500013","0","","","1","","","",""
"443014","物理穿透 +19","","false","false","false","0","","","false","2","11","1","","","","","","5500014","0","","","1","","","",""
"443015","物理穿透 +20","","false","false","false","0","","","false","2","11","1","","","","","","5500015","0","","","1","","","",""
"443016","物理抵抗 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500016","0","","","1","","","",""
"443017","物理抵抗 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500017","0","","","1","","","",""
"443018","物理抵抗 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500018","0","","","1","","","",""
"443019","物理抵抗 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500019","0","","","1","","","",""
"443020","物理抵抗 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500020","0","","","1","","","",""
"443021","物理抵抗 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500021","0","","","1","","","",""
"443022","物理抵抗 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500022","0","","","1","","","",""
"443023","物理抵抗 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500023","0","","","1","","","",""
"443024","物理抵抗 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500024","0","","","1","","","",""
"443025","物理抵抗 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500025","0","","","1","","","",""
"443026","物理抵抗 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500026","0","","","1","","","",""
"443027","物理抵抗 +16","","false","false","false","0","","","false","2","11","1","","","","","","5500027","0","","","1","","","",""
"443028","物理抵抗 +17","","false","false","false","0","","","false","2","11","1","","","","","","5500028","0","","","1","","","",""
"443029","物理抵抗 +18","","false","false","false","0","","","false","2","11","1","","","","","","5500029","0","","","1","","","",""
"443030","物理抵抗 +19","","false","false","false","0","","","false","2","11","1","","","","","","5500030","0","","","1","","","",""
"443031","物理抵抗 +20","","false","false","false","0","","","false","2","11","1","","","","","","5500031","0","","","1","","","",""
"443032","法术穿透 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500032","0","","","1","","","",""
"443033","法术穿透 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500033","0","","","1","","","",""
"443034","法术穿透 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500034","0","","","1","","","",""
"443035","法术穿透 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500035","0","","","1","","","",""
"443036","法术穿透 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500036","0","","","1","","","",""
"443037","法术穿透 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500037","0","","","1","","","",""
"443038","法术穿透 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500038","0","","","1","","","",""
"443039","法术穿透 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500039","0","","","1","","","",""
"443040","法术穿透 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500040","0","","","1","","","",""
"443041","法术穿透 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500041","0","","","1","","","",""
"443042","法术穿透 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500042","0","","","1","","","",""
"443043","法术穿透 +16","","false","false","false","0","","","false","2","11","1","","","","","","5500043","0","","","1","","","",""
"443044","法术穿透 +17","","false","false","false","0","","","false","2","11","1","","","","","","5500044","0","","","1","","","",""
"443045","法术穿透 +18","","false","false","false","0","","","false","2","11","1","","","","","","5500045","0","","","1","","","",""
"443046","法术穿透 +19","","false","false","false","0","","","false","2","11","1","","","","","","5500046","0","","","1","","","",""
"443047","法术穿透 +20","","false","false","false","0","","","false","2","11","1","","","","","","5500047","0","","","1","","","",""
"443048","法术抵抗 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500048","0","","","1","","","",""
"443049","法术抵抗 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500049","0","","","1","","","",""
"443050","法术抵抗 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500050","0","","","1","","","",""
"443051","法术抵抗 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500051","0","","","1","","","",""
"443052","法术抵抗 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500052","0","","","1","","","",""
"443053","法术抵抗 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500053","0","","","1","","","",""
"443054","法术抵抗 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500054","0","","","1","","","",""
"443055","法术抵抗 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500055","0","","","1","","","",""
"443056","法术抵抗 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500056","0","","","1","","","",""
"443057","法术抵抗 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500057","0","","","1","","","",""
"443058","法术抵抗 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500058","0","","","1","","","",""
"443059","法术抵抗 +16","","false","false","false","0","","","false","2","11","1","","","","","","5500059","0","","","1","","","",""
"443060","法术抵抗 +17","","false","false","false","0","","","false","2","11","1","","","","","","5500060","0","","","1","","","",""
"443061","法术抵抗 +18","","false","false","false","0","","","false","2","11","1","","","","","","5500061","0","","","1","","","",""
"443062","法术抵抗 +19","","false","false","false","0","","","false","2","11","1","","","","","","5500062","0","","","1","","","",""
"443063","法术抵抗 +20","","false","false","false","0","","","false","2","11","1","","","","","","5500063","0","","","1","","","",""
"443064","封印加成 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500064","0","","","1","","","",""
"443065","封印加成 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500065","0","","","1","","","",""
"443066","封印加成 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500066","0","","","1","","","",""
"443067","封印加成 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500067","0","","","1","","","",""
"443068","封印加成 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500068","0","","","1","","","",""
"443069","封印加成 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500069","0","","","1","","","",""
"443070","封印加成 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500070","0","","","1","","","",""
"443071","封印加成 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500071","0","","","1","","","",""
"443072","封印加成 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500072","0","","","1","","","",""
"443073","封印加成 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500073","0","","","1","","","",""
"443074","封印加成 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500074","0","","","1","","","",""
"443075","封印免疫 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500075","0","","","1","","","",""
"443076","封印免疫 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500076","0","","","1","","","",""
"443077","封印免疫 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500077","0","","","1","","","",""
"443078","封印免疫 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500078","0","","","1","","","",""
"443079","封印免疫 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500079","0","","","1","","","",""
"443080","封印免疫 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500080","0","","","1","","","",""
"443081","封印免疫 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500081","0","","","1","","","",""
"443082","封印免疫 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500082","0","","","1","","","",""
"443083","封印免疫 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500083","0","","","1","","","",""
"443084","封印免疫 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500084","0","","","1","","","",""
"443085","封印免疫 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500085","0","","","1","","","",""
"443086","治疗加深 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500086","0","","","1","","","",""
"443087","治疗加深 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500087","0","","","1","","","",""
"443088","治疗加深 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500088","0","","","1","","","",""
"443089","治疗加深 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500089","0","","","1","","","",""
"443090","治疗加深 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500090","0","","","1","","","",""
"443091","治疗加深 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500091","0","","","1","","","",""
"443092","治疗加深 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500092","0","","","1","","","",""
"443093","治疗加深 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500093","0","","","1","","","",""
"443094","治疗加深 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500094","0","","","1","","","",""
"443095","治疗加深 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500095","0","","","1","","","",""
"443096","治疗加深 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500096","0","","","1","","","",""
"443097","恢复强度 +5","","false","false","false","0","","","false","2","11","1","","","","","","5500097","0","","","1","","","",""
"443098","恢复强度 +6","","false","false","false","0","","","false","2","11","1","","","","","","5500098","0","","","1","","","",""
"443099","恢复强度 +7","","false","false","false","0","","","false","2","11","1","","","","","","5500099","0","","","1","","","",""
"443100","恢复强度 +8","","false","false","false","0","","","false","2","11","1","","","","","","5500100","0","","","1","","","",""
"443101","恢复强度 +9","","false","false","false","0","","","false","2","11","1","","","","","","5500101","0","","","1","","","",""
"443102","恢复强度 +10","","false","false","false","0","","","false","2","11","1","","","","","","5500102","0","","","1","","","",""
"443103","恢复强度 +11","","false","false","false","0","","","false","2","11","1","","","","","","5500103","0","","","1","","","",""
"443104","恢复强度 +12","","false","false","false","0","","","false","2","11","1","","","","","","5500104","0","","","1","","","",""
"443105","恢复强度 +13","","false","false","false","0","","","false","2","11","1","","","","","","5500105","0","","","1","","","",""
"443106","恢复强度 +14","","false","false","false","0","","","false","2","11","1","","","","","","5500106","0","","","1","","","",""
"443107","恢复强度 +15","","false","false","false","0","","","false","2","11","1","","","","","","5500107","0","","","1","","","",""
"532001","临兵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320010","0","","","1","","","",""
"532002","行神","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320020","0","","","1","","","",""
"532003","将魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320030","0","","","1","","","",""
"532004","行气","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320040","0","","","1","","","",""
"532005","朔风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320050","0","","","1","","","",""
"532006","追云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320060","0","","","1","","","",""
"532007","惊鸿","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320070","0","","","1","","","",""
"532008","凌尘","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320080","0","","","1","","","",""
"532009","破势","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320090","0","","","1","","","",""
"532010","杀伐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320100","0","","","1","","","",""
"532011","重挫","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320110","0","","","1","","","",""
"532012","意冲九霄","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5320120","0","","","1","","","",""
"532101","临兵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321010","0","","","1","","","",""
"532102","行神","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321020","0","","","1","","","",""
"532103","将魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321030","0","","","1","","","",""
"532104","行气","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321040","0","","","1","","","",""
"532105","朔风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321050","0","","","1","","","",""
"532106","追云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321060","0","","","1","","","",""
"532107","破势","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321070","0","","","1","","","",""
"532108","战意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321080","0","","","1","","","",""
