"技能ID","技能名称","策划备注","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"150024","龙魄","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501240","0","","","1","","","",""
"150025","亢龙归海","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501250","0","","","1","","","",""
"150026","狂浪","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501260","0","","","1","","","",""
"150027","龙哮","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501270","0","","","1","","","",""
"150028","龙息","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501280","0","","","1","","","",""
"150029","飞龙","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501290","0","","","1","","","",""
"150030","戏珠","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501300","0","","","1","","","",""
"150031","斩浪","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501310","0","","","1","","","",""
"150032","海中蛟虬","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1501320","0","","","1","","","",""
"254006","普陀山技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"160000","金刚经","金刚经","","false","false","false","0","","","false","1","10","1","0","","0","","","1600000,2100016","0,-1","","","1","","","",""
"160001","五行咒","五行咒","true","true","false","false","0","","1","true","1","4","480","0","","10+0.6*skilllevela","","","1600010,1600011,1600012,1600013,1600014,1600015","0,0,0,0,0,0","","","1","1","","",""
"160002","普度众生","普度众生","","true","false","false","0","","","true","1","6","4127","0","","10+0.6*skilllevela","","","1600020,1600021,1600022,1600023","0,0,0,0","","","1","","","",""
"160003","杨柳甘露","杨柳甘露","","true","false","false","0","","","true","1","7","4126","0","","10+0.6*skilllevela","","","1600030,1600031","0,0","","","1","","","",""
"160004","灵动九天","灵动九天","","true","false","false","0","","","true","1","7","4127","0","","10+0.6*skilllevela","","","1600040,1600041,1600042,1600043,1600045","0,0,0,0,0","","","1","","","",""
"160005","自在心法","自在心法","","true","false","false","0","","","true","1","7","4127","0","","","10","","1600050","0","","","1","","","",""
"160006","莲华妙法","莲华妙法","","true","false","false","0","","","false","1","10","1","0","","0","","","1600060","0","","","1","","","",""
"160007","沐日慈悲","沐日慈悲","","true","false","false","0","","","true","4","7","4127","0","","0","120","","1600070,1600071","0,-1","","","1","","","",""
"160008","普陀山被动1","普陀山被动1","","false","false","false","0","","","false","1","10","1","0","","0","","","1600080","0","","","1","","","",""
"160009","普陀山被动2","普陀山被动2","","false","false","false","0","","","false","1","10","1","0","","0","","","1600090","0","","","1","","","",""
"160010","普陀山被动3","普陀山被动3","","false","false","false","0","","","false","1","10","1","0","","0","","","1600100","0","","","1","","","",""
"160012","推衍","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601120","0","","","1","","","",""
"160013","莲花心音","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601130","0","","","1","","","",""
"160014","劳心","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601140","0","","","1","","","",""
"160015","甘露","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601150","0","","","1","","","",""
"160016","法华","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601160","0","","","1","","","",""
"160017","玉帛","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601170","0","","","1","","","",""
"160018","额外能力","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601180","0","","","1","","","",""
"160019","化戈","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601190","0","","","1","","","",""
"160020","精心","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601200","0","","","1","","","",""
"160021","普渡","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601210","0","","","1","","","",""
"160022","清净","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601220","0","","","1","","","",""
"160023","灵动","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601230","0","","","1","","","",""
"160024","雨润","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601240","0","","","1","","","",""
"160025","波澜不惊","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601250","0","","","1","","","",""
"160026","普照","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601260","0","","","1","","","",""
"160027","慈佑","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601270","0","","","1","","","",""
"160028","度厄","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601280","0","","","1","","","",""
"160029","莲动","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601290","0","","","1","","","",""
"160030","感念","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601300","0","","","1","","","",""
"160031","道衍","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601310","0","","","1","","","",""
"160032","莲台仙子","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1601320","0","","","1","","","",""
"254007","魔王寨技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"161000","氏族之力","氏族之力","","false","false","false","0","","","false","1","11","1","0","","0","","","1610000,2100017","0,-1","","","1","","","",""
"161001","飞沙走石","飞沙走石","true","true","true","false","0","","1","true","1","4","480","0","","10+0.6*skilllevela","","","1610010,1610011,1610012,1610013,1610014,1610015,1610016","0,0,0,0,0,0,0","","","1","1","","",""
"161002","三味真火","三味真火","","true","true","false","0","","","true","1","3","480","0","","10+0.6*skilllevela","","","1610020","0","","","1","1","","",""
"161003","魔王降临","魔王降临","","true","false","false","0","","","true","1","7","1","0","","10+0.6*skilllevela","","","1610030","0","","","1","","","",""
"161004","踏山裂石","踏山裂石","","true","true","false","0","","","true","1","3","480","0","","10+0.6*skilllevela","","","1610040","0","","","1","","","",""
"161005","先祖火灵","先祖火灵","","true","false","false","0","","","true","1","15","4127","0","","10+0.6*skilllevela","","","1610050","0","","","1","","","",""
"161006","引火乘风","引火乘风","","true","false","false","0","","","false","1","11","1","0","","0","","","1610060","0","","","1","","","",""
"161007","飞星流火","飞星流火","","true","false","false","0","","","true","4","4","480","0","","0","120","","1610070,1610075","0,-1","","","1","1","","",""
"161008","魔王寨被动1","魔王寨被动1","","false","false","false","0","","","false","1","10","1","0","","0","","","1610080","0","","","1","","","",""
"161009","魔王寨被动2","魔王寨被动2","","false","false","false","0","","","false","1","10","1","0","","0","","","1610090","0","","","1","","","",""
"161010","魔王寨被动3","魔王寨被动3","","false","false","false","0","","","false","1","10","1","0","","0","","","1610100","0","","","1","","","",""
"161011","守护印记消失","守护印记消失","","false","false","false","0","","","true","1","10","1","0","","0","","","1610110","0","","","0","","","",""
"161012","先祖印记消失","先祖印记消失","","false","false","false","0","","","true","1","10","1","0","","0","","","1610111","0","","","0","","","",""
"161013","治疗图腾（光环）","治疗图腾（光环）","","false","false","false","0","","","true","1","16","1","0","","0","","","1610130","0","","","0","","","",""
"161014","狂热图腾（光环）","狂热图腾（光环）","","false","false","false","0","","","true","1","16","1","9000","","0","","","1610140","0","","","0","","","",""
"161050","火灵治疗","火灵治疗","","true","false","false","0","","","true","1","6","4127","0","","10+0.6*skilllevela","","","1610112,1610113,1610114","0,0,0","","","0","","","",""
"161051","火灵复活","火灵复活","","true","false","false","0","","","true","1","7","4126","0","","10+0.6*skilllevela","","","1610115","0","","","0","","","",""
"161052","飞沙走石","火灵：飞沙走石","true","true","false","false","0","","1","true","1","4","480","0","","10+0.6*skilllevela","","","1610010,1610011,1610012,1610013","0,0,0,0","","","0","1","","",""
"161053","三味真火","火灵：三味真火","","true","false","false","0","","","true","1","3","480","0","","10+0.6*skilllevela","","","1610020","0","","","0","1","","",""
"161015","充沛","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611150","0","","","1","","","",""
"161016","蚀天","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611160","0","","","1","","","",""
"161017","火神","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611170","0","","","1","","","",""
"161018","神焰","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611180","0","","","1","","","",""
"161019","咆哮","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611190","0","","","1","","","",""
"161020","威吓","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611200","0","","","1","","","",""
"161021","额外能力","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611210","0","","","1","","","",""
"161022","震怒","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611220","0","","","1","","","",""
"161023","邪火","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611230","0","","","1","","","",""
"161024","震天","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611240","0","","","1","","","",""
"161025","崩摧","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611250","0","","","1","","","",""
"161026","狂月","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611260","0","","","1","","","",""
"161027","连营","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611270","0","","","1","","","",""
"161028","魔焰滔天","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611280","0","","","1","","","",""
"161029","激怒","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611290","0","","","1","","","",""
"161030","赤暖","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611300","0","","","1","","","",""
"161031","真炎","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611310","0","","","1","","","",""
"161032","焚尽","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611320","0","","","1","","","",""
"161033","燃魂","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611330","0","","","1","","","",""
"161034","魔心","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611340","0","","","1","","","",""
"161035","平天大圣","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1611350","0","","","1","","","",""
"254008","月宫技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"162000","时之月","时之月","","false","false","false","0","","","false","1","10","1","0","","0","","","1620000,2100018","0,-1","","","1","","","",""
"162001","月影摇光","月影摇光","","true","true","false","0","","1","true","1","2","480","0","","10+0.6*skilllevela","","","1620010,1620011,1620012,1620013,1620014,1620015","0,-1,-1,-1,-1,-1","","","1","1","","",""
"162002","碎玉击","碎玉击","","true","false","false","0","","","true","1","1","480","0","","10+0.6*skilllevela","","","1620020,1620021,1620022,1620023","0,-1,-1,1500","","","1","1","","",""
"162003","月刃","月刃","","true","false","false","0","","","true","1","1","480","0","","10+0.6*skilllevela","","","1620030,1620031,1620032","0,-1,1000","","","1","1","","",""
"162004","桂花醉","桂花醉","","true","false","false","0","","","true","1","7","1","0","","10+0.6*skilllevela","","","1620040","0","","","1","","","",""
"162005","月凝","月凝","","true","false","false","0","","","true","1","8","480","0","","10+0.6*skilllevela","","","1620050","0","","","1","1","","",""
"162006","羽衣曲","羽衣曲","","true","false","false","0","","","false","1","11","1","0","","0","","","1620060","0","","","1","","","",""
"162007","广寒清辉","广寒清辉","","true","false","false","3","","","true","4","1","480","0","","0","120","","1620070,1620071,1620072,1620073,1620074,1620075,1620076,1620077","0,-1,-1,-1,-1,-1,-1,-1","","","1","1","","",""
"162008","月宫被动1","月宫被动1","","false","false","false","0","","","false","1","10","1","0","","0","","","1620080","0","","","1","","","",""
"162009","月宫被动2","月宫被动2","","false","false","false","0","","","false","1","10","1","0","","0","","","1620090","0","","","1","","","",""
"162010","月宫被动3","月宫被动3","","false","false","false","0","","","false","1","10","1","0","","0","","","1620100","0","","","1","","","",""
"162012","威吓","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621120","0","","","1","","","",""
"162013","趁虚","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621130","0","","","1","","","",""
"162014","震慑","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621140","0","","","1","","","",""
"162015","苏醒","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621150","0","","","1","","","",""
"162016","月桂","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621160","0","","","1","","","",""
"162017","神律","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621170","0","","","1","","","",""
"162018","额外能力","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621180","0","","","1","","","",""
"162019","疾雷","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621190","0","","","1","","","",""
"162020","余韵","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621200","0","","","1","","","",""
"162021","神念","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621210","0","","","1","","","",""
"162022","护佑","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621220","0","","","1","","","",""
"162023","怒火","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621230","0","","","1","","","",""
"162024","神尊","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621240","0","","","1","","","",""
"162025","画地为牢","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621250","0","","","1","","","",""
"162026","轰鸣","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621260","0","","","1","","","",""
"162027","缭乱","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621270","0","","","1","","","",""
"162028","藏招","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621280","0","","","1","","","",""
"162029","坚壁","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621290","0","","","1","","","",""
"162030","套索","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621300","0","","","1","","","",""
"162031","洞察","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621310","0","","","1","","","",""
"162032","镇妖神使","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1621320","0","","","1","","","",""
"254009","化生寺技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"163000","法华经","法华经","","false","false","false","0","","","false","1","10","1","0","","0","","","1630000,2100019","0,-1","","","1","","","",""
"163001","唧唧歪歪","唧唧歪歪","true","true","false","false","0","","1","true","1","4","480","0","","10+0.6*skilllevela","","","1630010,1630011,1630012,1630013,1630014,1630015","0,0,0,0,0,0","","","1","1","","",""
"163002","推气过宫","推气过宫","","true","false","false","0","","","true","1","6","4127","0","","10+0.6*skilllevela","","","1630020,1630021,1630022,1630023,1630024,1630025","0,0,0,0,0,-1","","","1","","","",""
"163003","金刚护法","金刚护法","","true","false","false","0","","","true","1","7","4127","0","","10+0.6*skilllevela","","","1630030,1630031,1630032,1630033,1630034","0,0,0,0,0","","","1","","","",""
"163004","我佛慈悲","我佛慈悲","","true","false","false","0","","","true","1","7","4127","0","","10+0.6*skilllevela","","","1630040","0","","","1","","","",""
"163005","一苇渡江","一苇渡江","","true","false","false","0","","","true","1","7","4127","0","","10+0.6*skilllevela","","","1630050","0","","","1","","","",""
"163006","佛光普照","佛光普照","","true","false","false","0","","","false","1","11","1","0","","0","","","1630060","0","","","1","","","",""
"163007","一元复始","一元复始","","true","false","false","0","","","true","4","5","4127","0","","0","120","","1630070,1630071","0,-1","","","1","","","",""
"163008","化生寺被动1","化生寺被动1","","false","false","false","0","","","false","1","10","1","0","","0","","","1630080","0","","","1","","","",""
"163009","化生寺被动2","化生寺被动2","","false","false","false","0","","","false","1","10","1","0","","0","","","1630090","0","","","1","","","",""
"163010","化生寺被动3","化生寺被动3","","false","false","false","0","","","false","1","10","1","0","","0","","","1630100","0","","","1","","","",""
"163012","销武","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631120","0","","","1","","","",""
"163013","妙手","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631130","0","","","1","","","",""
"163014","佛显","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631140","0","","","1","","","",""
"163015","天照","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631150","0","","","1","","","",""
"163016","佛法","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631160","0","","","1","","","",""
"163017","慈心","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631170","0","","","1","","","",""
"163018","额外能力","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631180","0","","","1","","","",""
"163019","止戈","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631190","0","","","1","","","",""
"163020","仁心","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631200","0","","","1","","","",""
"163021","心韧","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631210","0","","","1","","","",""
"163022","舍利","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631220","0","","","1","","","",""
"163023","佛性","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631230","0","","","1","","","",""
"163024","虔诚","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631240","0","","","1","","","",""
"163025","渡劫金身","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631250","0","","","1","","","",""
"163026","圣手","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631260","0","","","1","","","",""
"163027","化瘀","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631270","0","","","1","","","",""
"163028","归气","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631280","0","","","1","","","",""
"163029","佛佑","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631290","0","","","1","","","",""
"163030","妙悟","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631300","0","","","1","","","",""
"163031","佛缘","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631310","0","","","1","","","",""
"163032","杏林妙手","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1631320","0","","","1","","","",""
"254013","女儿村技能","下面是女儿村","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"165000","红袖添香","红袖添香","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1660000,2100020","0,-1","","","1","","","",""
"165001","飞花摘叶","飞花摘叶","TRUE","true","false","false","0","","1","TRUE","1","4","480","0","","10+0.6*skilllevela","","","1660010,1660011,1660012,1660013,1660014,1660015,1660016,1660018","0,0,0,0,0,0,0,-1","","geffect/sprite/skillbanner/luoshishu","1","","","",""
"165002","一笑倾城","一笑倾城","TRUE","true","false","false","0","","","TRUE","1","8","480","0","","10+0.6*skilllevela","","","1660020,1660021,1660022,1660023,1660024","0,0,0,0,0","","","1","","","",""
"165003","观心镜","观心镜","","true","false","false","0","","","TRUE","1","8","480","0","","10+0.6*skilllevela","","","1660030","0","","geffect/sprite/skillbanner/luoshishu","1","","","",""
"165004","唤花灵","唤花灵","","true","false","false","0","","","TRUE","1","7","4127","0","","10+0.6*skilllevela","","","1660040","0","","","1","","","",""
"165005","镜花隐","镜花隐","","true","false","false","0","","","TRUE","1","7","1","0","","10+0.6*skilllevela","","","1660050","0","","","1","","","",""
"165006","轻如鸿毛","轻如鸿毛","","true","false","false","0","","","TRUE","1","11","1","0","","0","","","1660060","0","","","1","","","",""
"165007","镜花水月","镜花水月","","true","false","false","3","","","TRUE","4","7","4127","0","","0","150","","1660070,1660071","0,-1","","","1","","","",""
"165008","女儿村被动1","女儿村被动1","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1660080","0","","","1","","","",""
"165009","女儿村被动2","女儿村被动2","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1660090","0","","","1","","","",""
"165010","女儿村被动3","女儿村被动3","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1660100","0","","","1","","","",""
"254023","小雷音技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"166000","梵心魔罗","梵心魔罗","","false","false","false","0","","","false","1","10","1","0","","0","","","1760000","0","","","1","","","",""
"166001","雷音度厄","雷音度厄","true","true","true","false","0","","","true","1","4","480","0","","10+0.6*skilllevela","","","1760010,1760011,1760012","0,0,-1","","","1","1","","",""
"166002","斩业火","斩业火","","true","false","false","0","","","true","1","3","480","0","","10+0.6*skilllevela","","","1760020","0","","","1","1","","",""
"166003","迷心障","迷心障","true","true","true","false","0","","1","true","1","4","480","0","","10+0.6*skilllevela","","","1760030,1760031,1760032,1760033,1760034,1760035,1760036","0,0,0,0,0,0,0","","","1","1","","",""
"166004","一念成佛","一念成佛","","true","false","false","0","","","true","1","3","480","0","","10+0.6*skilllevela","","","1760040,1760041,1760042,1760043,1760044","0,1400,1800,2200,2600","","","1","","","",""
"166005","一劫为魔","一劫为魔","","true","false","false","0","","","true","1","7","4127","0","","10+0.6*skilllevela","","","1760050","0","","","1","1","","",""
"166006","天魔护体","天魔护体","","true","false","false","0","","","false","1","11","1","0","","0","","","1760060","0","","","1","","","",""
"166007","问天一战","问天一战","","true","false","false","3","","","true","4","1","480","0","","0","120","","1760170,1760171,1760172,1760173,1760174,1760175,1760176,1760177,1760178,1760179,1760180,1760181,1760182","0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1","","","1","1","","",""
"166008","小雷音寺被动1","小雷音寺被动1","","false","false","false","0","","","false","1","10","1","0","","0","","","1760080","0","","","1","","","",""
"166009","小雷音寺被动2","小雷音寺被动2","","false","false","false","0","","","false","1","10","1","0","","0","","","1760090","0","","","1","","","",""
"166010","小雷音寺被动3","小雷音寺被动3","","false","false","false","0","","","false","1","10","1","0","","0","","","1760100","0","","","1","","","",""
"254011","花果山技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"168000","如意金箍棒","如意金箍棒","","false","false","false","0","","","false","1","10","1","0","","0","","","1640000,2100021","0,-1","","","1","","","",""
"168001","当头一棒","当头一棒","","true","true","false","0","","","true","1","1","480","0","","10+0.6*skilllevela","","","1640010,1640011,1640012","0,1600,2200","","","1","","","",""
"168002","泼天乱棍","泼天乱棍","","true","true","false","0","","1","true","1","2","480","0","","10+0.6*skilllevela","","","1640020,1640021,1640022,1640023,1640024,1640025,1640026","0,1000,1200,2300,3200,3200,-1","","","1","","","",""
"168003","筋斗云","筋斗云","","true","false","false","0","","","true","1","7","1","0","","10+0.6*skilllevela","","","1640030","0","","","1","","","",""
"168004","乾坤一掷","乾坤一掷","","true","false","false","0","","","true","1","1","480","0","","10+0.6*skilllevela","","","1640040,1640041,1640042","0,-1,1600","","","1","","","",""
"168005","千变万化","千变万化","","true","false","false","0","","","true","1","7","1","0","","10+0.6*skilllevela","","","1640050","0","","","1","1","","",""
"168006","铜头铁臂","铜头铁臂","","true","false","false","0","","","false","1","11","1","0","","0","","","1640060","0","","","1","","","",""
"168007","大闹天宫","大闹天宫","","true","false","false","3","","","true","4","1","480","0","","0","1","","1640070,1640071,1640072,1640073,1640074,1640075,1640076","0,1600,2850,3300,3300,-1,-1","","","1","1","","",""
"168008","花果山被动1","花果山被动1","","false","false","false","0","","","false","1","10","1","0","","0","","","1640080","0","","","1","","","",""
"168009","花果山被动2","花果山被动2","","false","false","false","0","","","false","1","10","1","0","","0","","","1640090","0","","","1","","","",""
"168010","花果山被动3","花果山被动3","","false","false","false","0","","","false","1","10","1","0","","0","","","1640100","0","","","1","","","",""
"254012","须弥海技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"169000","星鲲","星鲲","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1690000,2100022","0,-1","","","1","","","",""
"169001","击水三千","击水三千","TRUE","true","true","false","0","","1","TRUE","1","4","480","0","","10+0.6*skilllevela","","","7533310,7533311,7533312,7533313,7533314,7533315,7533316,7533317,7533318,7533319","0,0,0,0,0,0,0,0,0,0","","","1","","","",""
"169002","扶摇直上","扶摇直上","","true","true","false","0","","","TRUE","1","1","480","0","","10+0.6*skilllevela","","","1533320,1533321","0,0","","","1","","","",""
"169003","飞流吟","飞流吟","","true","false","false","0","","","TRUE","1","7","4126","0","","10+0.6*skilllevela","","","1623340","0","","","1","","","","506201"
"169004","朔风斩","朔风斩","","true","true","false","0","","","TRUE","1","7","4126","0","","10+0.6*skilllevela","","","1623350","0","","","1","","","",""
"169005","刹那须弥","刹那须弥","TRUE","true","true","false","0","","1","TRUE","1","4","480","0","","10+0.6*skilllevela","","","1613310,1613311,1613312,1613313,1613314,1613315,1613316","0,0,0,0,0,0,0","","","1","1","","",""
"169006","鸣潮","鸣潮","","true","false","false","0","","","FALSE","1","11","1","0","","0","","","1500060","0","","","1","","","",""
"169007","一梦天地","一梦天地","","true","false","false","0","","","TRUE","4","4","480","0","","0","130","","1613317","0","","","1","1","","",""
"169008","须弥海被动1","须弥海被动1","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1527000","0","","","1","","","",""
"169009","须弥海被动2","须弥海被动2","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1527001","0","","","1","","","",""
"169010","须弥海被动3","须弥海被动3","","false","false","false","0","","","FALSE","1","10","1","0","","0","","","1527002","0","","","1","","","",""
"254010","下面是助战怪物的技能","附魔：鲜血饥渴","","false","false","false","0","","","false","1","10","1","0","","0","","","1101120","0","","","1","","","",""
"171006","万剑归一","万剑归一","","true","false","false","3","","","true","1","1","480","0","","","","","1710060,1710061,1710062,1710063,1710064,1710065,1710066,1710067,1710068,1710069","0,-1,-1,-1,-1,-1,-1,-1,-1,-1","","","1","1","","",""
"172006","幻音古钟","幻音古钟","","true","false","false","0","","","true","1","8","4126","0","","","","","1720060,1720061,1720062,1720063,1720064,1720065","0,0,0,0,0,-1","","","1","","","",""
