"商品ID","用处（策划看）","商品名备注","商品类型","类型对应","货币1","货币2","道具消耗id","道具消耗数量","价格1","价格2","现价1","现价2","限购类型","限购数量","限售数量","可见等级","可购买等级下限","可购买等级上限","价格上涨浮动","价格下降浮动","价格上限","价格下限","出售类型","商品描述"
"1084","商会用","20级鞋书","1","350207","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：20' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1085","商会用","30级鞋书","1","350307","1","","","","24000","","24000","","1","40","40","1","1","155","468","600","3","0.6","1"," <T t='等级：30' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1086","商会用","40级鞋书","1","350407","1","","","","36000","","36000","","1","40","40","1","1","155","702","900","3","0.6","1"," <T t='等级：40' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1087","商会用","50级鞋书","1","350507","1","","","","180000","","180000","","1","20","20","1","1","155","3510","4500","3","0.6","1"," <T t='等级：50' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1088","商会用","60级鞋书","1","350607","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","3","0.6","1"," <T t='等级：60' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1089","商会用","70级鞋书","1","350707","1","","","","600000","","600000","","1","20","20","1","1","155","11700","15000","3","0.6","1"," <T t='等级：70' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1090","商会用","10级项链书","1","350108","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：10' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1091","商会用","20级项链书","1","350208","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：20' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1092","商会用","30级项链书","1","350308","1","","","","24000","","24000","","1","40","40","1","1","155","468","600","3","0.6","1"," <T t='等级：30' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1093","商会用","40级项链书","1","350408","1","","","","36000","","36000","","1","40","40","1","1","155","702","900","3","0.6","1"," <T t='等级：40' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1094","商会用","50级项链书","1","350508","1","","","","180000","","180000","","1","20","20","1","1","155","3510","4500","3","0.6","1"," <T t='等级：50' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1095","商会用","60级项链书","1","350608","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","3","0.6","1"," <T t='等级：60' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1096","商会用","70级项链书","1","350708","1","","","","600000","","600000","","1","20","20","1","1","155","11700","15000","3","0.6","1"," <T t='等级：70' c='fffff2df'/><B/><T t='记录（饰品类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1097","商会用","10级男头书","1","350109","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：10' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1098","商会用","20级男头书","1","350209","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：20' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1099","商会用","30级男头书","1","350309","1","","","","24000","","24000","","1","40","40","1","1","155","468","600","3","0.6","1"," <T t='等级：30' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1100","商会用","40级男头书","1","350409","1","","","","36000","","36000","","1","40","40","1","1","155","702","900","3","0.6","1"," <T t='等级：40' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1101","商会用","50级男头书","1","350509","1","","","","180000","","180000","","1","20","20","1","1","155","3510","4500","3","0.6","1"," <T t='等级：50' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1102","商会用","60级男头书","1","350609","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","3","0.6","1"," <T t='等级：60' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1103","商会用","70级男头书","1","350709","1","","","","600000","","600000","","1","20","20","1","1","155","11700","15000","3","0.6","1"," <T t='等级：70' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1104","商会用","10级女头书","1","350110","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：10' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1105","商会用","20级女头书","1","350210","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：20' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1106","商会用","30级女头书","1","350310","1","","","","24000","","24000","","1","40","40","1","1","155","468","600","3","0.6","1"," <T t='等级：30' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1107","商会用","40级女头书","1","350410","1","","","","36000","","36000","","1","40","40","1","1","155","702","900","3","0.6","1"," <T t='等级：40' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1108","商会用","50级女头书","1","350510","1","","","","180000","","180000","","1","20","20","1","1","155","3510","4500","3","0.6","1"," <T t='等级：50' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1109","商会用","60级女头书","1","350610","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","3","0.6","1"," <T t='等级：60' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1110","商会用","70级女头书","1","350710","1","","","","600000","","600000","","1","20","20","1","1","155","11700","15000","3","0.6","1"," <T t='等级：70' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1111","商会用","10级男衣书","1","350111","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：10' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1112","商会用","20级男衣书","1","350211","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：20' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1113","商会用","30级男衣书","1","350311","1","","","","24000","","24000","","1","40","40","1","1","155","468","600","3","0.6","1"," <T t='等级：30' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1114","商会用","40级男衣书","1","350411","1","","","","36000","","36000","","1","40","40","1","1","155","702","900","3","0.6","1"," <T t='等级：40' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1115","商会用","50级男衣书","1","350511","1","","","","180000","","180000","","1","20","20","1","1","155","3510","4500","3","0.6","1"," <T t='等级：50' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1116","商会用","60级男衣书","1","350611","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","3","0.6","1"," <T t='等级：60' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1117","商会用","70级男衣书","1","350711","1","","","","600000","","600000","","1","20","20","1","1","155","11700","15000","3","0.6","1"," <T t='等级：70' c='fffff2df'/><B/><T t='性别限制：男' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1118","商会用","10级女衣书","1","350112","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：10' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1119","商会用","20级女衣书","1","350212","1","","","","12000","","12000","","1","40","40","1","1","155","234","300","3","0.6","1"," <T t='等级：20' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1120","商会用","30级女衣书","1","350312","1","","","","24000","","24000","","1","40","40","1","1","155","468","600","3","0.6","1"," <T t='等级：30' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1121","商会用","40级女衣书","1","350412","1","","","","36000","","36000","","1","40","40","1","1","155","702","900","3","0.6","1"," <T t='等级：40' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1122","商会用","50级女衣书","1","350512","1","","","","180000","","180000","","1","20","20","1","1","155","3510","4500","3","0.6","1"," <T t='等级：50' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1123","商会用","60级女衣书","1","350612","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","3","0.6","1"," <T t='等级：60' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1124","商会用","70级女衣书","1","350712","1","","","","600000","","600000","","1","20","20","1","1","155","11700","15000","3","0.6","1"," <T t='等级：70' c='fffff2df'/><B/><T t='性别限制：女' c='fffff2df'/><B/><T t='记录（防具类）打造方法的图纸，可以和寒铁一起锻造装备。' c='fffff2df'/>"
"1125","商会用","营养套餐","1","310000","1","","","","36000","","36000","","1","10","10","1","1","155","702","900","1.5","0.6","1"," <T t='功能：增加宠物经验' c='fffff2df'/><B/><T t='地精科技出品，值得信赖，使用后为您的宠物增加80000经验。' c='fffff2df'/>"
"1126","商会用","高级营养套餐","1","310001","1","","","","300000","","300000","","1","30","30","1","1","155","5850","7500","1.5","0.6","1"," <T t='功能：增加宠物经验' c='fffff2df'/><B/><T t='地精科技出品，值得信赖，使用后为您的宠物增加800000经验。' c='fffff2df'/>"
"1127","商会用","命令之书","1","360001","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着命令光环的神秘卷轴' c='fffff2df'/>"
"1128","商会用","专注之书","1","360002","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着专注光环的神秘卷轴' c='fffff2df'/>"
"1129","商会用","风怒之书","1","360003","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着风怒光环的神秘卷轴' c='fffff2df'/>"
"1130","商会用","惩戒之书","1","360004","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着惩戒光环的神秘卷轴' c='fffff2df'/>"
"1131","商会用","自然之书","1","360005","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着自然光环的神秘卷轴' c='fffff2df'/>"
"1132","商会用","潮汐之书","1","360006","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着潮汐光环的神秘卷轴' c='fffff2df'/>"
"1133","商会用","拯救之书","1","360007","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着拯救光环的神秘卷轴' c='fffff2df'/>"
"1134","商会用","迅捷之书","1","360008","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着迅捷光环的神秘卷轴' c='fffff2df'/>"
"1135","商会用","邪恶之书","1","360009","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着邪恶光环的神秘卷轴' c='fffff2df'/>"
"1136","商会用","信念之书","1","360010","1","","","","300000","","300000","","1","20","20","1","1","155","5850","7500","1.2","1","1"," <T t='功能：提升光环等级' c='fffff2df'/><B/><T t='记录着信念光环的神秘卷轴' c='fffff2df'/>"
"1143","商会用","巨龙之眼","1","331352","1","","","","480","","480","","1","20","20","1","1","155","0","0","1","1","1"," <T t='上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。' c='fffff5e3'/><B/><T t='集齐5种不同的巨龙残骸可以在紫罗兰[29,88]探险者协会处兑换稀有的高级藏宝图。' c='fffff5e3'/>"
"1144","商会用","巨龙之骨","1","331353","1","","","","240","","240","","1","20","20","1","1","155","0","0","1","1","1"," <T t='上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。' c='fffff5e3'/><B/><T t='集齐5种不同的巨龙残骸可以在紫罗兰[29,88]探险者协会处兑换稀有的高级藏宝图。' c='fffff5e3'/>"
"1145","商会用","巨龙之鳞","1","331354","1","","","","120","","120","","1","20","20","1","1","155","0","0","1","1","1"," <T t='上古巨龙灭绝之后，在世界各地都留下宝贵的残骸。传言说这些残骸都蕴含着非常强大的上古能量。' c='fffff5e3'/><B/><T t='集齐5种不同的巨龙残骸可以在紫罗兰[29,88]探险者协会处兑换稀有的高级藏宝图。' c='fffff5e3'/>"
"2000","宠物商店","小软","2","500100","1","","","","6000","","6000","","0","0","0","1","1","155","","","","","",""
"2001","宠物商店","迅猛龙","2","500103","1","","","","7000","","7000","","0","0","0","1","5","155","","","","","",""
"2002","宠物商店","狮子","2","500105","1","","","","8000","","8000","","0","0","0","1","15","155","","","","","",""
"2003","宠物商店","食人工头","2","500106","1","","","","9000","","9000","","0","0","0","1","25","155","","","","","",""
"2004","宠物商店","地精工匠","2","500109","1","","","","9000","","9000","","0","0","0","1","25","155","","","","","",""
"2005","宠物商店","剪刀手","2","500111","1","","","","9000","","9000","","0","0","0","1","25","155","","","","","",""
"2006","宠物商店","死神","2","500112","1","","","","10000","","10000","","0","0","0","1","35","155","","","","","",""
"2007","宠物商店","狼人","2","500115","1","","","","10000","","10000","","0","0","0","1","35","155","","","","","",""
"2008","宠物商店","死灵哨兵","2","500117","1","","","","10000","","10000","","0","0","0","1","35","155","","","","","",""
"2009","宠物商店","野猪人","2","500118","1","","","","11000","","11000","","0","0","0","1","45","155","","","","","",""
"2010","宠物商店","绿龙护卫","2","500121","1","","","","11000","","11000","","0","0","0","1","45","155","","","","","",""
"2011","宠物商店","野猪战士","2","500123","1","","","","11000","","11000","","0","0","0","1","45","155","","","","","",""
"2012","宠物商店","血色猎犬","2","500124","1","","","","12000","","12000","","0","0","0","1","55","155","","","","","",""
"2013","宠物商店","幽灵","2","500127","1","","","","12000","","12000","","0","0","0","1","55","155","","","","","",""
"2014","宠物商店","死亡骑士","2","500129","1","","","","12000","","12000","","0","0","0","1","55","155","","","","","",""
"2015","宠物商店","土元素","2","500130","1","","","","13000","","13000","","0","0","0","1","65","155","","","","","",""
"2016","宠物商店","半人马","2","500133","1","","","","13000","","13000","","0","0","0","1","65","155","","","","","",""
"2017","宠物商店","逐日卫士","2","500135","1","","","","13000","","13000","","0","0","0","1","65","155","","","","","",""
"2018","宠物商店","虚空恐魔","2","500136","1","","","","14000","","14000","","0","0","0","1","70","155","","","","","",""
"2019","宠物商店","火女","2","500139","1","","","","14000","","14000","","0","0","0","1","70","155","","","","","",""
"2020","宠物商店","雪女","2","500141","1","","","","14000","","14000","","0","0","0","1","70","155","","","","","",""
"2021","宠物商店","蓝龙","2","500142","1","","","","15000","","15000","","0","0","0","1","75","155","","","","","",""
"2022","宠物商店","预言者","2","500145","1","","","","15000","","15000","","0","0","0","1","75","155","","","","","",""
"2023","宠物商店","裁决者","2","500147","1","","","","15000","","15000","","0","0","0","1","75","155","","","","","",""
"2024","宠物商店","红龙","2","500148","1","","","","16000","","16000","","0","0","0","1","80","155","","","","","",""
"2025","宠物商店","黑铁矮人","2","500151","1","","","","16000","","16000","","0","0","0","1","80","155","","","","","",""
"2026","宠物商店","铁炉牧师","2","500153","1","","","","16000","","16000","","0","0","0","1","80","155","","","","","",""
"2027","宠物商店","龙骑士","2","500154","1","","","","17000","","17000","","0","0","0","1","85","155","","","","","",""
"2028","宠物商店","食尸鬼","2","500157","1","","","","17000","","17000","","0","0","0","1","85","155","","","","","",""
"2029","宠物商店","暗灵圣女","2","500159","1","","","","17000","","17000","","0","0","0","1","85","155","","","","","",""
"2030","宠物商店","鳄鱼","2","510001","1","","","","8000","","8000","","0","0","0","1","15","155","","","","","",""
"3000","声望商店","天火原石","1","40008","7","","","","200","","200","","1","10","10","1","1","155","","","","","",""
"3001","声望商店","风暴原石","1","40009","7","","","","200","","200","","1","10","10","1","1","155","","","","","",""
"3002","声望商店","宁静原石","1","40010","7","","","","200","","200","","1","10","10","1","1","155","","","","","",""
"3003","声望商店","洞察原石","1","40011","7","","","","200","","200","","1","10","10","1","1","155","","","","","",""
"3004","声望商店","人物修炼丹","1","334100","7","","","","10","","10","","1","10","10","1","1","155","","","","","",""
"3005","声望商店","宠物修炼丹","1","334101","7","","","","10","","10","","1","10","10","1","1","155","","","","","",""
"4000","商城用","巨龙之魂","1","331350","2","","","","15000","","15000","","1","3","0","1","1","155","","","","",""," <T t='合成高级藏宝图的必备材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4001","商城用","巨龙之血","1","331351","2","","","","15000","","15000","","1","3","0","1","1","155","","","","",""," <T t='合成高级藏宝图的必备材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4002","商城用","巨龙之眼","1","331352","2","","","","4000","","4000","","1","3","0","1","1","155","","","","",""," <T t='合成高级藏宝图的必备材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4003","商城用","巨龙之骨","1","331353","2","","","","2000","","2000","","1","3","0","1","1","155","","","","",""," <T t='合成高级藏宝图的必备材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4004","商城用","巨龙之鳞","1","331354","2","","","","1000","","1000","","1","3","0","1","1","155","","","","",""," <T t='合成高级藏宝图的必备材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4005","商城用","太阳井水","1","310102","2","","","","1000","","1000","","1","20","0","1","1","155","","","","",""," <T t='具有魔法气息的井水，据说可以令宠物回归到原始状态，重置其资质和技能。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4006","商城用","修理工具包","1","40013","2","","","","1000","","1000","","2","20","20","1","1","155","","","","",""," <T t='地精工程大师出品，可以随时随地修理身上的装备。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/>"
"4007","商城用","兽王纲要","1","310101","2","","","","15800","","15800","","1","3","0","1","1","155","","","","",""," <T t='兽王雷克萨编写的训练宠物技巧纲要，可以提升宠物的成长。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4008","商城用","资质影沙","1","310100","2","","","","6800","","6800","","1","6","0","1","1","155","","","","",""," <T t='神奇的药剂，可以提升宠物的资质。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4009","商城用","天火原石","1","40008","2","","","","2000","","2000","","1","6","0","1","1","155","","","","",""," <T t='带有神性的石头，是强化打造武器的材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4010","商城用","风暴原石","1","40009","2","","","","2000","","2000","","1","6","0","1","1","155","","","","",""," <T t='带有神性的石头，是强化打造头盔的材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4011","商城用","宁静原石","1","40010","2","","","","2000","","2000","","1","6","0","1","1","155","","","","",""," <T t='带有神性的石头，是强化打造胸甲的材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4012","商城用","洞察原石","1","40011","2","","","","2000","","2000","","1","6","0","1","1","155","","","","",""," <T t='带有神性的石头，是强化打造项链、腰带、鞋子的材料。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4013","商城用","还原卷轴-体","1","331000","2","","","","1000","","1000","","1","5","0","1","1","155","","","","",""," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点体质属性还原为潜能点。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4014","商城用","还原卷轴-智","1","331001","2","","","","1000","","1000","","1","5","0","1","1","155","","","","",""," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点智慧属性还原为潜能点。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4015","商城用","还原卷轴-力","1","331002","2","","","","1000","","1000","","1","5","0","1","1","155","","","","",""," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点力量属性还原为潜能点。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4016","商城用","还原卷轴-耐","1","331003","2","","","","1000","","1000","","1","5","0","1","1","155","","","","",""," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点耐力属性还原为潜能点。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4017","商城用","还原卷轴-敏","1","331004","2","","","","1000","","1000","","1","5","0","1","1","155","","","","",""," <T t='上古遗留下来的魔法卷轴，拥有神奇的力量，使用者将已分配的2点敏捷属性还原为潜能点。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4018","商城用","太阳井水","1","310102","2","","","","1000","","600","","2","10","10","1","1","155","","","","",""," <T t='具有魔法气息的井水，据说可以令宠物回归到原始状态，重置其资质和技能。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/>"
"4019","商城用","修理工具包","1","40013","2","","","","1000","","1000","","1","1","0","1","1","155","","","","",""," <T t='地精工程大师出品，可以随时随地修理身上的装备。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4020","商城用","永恒井水","1","310103","2","","","","3000","","3000","","1","5","0","1","1","155","","","","",""," <T t='永恒之井的井水。拥有神奇的效果，可以重置变异宠物的资质和技能。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
"4021","商城用","银箱子","1","335003","2","","","","10000","","10000","","0","0","0","1","1","155","","","","",""," <T t='使用后获得1000000银币。' c='fffff2df'/><B/>"
"4022","商城用","金箱子","1","335013","2","","","","10000","","10000","","0","0","0","1","1","155","","","","",""," <T t='使用后获得10000金币。' c='fffff2df'/>"
"4023","商城用","银箱子","1","335003","2","","","","10000","","7000","","2","4","1","1","1","155","","","","","","<T t='每周限购：$parameter$个' c='fffff2df'/>"
"4024","商城用","天火原石礼包","1","337000","2","","","","10000","","6500","","2","1","1","1","1","155","","","","",""," <T t='内含5个天火原石。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/><B/><T t='累计充值2000符石可购买此礼包' c='fffff2df'/>"
"4025","商城用","风暴原石礼包","1","337001","2","","","","10000","","6500","","2","1","1","1","1","155","","","","",""," <T t='内含5个风暴原石。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/><B/><T t='累计充值2000符石可购买此礼包' c='fffff2df'/>"
"4026","商城用","宁静原石礼包","1","337002","2","","","","10000","","6500","","2","1","1","1","1","155","","","","",""," <T t='内含5个宁静原石。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/><B/><T t='累计充值2000符石可购买此礼包' c='fffff2df'/>"
"4027","商城用","洞察原石礼包","1","337003","2","","","","10000","","6500","","2","1","1","1","1","155","","","","",""," <T t='内含5个洞察原石。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/><B/><T t='累计充值2000符石可购买此礼包' c='fffff2df'/>"
"4028","商城用","宠物培养礼包","1","337004","2","","","","30600","","19890","","2","1","1","1","1","155","","","","",""," <T t='内含1个兽王纲要和3个资质影砂。' c='fffff2df'/><B/><T t='每周限购：$parameter$个' c='fffff2df'/><B/><T t='累计充值2000符石可购买此礼包' c='fffff2df'/>"
"4029","商城用","狮鹫","1","331400","2","","","","88800","","88800","","0","0","0","1","1","155","","","","",""," <T t='神秘坐骑，英勇无敌。' c='fffff2df'/>"
"4030","商城用","歌唱水晶","1","336010","2","","","","2000","","2000","","2","4","0","1","1","155","","","","","","<T t='每周限购：$parameter$个' c='fffff2df'/>"
"4031","商城用","浓缩染料","1","339001","3","","","","60","","60","","0","0","0","1","1","155","","","","",""," <T t='非常难得的染色材料，能够改变人物头发和服饰的颜色。' c='fffff2df'/><B/><T t='不限购' c='fffff2df'/>"
"4032","商城用","活力水晶","1","335102","2","","","","10000","","10000","","1","3","0","1","1","155","","","","",""," <T t='使用后获得500活力。' c='fffff2df'/><B/><T t='每日限购：$parameter$个' c='fffff2df'/>"
