"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色","时间","是否点卡服显示"
"170010","天灾魔王","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","鬼10","","","","","","告辞","1","","","","","0","2319","ff003303","0",""
"170058","安纳塞隆","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","星宿","","燃烧军团喽啰7","","","","","","告辞","0","","","","","0","2340","ff003303","0",""
"170059","卡兹洛加","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","星宿","","燃烧军团喽啰8","","","","","","告辞","0","","","","","0","2341","ff003303","0",""
"170060","阿兹加洛","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","星宿","","燃烧军团喽啰9","","","","","","告辞","0","","","","","0","2342","ff003303","0",""
"170068","狂暴的安纳塞隆","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","星宿","","燃烧军团喽啰7","","","","","","告辞","0","","","","","0","2350","ff003303","0",""
"170069","狂暴的卡兹洛加","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","星宿","","燃烧军团喽啰8","","","","","","告辞","0","","","","","0","2351","ff003303","0",""
"170070","狂暴的阿兹加洛","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","星宿","","燃烧军团喽啰9","","","","","","告辞","0","","","","","0","2352","ff003303","0",""
"170078","远古龟精","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙8","2192","","","","","告辞","0","","","","","0","2361","ff003303","0",""
"170079","远古蚌精","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙9","2192","","","","","告辞","0","","","","","0","2362","ff003303","0",""
"170080","远古僵尸","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙10","2192","","","","","告辞","0","","","","","0","2363","ff003303","0",""
"170074","远古花妖","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙4","2192","","","","","告辞","0","","","","","0","2357","ff003303","0",""
"170075","远古虾兵","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙5","2192","","","","","告辞","0","","","","","0","2358","ff003303","0",""
"170076","远古蟹将","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙6","2192","","","","","告辞","0","","","","","0","2359","ff003303","0",""
"170091","远古狮王","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","古神爪牙21","2192","","","","","告辞","0","","","","","0","2374","ff003303","0",""
"180107","备用","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰8","","","","","","告辞","0","","","","","0","2337","ff003303","0",""
"170108","备用","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰9","","","","","","告辞","0","","","","","0","2338","ff003303","0",""
"180109","备用","","","","0","0","1","2","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰10","","","","","","告辞","0","","","","","0","2339","ff003303","0",""
"170110","备用","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","军团首领","","","","","","告辞","0","43_b1.ogg","43_b2.ogg","","","0","2339","ff003303","0",""
"170111","大萌萌血老厚了","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","大萌萌技能测试怪","","","","","","告辞","0","14_c1.ogg","","","","0","2320","ff003303","0",""
"170201","宝图贼王","2","3","","0","0","1","7","0","ff00ff0d","0","1020022","0","-1","0","","","0","0","","","0","","","盗匪","","藏宝图贼王","2775","","","","","告辞","1","","","","","0","2353","ff003303","0",""
"170210","野猪宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2381","ff003303","0",""
"170211","老虎宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2382","ff003303","0",""
"170212","野猪宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2383","ff003303","0",""
"170213","囧龟宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2384","ff003303","0",""
"170214","牛头宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2385","ff003303","0",""
"170215","马面宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2386","ff003303","0",""
"170216","龟丞相宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2387","ff003303","0",""
"170217","净瓶女娲","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2388","ff003303","0",""
"170218","虾兵宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2389","ff003303","0",""
"170219","蟹将宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2390","ff003303","0",""
"170220","古代瑞兽宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2391","ff003303","0",""
"170221","灵符女娲","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2392","ff003303","0",""
"170222","鲛将军宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2393","ff003303","0",""
"170223","蚌仙子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2394","ff003303","0",""
"170224","龙女宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2395","ff003303","0",""
"170225","律法女娲","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2396","ff003303","0",""
"170226","千年僵尸宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2397","ff003303","0",""
"170227","孤魂野鬼宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2398","ff003303","0",""
"170228","忘川童子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2399","ff003303","0",""
"170229","蜃蛇","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2400","ff003303","0",""
"170230","吸血鬼","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2401","ff003303","0",""
"170231","夜叉宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2402","ff003303","0",""
"170232","幽莹娃娃宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2403","ff003303","0",""
"170233","鬼将宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2404","ff003303","0",""
"170234","幽冥书生","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2405","ff003303","0",""
"170235","蟠桃童子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2406","ff003303","0",""
"170236","天兵宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2407","ff003303","0",""
"170237","巨灵神将宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2408","ff003303","0",""
"170238","御风童子灵兽","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2409","ff003303","0",""
"170239","珍露童子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2410","ff003303","0",""
"170240","猴小仙宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2411","ff003303","0",""
"170241","芙蓉仙子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2412","ff003303","0",""
"170242","巡游天神","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2413","ff003303","0",""
"170243","蛟龙宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2414","ff003303","0",""
"170244","凤凰仙子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2415","ff003303","0",""
"170245","鬼剑宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2416","ff003303","0",""
"170246","羽云仙子","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2417","ff003303","0",""
"170247","布雨神君宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2418","ff003303","0",""
"170248","武罗仙子宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2419","ff003303","0",""
"170249","噬天虎宝宝","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2420","ff003303","0",""
"170250","雾中仙","","","","0","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2421","ff003303","0",""
"170251","变异野猪宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2422","ff003303","0",""
"170252","变异老虎宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2423","ff003303","0",""
"170253","变异野猪宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2424","ff003303","0",""
"170254","变异囧龟宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2425","ff003303","0",""
"170255","变异牛头宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2426","ff003303","0",""
"170256","变异马面宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2427","ff003303","0",""
"170257","变异龟丞相宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2428","ff003303","0",""
"170258","变异净瓶女娲","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2429","ff003303","0",""
"170259","变异虾兵宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2430","ff003303","0",""
"170260","变异蟹将宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2431","ff003303","0",""
"170261","变异古代瑞兽宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2432","ff003303","0",""
"170262","变异灵符女娲","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2433","ff003303","0",""
"170263","变异鲛将军宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2434","ff003303","0",""
"170264","变异蚌仙子宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2435","ff003303","0",""
"170265","变异龙女宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2436","ff003303","0",""
"170266","变异律法女娲","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2437","ff003303","0",""
"170267","变异千年僵尸宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2438","ff003303","0",""
"170268","变异孤魂野鬼宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2439","ff003303","0",""
"170269","变异忘川童子宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2440","ff003303","0",""
"170270","变异蜃蛇","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2441","ff003303","0",""
"170271","变异吸血鬼","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2442","ff003303","0",""
"170272","变异夜叉宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2443","ff003303","0",""
"170273","变异幽莹娃娃宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2444","ff003303","0",""
"170274","变异鬼将宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2445","ff003303","0",""
"170275","变异幽冥书生","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2446","ff003303","0",""
"170276","变异蟠桃童子宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2447","ff003303","0",""
"170277","变异天兵宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2448","ff003303","0",""
"170278","变异巨灵神将宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2449","ff003303","0",""
"170279","变异御风童子灵兽","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2450","ff003303","0",""
"170280","变异珍露童子宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2451","ff003303","0",""
"170281","变异猴小仙宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2452","ff003303","0",""
"170282","变异芙蓉仙子宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2453","ff003303","0",""
"170283","变异巡游天神","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2454","ff003303","0",""
"170284","变异蛟龙宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2455","ff003303","0",""
"170285","变异凤凰仙子宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2456","ff003303","0",""
"170286","变异鬼剑宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2457","ff003303","0",""
"170287","变异羽云仙子","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2458","ff003303","0",""
"170288","变异布雨神君宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2459","ff003303","0",""
"170289","变异武罗仙子宝宝","","","","1","0","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2460","ff003303","0",""
"170290","变异噬天虎宝宝","","","","1","1","1","7","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2461","ff003303","0",""
"171201","礼乐专家","","","","0","0","1","1","0","ff00ff0d","0","1100904","0","-1","1712","466","484","29","30","","","0","","礼\n乐\n大\n师","","","","2302","2303","2304","2305","","告辞","0","","","","","0","3936","ff003303","0",""
"171202","礼乐专家","","","","0","0","1","1","0","ff00ff0d","0","1100904","0","-1","1712","466","484","29","30","","","0","","礼\n乐\n大\n师","★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3937","ff003303","0",""
"171203","礼乐专家","","","","0","0","1","1","0","ff00ff0d","0","1100904","0","-1","1712","466","484","29","30","","","0","","礼\n乐\n大\n师","★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3938","ff003303","0",""
"171204","礼乐专家","","","","0","0","1","1","0","ff00ff0d","0","1100904","0","-1","1712","466","484","29","30","","","0","","礼\n乐\n大\n师","★★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3939","ff003303","0",""
"171205","科举官员","","","","0","0","1","1","0","ff00ff0d","0","1020006","0","-1","1712","466","484","29","30","","","0","","科\n举\n官\n员","","","","2302","2303","2304","2305","","告辞","0","","","","","0","3940","ff003303","0",""
"171206","科举官员","","","","0","0","1","1","0","ff00ff0d","0","1020006","0","-1","1712","466","484","29","30","","","0","","科\n举\n官\n员","★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3941","ff003303","0",""
"171207","科举官员","","","","0","0","1","1","0","ff00ff0d","0","1020006","0","-1","1712","466","484","29","30","","","0","","科\n举\n官\n员","★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3942","ff003303","0",""
"171208","科举官员","","","","0","0","1","1","0","ff00ff0d","0","1020006","0","-1","1712","466","484","29","30","","","0","","科\n举\n官\n员","★★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3943","ff003303","0",""
"171209","商业大亨","","","","0","0","1","1","0","ff00ff0d","0","1020029","0","-1","1712","466","484","29","30","","","0","","贸\n易\n大\n王","","","","2302","2303","2304","2305","","告辞","0","","","","","0","3944","ff003303","0",""
"171210","商业大亨","","","","0","0","1","1","0","ff00ff0d","0","1020029","0","-1","1712","466","484","29","30","","","0","","贸\n易\n大\n王","★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3945","ff003303","0",""
"171211","商业大亨","","","","0","0","1","1","0","ff00ff0d","0","1020029","0","-1","1712","466","484","29","30","","","0","","贸\n易\n大\n王","★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3946","ff003303","0",""
"171212","商业大亨","","","","0","0","1","1","0","ff00ff0d","0","1020029","0","-1","1712","466","484","29","30","","","0","","贸\n易\n大\n王","★★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3947","ff003303","0",""
"171213","驯兽高手","","","","0","0","1","1","0","ff00ff0d","0","1020022","0","-1","1712","466","484","29","30","","","0","","驭\n兽\n大\n师","","","","2302","2303","2304","2305","","告辞","0","","","","","0","3948","ff003303","0",""
"171214","驯兽高手","","","","0","0","1","1","0","ff00ff0d","0","1020022","0","-1","1712","466","484","29","30","","","0","","驭\n兽\n大\n师","★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3949","ff003303","0",""
"171215","驯兽高手","","","","0","0","1","1","0","ff00ff0d","0","1020022","0","-1","1712","466","484","29","30","","","0","","驭\n兽\n大\n师","★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3950","ff003303","0",""
"171216","驯兽高手","","","","0","0","1","1","0","ff00ff0d","0","1020022","0","-1","1712","466","484","29","30","","","0","","驭\n兽\n大\n师","★★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3951","ff003303","0",""
"171217","制造大师","","","","0","0","1","1","0","ff00ff0d","0","1100905","0","-1","1712","466","484","29","30","","","0","","锻\n造\n大\n师","","","","2302","2303","2304","2305","","告辞","0","","","","","0","3952","ff003303","0",""
"171218","制造大师","","","","0","0","1","1","0","ff00ff0d","0","1100905","0","-1","1712","466","484","29","30","","","0","","锻\n造\n大\n师","★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3953","ff003303","0",""
"171219","制造大师","","","","0","0","1","1","0","ff00ff0d","0","1100905","0","-1","1712","466","484","29","30","","","0","","锻\n造\n大\n师","★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3954","ff003303","0",""
"171220","制造大师","","","","0","0","1","1","0","ff00ff0d","0","1100905","0","-1","1712","466","484","29","30","","","0","","锻\n造\n大\n师","★★★","","","2302","2303","2304","2305","","告辞","0","","","","","0","3955","ff003303","0",""
"171221","泡泡王","","","","0","0","1","1","0","ff00ff0d","0","1100001","0","-1","1712","466","484","29","30","","","0","","泡\n泡\n王","","","","2851","","","","","告辞","0","","","","","0","3971","ff003303","0",""
"180101","巨魔之都1","","","","0","0","1","17","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","哀嚎洞穴002","2200","","","","","告辞","0","","","","","0","","ff003303","0",""
"180102","巨魔之都2","","","","0","0","1","17","0","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","哀嚎洞穴002","2200","","","","","告辞","0","","","","","0","","ff003303","0",""
