"NPC服务ID","服务类型","服务参数1","服务参数2","服务参数3","服务参数4","服务参数5","服务参数6","服务参数7","服务参数8"
"254900","6","101","0","0","0","0","0","0","0"
"254901","6","102","0","0","0","0","0","0","0"
"254902","6","103","0","0","0","0","0","0","0"
"254903","6","104","0","0","0","0","0","0","0"
"254904","6","105","0","0","0","0","0","0","0"
"254905","6","106","0","0","0","0","0","0","0"
"254906","6","107","0","0","0","0","0","0","0"
"254907","6","108","0","0","0","0","0","0","0"
"254908","6","109","0","0","0","0","0","0","0"
"254909","6","110","0","0","0","0","0","0","0"
"254910","6","111","0","0","0","0","0","0","0"
"254911","6","112","0","0","0","0","0","0","0"
"254912","6","113","0","0","0","0","0","0","0"
"254913","6","114","0","0","0","0","0","0","0"
"254914","6","115","0","0","0","0","0","0","0"
"254915","6","116","0","0","0","0","0","0","0"
"254916","6","117","0","0","0","0","0","0","0"
"254917","6","118","0","0","0","0","0","0","0"
"254918","6","119","0","0","0","0","0","0","0"
"254919","6","120","0","0","0","0","0","0","0"
"254920","6","121","0","0","0","0","0","0","0"
"254921","6","122","0","0","0","0","0","0","0"
"254922","6","123","0","0","0","0","0","0","0"
"254923","6","124","0","0","0","0","0","0","0"
"254924","6","125","0","0","0","0","0","0","0"
"254925","6","126","0","0","0","0","0","0","0"
"254926","6","127","0","0","0","0","0","0","0"
"254927","6","128","0","0","0","0","0","0","0"
"254928","6","129","0","0","0","0","0","0","0"
"254929","6","130","0","0","0","0","0","0","0"
"254930","6","131","0","0","0","0","0","0","0"
"254931","6","132","0","0","0","0","0","0","0"
"254932","6","133","0","0","0","0","0","0","0"
"254933","6","134","0","0","0","0","0","0","0"
"254934","6","135","0","0","0","0","0","0","0"
"254935","6","136","0","0","0","0","0","0","0"
"254936","6","137","0","0","0","0","0","0","0"
"254937","6","138","0","0","0","0","0","0","0"
"254938","6","139","0","0","0","0","0","0","0"
"254939","6","140","0","0","0","0","0","0","0"
"254940","6","141","0","0","0","0","0","0","0"
"254941","6","142","0","0","0","0","0","0","0"
"254942","6","143","0","0","0","0","0","0","0"
"254943","6","144","0","0","0","0","0","0","0"
"254944","6","145","0","0","0","0","0","0","0"
"254945","6","146","0","0","0","0","0","0","0"
"254946","6","147","0","0","0","0","0","0","0"
"254947","6","148","0","0","0","0","0","0","0"
"254948","6","149","0","0","0","0","0","0","0"
"254949","6","150","0","0","0","0","0","0","0"
"254950","6","151","0","0","0","0","0","0","0"
"254951","6","152","0","0","0","0","0","0","0"
"254952","6","153","0","0","0","0","0","0","0"
"254953","6","154","0","0","0","0","0","0","0"
"254954","6","155","0","0","0","0","0","0","0"
"254955","6","156","0","0","0","0","0","0","0"
"254956","6","157","0","0","0","0","0","0","0"
"254957","6","158","0","0","0","0","0","0","0"
"254958","6","159","0","0","0","0","0","0","0"
"254959","6","160","0","0","0","0","0","0","0"
"254960","6","161","0","0","0","0","0","0","0"
"254961","6","162","0","0","0","0","0","0","0"
"254962","6","163","0","0","0","0","0","0","0"
"254963","6","164","0","0","0","0","0","0","0"
"254964","6","165","0","0","0","0","0","0","0"
"254965","6","166","0","0","0","0","0","0","0"
"254966","6","167","0","0","0","0","0","0","0"
"254967","6","168","0","0","0","0","0","0","0"
"254968","6","169","0","0","0","0","0","0","0"
"254969","6","170","0","0","0","0","0","0","0"
"254970","6","171","0","0","0","0","0","0","0"
"254971","6","172","0","0","0","0","0","0","0"
"254972","6","173","0","0","0","0","0","0","0"
"254973","6","174","0","0","0","0","0","0","0"
"254974","6","175","0","0","0","0","0","0","0"
"254975","6","176","0","0","0","0","0","0","0"
"254976","6","177","0","0","0","0","0","0","0"
"254977","6","178","0","0","0","0","0","0","0"
"254978","6","179","0","0","0","0","0","0","0"
"254979","6","180","0","0","0","0","0","0","0"
"254980","6","181","0","0","0","0","0","0","0"
"254981","6","182","0","0","0","0","0","0","0"
"254982","6","183","0","0","0","0","0","0","0"
"254983","6","184","0","0","0","0","0","0","0"
"254984","6","185","0","0","0","0","0","0","0"
"254985","6","186","0","0","0","0","0","0","0"
"254986","6","187","0","0","0","0","0","0","0"
"254987","6","188","0","0","0","0","0","0","0"
"254988","6","189","0","0","0","0","0","0","0"
"254989","6","190","0","0","0","0","0","0","0"
"254990","6","191","0","0","0","0","0","0","0"
"254991","6","192","0","0","0","0","0","0","0"
"254992","6","193","0","0","0","0","0","0","0"
"254993","6","194","0","0","0","0","0","0","0"
"254994","6","195","0","0","0","0","0","0","0"
"254995","6","196","0","0","0","0","0","0","0"
"600016","1","1980000","0","0","0","0","0","0","0"
"600017","2","1980000","0","0","0","0","0","0","0"
"600019","1","1990000","0","0","0","0","0","0","0"
"101010","5","1980000","0","0","0","0","0","0","0"
"600020","1","1240000","0","0","0","0","0","0","0"
"600021","2","1240000","0","0","0","0","0","0","0"
"600023","5","1240000","0","0","0","0","0","0","0"
"600024","5","1240000","0","0","0","0","0","0","0"
"601001","6","197","0","0","0","0","0","0","0"
"601002","6","198","0","0","0","0","0","0","0"
"601003","6","199","0","0","0","0","0","0","0"
"601004","6","200","0","0","0","0","0","0","0"
"601006","6","201","0","0","0","0","0","0","0"
"601007","6","202","0","0","0","0","0","0","0"
"601008","6","203","0","0","0","0","0","0","0"
"601009","6","204","0","0","0","0","0","0","0"
"601014","6","205","0","0","0","0","0","0","0"
"601015","6","206","0","0","0","0","0","0","0"
"601016","6","207","0","0","0","0","0","0","0"
"601017","6","208","0","0","0","0","0","0","0"
"601019","6","209","0","0","0","0","0","0","0"
"601020","6","210","0","0","0","0","0","0","0"
"601021","6","211","0","0","0","0","0","0","0"
"601022","6","212","0","0","0","0","0","0","0"
"601024","6","213","0","0","0","0","0","0","0"
"601025","6","214","0","0","0","0","0","0","0"
"601026","6","215","0","0","0","0","0","0","0"
"601027","6","216","0","0","0","0","0","0","0"
"601029","6","217","0","0","0","0","0","0","0"
"601030","6","218","0","0","0","0","0","0","0"
"601031","6","219","0","0","0","0","0","0","0"
"601032","6","220","0","0","0","0","0","0","0"
"601033","6","221","0","0","0","0","0","0","0"
"601034","6","222","0","0","0","0","0","0","0"
"601035","6","223","0","0","0","0","0","0","0"
"601036","6","224","0","0","0","0","0","0","0"
"601037","6","225","0","0","0","0","0","0","0"
"601038","6","226","0","0","0","0","0","0","0"
"601039","6","227","0","0","0","0","0","0","0"
"601040","6","228","0","0","0","0","0","0","0"
"601045","6","229","0","0","0","0","0","0","0"
"601046","6","230","0","0","0","0","0","0","0"
"601047","6","231","0","0","0","0","0","0","0"
"601048","6","232","0","0","0","0","0","0","0"
"601050","6","233","0","0","0","0","0","0","0"
"601051","6","234","0","0","0","0","0","0","0"
"601052","6","235","0","0","0","0","0","0","0"
"601053","6","236","0","0","0","0","0","0","0"
"601055","6","237","0","0","0","0","0","0","0"
"601056","6","238","0","0","0","0","0","0","0"
"601057","6","239","0","0","0","0","0","0","0"
"601058","6","240","0","0","0","0","0","0","0"
"601060","6","241","0","0","0","0","0","0","0"
"601061","6","242","0","0","0","0","0","0","0"
"601062","6","243","0","0","0","0","0","0","0"
"601063","6","244","0","0","0","0","0","0","0"
"601064","6","245","0","0","0","0","0","0","0"
"601065","6","246","0","0","0","0","0","0","0"
"601066","6","247","0","0","0","0","0","0","0"
"601067","6","248","0","0","0","0","0","0","0"
"601068","6","249","0","0","0","0","0","0","0"
"601069","6","250","0","0","0","0","0","0","0"
"601070","6","251","0","0","0","0","0","0","0"
"601071","6","252","0","0","0","0","0","0","0"
"601081","6","253","0","0","0","0","0","0","0"
"601082","6","254","0","0","0","0","0","0","0"
"601083","6","255","0","0","0","0","0","0","0"
"601084","6","256","0","0","0","0","0","0","0"
"601086","6","257","0","0","0","0","0","0","0"
"601087","6","258","0","0","0","0","0","0","0"
"601088","6","259","0","0","0","0","0","0","0"
"601089","6","260","0","0","0","0","0","0","0"
"601091","6","261","0","0","0","0","0","0","0"
"601092","6","262","0","0","0","0","0","0","0"
"601093","6","263","0","0","0","0","0","0","0"
"601094","6","264","0","0","0","0","0","0","0"
"601096","6","265","0","0","0","0","0","0","0"
"601097","6","266","0","0","0","0","0","0","0"
"601098","6","267","0","0","0","0","0","0","0"
"601099","6","268","0","0","0","0","0","0","0"
"601100","6","269","0","0","0","0","0","0","0"
"601101","6","270","0","0","0","0","0","0","0"
"601102","6","271","0","0","0","0","0","0","0"
"601103","6","272","0","0","0","0","0","0","0"
"601104","6","273","0","0","0","0","0","0","0"
"601105","6","274","0","0","0","0","0","0","0"
"601106","6","275","0","0","0","0","0","0","0"
"601107","6","276","0","0","0","0","0","0","0"
"601112","6","277","0","0","0","0","0","0","0"
"601113","6","278","0","0","0","0","0","0","0"
"601114","6","279","0","0","0","0","0","0","0"
"601115","6","280","0","0","0","0","0","0","0"
"601117","6","281","0","0","0","0","0","0","0"
"601118","6","282","0","0","0","0","0","0","0"
"601119","6","283","0","0","0","0","0","0","0"
"601120","6","284","0","0","0","0","0","0","0"
"601122","6","285","0","0","0","0","0","0","0"
"601123","6","286","0","0","0","0","0","0","0"
"601124","6","287","0","0","0","0","0","0","0"
"601125","6","288","0","0","0","0","0","0","0"
"601127","6","289","0","0","0","0","0","0","0"
"601128","6","290","0","0","0","0","0","0","0"
"601129","6","291","0","0","0","0","0","0","0"
"601130","6","292","0","0","0","0","0","0","0"
"601131","6","293","0","0","0","0","0","0","0"
"601132","6","294","0","0","0","0","0","0","0"
"601133","6","295","0","0","0","0","0","0","0"
"601134","6","296","0","0","0","0","0","0","0"
"601135","6","297","0","0","0","0","0","0","0"
"601136","6","298","0","0","0","0","0","0","0"
"601137","6","299","0","0","0","0","0","0","0"
"601138","6","300","0","0","0","0","0","0","0"
"601143","6","301","0","0","0","0","0","0","0"
"601144","6","302","0","0","0","0","0","0","0"
"601145","6","303","0","0","0","0","0","0","0"
"601146","6","304","0","0","0","0","0","0","0"
"601148","6","305","0","0","0","0","0","0","0"
"601149","6","306","0","0","0","0","0","0","0"
"601150","6","307","0","0","0","0","0","0","0"
"601152","6","308","0","0","0","0","0","0","0"
"601153","6","309","0","0","0","0","0","0","0"
"601154","6","310","0","0","0","0","0","0","0"
"601155","6","311","0","0","0","0","0","0","0"
"601156","6","312","0","0","0","0","0","0","0"
"601157","6","313","0","0","0","0","0","0","0"
"601158","6","314","0","0","0","0","0","0","0"
"601159","6","315","0","0","0","0","0","0","0"
"601161","6","316","0","0","0","0","0","0","0"
"601162","6","317","0","0","0","0","0","0","0"
"601163","6","318","0","0","0","0","0","0","0"
"601164","6","319","0","0","0","0","0","0","0"
"601165","6","320","0","0","0","0","0","0","0"
"601166","6","321","0","0","0","0","0","0","0"
"601167","6","322","0","0","0","0","0","0","0"
"601168","6","323","0","0","0","0","0","0","0"
"601170","6","324","0","0","0","0","0","0","0"
"601171","6","325","0","0","0","0","0","0","0"
"601172","6","326","0","0","0","0","0","0","0"
"601173","6","327","0","0","0","0","0","0","0"
"601175","6","328","0","0","0","0","0","0","0"
"601176","6","329","0","0","0","0","0","0","0"
"601177","6","330","0","0","0","0","0","0","0"
"601178","6","331","0","0","0","0","0","0","0"
"601179","6","332","0","0","0","0","0","0","0"
"602000","1","1150000","0","0","0","0","0","0","0"
"602001","2","1150000","0","0","0","0","0","0","0"
"602003","5","1150000","0","0","0","0","0","0","0"
"602004","5","1150000","0","0","0","0","0","0","0"
"700001","6","400","0","0","0","0","0","0","0"
"603001","13","610102","0","0","0","0","0","0","0"
"930670","14","1712","0","0","0","0","0","0","0"
"930120","14","9030","0","0","0","0","0","0","0"
"930121","14","9031","0","0","0","0","0","0","0"
"930122","14","9032","0","0","0","0","0","0","0"
"930123","14","9033","0","0","0","0","0","0","0"
"930124","14","9034","0","0","0","0","0","0","0"
"930125","14","9035","0","0","0","0","0","0","0"
"930126","14","9036","0","0","0","0","0","0","0"
"930127","14","9037","0","0","0","0","0","0","0"
"930128","14","9038","0","0","0","0","0","0","0"
"930129","14","9039","0","0","0","0","0","0","0"
"930130","14","9040","0","0","0","0","0","0","0"
"930131","14","9100","0","0","0","0","0","0","0"
"930132","14","9200","0","0","0","0","0","0","0"
"930133","14","9029","0","0","0","0","0","0","0"
"810370","14","9101","0","0","0","0","0","0","0"
"810371","14","9102","0","0","0","0","0","0","0"
"810372","14","9103","0","0","0","0","0","0","0"
"810373","14","9104","0","0","0","0","0","0","0"
"810374","14","9105","0","0","0","0","0","0","0"
"810375","14","9106","0","0","0","0","0","0","0"
"810376","14","9107","0","0","0","0","0","0","0"
"810377","14","9108","0","0","0","0","0","0","0"
"810378","14","9109","0","0","0","0","0","0","0"
"810379","14","9201","0","0","0","0","0","0","0"
"810380","14","9202","0","0","0","0","0","0","0"
"810381","14","9203","0","0","0","0","0","0","0"
"810382","14","9204","0","0","0","0","0","0","0"
"810383","14","9205","0","0","0","0","0","0","0"
"810384","14","9206","0","0","0","0","0","0","0"
"810385","14","9207","0","0","0","0","0","0","0"
"810386","14","9208","0","0","0","0","0","0","0"
"810387","14","9209","0","0","0","0","0","0","0"
"810389","14","9400","0","0","0","0","0","0","0"
"810390","14","9401","0","0","0","0","0","0","0"
"810391","14","9402","0","0","0","0","0","0","0"
"810392","14","9403","0","0","0","0","0","0","0"
"810393","14","9404","0","0","0","0","0","0","0"
"810395","14","9405","0","0","0","0","0","0","0"
"810396","14","9406","0","0","0","0","0","0","0"
"810397","14","9407","0","0","0","0","0","0","0"
"810398","14","9408","0","0","0","0","0","0","0"
"810399","14","9409","0","0","0","0","0","0","0"
"810401","14","9410","0","0","0","0","0","0","0"
"810402","14","9411","0","0","0","0","0","0","0"
"810403","14","9412","0","0","0","0","0","0","0"
"810404","14","9413","0","0","0","0","0","0","0"
"810405","14","9414","0","0","0","0","0","0","0"
"810407","14","9415","0","0","0","0","0","0","0"
"810408","14","9416","0","0","0","0","0","0","0"
"810409","14","9417","0","0","0","0","0","0","0"
"810410","14","9418","0","0","0","0","0","0","0"
"810411","14","9419","0","0","0","0","0","0","0"
"810412","14","9300","0","0","0","0","0","0","0"
"810413","14","9301","0","0","0","0","0","0","0"
"810414","14","9302","0","0","0","0","0","0","0"
"810415","14","9303","0","0","0","0","0","0","0"
"810416","14","9304","0","0","0","0","0","0","0"
"810417","14","9305","0","0","0","0","0","0","0"
"810418","14","9306","0","0","0","0","0","0","0"
"810419","14","9307","0","0","0","0","0","0","0"
"810420","14","9308","0","0","0","0","0","0","0"
"810422","6","706","0","0","0","0","0","0","0"
"810423","6","707","0","0","0","0","0","0","0"
"810424","6","708","0","0","0","0","0","0","0"
"810425","6","709","0","0","0","0","0","0","0"
"810426","6","710","0","0","0","0","0","0","0"
"810428","6","711","0","0","0","0","0","0","0"
"810429","6","712","0","0","0","0","0","0","0"
"810430","6","713","0","0","0","0","0","0","0"
"810431","6","714","0","0","0","0","0","0","0"
"810433","6","715","0","0","0","0","0","0","0"
"810434","6","716","0","0","0","0","0","0","0"
"810435","6","717","0","0","0","0","0","0","0"
"810436","6","718","0","0","0","0","0","0","0"
"810437","6","719","0","0","0","0","0","0","0"
"810439","6","720","0","0","0","0","0","0","0"
"810440","6","721","0","0","0","0","0","0","0"
"810441","6","722","0","0","0","0","0","0","0"
"810442","6","723","0","0","0","0","0","0","0"
"810444","6","724","0","0","0","0","0","0","0"
"810445","6","725","0","0","0","0","0","0","0"
"810446","6","726","0","0","0","0","0","0","0"
"810447","6","727","0","0","0","0","0","0","0"
"810448","6","728","0","0","0","0","0","0","0"
"810450","6","729","0","0","0","0","0","0","0"
"810451","6","730","0","0","0","0","0","0","0"
"810452","6","731","0","0","0","0","0","0","0"
"810453","6","732","0","0","0","0","0","0","0"
"810455","6","733","0","0","0","0","0","0","0"
"810456","6","734","0","0","0","0","0","0","0"
"810457","6","735","0","0","0","0","0","0","0"
"810458","6","736","0","0","0","0","0","0","0"
"810459","6","737","0","0","0","0","0","0","0"
"810461","6","738","0","0","0","0","0","0","0"
"810462","6","739","0","0","0","0","0","0","0"
"810463","6","740","0","0","0","0","0","0","0"
"810464","6","741","0","0","0","0","0","0","0"
"810466","6","742","0","0","0","0","0","0","0"
"810467","6","743","0","0","0","0","0","0","0"
"810468","6","744","0","0","0","0","0","0","0"
"810469","6","745","0","0","0","0","0","0","0"
"810470","6","746","0","0","0","0","0","0","0"
"810472","6","747","0","0","0","0","0","0","0"
"810473","6","748","0","0","0","0","0","0","0"
"810474","6","749","0","0","0","0","0","0","0"
"810475","6","750","0","0","0","0","0","0","0"
"810477","6","751","0","0","0","0","0","0","0"
"810478","6","752","0","0","0","0","0","0","0"
"810479","6","753","0","0","0","0","0","0","0"
"810480","6","754","0","0","0","0","0","0","0"
"810481","6","755","0","0","0","0","0","0","0"
"810483","6","756","0","0","0","0","0","0","0"
"810484","6","757","0","0","0","0","0","0","0"
"810485","6","758","0","0","0","0","0","0","0"
"810486","6","759","0","0","0","0","0","0","0"
"810488","6","760","0","0","0","0","0","0","0"
"810489","6","761","0","0","0","0","0","0","0"
"810490","6","762","0","0","0","0","0","0","0"
"810491","6","763","0","0","0","0","0","0","0"
"810492","6","764","0","0","0","0","0","0","0"
"810494","6","765","0","0","0","0","0","0","0"
"810495","6","766","0","0","0","0","0","0","0"
"810496","6","767","0","0","0","0","0","0","0"
"810497","6","768","0","0","0","0","0","0","0"
"810499","6","769","0","0","0","0","0","0","0"
"810500","6","770","0","0","0","0","0","0","0"
"810501","6","771","0","0","0","0","0","0","0"
"810502","6","772","0","0","0","0","0","0","0"
"810503","6","773","0","0","0","0","0","0","0"
"810505","6","774","0","0","0","0","0","0","0"
"810506","6","775","0","0","0","0","0","0","0"
"810507","6","776","0","0","0","0","0","0","0"
"810508","6","777","0","0","0","0","0","0","0"
"810509","6","778","0","0","0","0","0","0","0"
"810510","6","779","0","0","0","0","0","0","0"
"810512","6","780","0","0","0","0","0","0","0"
"810513","6","781","0","0","0","0","0","0","0"
"810514","6","782","0","0","0","0","0","0","0"
"810515","6","783","0","0","0","0","0","0","0"
"810516","6","784","0","0","0","0","0","0","0"
"810518","6","785","0","0","0","0","0","0","0"
"810519","6","786","0","0","0","0","0","0","0"
"810520","6","787","0","0","0","0","0","0","0"
"810521","6","788","0","0","0","0","0","0","0"
"810522","6","789","0","0","0","0","0","0","0"
"810523","6","790","0","0","0","0","0","0","0"
"810525","6","791","0","0","0","0","0","0","0"
"810526","6","792","0","0","0","0","0","0","0"
"810527","6","793","0","0","0","0","0","0","0"
"810528","6","794","0","0","0","0","0","0","0"
"810529","6","795","0","0","0","0","0","0","0"
"810531","6","796","0","0","0","0","0","0","0"
"810532","6","797","0","0","0","0","0","0","0"
"810533","6","798","0","0","0","0","0","0","0"
"810534","6","799","0","0","0","0","0","0","0"
"810535","6","800","0","0","0","0","0","0","0"
"810536","6","801","0","0","0","0","0","0","0"
"810538","6","802","0","0","0","0","0","0","0"
"810539","6","803","0","0","0","0","0","0","0"
"810540","6","804","0","0","0","0","0","0","0"
"810541","6","805","0","0","0","0","0","0","0"
"810542","6","806","0","0","0","0","0","0","0"
"810544","6","807","0","0","0","0","0","0","0"
"810545","6","808","0","0","0","0","0","0","0"
"810546","6","809","0","0","0","0","0","0","0"
"810547","6","810","0","0","0","0","0","0","0"
"810548","6","811","0","0","0","0","0","0","0"
"810549","6","812","0","0","0","0","0","0","0"
"810611","6","866","0","0","0","0","0","0","0"
"810617","6","861","0","0","0","0","0","0","0"
"810622","14","1713","0","0","0","0","0","0","0"
"810623","14","1714","0","0","0","0","0","0","0"
"810670","6","900","0","0","0","0","0","0","0"
"810671","6","901","0","0","0","0","0","0","0"
"810672","6","902","0","0","0","0","0","0","0"
"810673","6","903","0","0","0","0","0","0","0"
"810674","6","904","0","0","0","0","0","0","0"
"810631","6","905","0","0","0","0","0","0","0"
"810632","6","906","0","0","0","0","0","0","0"
"810633","6","907","0","0","0","0","0","0","0"
"810634","6","908","0","0","0","0","0","0","0"
"810636","6","909","0","0","0","0","0","0","0"
"810637","6","910","0","0","0","0","0","0","0"
"810638","6","911","0","0","0","0","0","0","0"
"810639","6","912","0","0","0","0","0","0","0"
"810641","6","913","0","0","0","0","0","0","0"
"810642","6","914","0","0","0","0","0","0","0"
"810643","6","915","0","0","0","0","0","0","0"
"810644","6","916","0","0","0","0","0","0","0"
"810646","6","917","0","0","0","0","0","0","0"
"810647","6","918","0","0","0","0","0","0","0"
"810648","6","919","0","0","0","0","0","0","0"
"810649","6","920","0","0","0","0","0","0","0"
"810651","6","921","0","0","0","0","0","0","0"
"810652","6","922","0","0","0","0","0","0","0"
"810653","6","923","0","0","0","0","0","0","0"
"810654","6","924","0","0","0","0","0","0","0"
"810656","6","925","0","0","0","0","0","0","0"
"810657","6","926","0","0","0","0","0","0","0"
"810658","6","927","0","0","0","0","0","0","0"
"810659","6","928","0","0","0","0","0","0","0"
"810661","6","929","0","0","0","0","0","0","0"
"810662","6","930","0","0","0","0","0","0","0"
"810663","6","931","0","0","0","0","0","0","0"
"810664","6","932","0","0","0","0","0","0","0"
"810666","6","933","0","0","0","0","0","0","0"
"810667","6","934","0","0","0","0","0","0","0"
"810668","6","935","0","0","0","0","0","0","0"
"810669","6","936","0","0","0","0","0","0","0"
