"称谓id","聊天可见","有效时间","称谓名","category","buff","species","description","fontcolor","获得方式","头像特效","称谓特效"
"212","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"213","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"214","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"215","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"216","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"217","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"218","false","-1","宠物时装","宠物时装","0","","宠物时装","255,7,216,206","宠物时装","0",""
"219","false","36000","追梦西游2","掉落称谓","509765","","称谓属性：物品、金币、经验双倍掉落。(持续10个小时)","255,7,216,206","月卡福利","0",""
"220","false","36000","三倍掉落称谓","暂时不放","509766","","使用后掉落物品、经验、金币增加3倍","255,7,216,206","月卡赠送","0",""
"221","false","36000","四倍掉落称谓","暂时不放","509767","","使用后掉落物品、经验、金币增加4倍","255,7,216,206","月卡赠送","0",""
"222","false","36000","五倍掉落称谓","暂时不放","509768","","使用后掉落物品、经验、金币增加5倍","255,7,216,206","月卡赠送","0",""
"223","false","36000","十倍掉落称谓","暂时不放","509769","","使用后掉落物品、经验、金币增加10倍","255,7,216,206","月卡赠送","0",""
"300","false","-1","梦幻•神羊使者","神羊使者","540201","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级神羊后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"301","false","-1","梦幻•泡泡使者","泡泡使者","540202","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级泡泡后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"302","false","-1","梦幻•九色鹿使者","九色鹿使者","540203","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级九色鹿后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"303","false","-1","梦幻•大熊猫使者","大熊猫使者","540204","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级大熊猫后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"304","false","-1","梦幻•神鸡使者","神鸡使者","540205","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级神鸡后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"305","false","-1","梦幻•神猴使者","神猴使者","540206","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级神猴后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"306","false","-1","梦幻•赤焰兽使者","赤焰兽使者","540207","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级赤焰兽后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"307","false","-1","梦幻•神龙使者","神龙使者","540208","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""拥有一只超级神龙后，在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"308","false","-1","梦幻•炼妖大师","炼妖大师","540209","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成成就后在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"309","false","-1","梦幻•神宠拥有者","神宠拥有者","540210","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成成就后在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"310","false","-1","梦幻•谨遵师嘱","谨遵师嘱","540211","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"311","false","-1","梦幻•强盗克星","强盗克星","540212","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"312","false","-1","梦幻•智慧过人","智慧过人","540213","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"313","false","-1","梦幻•运镖之王","运镖之王","540214","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"314","false","-1","梦幻•中流砥柱","中流砥柱","540215","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"315","false","-1","梦幻•钟馗在世","钟馗在世","540216","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"316","false","-1","梦幻•乐于助人","乐于助人","540217","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"317","false","-1","梦幻•锻造达人","锻造达人","540218","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +5"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成特殊成就后获得。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"318","false","-1","梦幻•全身十三段","全身十三段","540219","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +10"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""完成成就后在成就界面领取。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","成就获得","0",""
"319","TRUE","86400","精锐组•三界排行榜第一","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,255,0,0","自动发放","0",""
"320","TRUE","86400","精锐组•三界排行榜第二","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,50,9,219","自动发放","0",""
"321","TRUE","86400","精锐组•三界排行榜第三","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","自动发放","0",""
"322","TRUE","86400","勇武组•三界排行榜第一","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,255,0,0","自动发放","0",""
"323","TRUE","86400","勇武组•三界排行榜第二","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,50,9,219","自动发放","0",""
"324","TRUE","86400","勇武组•三界排行榜第三","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","自动发放","0",""
"325","TRUE","86400","神威组•三界排行榜第一","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,255,0,0","自动发放","0",""
"326","TRUE","86400","神威组•三界排行榜第二","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,50,9,219","自动发放","0",""
"327","TRUE","86400","神威组•三界排行榜第三","排行榜称谓","0","","<T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""排行榜前三名每天24:00自动发放。"" c=""ff553923"" f=""simhei-11""></T>","255,7,216,206","自动发放","0",""
"705","false","604800","自动挂机7天","挂机称号","0","","自动挂机7天使用权限","255,171,72,234 ","副本挑战","0",""
"706","false","2592000","自动挂机30天","挂机称号","0","","自动挂机30天使用权限","255,171,72,234 ","副本挑战","0",""
"707","false","-1","自动挂机永久","挂机称号","0","","自动挂机永久使用权限","255,171,72,234 ","副本挑战","0",""
"708","false","600","自动挂机10分钟体验","挂机称号","0","","自动挂机10分钟体验","255,171,72,234 ","副本挑战","0",""
"709","false","-1","尊贵的离线队长365天","挂机称号","0","","永久使用权限","255,171,72,234 ","副本挑战","0",""
"710","false","604800","尊贵的离线队长7天","挂机称号","0","","7天使用权限","255,171,72,234 ","副本挑战","0",""
"711","false","86400","自动挂机1天","挂机称号","0","","自动挂机1天使用权限","255,171,72,234 ","副本挑战","0",""
"712","false","-1","跟我皮","坐骑称号","540220","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12124"
"713","false","-1","食屎呀你","坐骑称号","540221","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12125"
"714","false","-1","东莞动手","坐骑称号","540222","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12126"
"715","false","-1","我命由我不由天","坐骑称号","540223","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12127"
"716","false","-1","你简直比无法无天","坐骑称号","540224","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12128"
"717","false","-1","所谓富贵险中求","坐骑称号","540225","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12129"
"718","false","-1","要兄弟还是要黄金","坐骑称号","540226","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12130"
"719","false","-1","我没做大哥很久了","坐骑称号","540227","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12131"
"720","false","-1","衣冠不整不许入内","坐骑称号","540228","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12132"
"721","false","-1","出来混要说话算话","坐骑称号","540229","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12133"
"722","false","-1","铜锣湾只有一个浩南","坐骑称号","540230","","<T t=""称谓属性："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""物理伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术伤害 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""物理防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><T t=""、"" c=""ff553923"" f=""simhei-11""></T><T t=""法术防御 +100"" c=""FF8C5E2A"" f=""simhei-11""></T><B></B><T t=""称谓获取方式："" c=""ff553923"" f=""simhei-11""></T><B></B><T t=""坐骑商城礼包获得称谓"" c=""ff553923"" f=""simhei-11""></T>","255,220,20,60","特殊称谓","0","12134"
