"ID","礼包名称","道具1","道具1是否绑定","道具2","道具2是否绑定","道具3","道具3是否绑定","道具4","道具4是否绑定","道具5","道具5是否绑定","道具6","道具6是否绑定","道具7","道具7是否绑定","道具8","道具8是否绑定","道具9","道具9是否绑定","道具10","道具10是否绑定","道具11","道具11是否绑定","道具12","道具12是否绑定","道具13","道具13是否绑定","道具14","道具14是否绑定","道具15","道具15是否绑定","道具16","道具16是否绑定","道具17","道具17是否绑定","道具18","道具18是否绑定","道具19","道具19是否绑定","道具20","道具20是否绑定","道具21","道具21是否绑定","道具22","道具22是否绑定","道具23","道具23是否绑定","道具24","道具24是否绑定","道具25","道具25是否绑定","道具26","道具26是否绑定","道具27","道具27是否绑定","道具28","道具28是否绑定","道具29","道具29是否绑定","道具30","道具30是否绑定","道具31","道具31是否绑定","道具32","道具32是否绑定","道具33","道具33是否绑定","道具34","道具34是否绑定","道具35","道具35是否绑定","道具36","道具36是否绑定","道具37","道具37是否绑定","道具38","道具38是否绑定","道具39","道具39是否绑定","道具40","道具40是否绑定","道具41","道具41是否绑定","道具42","道具42是否绑定","道具43","道具43是否绑定","道具44","道具44是否绑定","道具45","道具45是否绑定","道具46","道具46是否绑定","道具47","道具47是否绑定","道具总数量"
"740002","锻造自选•120级","351201","1","351202","1","351203","1","351204","1","351205","1","351206","1","351207","1","351208","1","351209","1","351210","1","351211","1","351212","1","351213","1","351214","1","351215","1","351216","1","351217","1","351218","1","351219","1","351220","1","351221","1","351222","1","351223","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"740003","锻造自选•130级","351301","1","351302","1","351303","1","351304","1","351305","1","351306","1","351307","1","351308","1","351309","1","351310","1","351311","1","351312","1","351313","1","351314","1","351315","1","351316","1","351317","1","351318","1","351319","1","351320","1","351321","1","351322","1","351323","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"740004","锻造自选•140级","351401","1","351402","1","351403","1","351404","1","351405","1","351406","1","351407","1","351408","1","351409","1","351410","1","351411","1","351412","1","351413","1","351414","1","351415","1","351416","1","351417","1","351418","1","351419","1","351420","1","351421","1","351422","1","351423","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"740005","锻造自选•150级","351501","1","351502","1","351503","1","351504","1","351505","1","351506","1","351507","1","351508","1","351509","1","351510","1","351511","1","351512","1","351513","1","351514","1","351515","1","351516","1","351517","1","351518","1","351519","1","351520","1","351521","1","351522","1","351523","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"740006","锻造自选•160级","351601","1","351602","1","351603","1","351604","1","351605","1","351606","1","351607","1","351608","1","351609","1","351610","1","351611","1","351612","1","351613","1","351614","1","351615","1","351616","1","351617","1","351618","1","351619","1","351620","1","351621","1","351622","1","351623","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"927050","专属门派法宝自选礼包","805000","1","805001","1","805002","1","805003","1","805004","1","805005","1","805006","1","805007","1","805008","1","805009","1","805010","1","805011","1","805012","1","805013","1","805014","1","805015","1","805016","1","805017","1","805018","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"922006","15级宝石自选礼包","35127","0","35128","0","35129","0","35130","0","35131","0","35132","0","35133","0","35134","0","35135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"922007","10级宝珠自选礼包","35460","0","35485","0","35510","0","35535","0","35560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"924001","测试装备","9000101","0","9000220","0","9000221","0","9000322","0","9000323","0","9000424","0","9000525","0","9000626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"924002","测试法宝","700110","0","700210","0","700310","0","700410","0","700510","0","700610","0","700710","0","800110","0","800210","0","800310","0","800410","0","800510","0","800610","0","800710","0","800810","0","800910","0","801010","0","802010","0","803010","0","804010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"924003","测试星印","9050101","0","9050102","0","9050103","0","9050104","0","9050105","0","9050106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"924004","测试戒指","9050107","0","9050109","0","9050111","0","9050113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
