"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","对应宠物技能","恢复宠物忠诚度","增加宠物经验","增加宠物寿命","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"311094","49","死亡召唤","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""攻击时有25%概率使敌人附加死亡禁锢效果，效果持续4回合。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207013","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","死亡召唤","","","",""
"311095","49","善恶有报","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""攻击时有一定概率给予对手造成双倍的伤害或恢复一定气血。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207014","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","善恶有报","","","",""
"311096","49","上古灵符","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""上古时代的神秘单体法术，触发法术连击时不会降低伤害。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207015","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","上古灵符","","","",""
"311097","49","法术防御","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""极强的法术防御技能。可以防御魔法攻击，减少魔法伤害结果50%，持续回合数为4，只允许对自身使用。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207016","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","法术防御","","","",""
"311098","49","惩戒","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""物理攻击时额外附加一定伤害结果。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207019","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","惩戒","","","",""
"311099","49","冰火无常","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""神秘天使的单体法术，攻击时有较大概率造成2倍伤害，有较小概率给对方回复一定气血，打书或者合宠与焚炎有冲突。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207217","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","冰火无常","","","",""
"311100","49","天使降临","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""灵仙子专属技能，当收到伤害死亡，46%几率复活与其他神佑或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207218","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","天使降临","","","",""
"311101","49","霸天护体","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""彩虹之佑（霸天熊猫专属技能，当收到伤害死亡，46%几率复活与其他神佑或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207219","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","霸天护体","","","",""
"311102","49","镜花水月","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""彩虹之佑（狐一刀专属技能，当收到伤害死亡，46%几率复活与其他神佑或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207220","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","镜花水月","","","",""
"311103","49","超级善恶","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""狐一刀的专属技能，攻击时90%概率给予对手造成双倍的伤害10%恢复一定气血。与普通善恶冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207221","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","超级善恶","","","",""
"311104","49","超级壁垒","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""霸天熊猫的专属技能附加等级*6的物理伤害结果，不可被防御和保护。与壁垒技能冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207222","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","超级壁垒","","","",""
"311105","49","双生意志","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""灵仙子专属技能，法术攻击时暴击概率增加45%。不能与高级法术暴击或者法术暴击之类的效果叠加"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207223","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","双生意志","","","",""
"311106","49","熊猫战意","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","<T t=""，霸天熊猫专属技能，大幅度提升物理攻击45%暴击率，与物理暴击类的技能效果不能叠加。打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207224","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","熊猫战意","","","",""
"311107","49","狐狐生威","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","<T t=""狐一刀专属技能，大幅度提升物理攻击45%暴击率，与物理暴击类的技能不能叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207225","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","狐狐生威","","","",""
"311108","49","死亡之瞳","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""灵仙子的专属技能，对敌人的法术伤害结果提高40%。与提高法术伤害结果的技能效果不能叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207226","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","死亡之瞳","","","",""
"311109","49","狂暴熊猫","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""霸天熊猫专属技能，物理攻击不会受到反击和反震，并提高20%的物理伤害结果。与偷袭类的技能效果不能叠加，不能跟高级强力或者低级强力打书有冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207227","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","狂暴熊猫","","","",""
"311110","49","狐之风灵","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""狐一刀专属技能，自身速度增加30%。与敏捷类的技能效果不能叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207228","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","狐之风灵","","","",""
"311111","49","虎啸生风","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","<T t=""虎力大仙专属技能，大幅度提高物理攻击40%的暴击率，与物理暴击类的技能效果不能叠加。打书冲突。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207229","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","虎啸生风","","","",""
"311112","49","虎啸山林","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","<T t=""小量提升自身物理暴击率，该技能与高级必杀，必杀不冲突。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207230","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","虎啸山林","","","",""
"311113","49","虎背熊腰","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""虎力大仙专属技能，当收到伤害死亡，45%几率复活与其他神佑或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207231","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","虎背熊腰","","","",""
"311114","49","龙腾虎跃","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""虎力大仙专属技能，普通物理攻击时有55%概率对目标周围的两个敌方单位造成溅射伤害，溅射伤害为主体伤害的50%。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207232","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","龙腾虎跃","","","",""
"311115","49","汤圆怒吼","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""汤圆的专属技能，法术攻击时暴击概率增加40%。不能与高级法术暴击或者法术暴击类效果叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207233","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","汤圆怒吼","","","",""
"311116","49","火上浇油","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""法术攻击时，有45％的概率追加一次攻击，伤害时第一次的70％，与高级法术连击或者法术连击类效果不能叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207234","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","火上浇油","","","",""
"311117","49","拳拳到肉","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""汤圆的专属技能，对敌人的法术伤害结果提升32%，与高级魔之心，魔之心类技能效果不能叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207235","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","拳拳到肉","","","",""
"311118","49","枯木逢春","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""汤圆专属技能，当收到伤害死亡，45%几率复活与其他神佑或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207236","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","枯木逢春","","","",""
"311119","49","乘胜追击","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""恶魔泡泡专属技能，物理攻击并击败对方，则对敌方气血最低的单位造成追击，造成100%的物理伤害结果.乘胜追击跟聚电冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207237","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","乘胜追击","","","",""
"311120","49","给你俩叉","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","<T t=""恶魔泡泡的专属技能，普通物理攻击时，有60%概率连续攻击目标一次，但伤害结果降低百分之10，效果不能与连击跟高级连击类技能叠加。打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207238","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","给你俩叉","","","",""
"311121","49","当头一叉","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","999","0","0","5000000","<T t=""恶魔泡泡专属技能，大幅度提高物理攻击30%的暴击率，效果不能与必杀或者高级必杀物理暴击类技能叠加。打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207239","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","当头一叉","","","",""
"311122","49","恶魔重生","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","999","0","60","5000000","<T t=""恶魔泡泡专属技能，当收到伤害死亡，40%几率复活与神佑复生或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207240","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","恶魔重生","","","",""
"311123","49","三羊开泰","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""源于上古的秘法，施展群体法术攻击，同时消耗目标的魔法值，在非玩家对战中还可以将对方损失的魔法值汲取给主人使用。初始攻击两个目标，宠物60级可攻击三个目标。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207200","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","三羊开泰","","","",""
"311124","49","洞察","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""使用物理攻击临时提升“目标物理防御-目标物理攻击”的物理攻击，最少附加10点（PVE对怪物最少附加自身等级*2点），最多附加自身等级*4点。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207201","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","洞察","","","",""
"311125","49","鹿影生花","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""源于神秘敦煌的群体法术，可攻击三个目标。30%触发三段式攻击，伤害分别是30%，50%，80%(此技能无法触发法术连击)"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207202","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","鹿影生花","","","",""
"311126","49","破竹","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""对敌方进行物理攻击，概率触发连续破竹攻击(伤害逐步降低)"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207203","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","破竹","","","",""
"311127","49","风舞","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""对敌方进行物理攻击，概率对敌方气血最低的两个目标进行攻击"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207204","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","风舞","","","",""
"311128","49","捞月","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""对敌方进行两次物理攻击，第二次伤害为70%"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207205","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","捞月","","","",""
"311129","49","八凶法阵","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""远古时代的神秘群体法术，初始可同时攻击两个目标，达到60级后可同时攻击三个目标，有一定概率引燃敌方单位，处于引燃状态的目标降低10%法术防御并且每回合结束时扣除一定气血值。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207206","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","八凶法阵","","","",""
"311130","49","龙威九霄","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""龙威九霄，龙族的神秘法术，初始攻击两个目标，60级攻击三个目标。发动时有30%触发法术暴击，并吸取首个目标所掉气血的20%"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207207","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","龙威九霄","","","",""
"311131","49","当头一棒","ff6ddcf6","5","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""大圣的专属，攻击时对三个目标造成2倍伤害"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207241","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","当头一棒","","","",""
"311132","49","真假大圣","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""大圣专属技能，当收到伤害死亡，50%几率复活与其他神佑或鬼魂术之类效果同时存在时，这个技能失效，（合宠时与神佑类技能产生冲突）。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207242","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","真假大圣","","","",""
"311133","49","魔由心生","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""大圣专属技能，法术攻击时暴击概率增加50%。不能与高级法术暴击或者法术暴击之类的效果叠加"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207243","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","魔由心生","","","",""
"311134","49","战神姿态","ff6ddcf6","5","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""大圣的专属技能，对敌人的法术伤害结果提高50%。与提高法术伤害结果的技能效果不能叠加，打书冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207244","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","战神姿态","","","",""
"311135","49","蚩尤分身","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""蚩尤分身所创，物理同时攻击多人。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207249","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","蚩尤分身","","","",""
"311136","49","茁壮成长","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""召唤兽提升25%最大生命值"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207250","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","茁壮成长","","","",""
"311137","49","净台妙谛","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""提升自身气血上限30％，该技能与强壮高级强壮不冲突"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207251","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","净台妙谛","","","",""
"311138","49","诸天正法（物）","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""诸法实象，力破万障，增强自身攻击力*0.4"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207252","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","诸天正法","","","",""
"311139","49","五行八卦掌","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""单体物理攻击技能，发动时对敌方单位造成大量伤害"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207253","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","五行八卦掌","","","",""
"311140","49","诸地正法（法）","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""诸法实象，法破万障，增强自身法术伤害*0.8"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207254","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","诸天正法","","","",""
"311141","49","虎虎生威","ff6ddcf6","4","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""普通物理攻击时，有30%概率追加1次攻击。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207255","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","","1","","诸天正法","","","",""
"311142","49","特性•瞬击","ff6ddcf6","3","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","战斗中召唤出场时对敌方气血最低的目标进行攻击，触发概率为100%，但伤害结果仅为正常伤害的70%‌。
","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","208131","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","特性•瞬击","","","",""
"311143","49","特性•瞬法","ff6ddcf6","3","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","入场时对敌方目标进行释放一次四大元素小法或者大法技能，只会触发一次自身拥有的主动法术技能。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","208132","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","特性•瞬法","","","",""
"311144","49","高级遗志","ff6ddcf6","3","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""当宠物被替换出场时，遗志技能会增加替换宠物15%的物理和法术伤害，持续5回合‌
"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","208133","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","特性•逆境","","","",""
"311145","49","蛮力","ff6ddcf6","4","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""提升物理攻击对目标的伤害，自身伤害越高提升越多。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207259","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","蛮力","","","",""
"311146","49","隐遁","ff6ddcf6","3","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","进场时，自动进入隐身状态，隐身状态下自身物理攻击不会降低，不可使用法术。","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207260","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","","30","1","","隐遁","","","",""
"311147","49","水无常形","ff6ddcf6","3","739","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""神秘的单体法术，攻击时有较大概率造成1.75倍伤害，有较小概率给对方回复一定气血。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207261","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","水无常形","","","",""
"311148","49","高级协力","ff6ddcf6","4","739","本","0","1","4011","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","发动物理攻击或法术攻击时，对目标造成伤害结果增加9％","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","207262","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","高级协力","","","",""
"311149","49","无赦魔决","FFff46f0","4","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""法术攻击造成伤害时，可吸取敌人所受伤害百分之20的气血。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","211000","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","无赦魔决","","","",""
"311150","49","窃魂夺魄","FFff46f0","4","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""法术攻击敌人若自身比敌人法术伤害高则附带一部分伤害，并且吸取敌方所受伤害的百分之20气血恢复自身！若敌人有神佑效果使其无效化！"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","211001","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","窃魂夺魄","","","",""
"311151","49","审判神佑","FFff46f0","4","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""对神佑宠物攻击致死对方无法神佑！。"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","211002","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","审判神佑","","","",""
"311152","49","超级物理爆伤","FFff46f0","4","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""提升百分之20的物理爆伤！"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","211003","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","超级物理爆伤","","","",""
"311153","49","超级法术爆伤","FFff46f0","4","1289","本","0","1","4010","true","1","1","0","0","false","false","false","0","0","2","9999","0","60","5000000","<T t=""提升百分之20的法术爆伤！"" c=""fffff2df""/>","学习宠物技能","3","161506","打开宠物炼妖界面为宠物学习技能","","","","","","","211004","0","","","","false","1","","","","","","","","","","","","","","","","","","","","","","1","30","1","","超级法术爆伤","","","",""
