"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"780066","2级•慧心","2级•慧心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magiconcruel_value=0.035","","","-1","0","","","0","2级•慧心","2级•慧心","446","","","0","",""
"780067","3级•慧心","3级•慧心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magiconcruel_value=0.05","","","-1","0","","","0","3级•慧心","3级•慧心","446","","","0","",""
"780068","4级•慧心","4级•慧心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magiconcruel_value=0.065","","","-1","0","","","0","4级•慧心","4级•慧心","446","","","0","",""
"780069","5级•慧心","5级•慧心","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magiconcruel_value=0.07","","","-1","0","","","0","5级•慧心","5级•慧心","446","","","0","",""
"780070","1级•自然","1级•自然","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyoncruelrate_value=0.02","","","-1","0","","","0","1级•自然","1级•自然","447","","","0","",""
"780071","2级•自然","2级•自然","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyoncruelrate_value=0.035","","","-1","0","","","0","2级•自然","2级•自然","447","","","0","",""
"780072","3级•自然","3级•自然","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyoncruelrate_value=0.05","","","-1","0","","","0","3级•自然","3级•自然","447","","","0","",""
"780073","4级•自然","4级•自然","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyoncruelrate_value=0.065","","","-1","0","","","0","4级•自然","4级•自然","447","","","0","",""
"780074","5级•自然","5级•自然","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyoncruelrate_value=0.07","","","-1","0","","","0","5级•自然","5级•自然","447","","","0","",""
"780075","1级•舍身击","1级•舍身击","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","1级•坚甲","1级•坚甲","445","","","0","",""
"780076","2级•舍身击","2级•舍身击","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","2级•坚甲","2级•坚甲","445","","","0","",""
"780077","3级•舍身击","3级•舍身击","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","3级•坚甲","3级•坚甲","445","","","0","",""
"780078","4级•舍身击","4级•舍身击","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","4级•坚甲","4级•坚甲","445","","","0","",""
"780079","5级•舍身击","5级•舍身击","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780080","1级•生死决","1级•生死决","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","1级•坚甲","1级•坚甲","445","","","0","",""
"780081","2级•生死决","2级•生死决","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","2级•坚甲","2级•坚甲","445","","","0","",""
"780082","3级•生死决","3级•生死决","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","3级•坚甲","3级•坚甲","445","","","0","",""
"780083","4级•生死决","4级•生死决","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","4级•坚甲","4级•坚甲","445","","","0","",""
"780084","5级•生死决","5级•生死决","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780085","1级•碎甲刃","1级•碎甲刃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","1级•坚甲","1级•坚甲","445","","","0","",""
"780086","2级•碎甲刃","2级•碎甲刃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","2级•坚甲","2级•坚甲","445","","","0","",""
"780087","3级•碎甲刃","3级•碎甲刃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","3级•坚甲","3级•坚甲","445","","","0","",""
"780088","4级•碎甲刃","4级•碎甲刃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","4级•坚甲","4级•坚甲","445","","","0","",""
"780089","5级•碎甲刃","5级•碎甲刃","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780090","1级•摧心浪","1级•摧心浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","1级•坚甲","1级•坚甲","445","","","0","",""
"780091","2级•摧心浪","2级•摧心浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","2级•坚甲","2级•坚甲","445","","","0","",""
"780092","3级•摧心浪","3级•摧心浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","3级•坚甲","3级•坚甲","445","","","0","",""
"780093","4级•摧心浪","4级•摧心浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","4级•坚甲","4级•坚甲","445","","","0","",""
"780094","5级•摧心浪","5级•摧心浪","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780095","1级•双星爆","1级•双星爆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780096","2级•双星爆","2级•双星爆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780097","3级•双星爆","3级•双星爆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780098","4级•双星爆","4级•双星爆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780099","5级•双星爆","5级•双星爆","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780100","1级•通灵法","1级•通灵法","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780101","2级•通灵法","2级•通灵法","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780102","3级•通灵法","3级•通灵法","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780103","4级•通灵法","4级•通灵法","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780104","5级•通灵法","5级•通灵法","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780105","1级•玄武驱","1级•玄武驱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780106","2级•玄武驱","2级•玄武驱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780107","3级•玄武驱","3级•玄武驱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780108","4级•玄武驱","4级•玄武驱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780109","5级•玄武驱","5级•玄武驱","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780110","1级•腾挪劲","1级•腾挪劲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780111","2级•腾挪劲","2级•腾挪劲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780112","3级•腾挪劲","3级•腾挪劲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780113","4级•腾挪劲","4级•腾挪劲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780114","5级•腾挪劲","5级•腾挪劲","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780115","1级•龙魂玉","1级•龙魂玉","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780116","2级•龙魂玉","2级•龙魂玉","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780117","3级•龙魂玉","3级•龙魂玉","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780118","4级•龙魂玉","4级•龙魂玉","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"780119","5级•龙魂玉","5级•龙魂玉","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","","","","-1","0","","","0","5级•坚甲","5级•坚甲","445","","","0","",""
"541000","宠物专属内丹","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","宠物技能被动","","","","","","",""
"541001","鲛将军内丹","鲛将军内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","鲛将军内丹","鲛将军内丹","436","","","0","",""
"541002","蚌仙子内丹","蚌仙子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","蚌仙子内丹","1189","","","0","",""
"541003","龙女内丹","龙女内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","龙女内丹","1189","","","0","",""
"541004","千年僵尸内丹","千年僵尸内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","千年僵尸内丹","1189","","","0","",""
"541005","孤魂野鬼内丹","孤魂野鬼内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","孤魂野鬼内丹","1189","","","0","",""
"541006","忘川童子内丹","忘川童子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;speed_value=300;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","忘川童子内丹","1189","","","0","",""
"541007","吸血鬼内丹","吸血鬼内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","吸血鬼内丹","1189","","","0","",""
"541008","蜃蛇内丹","蜃蛇内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;speed_value=300;defend_value=500","","","-1","0","","","0","减少自身速度的11%。","蜃蛇内丹","1189","","","0","",""
"541009","夜叉内丹","夜叉内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","夜叉内丹","1189","","","0","",""
"541010","幽冥娃娃内丹","幽冥娃娃内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","幽冥娃娃内丹","1189","","","0","",""
"541011","鬼将内丹","鬼将内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","鬼将内丹","1189","","","0","",""
"541012","幽冥书生内丹","幽冥书生内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","幽冥书生内丹","1189","","","0","",""
"541013","蟠桃童子内丹","蟠桃童子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;speed_value=300;defend_value=500","","","-1","0","","","0","减少自身速度的11%。","蟠桃童子内丹","1189","","","0","",""
"541014","天兵内丹","天兵内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","天兵内丹","1189","","","0","",""
"541015","巨灵神将内丹","巨灵神将内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","巨灵神将内丹","1189","","","0","",""
"541016","珍露童子内丹","珍露童子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","珍露童子内丹","1189","","","0","",""
"541017","御风童子内丹","御风童子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","御风童子内丹","1189","","","0","",""
"541018","芙蓉仙子内丹","芙蓉仙子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","芙蓉仙子内丹","1189","","","0","",""
"541019","巡游天神内丹","巡游天神内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","巡游天神内丹","1189","","","0","",""
"541020","猴小仙内丹","猴小仙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","猴小仙内丹","1189","","","0","",""
"541021","蛟龙内丹","蛟龙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","蛟龙内丹","1189","","","0","",""
"541022","凤凰仙子内丹","凤凰仙子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;speed_value=300;defend_value=500","","","-1","0","","","0","减少自身速度的11%。","凤凰仙子内丹","1189","","","0","",""
"541023","噬天虎内丹","噬天虎内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","噬天虎内丹","1189","","","0","",""
"541024","雾中仙内丹","雾中仙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;speed_value=300;defend_value=500","","","-1","0","","","0","减少自身速度的11%。","雾中仙内丹","1189","","","0","",""
"541025","布雨神君内丹","布雨神君内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","布雨神君内丹","1189","","","0","",""
"541026","武罗仙子内丹","武罗仙子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","武罗仙子内丹","1189","","","0","",""
"541027","净瓶女娲内丹","净瓶女娲内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","净瓶女娲内丹","1189","","","0","",""
"541028","灵符女娲内丹","灵符女娲内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","灵符女娲内丹","1189","","","0","",""
"541029","律法女娲内丹","律法女娲内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","律法女娲内丹","1189","","","0","",""
"541030","羽云仙子内丹","羽云仙子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","羽云仙子内丹","1189","","","0","",""
"541031","鬼剑内丹","鬼剑内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","鬼剑内丹","1189","","","0","",""
"541032","嘲讽内丹","嘲讽内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;speed_value=300;defend_value=500","","","-1","0","","","0","减少自身速度的11%。","嘲讽内丹","1189","","","0","",""
"541033","菱心仙子内丹","菱心仙子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","菱心仙子内丹","1189","","","0","",""
"541034","大力金刚内丹","大力金刚内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","大力金刚内丹","1189","","","0","",""
"541035","龙龟内丹","龙龟内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","龙龟内丹","1189","","","0","",""
"541036","虎力大仙内丹","虎力大仙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","虎力大仙内丹","1189","","","0","",""
"541037","绘舞天女内丹","绘舞天女内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","绘舞天女内丹","1189","","","0","",""
"541038","苏摩罗内丹","苏摩罗内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","苏摩罗内丹","1189","","","0","",""
"541039","铜臂内丹","铜臂内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","铜臂内丹","1189","","","0","",""
"541040","启明星内丹","启明星内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","启明星内丹","1189","","","0","",""
"541041","元宝大王内丹","元宝大王内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","元宝大王内丹","1189","","","0","",""
"541042","超级神羊内丹","超级神羊内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicattack_value=100;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神羊内丹","1189","","","0","",""
"541043","超级泡泡内丹","超级泡泡内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phycruelrate_value=0.05;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级泡泡内丹","1189","","","0","",""
"541044","超级九色鹿内丹","超级九色鹿内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicdouble_value=0.1;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级九色鹿内丹","1189","","","0","",""
"541045","超级大熊猫内丹","超级大熊猫内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phycruelrate_value=0.05;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级大熊猫内丹","1189","","","0","",""
"541046","超级神鸡内丹","超级神鸡内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyattack_value=100;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神鸡内丹","1189","","","0","",""
"541047","超级神猴内丹","超级神猴内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","comborate_value=0.1;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神猴内丹","1189","","","0","",""
"541048","超级赤焰兽内丹","超级赤焰兽内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicdouble_value=0.1;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级赤焰兽内丹","1189","","","0","",""
"541049","超级神龙内丹","超级神龙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyattack_value=100;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神龙内丹","1189","","","0","",""
"541050","超级神鼠内丹","超级神鼠内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","speed_value=100;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神鼠内丹","1189","","","0","",""
"541051","超级神虎内丹","超级神虎内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyattack_value=100;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神虎内丹","1189","","","0","",""
"541052","超级神猪内丹","超级神猪内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phyattack_value=100;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神猪内丹","1189","","","0","",""
"541053","超级神牛内丹","超级神牛内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phycruelrate_value=0.05;maxhp_value=500","","","-1","0","","","0","减少自身速度的11%。","超级神牛内丹","1189","","","0","",""
"541054","火灵兽内丹","火灵兽内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","火灵兽内丹","1189","","","0","",""
"541055","雷灵兽内丹","雷灵兽内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","雷灵兽内丹","1189","","","0","",""
"541056","水灵兽内丹","水灵兽内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=3000;defend_value=500;magicdef_value=300","","","-1","0","","","0","减少自身速度的11%。","水灵兽内丹","1189","","","0","",""
"541057","土灵兽内丹","土灵兽内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","土灵兽内丹","1189","","","0","",""
"541058","吉里吉里内丹","吉里吉里内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","吉里吉里内丹","1189","","","0","",""
"541059","咕噜咕噜内丹","咕噜咕噜内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","咕噜咕噜内丹","1189","","","0","",""
