"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","宠物装备位置","恢复宠物忠诚度","宠物装备属性id","宠物装备属性最小值","宠物装备属性最大值","宠物装备技能","分解奖励道具id","分解奖励道具数量","使用次数限制","可否给予战斗中对象","使用后是否消耗","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","摆摊冻结时间","是否稀有","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"219069","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","30,30","30,30","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219070","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","31,31","31,31","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219071","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","32,32","32,32","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219072","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","33,33","33,33","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219073","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","34,34","34,34","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219074","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","35,35","35,35","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219075","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","36,36","36,36","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219076","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","37,37","37,37","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219077","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","38,38","38,38","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219078","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","39,39","39,39","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219079","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","40,40","40,40","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219080","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","41,41","41,41","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219081","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","42,42","42,42","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219082","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","43,43","43,43","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219083","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","44,44","44,44","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219084","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","45,45","45,45","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219085","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","46,46","46,46","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219086","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","47,47","47,47","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219087","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","48,48","48,48","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219088","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","49,49","49,49","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219089","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","50,50","50,50","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219090","154","琉璃罩甲","FF6DDCF6","5","1795","件","65","65","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升防御属性","","10298","使用方法：点击直接给参战宠使用","铠甲","","3","15","","","2","0","140,160","51,51","51,51","","257001","1","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219091","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","39,39","39,39","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219092","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","40,40","40,40","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219093","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","41,41","41,41","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219094","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","42,42","42,42","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219095","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","43,43","43,43","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219096","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","44,44","44,44","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219097","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","45,45","45,45","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219098","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","46,46","46,46","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219099","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","47,47","47,47","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219100","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","48,48","48,48","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219101","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","49,49","49,49","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219102","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","50,50","50,50","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219103","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","51,51","51,51","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219104","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","52,52","52,52","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219105","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","53,53","53,53","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219106","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","54,54","54,54","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219107","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","55,55","55,55","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219108","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","56,56","56,56","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219109","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","57,57","57,57","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219110","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","58,58","58,58","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219111","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","59,59","59,59","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219112","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","60,60","60,60","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219113","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","61,61","61,61","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219114","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","62,62","62,62","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219115","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","63,63","63,63","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219116","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","64,64","64,64","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219117","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","65,65","65,65","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219118","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","66,66","66,66","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219119","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","67,67","67,67","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219120","154","嵌金护腕","FF6DDCF6","5","1790","件","85","85","10","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升输出属性","","10298","使用方法：点击直接给参战宠使用","护腕","","3","15","","","1","0","130,150","68,68","68,68","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219121","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","25,98","25,98","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219122","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","26,100","26,100","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219123","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","27,102","27,102","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219124","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","28,104","28,104","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219125","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","29,106","29,106","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219126","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","30,108","30,108","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219127","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","31,110","31,110","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219128","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","32,112","32,112","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219129","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","33,114","33,114","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219130","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","34,116","34,116","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219131","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","35,118","35,118","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219132","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","36,120","36,120","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219133","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","37,122","37,122","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219134","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","38,124","38,124","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219135","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","39,126","39,126","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219136","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","40,128","40,128","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219137","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","41,130","41,130","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219138","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","42,132","42,132","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
"219139","154","嵌金宝环","FF6DDCF6","5","1793","件","85","85","11","true","1","0","0","0","false","false","false","0","0","2","1","0","0","5000000","炼妖合成时需取下宠装。","提升辅助属性","","10298","使用方法：点击直接给参战宠使用","项圈","","3","15","","","3","0","200,60","43,134","43,134","","257001","2","","false","1","0","","","","","","0","","","","","","","","","","","","","","","1","7","","","基础属性","","","",""
