"编号","显示名","类型","宝石类型","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","镶嵌效果","镶嵌部位","合成宝石ID","合成成功率","tips特效表情","tips图标","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","属性名1","属性值1","属性名2","属性值2","属性名3","属性值3","属性名4","属性值4","属性名5","属性值5","属性名6","属性值6","增加躲闪","增加火系法术吸收几率","增加金系法术吸收几率","增加命中","增加木系法术吸收几率","增加内功防御","增加内功伤害","增加水系法术吸收几率","增加速度","增加土系法术吸收几率","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","属性1ID","属性1数值","属性2ID","属性2数值","属性3ID","属性3数值","属性4ID","属性4数值","属性6ID","属性6数值","对应装备类型1","对应装备类型2","对应装备类型3","对应装备类型4","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","可否分解","分解成道具","分解数量","是否稀有","摆摊冻结时间","寻路特殊处理","是否可以一键分解","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5"
"35242","27级红纹石","5","8","FF6DDCF6","4","1263","颗","27","10","3241","false","0","0","效果：","控制命中 +160","35251","50","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +160","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","27级•红纹石","3","9","","","180","160","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","160","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35233","2","1","","","1","","","","",""
"35243","27级神秘石","5","9","FF6DDCF6","4","1264","颗","27","10","3242","false","0","0","效果：","控制抗性 +115","35252","50","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +115","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","27级•神秘石","3","9","","","190","115","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","115","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35234","2","1","","","1","","","","",""
"35244","28级光芒石","5","1","FF6DDCF6","4","1256","颗","28","10","3243","false","0","0","效果：","生命 +1390","35253","50","","stone5","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。","生命 +1390","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•光芒石","3","9","","","60","1390","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","1390","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35235","2","1","","","1","","","","",""
"35245","28级太阳石","5","2","FF6DDCF6","4","1257","颗","28","10","3244","false","0","0","效果：","物理攻击 +260","35254","50","","stone4","0","0","false","false","false","0","0","1","1","99999","0","0","","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。","物理攻击 +260","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•太阳石","3","9","","","130","260","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","260","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35236","2","1","","","1","","","","",""
"35246","28级月亮石","5","3","FF6DDCF6","4","1258","颗","28","10","3245","false","0","0","效果：","物理防御 +380","35255","50","","stone6","0","0","false","false","false","0","0","1","1","99999","0","0","","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。","物理防御 +380","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•月亮石","3","9","","","140","380","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","380","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35237","2","1","","","1","","","","",""
"35247","28级舍利子","5","4","FF6DDCF6","4","1259","颗","28","10","3246","false","0","0","效果：","法术攻击 +220","35256","50","","stone7","0","0","false","false","false","0","0","1","1","99999","0","0","","蓝色的舍利子，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。","法术攻击 +220","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•舍利子","3","9","","","150","220","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","220","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35238","2","1","","","1","","","","",""
"35248","28级翡翠石","5","5","FF6DDCF6","4","1260","颗","28","10","3247","false","0","0","效果：","法术防御 +260","35257","50","","stone9","0","0","false","false","false","0","0","1","1","99999","0","0","","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。","法术防御 +260","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•翡翠石","3","9","","","160","260","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","260","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35239","2","1","","","1","","","","",""
"35249","28级黑宝石","5","6","FF6DDCF6","4","1261","颗","28","10","3248","false","0","0","效果：","速度 +260","35258","50","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。","速度 +260","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•黑宝石","3","9","","","200","260","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","260","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35240","2","1","","","1","","","","",""
"35250","28级昆仑玉","5","7","FF6DDCF6","4","1262","颗","28","10","3249","false","0","0","效果：","治疗强度 +240","35259","50","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。","治疗强度 +240","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•昆仑玉","3","9","","","170","240","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","240","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35241","2","1","","","1","","","","",""
"35251","28级红纹石","5","8","FF6DDCF6","4","1263","颗","28","10","3250","false","0","0","效果：","控制命中 +165","35260","50","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +165","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•红纹石","3","9","","","180","165","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","165","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35242","2","1","","","1","","","","",""
"35252","28级神秘石","5","9","FF6DDCF6","4","1264","颗","28","10","3251","false","0","0","效果：","控制抗性 +120","35261","50","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +120","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","28级•神秘石","3","9","","","190","120","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","120","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35243","2","1","","","1","","","","",""
"35253","29级光芒石","5","1","FF6DDCF6","4","1256","颗","29","10","3252","false","0","0","效果：","生命 +1450","35262","50","","stone5","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。","生命 +1450","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•光芒石","3","9","","","60","1450","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","1450","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35244","2","1","","","1","","","","",""
"35254","29级太阳石","5","2","FF6DDCF6","4","1257","颗","29","10","3253","false","0","0","效果：","物理攻击 +270","35263","50","","stone4","0","0","false","false","false","0","0","1","1","99999","0","0","","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。","物理攻击 +270","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•太阳石","3","9","","","130","270","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","270","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35245","2","1","","","1","","","","",""
"35255","29级月亮石","5","3","FF6DDCF6","4","1258","颗","29","10","3254","false","0","0","效果：","物理防御 +395","35264","50","","stone6","0","0","false","false","false","0","0","1","1","99999","0","0","","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。","物理防御 +395","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•月亮石","3","9","","","140","395","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","395","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35246","2","1","","","1","","","","",""
"35256","29级舍利子","5","4","FF6DDCF6","4","1259","颗","29","10","3255","false","0","0","效果：","法术攻击 +230","35265","50","","stone7","0","0","false","false","false","0","0","1","1","99999","0","0","","蓝色的舍利子，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。","法术攻击 +230","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•舍利子","3","9","","","150","230","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","230","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35247","2","1","","","1","","","","",""
"35257","29级翡翠石","5","5","FF6DDCF6","4","1260","颗","29","10","3256","false","0","0","效果：","法术防御 +270","35266","50","","stone9","0","0","false","false","false","0","0","1","1","99999","0","0","","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。","法术防御 +270","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•翡翠石","3","9","","","160","270","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","270","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35248","2","1","","","1","","","","",""
"35258","29级黑宝石","5","6","FF6DDCF6","4","1261","颗","29","10","3257","false","0","0","效果：","速度 +270","35267","50","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。","速度 +270","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•黑宝石","3","9","","","200","270","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","270","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35249","2","1","","","1","","","","",""
"35259","29级昆仑玉","5","7","FF6DDCF6","4","1262","颗","29","10","3258","false","0","0","效果：","治疗强度 +250","35268","50","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。","治疗强度 +250","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•昆仑玉","3","9","","","170","250","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","250","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35250","2","1","","","1","","","","",""
"35260","29级红纹石","5","8","FF6DDCF6","4","1263","颗","29","10","3259","false","0","0","效果：","控制命中 +170","35269","50","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +170","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•红纹石","3","9","","","180","170","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","170","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35251","2","1","","","1","","","","",""
"35261","29级神秘石","5","9","FF6DDCF6","4","1264","颗","29","10","3260","false","0","0","效果：","控制抗性 +125","35270","50","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +125","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","29级•神秘石","3","9","","","190","125","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","125","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35252","2","1","","","1","","","","",""
"35262","30级光芒石","5","1","FF6DDCF6","4","1256","颗","30","10","3261","false","0","0","效果：","生命 +1510","35271","10","","stone5","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。","生命 +1510","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•光芒石","3","9","","","60","1510","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","1510","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35253","2","1","","","1","","","","",""
"35263","30级太阳石","5","2","FF6DDCF6","4","1257","颗","30","10","3262","false","0","0","效果：","物理攻击 +290","35272","10","","stone4","0","0","false","false","false","0","0","1","1","99999","0","0","","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。","物理攻击 +280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•太阳石","3","9","","","130","280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","280","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35254","2","1","","","1","","","","",""
"35264","30级月亮石","5","3","FF6DDCF6","4","1258","颗","30","10","3263","false","0","0","效果：","物理防御 +410","35273","10","","stone6","0","0","false","false","false","0","0","1","1","99999","0","0","","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。","物理防御 +410","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•月亮石","3","9","","","140","410","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","410","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35255","2","1","","","1","","","","",""
"35265","30级舍利子","5","4","FF6DDCF6","4","1259","颗","30","10","3264","false","0","0","效果：","法术攻击 +240","35274","10","","stone7","0","0","false","false","false","0","0","1","1","99999","0","0","","蓝色的舍利子，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。","法术攻击 +240","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•舍利子","3","9","","","150","240","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","240","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35256","2","1","","","1","","","","",""
"35266","30级翡翠石","5","5","FF6DDCF6","4","1260","颗","30","10","3265","false","0","0","效果：","法术防御 +280","35275","10","","stone9","0","0","false","false","false","0","0","1","1","99999","0","0","","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。","法术防御 +280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•翡翠石","3","9","","","160","280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","280","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35257","2","1","","","1","","","","",""
"35267","30级黑宝石","5","6","FF6DDCF6","4","1261","颗","30","10","3266","false","0","0","效果：","速度 +280","35276","10","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。","速度 +280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•黑宝石","3","9","","","200","280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","280","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35258","2","1","","","1","","","","",""
"35268","30级昆仑玉","5","7","FF6DDCF6","4","1262","颗","30","10","3267","false","0","0","效果：","治疗强度 +260","35277","10","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。","治疗强度 +260","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•昆仑玉","3","9","","","170","260","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","260","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35259","2","1","","","1","","","","",""
"35269","30级红纹石","5","8","FF6DDCF6","4","1263","颗","30","10","3268","false","0","0","效果：","控制命中 +175","35278","10","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +175","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•红纹石","3","9","","","180","175","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","175","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35260","2","1","","","1","","","","",""
"35270","30级神秘石","5","9","FF6DDCF6","4","1264","颗","30","10","3269","false","0","0","效果：","控制抗性 +130","35279","10","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +130","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","30级•神秘石","3","9","","","190","130","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","130","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35261","2","1","","","1","","","","",""
"35271","31级光芒石","5","1","FF6DDCF6","5","1256","颗","31","10","3270","false","0","0","效果：","生命 +1570","35280","10","","stone5","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。","生命 +1570","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•光芒石","3","9","","","60","1570","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","1570","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35262","2","1","","","1","","","","",""
"35272","31级太阳石","5","2","FF6DDCF6","5","1257","颗","31","10","3271","false","0","0","效果：","物理攻击 +300","35281","10","","stone4","0","0","false","false","false","0","0","1","1","99999","0","0","","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。","物理攻击 +300","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•太阳石","3","9","","","130","300","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","300","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35263","2","1","","","1","","","","",""
"35273","31级月亮石","5","3","FF6DDCF6","5","1258","颗","31","10","3272","false","0","0","效果：","物理防御 +425","35282","10","","stone6","0","0","false","false","false","0","0","1","1","99999","0","0","","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。","物理防御 +425","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•月亮石","3","9","","","140","425","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","425","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35264","2","1","","","1","","","","",""
"35274","31级舍利子","5","4","FF6DDCF6","5","1259","颗","31","10","3273","false","0","0","效果：","法术攻击 +250","35283","10","","stone7","0","0","false","false","false","0","0","1","1","99999","0","0","","蓝色的舍利子，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。","法术攻击 +250","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•舍利子","3","9","","","150","250","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","250","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35265","2","1","","","1","","","","",""
"35275","31级翡翠石","5","5","FF6DDCF6","5","1260","颗","31","10","3274","false","0","0","效果：","法术防御 +290","35284","10","","stone9","0","0","false","false","false","0","0","1","1","99999","0","0","","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。","法术防御 +290","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•翡翠石","3","9","","","160","290","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","290","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35266","2","1","","","1","","","","",""
"35276","31级黑宝石","5","6","FF6DDCF6","5","1261","颗","31","10","3275","false","0","0","效果：","速度 +290","35285","10","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。","速度 +290","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•黑宝石","3","9","","","200","290","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","290","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35267","2","1","","","1","","","","",""
"35277","31级昆仑玉","5","7","FF6DDCF6","5","1262","颗","31","10","3276","false","0","0","效果：","治疗强度 +270","35286","10","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。","治疗强度 +270","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•昆仑玉","3","9","","","170","270","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","270","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35268","2","1","","","1","","","","",""
"35278","31级红纹石","5","8","FF6DDCF6","5","1263","颗","31","10","3277","false","0","0","效果：","控制命中 +180","35287","10","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +180","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•红纹石","3","9","","","180","180","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","180","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35269","2","1","","","1","","","","",""
"35279","31级神秘石","5","9","FF6DDCF6","5","1264","颗","31","10","3278","false","0","0","效果：","控制抗性 +135","35288","10","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +135","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","31级•神秘石","3","9","","","190","135","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","135","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35270","2","1","","","1","","","","",""
"35280","32级光芒石","5","1","FF6DDCF6","5","1256","颗","32","10","3279","false","0","0","效果：","生命 +1630","35289","10","","stone5","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像血液凝聚而成闻名，镶嵌在衣甲或腰带上提高生命。","生命 +1630","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•光芒石","3","9","","","60","1630","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","1630","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35271","2","1","","","1","","","","",""
"35281","32级太阳石","5","2","FF6DDCF6","5","1257","颗","32","10","3280","false","0","0","效果：","物理攻击 +310","35290","10","","stone4","0","0","false","false","false","0","0","1","1","99999","0","0","","世间最为锋利的宝石，镶嵌在武器或头上提高物理攻击力。","物理攻击 +310","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•太阳石","3","9","","","130","310","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","310","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35272","2","1","","","1","","","","",""
"35282","32级月亮石","5","3","FF6DDCF6","5","1258","颗","32","10","3281","false","0","0","效果：","物理防御 +440","35291","10","","stone6","0","0","false","false","false","0","0","1","1","99999","0","0","","传说是远古神龙的化石，质地坚硬，镶嵌在头上或衣甲上提高物理防御力。","物理防御 +440","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•月亮石","3","9","","","140","440","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","440","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35273","2","1","","","1","","","","",""
"35283","32级舍利子","5","4","FF6DDCF6","5","1259","颗","32","10","3282","false","0","0","效果：","法术攻击 +260","35292","10","","stone7","0","0","false","false","false","0","0","1","1","99999","0","0","","蓝色的舍利子，犹如月亮般明亮，镶嵌在武器或项链上提高法术攻击。","法术攻击 +260","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•舍利子","3","9","","","150","260","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","260","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35274","2","1","","","1","","","","",""
"35284","32级翡翠石","5","5","FF6DDCF6","5","1260","颗","32","10","3283","false","0","0","效果：","法术防御 +300","35293","10","","stone9","0","0","false","false","false","0","0","1","1","99999","0","0","","可以静心凝神的神奇宝石，产自北方，镶嵌在衣甲或项链上提高法术防御。","法术防御 +300","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•翡翠石","3","9","","","160","300","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","300","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35275","2","1","","","1","","","","",""
"35285","32级黑宝石","5","6","FF6DDCF6","5","1261","颗","32","10","3284","false","0","0","效果：","速度 +300","35294","10","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","稀有而名贵的宝石，因像猫眼而得名，镶嵌在鞋子或腰带上能大幅提升速度。","速度 +300","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•黑宝石","3","9","","","200","300","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","300","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35276","2","1","","","1","","","","",""
"35286","32级昆仑玉","5","7","FF6DDCF6","5","1262","颗","32","10","3285","false","0","0","效果：","治疗强度 +280","35295","10","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","传自异域的神奇宝石，镶嵌在武器或衣甲上能提升治疗强度。","治疗强度 +280","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•昆仑玉","3","9","","","170","280","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","280","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35277","2","1","","","1","","","","",""
"35287","32级红纹石","5","8","FF6DDCF6","5","1263","颗","32","10","3286","false","0","0","效果：","控制命中 +185","35296","10","","stone8","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的红色宝石，镶嵌在武器上提升控制命中。","控制命中 +185","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•红纹石","3","9","","","180","185","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","185","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35278","2","1","","","1","","","","",""
"35288","32级神秘石","5","9","FF6DDCF6","5","1264","颗","32","10","3287","false","0","0","效果：","控制抗性 +140","35297","10","","stone3","0","0","false","false","false","0","0","1","1","99999","0","0","","神秘外域产出的蓝色宝石，镶嵌在腰带或鞋上能提升控制抗性。","控制抗性 +140","2","161506","使用方法:打开强化界面进行宝石镶嵌","宝石","32级•神秘石","3","9","","","190","140","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","140","","","","","","","","","0","0","0","0","5","","","","","","","","","","1","35279","2","1","","","1","","","","",""
