"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间","寻路特殊处理","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5","是否可回收","回收道具ID","回收道具数量","可否分解","分解成道具","分解数量"
"331132","326","20裁缝符","ff6ddcf6","4","1309","张","20","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","20","","","3","1","","","","","","","","","1","30","","","","","","20级","0","0","0","0","0","0"
"331133","326","30裁缝符","ff6ddcf6","4","1309","张","30","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","30","","","3","1","","","","","","","","","1","30","","","","","","30级","0","0","0","0","0","0"
"331134","326","40裁缝符","ff6ddcf6","4","1309","张","40","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","40","","","3","1","","","","","","","","","1","30","","","","","","40级","0","0","0","0","0","0"
"331135","326","50裁缝符","ff6ddcf6","4","1309","张","50","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","50","","","3","1","","","","","","","","","1","30","","","","","","50级","0","0","0","0","0","0"
"331136","326","60裁缝符","ff6ddcf6","4","1309","张","60","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","60","","","3","2","1","","","","","","","","1","30","","","","","","60级","0","0","0","0","0","0"
"331137","326","70裁缝符","ff6ddcf6","4","1309","张","70","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","70","","","3","2","1","","","","","","","","1","30","","","","","","70级","0","0","0","0","0","0"
"331138","326","80裁缝符","ff6ddcf6","4","1309","张","80","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","80","","","3","2","1","","","","","","","","1","30","","","","","","80级","0","0","0","0","0","0"
"331139","326","90裁缝符","ff6ddcf6","4","1309","张","90","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","90","","","3","2","1","","","","","","","","1","30","","","","","","90级","0","0","0","0","0","0"
"331140","326","100裁缝符","ff6ddcf6","4","1309","张","100","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","100","","","3","2","1","","","","","","","","1","30","","","","","","100级","0","0","0","0","0","0"
"331141","326","110裁缝符","ff6ddcf6","4","1309","张","110","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","110","","","3","2","4","","","","","","","","1","30","","","","","","110级","0","0","0","0","0","0"
"331142","326","120裁缝符","ff6ddcf6","4","1309","张","120","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","120","","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331143","326","130裁缝符","ff6ddcf6","4","1309","张","130","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","130","","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331144","326","140裁缝符","ff6ddcf6","4","1309","张","140","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","140","","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331145","326","150裁缝符","ff6ddcf6","4","1309","张","150","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","150","","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331146","326","160裁缝符","ff6ddcf6","4","1309","张","160","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","160","","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331147","326","170裁缝符","ff6ddcf6","4","1309","张","170","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","170级","0","0","0","0","0","0"
"331148","326","180裁缝符","ff6ddcf6","4","1309","张","180","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","180级","0","0","0","0","0","0"
"331149","326","190裁缝符","ff6ddcf6","4","1309","张","190","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","190级","0","0","0","0","0","0"
"331150","326","200裁缝符","ff6ddcf6","4","1309","张","200","1","7021","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理衣服、头盔，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","200级","0","0","0","0","0","0"
"111119","96","下面是炼金符：编号8","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","要根据生活技能表进行序号排序，目前只需要120级的","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","0级","0","0","0","0","0","0"
"331161","342","10炼金符","ff6ddcf6","4","1310","张","10","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","10","","3","1","","","","","","","","","1","30","","","","","","10级","0","0","0","0","0","0"
"331162","342","20炼金符","ff6ddcf6","4","1310","张","20","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","20","","3","1","","","","","","","","","1","30","","","","","","20级","0","0","0","0","0","0"
"331163","342","30炼金符","ff6ddcf6","4","1310","张","30","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","30","","3","1","","","","","","","","","1","30","","","","","","30级","0","0","0","0","0","0"
"331164","342","40炼金符","ff6ddcf6","4","1310","张","40","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","40","","3","1","","","","","","","","","1","30","","","","","","40级","0","0","0","0","0","0"
"331165","342","50炼金符","ff6ddcf6","4","1310","张","50","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","50","","3","1","","","","","","","","","1","30","","","","","","50级","0","0","0","0","0","0"
"331166","342","60炼金符","ff6ddcf6","4","1310","张","60","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","60","","3","2","1","","","","","","","","1","30","","","","","","60级","0","0","0","0","0","0"
"331167","342","70炼金符","ff6ddcf6","4","1310","张","70","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","70","","3","2","1","","","","","","","","1","30","","","","","","70级","0","0","0","0","0","0"
"331168","342","80炼金符","ff6ddcf6","4","1310","张","80","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","80","","3","2","1","","","","","","","","1","30","","","","","","80级","0","0","0","0","0","0"
"331169","342","90炼金符","ff6ddcf6","4","1310","张","90","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","90","","3","2","1","","","","","","","","1","30","","","","","","90级","0","0","0","0","0","0"
"331170","342","100炼金符","ff6ddcf6","4","1310","张","100","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","100","","3","2","1","","","","","","","","1","30","","","","","","100级","0","0","0","0","0","0"
"331171","342","110炼金符","ff6ddcf6","4","1310","张","110","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","110","","3","2","4","","","","","","","","1","30","","","","","","110级","0","0","0","0","0","0"
"331172","342","120炼金符","ff6ddcf6","4","1310","张","120","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","120","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331173","342","130炼金符","ff6ddcf6","4","1310","张","130","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","130","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331174","342","140炼金符","ff6ddcf6","4","1310","张","140","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","140","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331175","342","150炼金符","ff6ddcf6","4","1310","张","150","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","150","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331176","342","160炼金符","ff6ddcf6","4","1310","张","160","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","160","","3","2","4","","","","","","","","1","30","","","","","","120级","0","0","0","0","0","0"
"331177","342","170炼金符","ff6ddcf6","4","1310","张","170","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","170级","0","0","0","0","0","0"
"331178","342","180炼金符","ff6ddcf6","4","1310","张","180","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","180级","0","0","0","0","0","0"
"331179","342","190炼金符","ff6ddcf6","4","1310","张","190","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","190级","0","0","0","0","0","0"
"331180","342","200炼金符","ff6ddcf6","4","1310","张","200","1","7022","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","0","5000000","用于打造或修理项链、鞋子、腰带，等级不能低于装备等级","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","3","2","","","","","","","","","1","","","","","","","200级","0","0","0","0","0","0"
"111120","96","下面是百炼精铁：编号9","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","添加新等级时需要根据序号排序，不然打造界面不读取物品等级","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","0级","0","0","0","0","0","0"
"341101","310","10•百炼精铁","ff6ddcf6","4","1311","块","10","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","10级","0","0","0","0","0","0"
"341102","310","20•百炼精铁","ff6ddcf6","4","1311","块","20","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","20级","0","0","0","0","0","0"
"341103","310","30•百炼精铁","ff6ddcf6","4","1311","块","30","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","30级","0","0","0","0","0","0"
"341104","310","40•百炼精铁","ff6ddcf6","4","1311","块","40","1","5500","true","0","0","0","0","0","0","1101","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","40级","0","0","0","0","0","0"
"341105","310","50•百炼精铁","ff6ddcf6","4","1311","块","50","1","5500","true","0","0","0","0","0","0","1102","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","50级","0","0","0","0","0","0"
"341106","310","60•百炼精铁","ff6ddcf6","4","1311","块","60","1","5500","true","0","0","0","0","0","0","1103","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","60级","0","0","0","0","0","0"
"341107","310","70•百炼精铁","ff6ddcf6","4","1311","块","70","1","5500","true","0","0","0","0","0","0","1104","false","false","false","0","0","1","1","9999","0","0","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","","1","","","","","","","70级","0","0","0","0","0","0"
"341108","310","80•百炼精铁","ff6ddcf6","4","1311","块","80","1","5500","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","7","","","","","","","","1","1","30","","","","","","80级","0","0","0","0","0","0"
"341109","310","90•百炼精铁","ff6ddcf6","4","1311","块","90","1","5500","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","90级","0","0","0","0","0","0"
"341110","310","100•百炼精铁","ff6ddcf6","4","1311","块","100","1","5500","true","1","1","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","100级","0","0","0","0","0","0"
"341111","310","110•百炼精铁","ff6ddcf6","4","1311","块","110","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","110级","0","0","0","0","0","0"
"341112","310","120•百炼精铁","ff6ddcf6","4","1311","块","120","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","120级","0","0","0","0","0","0"
"341113","310","130•百炼精铁","ff6ddcf6","4","1311","块","130","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","120级","0","0","0","0","0","0"
"341114","310","140•百炼精铁","ff6ddcf6","4","1311","块","140","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","120级","0","0","0","0","0","0"
"341115","310","150•百炼精铁","ff6ddcf6","4","1311","块","150","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","120级","0","0","0","0","0","0"
"341116","310","160•百炼精铁","ff6ddcf6","4","1311","块","160","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","0","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","4","","","","","","","1","1","30","","","","","","120级","0","0","0","0","0","0"
"341117","310","170•百炼精铁","ff6ddcf6","4","1311","块","170","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","","","","","","","","1","1","","","","","","","170级","0","0","0","0","0","0"
"341118","310","180•百炼精铁","ff6ddcf6","4","1311","块","180","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","","","","","","","","1","1","","","","","","","180级","0","0","0","0","0","0"
"341119","310","190•百炼精铁","ff6ddcf6","4","1311","块","190","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","","","","","","","","1","1","","","","","","","190级","0","0","0","0","0","0"
"341120","310","200•百炼精铁","ff6ddcf6","4","1311","块","200","1","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","9999","9999","60","5000000","精炼百铁而成，这材料正是为神兵而存在的。","","3","161506","使用方法：点击使用","","","3","6","","","0","","","","","2","7","","","","","","","","1","1","","","","","","","200级","0","0","0","0","0","0"
"111121","96","制造书，60级以下已隐藏：编号10","ff6ddcf6","4","1158","个","0","90","5500","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","添加新等级时需要根据序号排序，不然打造界面不读取物品等级","金钱","","0","使用方法：直接获得金钱","","","0","","","","0","","","","","","","","","","","","","","","1","","","","","","","0级","0","0","0","0","0","0"
"350000","422","制造书•剑","ff6ddcf6","4","1312","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：剑侠客"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载剑打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350001","422","制造书•枪","ff6ddcf6","4","1313","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：龙太子"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载枪打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350002","422","制造书•斧钺","ff6ddcf6","4","1314","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：虎头怪"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载斧钺打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350003","422","制造书•扇","ff6ddcf6","4","1315","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：逍遥生"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载扇子打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350004","422","制造书•魔棒","ff6ddcf6","4","1316","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：玄彩娥"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载魔棒打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350005","422","制造书•爪刺","ff6ddcf6","4","1317","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：骨精灵"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载爪刺打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350006","422","制造书•锤","ff6ddcf6","4","1318","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：神天兵"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载锤打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350007","422","制造书•鞭","ff6ddcf6","4","1319","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：狐美人"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载鞭打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350008","422","制造书•环圈","ff6ddcf6","4","1320","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：飞燕女"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载环圈打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350009","422","制造书•弓","ff6ddcf6","4","1321","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：杀破狼"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载弓打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
"350010","422","制造书•飘带","ff6ddcf6","4","1322","本","1","1","7050","true","0","0","0","0","0","0","0","false","false","false","0","0","1","1","999","0","0","5000000","<T t=""角色限制：舞天姬"" c=""FFFFF2DF"" f=""simhei-11""></T><B></B><B></B><T t=""记载飘带打造方法的书卷，可以和百炼精铁一起打造装备。"" c=""FFFFF2DF"" f=""simhei-11""></T>","","2","161506","使用方法：点击使用","","","3","6","","","0","","","","","1","","","","","","","","","","1","","","","","","","1级","0","0","0","0","0","0"
