"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数","是否可以摆摊上架",""
"3200","1","350819","制造书头盔•80级","1","1","80","80级","","","","","","","","","","","","","320","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3201","1","350919","制造书头盔•90级","1","1","90","90级","","","","","","","","","","","","","320","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3202","1","351019","制造书头盔•100级","1","1","100","100级","","","","","","","","","","","","","320","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3203","1","351120","制造书头盔•110级","1","1","110","110级","","","","","","","","","","","","","320","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3204","1","351219","制造书头盔•120级","1","1","120","120级","","","","","","","","","","","","","320","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3210","1","350820","制造书发钗•80级","1","1","80","80级","","","","","","","","","","","","","321","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3211","1","350920","制造书发钗•90级","1","1","90","90级","","","","","","","","","","","","","321","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3212","1","351020","制造书发钗•100级","1","1","100","100级","","","","","","","","","","","","","321","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3213","1","351121","制造书发钗•110级","1","1","110","110级","","","","","","","","","","","","","321","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3214","1","351220","制造书发钗•120级","1","1","120","120级","","","","","","","","","","","","","321","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3220","1","350821","制造书项链•80级","1","1","80","80级","","","","","","","","","","","","","322","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3221","1","350921","制造书项链•90级","1","1","90","90级","","","","","","","","","","","","","322","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3222","1","351021","制造书项链•100级","1","1","100","100级","","","","","","","","","","","","","322","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3223","1","351122","制造书项链•110级","1","1","110","110级","","","","","","","","","","","","","322","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3224","1","351221","制造书项链•120级","1","1","120","120级","","","","","","","","","","","","","322","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3230","1","350822","制造书腰带•80级","1","1","80","80级","","","","","","","","","","","","","323","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3231","1","350922","制造书腰带•90级","1","1","90","90级","","","","","","","","","","","","","323","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3232","1","351022","制造书腰带•100级","1","1","100","100级","","","","","","","","","","","","","323","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3233","1","351123","制造书腰带•110级","1","1","110","110级","","","","","","","","","","","","","323","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3234","1","351222","制造书腰带•120级","1","1","120","120级","","","","","","","","","","","","","323","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3240","1","350823","制造书鞋子•80级","1","1","80","80级","","","","","","","","","","","","","324","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3241","1","350923","制造书鞋子•90级","1","1","90","90级","","","","","","","","","","","","","324","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3242","1","351023","制造书鞋子•100级","1","1","100","100级","","","","","","","","","","","","","324","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3243","1","351124","制造书鞋子•110级","1","1","110","110级","","","","","","","","","","","","","324","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3244","1","351223","制造书鞋子•120级","1","1","120","120级","","","","","","","","","","","","","324","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3250","1","680001","钨金60级","2","1","680001","60级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3251","1","680002","钨金70级","2","1","680002","70级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3252","1","680003","钨金80级","2","1","680003","80级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3253","1","680004","钨金90级","2","1","680004","90级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3254","1","680005","钨金100级","2","1","680005","100级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3255","1","680006","钨金110级","2","1","680004","110级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3256","1","680007","钨金120级","2","1","680005","120级","","","","","","","","","","","","","325","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3260","1","680601","特技符•起死","2","1","680601","起死回生","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3261","1","680602","特技符•慈航","2","1","680602","慈航普渡","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3262","1","680603","特技符•水清","2","1","680603","水清诀","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3263","1","680604","特技符•玉清","2","1","680604","玉清诀","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3264","1","680605","特技符•晶清","2","1","680605","晶清诀","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3265","1","680606","特技符•笑里","2","1","680606","笑里藏刀","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3266","1","680607","特技符•野兽","2","1","680607","野兽之力","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3267","1","680608","特技符•放下","2","1","680608","放下屠刀","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3268","1","680609","特技符•光辉","2","1","680609","光辉之甲","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3269","1","680610","特技符•破甲","2","1","680610","破甲术","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3270","1","680611","特技符•流云","2","1","680611","流云术","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3271","1","680612","特技符•凝滞","2","1","680612","凝滞术","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3272","1","680613","特技符•太极","2","1","680613","太极护法","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3273","1","680614","特技符•罗汉","2","1","680614","罗汉金钟","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3274","1","680615","特技符•破血","2","1","680615","破血狂攻","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3275","1","680616","特技符•弱点","2","1","680616","弱点击破","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3276","1","680617","特技符•破碎","2","1","680617","破碎无双","","","","","","","","","","","","","326","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3300","1","331106","打造符60级","2","1","331106","60级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3301","1","331107","打造符70级","2","1","331107","70级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3302","1","331108","打造符80级","2","1","331108","80级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3303","1","331109","打造符90级","2","1","331109","90级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3304","1","331110","打造符100级","2","1","331110","100级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3305","1","331111","打造符110级","2","1","331111","110级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3306","1","331112","打造符120级","2","1","331112","120级","","","","","","","","","","","","","330","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3310","1","331136","裁缝符60级","2","1","331136","60级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3311","1","331137","裁缝符70级","2","1","331137","70级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3312","1","331138","裁缝符80级","2","1","331138","80级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3313","1","331139","裁缝符90级","2","1","331139","90级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3314","1","331140","裁缝符100级","2","1","331140","100级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3315","1","331141","裁缝符110级","2","1","331141","110级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3316","1","331142","裁缝符120级","2","1","331142","120级","","","","","","","","","","","","","331","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3320","1","331166","炼金符60级","2","1","331166","60级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3321","1","331167","炼金符70级","2","1","331167","70级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3322","1","331168","炼金符80级","2","1","331168","80级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3323","1","331169","炼金符90级","2","1","331169","90级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3324","1","331170","炼金符100级","2","1","331170","100级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3325","1","331171","炼金符110级","2","1","331171","110级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"3326","1","331172","炼金符120级","2","1","331172","120级","","","","","","","","","","","","","332","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4000","1","400017","器灵点化石","0","1","","","","","","","","","","","","","","","400","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4001","1","400018","器灵•补天石","2","1","","","","","","","","","","","","","","","401","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4010","1","680401","60级•补天石","2","1","680401","60级","","","","","","","","","","","","","401","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4011","1","680402","70级•补天石","2","1","680402","70级","","","","","","","","","","","","","401","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4012","1","680403","80级•补天石","2","1","680403","80级","","","","","","","","","","","","","401","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4013","1","680404","90级•补天石","2","1","680404","90级","","","","","","","","","","","","","401","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4014","1","680405","100级•补天石","2","1","680405","100级","","","","","","","","","","","","","401","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4020","1","680501","器灵•剑歌","0","1","","","","","","","","","","","","","","","402","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4030","1","680502","器灵•锋芒","0","1","","","","","","","","","","","","","","","403","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4040","1","680503","器灵•固甲","0","1","","","","","","","","","","","","","","","404","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4050","1","680504","器灵•雁行","0","1","","","","","","","","","","","","","","","405","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4060","1","680505","器灵•征讨伐","0","1","","","","","","","","","","","","","","","406","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4070","1","680506","器灵•龙虎势","0","1","","","","","","","","","","","","","","","407","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4080","1","680507","器灵•金钟罩","0","1","","","","","","","","","","","","","","","408","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4090","1","680508","器灵•青云心","0","1","","","","","","","","","","","","","","","409","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4100","1","680509","器灵•青莲剑歌","0","1","","","","","","","","","","","","","","","410","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4110","1","680510","器灵•佛莲噬心","0","1","","","","","","","","","","","","","","","411","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4120","1","680511","器灵•固若金汤","0","1","","","","","","","","","","","","","","","412","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4130","1","680512","器灵•镇海冲云","0","1","","","","","","","","","","","","","","","413","13","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4300","3","900101","环蛇印","2","1","900101","环蛇印","","","","","","","","","","","","","430","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4301","3","900201","环蛇印•极","2","1","900201","环蛇印•极","","","","","","","","","","","","","430","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4302","3","900102","卧虎印","2","1","900102","卧虎印","","","","","","","","","","","","","431","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4303","3","900202","卧虎印•极","2","1","900202","卧虎印•极","","","","","","","","","","","","","431","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4304","3","900103","斗牛印","2","1","900103","斗牛印","","","","","","","","","","","","","432","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4305","3","900203","斗牛印•极","2","1","900203","斗牛印•极","","","","","","","","","","","","","432","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4306","3","900104","追兔印","2","1","900104","追兔印","","","","","","","","","","","","","433","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4307","3","900204","追兔印•极","2","1","900204","追兔印•极","","","","","","","","","","","","","433","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4308","3","900105","游龙印","2","1","900105","游龙印","","","","","","","","","","","","","434","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4309","3","900205","游龙印•极","2","1","900205","游龙印•极","","","","","","","","","","","","","434","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4310","3","900106","安羊印","2","1","900106","安羊印","","","","","","","","","","","","","435","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4311","3","900206","安羊印•极","2","1","900206","安羊印•极","","","","","","","","","","","","","435","17","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4350","1","258100","月华石","0","1","","","","","","","","","","","","","","","450","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4351","1","258101","日光石","0","1","","","","","","","","","","","","","","","451","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4352","1","258102","万物之灵","0","1","","","","","","","","","","","","","","","452","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4353","1","258103","点星锤","0","1","","","","","","","","","","","","","","","453","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4354","1","258001","环蛇•印诀书","0","1","","","","","","","","","","","","","","","454","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4355","1","258002","卧虎•印诀书","0","1","","","","","","","","","","","","","","","455","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4356","1","258003","斗牛•印诀书","0","1","","","","","","","","","","","","","","","456","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4357","1","258004","追兔•印诀书","0","1","","","","","","","","","","","","","","","457","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4358","1","258005","游龙•印诀书","0","1","","","","","","","","","","","","","","","458","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"4359","1","258006","安羊•印诀书","0","1","","","","","","","","","","","","","","","459","18","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5000","1","680101","飞剑•精华","0","1","","","","","","","","","","","","","","","500","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5001","1","680102","附灵玉•精华","0","1","","","","","","","","","","","","","","","501","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5002","1","680103","无量经•精华","0","1","","","","","","","","","","","","","","","502","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5003","1","680104","碧玉葫芦•精华","0","1","","","","","","","","","","","","","","","503","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5004","1","680105","金甲仙衣•精华","0","1","","","","","","","","","","","","","","","504","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5005","1","680106","降魔斗篷•精华","0","1","","","","","","","","","","","","","","","505","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5006","1","680107","风袋•精华","0","1","","","","","","","","","","","","","","","506","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5007","1","680120","鸣鸿刀•精华","0","1","","","","","","","","","","","","","","","507","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5008","1","680121","天师符•精华","0","1","","","","","","","","","","","","","","","508","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5009","1","680122","弥音禅钟•精华","0","1","","","","","","","","","","","","","","","509","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5010","1","680123","凝海珠•精华","0","1","","","","","","","","","","","","","","","510","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5011","1","680124","琼华玉露•精华","0","1","","","","","","","","","","","","","","","511","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5012","1","680125","无尘雪•精华","0","1","","","","","","","","","","","","","","","512","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5013","1","680126","万兽圣令•精华","0","1","","","","","","","","","","","","","","","513","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5014","1","680127","烈焰杖•精华","0","1","","","","","","","","","","","","","","","514","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5015","1","680128","祭魄印•精华","0","1","","","","","","","","","","","","","","","515","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5016","1","680129","星海佩•精华","0","1","","","","","","","","","","","","","","","516","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5017","1","680130","沁香花藤•精华","0","1","","","","","","","","","","","","","","","517","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5018","1","680131","灵明仙桃•精华","0","1","","","","","","","","","","","","","","","518","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5100","1","680201","飞剑•精魄","0","1","","","","","","","","","","","","","","","520","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5101","1","680202","附灵玉•精魄","0","1","","","","","","","","","","","","","","","521","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5102","1","680203","无量经•精魄","0","1","","","","","","","","","","","","","","","522","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5103","1","680204","碧玉葫芦•精魄","0","1","","","","","","","","","","","","","","","523","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5104","1","680205","金甲仙衣•精魄","0","1","","","","","","","","","","","","","","","524","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5105","1","680206","降魔斗篷•精魄","0","1","","","","","","","","","","","","","","","525","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5106","1","680207","风袋•精魄","0","1","","","","","","","","","","","","","","","526","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5107","1","680220","鸣鸿刀•精魄","0","1","","","","","","","","","","","","","","","527","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5108","1","680221","天师符•精魄","0","1","","","","","","","","","","","","","","","528","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5109","1","680222","弥音禅钟•精魄","0","1","","","","","","","","","","","","","","","529","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5110","1","680223","凝海珠•精魄","0","1","","","","","","","","","","","","","","","530","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5111","1","680224","琼华玉露•精魄","0","1","","","","","","","","","","","","","","","531","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5112","1","680225","无尘雪•精魄","0","1","","","","","","","","","","","","","","","532","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5113","1","680226","万兽圣令•精魄","0","1","","","","","","","","","","","","","","","533","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5114","1","680227","烈焰杖•精魄","0","1","","","","","","","","","","","","","","","534","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5115","1","680228","祭魄印•精魄","0","1","","","","","","","","","","","","","","","535","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5116","1","680229","星海佩•精魄","0","1","","","","","","","","","","","","","","","536","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5117","1","680230","沁香花藤•精魄","0","1","","","","","","","","","","","","","","","537","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"5118","1","680231","灵明仙桃•精魄","0","1","","","","","","","","","","","","","","","538","14","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6000","1","500120","灵髓玉","0","1","","","","","","","","","","","","","","","600","15","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6001","1","680301","星魂石","0","1","","","","","","","","","","","","","","","601","15","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6002","1","680302","金芒石","0","1","","","","","","","","","","","","","","","602","15","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6500","4","331201","气血临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","650","9","2","100","100","130","220","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6510","4","331202","物理伤害临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","651","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6520","4","331203","法术伤害临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","652","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6530","4","331204","物理防御临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","653","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6540","4","331205","法术防御临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","654","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6550","4","331206","愤怒临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","655","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6560","4","331207","治疗强度临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","656","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6570","4","331208","封印命中临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","657","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6580","4","331209","速度临时符","4","0","","","0","10","20","30","40","50","60","70","80","90","100","110","658","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1","1",""
"6600","1","257001","炼妖石","0","1","","","","","","","","","","","","","","","700","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6601","1","257002","三眼天珠","2","1","257002","65级","","","","","","","","","","","","","701","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6602","1","257003","六眼天珠","2","1","257003","85级","","","","","","","","","","","","","701","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6603","1","257004","九眼天珠","2","1","257004","105级","","","","","","","","","","","","","701","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6610","1","219001","琉璃护腕","0","1","","","","","","","","","","","","","","","702","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
"6611","1","219002","琉璃护腕","0","1","","","","","","","","","","","","","","","702","16","2","","","","","","","","","","","","5","10","1","1","300","2.5","0.6","0.1","1",""
