"ID","字符串","策划备注"
"11360","$parameter1$-本日排行","冰封王座"
"11361","第","答题文字"
"11362","题","答题文字"
"11363","擂台上暂无单人对手哦","角斗场文字"
"11364","擂台上暂时无可观战的战斗","角斗场文字"
"11365","单人","角斗场文字"
"11366","染色方案$parameter1$","染色文本"
"11367","<T t=""拍卖出售冷冻期："" c=""FFff2e2e""></T><T t=""$parameter1$"" c=""FFff2e2e""></T>","拍卖冷冻期tips显示文本"
"11368","排队人数已经超过上限，请登陆其他服务器","服务器人数已满提示"
"11369","正常","帮派药房刷新提示"
"11371","$parameter1$小时","帮派成员加入时间"
"11374","擂台上暂无组队对手哦","切磋提示"
"11375","查看装备","角色菜单"
"11376","闪玩大队","剧情列表分类显示"
"11377","已使用当前临时符","帮派临时符请求提示"
"11378","大唐官府",""
"11379","方寸山",""
"11380","狮驼岭",""
"11381","阴曹地府",""
"11382","龙宫",""
"11383","普陀山",""
"11384","魔王寨",""
"11385","月宫",""
"11386","化生寺",""
"11387","全 部",""
"11389","活动剩余时间:",""
"11390","开启剩余时间:",""
"11391","暂时没有好友在线","邀请好友界面显示"
"11392","暂时没有成员在线","邀请帮派成员界面显示"
"11393","骑乘","坐骑"
"11394","休息","坐骑"
"11395","<T t=""宠物评分为您当前等级可出战的$parameter1$只宠物最高评分相加的总和.""></T>","宠物评分"
"11396","宠物评分","宠物评分"
"11397","检测到游戏内容有更新，请退出后重新打开游戏","版本更新"
"11398","本装备无法镶嵌任何宝石","无法镶嵌宝石的装备的显示"
"11399","150回合","buff回合"
"11400","变异",""
"11401","非变异",""
"11402","角\n色","染色"
"11403","衣\n橱","染色"
"11404","宠\n物","染色"
"11405","<T t=""科举问答：""></T><B/><T t=""每天17:00-17:30开启。每人每天最多回答20题，每次答题都会获得经验和金钱奖励，答错会减少获得数量。""></T>","科举考试"
"11406","","科举考试"
"11407","科举会试","科举考试"
"11408","科举殿试","科举考试"
"11409","朋\n友\n圈",""
"11410","留\n言\n板",""
"11411","状\n态",""
"11412","科举问答已经开始，您是否参加？","科举考试"
"11413","科举会试已经开始，您是否参加？","科举考试"
"11414","科举殿试已经开始，您是否参加？","科举考试"
"11415","接受决斗","生死战"
"11416","资质成长","宠物搜索"
"11417","攻击资质","宠物搜索"
"11418","防御资质","宠物搜索"
"11419","体力资质","宠物搜索"
"11420","法术资质","宠物搜索"
"11421","速度资质","宠物搜索"
"11422","成长","宠物搜索"
"11423","物理攻击","宠物搜索"
"11424","法术攻击","宠物搜索"
"11425","气血","宠物搜索"
"11426","物理防御","宠物搜索"
"11427","法术防御","宠物搜索"
"11428","速度","宠物搜索"
"11429","普通","宠物搜索"
"11430","灵兽","宠物搜索"
"11431","","装备"
"11432","增益当前经验的","服务器等级提示"
"11433","衰减当前经验的","服务器等级提示"
"11434","<T t=""1.等级高于服务器等级时，部分日常玩法获得的经验下降（晚间活动、剧情等不受影响）""></T><B/><T t=""2.服务器等级达到70级后，低于服务器等级2级及以上的玩家会得到不同程度的经验增益""></T><B/><T t=""3.选择停等级的玩家当溢出经验达到下一等级时，同样受到服务器等级的限制""></T>","服务器等级提示"
"11435","选择灵兽","灵兽"
"11436","<T t=""科举考试复赛：""></T><B/><T t=""周六晚上17:00-21:00开启，需要竞速完成20题，答错会增加花费时间20秒，正确率在15题以上并且在300秒以内完成活动可获得科举考试决赛参赛资格。""></T>","科举考试"
"11437","<T t=""科举考试决赛：""></T><B/><T t=""周六晚上17:00-21:00开启。前往NPC处答题，比试准确率和答题速度，根据排名，前10名可获得奖励和称谓。""></T>","科举考试"
"11438","请帮助$parameter1$作答。",""
"11439","作答",""
"11440","题目：",""
"11441","确定要清除交易记录吗？","摆摊交易记录"
"11442","<T t=""玩家"" c=""ff00ff00""></T><T t=""$parameter1$（$parameter2$）级，"" c=""FFff2e2e""></T><T t=""邀请你加入他的队伍进行副本"" c=""ff00ff00""></T><T t=""$parameter3$。"" c=""FFff2e2e""></B><T t=""当前队长进度"" c=""ff00ff00""></T><T t=""$parameter4$。"" c=""FFff2e2e""></T><T t=""当前本人进度"" c=""ff00ff00""></T><T t=""$parameter5$。"" c=""FFff2e2e""></T><T t=""确定后同步队长进度$。"" c=""FFff2e2e""></T>",""
"11443","<T t=""你申请加入"" c=""ff00ff00""></T><T t=""$parameter1$，"" c=""FFff2e2e""></T><T t=""的队伍进行副本"" c=""ff00ff00""></T><T t=""$parameter2$。"" c=""FFff2e2e""></B><T t=""当前队长进度"" c=""ff00ff00""></T><T t=""$parameter3$。"" c=""FFff2e2e""></T><T t=""当前本人进度"" c=""ff00ff00""></T><T t=""$parameter4$。"" c=""FFff2e2e""></T><T t=""确定后同步队长进度$。"" c=""FFff2e2e""></T>",""
"11444","突破任务","剧情列表分类显示"
"11445","世\n界\n红\n包","红包系统分页签"
"11446","公\n会\n红\n包","红包系统分页签"
"11447","队\n伍\n红\n包","红包系统分页签"
"11448","可以领取","红包系统文字"
"11449","已领取","红包系统文字"
"11450","已抢光","红包系统文字"
"11451","抢红包","红包系统文字"
"11452","查看记录","红包系统文字"
"11453","关注人数：","摆摊关注"
"11454","取消关注","摆摊关注"
"11455","发\n出","红包系统个人记录分页签"
"11456","收\n到","红包系统个人记录分页签"
"11457","挖宝中","藏宝图文字"
"11458","剩余%d个字","自定义一键喊话文字个数"
"11459","分享到帮派","生死战"
"11460","分享到世界","生死战"
"11461","<T t=""$parameter1$"" c=""FFff2e2e""></T><T t=""与"" c=""ff00ff00""></T><T t=""$parameter2$"" c=""FFff2e2e""></T><T t=""的战斗"" c=""ff00ff00""></T><P t=""[观看]"" type=""14"" key=""$parameter3$"" TextColor=""ff50321a""></P>","生死战"
"11462","<RQ t=""[$parameter1$-$parameter2$（$parameter3$/5），等级$parameter4$-$parameter5$开组了!"" teamid=""$parameter6$"" c=""ff50321a""></RQ><T t=""$parameter7$]"" c=""ff50321a""></T><R t=""[申请加入]"" leaderid=""$parameter8$"" c=""FFFFFF00""></R>","申请加入组队"
"11463","匹;配;中;.;.;.",""
"11464","5v5竞技场拉人",""
"11465","比武大会",""
"11466","匹配到势均力敌的对手，即将进入战斗...",""
"11467","$parameter1$秒后进入匹配队列...",""
"11468","热\n点\n问\n题","精灵界面"
"11469","问\n答","精灵界面"
"11470","永久称谓","称谓系统"
"11471","<T t=""1.任务链援助物品次数：玩家可以援助他人完成交付物品任务的次数，达到上限将无法进行援助行为。""></T>",""
"11472","<T t=""1.任务链求助物品次数：玩家可以求助他人完成交付物品任务的次数，达到上限将无法进行求助行为。""></T>",""
"11473","援助物品",""
"11474","求助物品",""
"11475","竞技榜",""
"11476","<T t=""     物理穿透影响造成的物理伤害""></T><B/><T t=""     物理抵抗影响受到的物理伤害"" ></T><B/><T t=""     法术穿透影响造成的法术伤害""></T><B/><T t=""     法术抵抗影响造成的法术抵抗""></T><B/><T t=""     控制加成影响造成的控制命中""></T><B/><T t=""     治疗加深影响治疗量和HOT效果""></T><B/><T t=""     控制免疫影响被控制几率""></T>",""
"11477","＋",""
"11478","尚无个人语音介绍，是否开始录制？",""
"11479","您未加入帮派",""
"11480","世界求助","求助按钮"
"11481","帮派求助","求助按钮"
"11482","合成",""
"11483","交货","任务链"
"11484","挑战","任务链"
"11485","<T t=""$parameter1"" c=""ff00ff00""></T><T t=""发布的任务求助信息，已由"" c=""ff50321a""></T><T t=""$parameter2$"" c=""ff00ff00""></T><T t=""完成。"" c=""ff50321a""></T>","任务链求助被完成"
"11486","属性说明",""
"11487","<T t=""发红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可发放；""></T><B/><T t=""2.额度限制：最小20仙玉，最大2000仙玉；""></T><B/><T t=""3.拆包数量：最小100包，最大500包；""></T><B/><T t=""4.发红包方式：通过世界红包界面“发放红包”按钮发送；""></T><B/><T t=""抢红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可领取。""></T><B/><T t=""特效说明"" c=""ff00ff00""></T><B/><T t=""20仙玉≤金额＜1000仙玉：红包图标提示，播放红包音效；""></T><B/><T t=""1000仙玉≤金额≤1999仙玉：金包图标提示，播放红包音效；""></T><B/><T t=""金额＞1999仙玉：金包提示，播放红包音效，全服红包掉落。""></T><B/>",""
"11488","<T t=""发红包"" c=""ff00ff00""></T><B/><T t=""1.状态限制：必须拥有帮派；""></T><B/><T t=""2.参与等级：达到10级可发放；""></T><B/><T t=""3.额度限制：最小20仙玉，最大2000仙玉；""></T><B/><T t=""4.拆包数量：最小1包，最大100包；""></T><B/><T t=""5.发红包方式：通过帮派红包界面“发放红包”按钮发送；""></T><B/><T t=""抢红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可领取。""></T><B/>",""
"11489","<T t=""发红包"" c=""ff00ff00""></T><B/><T t=""1.状态限制：必须拥有队伍；""></T><B/><T t=""2.参与等级：达到10级可发放；""></T><B/><T t=""3.额度限制：最小20仙玉，最大2000仙玉；""></T><B/><T t=""4.拆包数量：最小1包，最大5包；""></T><B/><T t=""5.发红包方式：通过队伍红包界面“发放红包”按钮发送；""></T><B/><T t=""抢红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可领取。""></T><B/>",""
"11490","红包说明",""
"11491","<T t=""（1）由于主线剧情的任务经验固定。建议先"" c=""FF000000"" f=""simhei-12""></T><T t=""完成主线任务，做到15级在"" c=""FF000000"" f=""simhei-12""></T><B></B><U t=""【打开活动界面】"" did=""41"" c=""FF006400"" ></U><T t=""前往完成师门任务"" c=""FF006400"" f=""simhei-12""></T><B></B><T t=""（2）20级继续"" c=""FF000000"" f=""simhei-12""></T><T t=""主线任务的第二章"" c=""FFDC143C"" f=""simhei-12""></T><T t=""，然后"" c=""FF000000"" f=""simhei-12""></T><U t=""【打开活动界面】"" did=""41"" c=""FF006400"" ></U><T t=""参加答题活动"" c=""FF000000"" f=""simhei-12""></T><B></B><T t=""（3）28级主线活动结束，可以"" c=""FF000000"" f=""simhei-12""></T><U t=""【大家活动界面】"" did=""41"" c=""FF006400"" ></U><T t=""参加其他活动"" c=""FF000000"" f=""simhei-12""></T><B></B><T t=""（4）30级可以继续做主线任务，玩家达到35级后千万不要错过"" c=""FF000000"" f=""simhei-12""></T><Q t=""【帮派任务】"" qid=""1345"" c=""FF006400"" ></Q><T t=""，会奖励大量经验和帮派贡献，没入帮派的可以点击帮派列表加入或创建帮派"" c=""FF000000"" f=""simhei-12""></T><B></B><T t=""（5）单人任务做完后可"" c=""FF000000"" f=""simhei-12""></T><U t=""【打开活动界面】"" did=""41"" c=""FF006400"" ></U><T t=""前往组队参与师门任务"" c=""FF000000"" f=""simhei-12""></T><B></B><T t=""做完以上活动中全部任务一天内生到40级已经是妥妥的。"" c=""FF000000"" f=""simhei-12""></T>","精灵指引"
"11492","<T t=""初入游戏，是不是已经被老玩家的话语弄晕了头？"" c=""FF000000"" f=""simhei-12""></T><B></B><E e=""916""></E><T t=""为了避免“不专业”的情况发生，快来学习下这些用语都代表了什么吧！"" c=""FF000000"" f=""simhei-12""></T><B></B><T t=""点击开始："" c=""FF000000"" f=""simhei-12""></T><Q t=""【术语攻略】"" qid=""-6666"" c=""FF006400"" ></Q>","术语"
"11493","<I s='ccui1' i='f1'></I><T t=""飞剑"" c=""FFFFFF00"" f=""simhei-12""></T><T t=""       "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：物理伤害"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +8"" c=""FF00FF00"" f=""simhei-12""></T><B></B><I s='ccui1' i='f8'></I><T t=""风袋"" c=""FFFFFF00"" f=""simhei-12""></T><T t=""       "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：速度"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +8"" c=""FF00FF00"" f=""simhei-12""></T><B></B><I s='ccui1' i='f2'></I><T t=""附灵玉"" c=""FFFFFF00"" f=""simhei-12""></T><T t=""    "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：法术伤害"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +6"" c=""FF00FF00"" f=""simhei-12""></T><B></B><I s='ccui1' i='f3'></I><T t=""无量经"" c=""FFFFFF00"" f=""simhei-12""></T><T t=""    "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：气血"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +40"" c=""FF00FF00"" f=""simhei-12""></T><B></B><I s='ccui1' i='f5'></I><T t=""碧玉葫芦"" c=""FFFFFF00"" f=""simhei-12""></T><T t="" "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：治疗强度"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +8"" c=""FF00FF00"" f=""simhei-12""></T><B></B><I s='ccui1' i='f6'></I><T t=""金甲仙衣"" c=""FFFFFF00"" f=""simhei-12""></T><T t="" "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：物理防御"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +12"" c=""FF00FF00"" f=""simhei-12""></T><B></B><I s='ccui1' i='f7'></I><T t=""降魔斗篷"" c=""FFFFFF00"" f=""simhei-12""></T><T t="" "" c=""FFFFFFFF"" f=""simhei-12""></T><T t=""每阶提升：法术防御"" c=""FFFFFFFF"" f=""simhei-12""></T><T t="" +8"" c=""FF00FF00"" f=""simhei-12""></T><B></B>","百晓生"
"11494","<T t=""科举考试一种分为3场，只有在第一场胜利后才可参加第2场，在第2场胜利后才可参加第3场"" c=""FF000000"" f=""simhei-12""></T><T t=""，"" c=""FF000000"" f=""simhei-12""></T><T t=""现在大师特开设科举考试练习题"" c=""FF000000"" f=""simhei-12""></T><B></B><T t=""请点击练习"" c=""FF000000"" f=""simhei-12""></T><B></B><Q t=""【第一场】"" qid=""-66661"" c=""FF006400"" ></Q><B></B><Q t=""【第二场】"" qid=""-66662"" c=""FF006400"" ></Q><T t="""" c=""FF006400"" f=""simhei-12""></T><B></B><Q t=""【第三场】"" qid=""-66663"" c=""FF006400"" ></Q><T t="""" c=""FF006400"" f=""simhei-12""></T><B></B><T t=""科举考试拿满分，提前祝您独占鳌头"" c=""FF000000"" f=""simhei-12""></T><E e=""907""></E>",""
"11495","匹配尚未开始",""
"11496","完成当前界面内任务，有概率获得下列物品、",""
"11497","购   买","任务链"
"11498","完成","任务链"
"11499","已达到最大等级",""
"11500","任务链•$parameter1$/$parameter2$","任务链任务追踪"
"11501","<T t=""陆萧然发布的循环任务，奖励十分丰厚！"" c=""fffff2df""></T><T t=""     当前次数"" c=""fffff2df""></T><T t=""($parameter1$/$parameter2$)"" c=""ff33ff00""></T>","任务链任务追踪"
"11502","点击空白处取消操作",""
"11503","梦幻精灵","精灵界面"
"11504","追梦西游2，感谢有你","精灵界面"
"11505","当前经验为正常的",""
"11506","当前服务器等级[colour='ff00ff00']LV$parameter1$ $parameter2$[colour='ffffffff']天后开启新等级","服务器等级提示"
"11507","求助 ","答题"
"11508","交易所","点卡交易"
"11509","<T t=""$parameter1$年$parameter2$月$parameter3$日$parameter4$，"" c=""FF50321A""></T><T t=""卖出$parameter5$个仙玉"" c=""fff50606""></T><T t=""，单价$parameter6$。"" c=""FF50321A""></T>",""
"11510","<T t=""$parameter1$年$parameter2$月$parameter3$日$parameter4$，"" c=""FF50321A""></T><T t=""买入$parameter5$个仙玉"" c=""ff2f54df""></T><T t=""，单价$parameter6$。"" c=""FF50321A""></T>",""
"11511","<T t=""勾选后下次帮派副本活动将挑战$parameter1$，且在活动开始后将无法更改。""></T>",""
"11512","<T t=""勾选后下次帮派副本活动将挑战$parameter1$，且在活动开始后将无法更改。""></T>",""
"11513","勾选说明",""
"11514","最小金额为","红包"
"11515","最大金额为","红包"
"11516","<T t=""发红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可发放；""></T><B/><T t=""2.额度限制：最小2000金币，最大200000金币；""></T><B/><T t=""3.拆包数量：最小100包，最大500包；""></T><B/><T t=""4.发红包方式：通过世界红包界面“发放红包”按钮发送；""></T><B/><T t=""抢红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可领取。""></T><B/><T t=""特效说明"" c=""ff00ff00""></T><B/><T t=""2000金币≤金额＜100000金币：红包图标提示，播放红包音效；""></T><B/><T t=""100000金币≤金额≤199999金币：金包图标提示，播放红包音效；""></T><B/><T t=""金额＞199999金币：金包提示，播放红包音效，全服红包掉落。""></T><B/>",""
"11517","<T t=""发红包"" c=""ff00ff00""></T><B/><T t=""1.状态限制：必须拥有帮派；""></T><B/><T t=""2.参与等级：达到10级可发放；""></T><B/><T t=""3.额度限制：最小2000金币，最大200000金币；""></T><B/><T t=""4.拆包数量：最小1包，最大100包；""></T><B/><T t=""5.发红包方式：通过帮派红包界面“发放红包”按钮发送；""></T><B/><T t=""抢红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可领取。""></T><B/>",""
"11518","<T t=""发红包"" c=""ff00ff00""></T><B/><T t=""1.状态限制：必须拥有队伍；""></T><B/><T t=""2.参与等级：达到10级可发放；""></T><B/><T t=""3.额度限制：最小100金币，最大200000金币；""></T><B/><T t=""4.拆包数量：最小1包，最大5包；""></T><B/><T t=""5.发红包方式：通过队伍红包界面“发放红包”按钮发送；""></T><B/><T t=""抢红包"" c=""ff00ff00""></T><B/><T t=""1.参与等级：达到10级可领取。""></T><B/>",""
"11519","恭喜你升到20级，你已成为一个真正的战士。今后的每天都会消耗一天点卡，请及时补充哦!",""
"11520","确定",""
"11521","退出登录",""
"11522","神兽","宠物搜索"
"11523","暂无帮派",""
"11524","暂无称号",""
"11527","尚无个人语音介绍，是否开始录制？",""
"11528","添加好友",""
"11529","删除好友",""
"11530","还能输入$parameter1$个字符",""
"11531","请输入内容",""
"11532","[colour='ff8c5e2a']再洗一次，获得如下技能的[colour='ffffffff']$parameter1$",""
"11533","失效剩余时间：",""
"11534","请设置放置礼物数量",""
"11535","即将到期",""
"11536","<T t=""回复"" c=""ff50321a""/>",""
"11537","我的空间",""
"11538","您将寄卖$parameter1$仙玉，全部卖出后会获得$parameter2$金币，是否确定寄卖？","点卡交易寄卖"
"11539","您是否确定撤消当前选中的挂单？","点卡交易撤销"
"11540","发状态",""
"11541","空间暂停开放（维护中）",""
"11542","<T t=""$parameter1$"" c=""ff02972c"" ></T>",""
"11543","请留言",""
"11544","最多输入$parameter1$个字符",""
"11545","已失效",""
"11546","回复:",""
"11547","<T t=""    1.点卡服20级以下玩家免费，20级以上玩家需充值才能进行正常游戏。玩家 ""c=""ff50321a""></T><T t=""每日上线扣除2元人民币 ""c=""ffff0000""></T><T t=""（即一天点卡）""c=""ffff0000""></T><B/><B/><T t=""    2.点卡服没有VIP系统。""c=""ff50321a""></T><B/><B/><T t=""    3.点卡服商城不卖强化道具只卖装饰道具。 ""c=""ff50321a""></T><T t=""。""c=""ff50321a""></T><B/><B/><T t=""    4.点卡服的拍卖行所有道具均可自由定价，没有公示时间与人工审核，实现""c=""ff50321a""></T><T t=""自由交易""c=""ffff0000""></T><B/><B/><T t=""    5.点卡服设有仙玉交易所，供玩家间仙玉与金币自由交易""c=""ff50321a""></T><B/><B/><T t=""    6.点卡服的红包系统使用金币来发红包""c=""ff50321a""></T><B/><B/><T t=""    7.点卡服启用信用值系统，防止打钱工作室""c=""ff50321a""></T><B/><T t=""""/><B/><T t=""      点卡计费，经典回合。公平游戏，自由交易。""c=""ff50321a""></T>",""
"11548","永生","宠物寿命"
"11549","您共求购$parameter1$仙玉，将花费$parameter2$金币，是否确定求购？","点卡交易求购"
"11550","推荐","服务器列表"
"11551","<T t=""回复"" c=""fffff2df""/>",""
"11552","预   购",""
"11553","任务链",""
"11554","$parameter1$分钟前","空间"
"11555","$parameter1$小时前","空间"
"11556","$parameter1$赠送给你$parameter2$$parameter3$$parameter4$",""
"11557","<T t=""$parameter1$"" c=""FF50321A""></T><I s='linshi' i='jb'/>","交易所"
"11558","<T t=""100"" c=""FF50321A""></T><I s='linshi' i='贡献'/><T t="" = "" c=""FF50321A""></T><T t=""$parameter1$"" c=""FF50321A""></T><I s='linshi' i='yb'/>
","帮派工资说明"
"11559","任务链","任务链"
"11560","陆萧然发布的系列任务，奖励丰厚！环数（$parameter1$/$parameter2$）","任务链"
"11561","    点卡服奖励","月卡"
"11562","激活将扣除周卡，是否激活？","月卡"
"11563","领取奖励","月卡未领取"
"11564","已领取","月卡已领取"
"11565","激活周卡后，每日登录均可领取奖励","月卡免费服提示"
"11566","每日成功扣费后即可领取奖励","月卡点卡服提示"
"11567","我的好友",""
"11568","发布了任务求助信息","任务链援助"
"11569","小时",""
"11570","名",""
"11571","红包榜",""
"11572","鲜花榜",""
"11573","请确定是否分解当前物品？",""
"11574","您要合的宠物有必带技能,会导致合宠总技能变少,是否继续合宠?",""
"11575","您要合的两只宠物有相同技能,会导致合宠总技能变少,是否继续合宠?",""
"11576","($parameter1$开服)",""
"11577","战斗中不能进行此操作","战斗中点击探索提示"
"11578","买","金币兑换所"
"11579","卖","金币兑换所"
"11580","<T t=""帮派等级影响:""></T><B/><T t=""  1级帮派修炼等级上限为4。"" ></T><B/><T t=""  2级帮派修炼等级上限为8。""></T><B/><T t=""  3级帮派修炼等级上限为12。""></T><B/><T t=""  4级帮派修炼等级上限为16。""></T><B/><T t=""  5级帮派修炼等级上限为20。""></T><B/><T t=""  当前上限为:$parameter1$"" c=""$color1$""></T><B/><B/><T t=""人物等级影响:""></T><B/><T t=""  45级开启人物修炼，55级开启宠物修炼。""></T><B/><T t=""  45/50/55/60/65/70/75/80/85级修炼上限分别   为1/2/4/6/9/11/14/16/18。""></T><B/><T t=""  90级以后修炼等级上限为20。""></T><B/><T t=""  当前上限为:$parameter2$""  c=""$color2$""></T><B/><B/><T t=""历史贡献影响:""></T><B/><T t=""  上限不高于（历史贡献/150）+2级。""></T><B/><T t=""  您在本帮派的历史贡献为$parameter3$点。""></T><B/><T t=""  当前上限为:$parameter4$"" c=""$color4$""></T><B/><T t="" ""></T><B/><T t=""综合得出当前修炼等级上限为:$parameter5$"" c=""$color5$""></T>",""
"11581","关卡",""
"11582","[colour='FF50321A']当前副本还有[colour='FF00B74F']$parameter1$[colour='FF50321A']的进度奖励还没有获取",""
"11583","狩猎总次数：$parameter1$/50","点卡服活动面板"
"11584","帐号安全异常",""
"11585","游戏数据异常",""
"11586","用第三方软件",""
"11587","传播违规禁言",""
"11588","紧急事件联系",""
"11589","其它原因封停",""
"11590","只有赠送礼物才能留言",""
"11591","任务链轮数($parameter1$/$parameter2$)",""
"11592","<T t=""陆萧然发布的系列任务."" c=""ff5f3e22""></T><T t=""任务链环数"" c=""ff5f3e22""></T><T t=""($parameter1$/$parameter2$)"" c=""ff005b0f""></T>",""
"11593","开服1天后($parameter1$年$parameter2$月$parameter3$日0点)开启任务链",""
"11594","[colour='ff50321a']你的点卡不足，不够一天（[colour='ff5f0500']点卡[colour='ff50321a']）的消耗，请前往购买点卡。",""
"11595","<T t=""    1.点卡服20级以下玩家免费，20级以上玩家需充值才能进行正常游戏。玩家 ""c=""ff50321a""></T><T t=""每日上线扣除2元人民币 ""c=""ffff0000""></T><T t=""（即一天点卡）。 ""c=""ffff0000""></T><B/><B/><T t=""    2.点卡服没有首充奖励与VIP系统。""c=""ff50321a""></T><B/><B/><T t=""    3.点卡服商城不卖强化道具只卖装饰道具。 ""c=""ff50321a""></T><T t=""。""c=""ff50321a""></T><B/><B/><T t=""    4.点卡服的拍卖行所有道具均可自由定价，没有公示时间与人工审核，实现""c=""ff50321a""></T><T t=""自由交易""c=""ffff0000""></T><B/><B/><T t=""    5.点卡服启用信用值系统，防止打钱工作室""c=""ff50321a""></T><B/><T t=""""/><B/><T t=""      点卡计费，经典回合。公平游戏，自由交易。""c=""ff50321a""></T>",""
"11596","[colour='FF50321A']当前副本没有剩余进度奖励需要挑战",""
"11597","开启",""
"11598","已开启",""
"11599","好\n友",""
"11600","邮\n件",""
"11601","强克",""
"11602","被强克",""
"11603","周二 $parameter1$月$parameter2$日","帮派战"
"11604","周四 $parameter1$月$parameter2$日","帮派战"
"11605","<T t=""一、活动介绍""></T><B/><T t=""  1. 每周一、三15:00创建次日的对战列表。""></T><B/><T t=""  2. 每周二、四 20:30-21:00为帮派战准备时间，21:00-22:00为正式帮派战时间，玩家在21:10后不能进入场景。""></T><B/><T t=""  3. 2级以上帮派，帮派内至少40人，其中7天内上线的达到50级的玩家数≥30的帮派才有资格参加帮派战。""></T><B/><T t=""  4. 进入帮派2天以上，等级达到50级的玩家才有资格参加本帮派帮派战。""></T><B/><T t=""  5. 如果帮派满足上述条件但是没有获得参加帮派战的资格，可能由于你处于列表的最后一名无法匹配。""></T><B/><T t=""  6. 每8周为一轮帮派战，每次24周为一轮计算历史战绩。""></T><B/><B/><T t=""二、比赛战斗说明""></T><B/><T t=""  1. 同帮派的玩家可组队进行战斗，最高可5人组队。""></T><B/><T t=""  2. 进入帮派战场景，己方玩家名字显示为绿色，敌方玩家可战斗的玩家名字显示为红色，直接点击红色名称玩家可切入战斗。""></T><B/><T t=""  3. 在准备阶段敌方玩家名称显示为黄色，黄色名字为保护状态，保护状态时不可主动或被动切入战斗。""></T><B/><T t=""  4. 21点前进入帮派战场景内将获得2400点行动力，21:00-21:10进入将获得1200点行动力。""></T><B/><T t=""  5. 主动发起战斗和战斗失败都会消耗一定行动力，按照队伍内人数共同均摊的方式扣除，单人单次最高扣除值不超过1000点。""></T><B/><T t=""  6. 行动力耗尽将被系统踢出帮派战场景。""></T><B/><B/>","帮派战"
"11606","<T t=""每$parameter1$周为1轮 ""c=""ff50321a""></T><B/><T t=""当前为$parameter2$环 ""c=""ff50321a""></T>","帮派战"
"11607","帮派战即将开始，是否前往参加？","帮派战"
"11608","<T t=""需要召集"" c=""ff5f3e22""></T><T t=""$parameter1$"" c=""ff005b0f""></T><T t=""个（7天内上线人数的一半，不低于总人数的30%）"" c=""ff5f3e22""></T><B/><T t=""本帮派玩家响应弹劾方可成功，弹劾需在"" c=""ff5f3e22""></T><T t=""1小时内"" c=""ff005b0f""></T><T t=""响应完成，否则将失效。"" c=""ff5f3e22""></T><B/><T t=""弹劾期间主动离开帮派则弹劾失败。"" c=""ff5f3e22""></T>","弹劾帮主"
"11609","<T t=""目前没有人发起弹劾，勇士是否要发起？"" c=""ff5f3e22""></T><B/><T t=""弹劾成功后："" c=""ff5f3e22""></T><B/><T t=""1.你将成为本帮派的帮主"" c=""ff5f3e22""></T><B/><T t=""2.原帮主将变为成员"" c=""ff5f3e22""></T>","弹劾帮主"
"11610","<T t=""$parameter1$"" c=""ff005b0f""></T><T t=""正在发起弹劾，响应弹劾证明你支持发起者对帮主的弹劾举动。"" c=""ff5f3e22""></T>","弹劾帮主"
"11611","点卡说明",""
"11612","<T t=""1.购买后即刻消耗时间,不登录也会消耗时间""></T><B/><T t=""2.购买后全部消耗完时间才可以再次购买"" ></T>",""
"11613","<T t=""银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径银币获取途径""></T><B/><T t=""  *商会出售物品                 "" ></T><B/><T t=""  *抓鬼任务。""></T><B/><T t=""  *考古。""></T><B/><T t=""兑换比率:""></T><B/><T t=""  1仙玉=10000银币""></T><B/><T t=""  1金币=100银币""></T>",""
"11614","<T t=""银币获取途径""></T><B/><T t=""  *商会出售物品                 "" ></T><B/><T t=""  *抓鬼任务。""></T><B/><T t=""  *考古。""></T><B/><T t=""兑换比率:""></T><B/><T t=""  1金币=100银币""></T>",""
"11615","兑换银币说明",""
"11616","兑换金币说明",""
