"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数","是否可以摆摊上架"
"2205","3","7080613","紫鞋","1","1","80","80级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2206","3","7090613","紫鞋","1","1","90","90级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2207","3","7100613","紫鞋","1","1","100","100级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2208","3","8030101","橙剑","1","1","30","30级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2209","3","8040101","橙剑","1","1","40","40级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2210","3","8050101","橙剑","1","1","50","50级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2211","3","8060101","橙剑","1","1","60","60级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2212","3","8070101","橙剑","1","1","70","70级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2213","3","8080101","橙剑","1","1","80","80级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2214","3","8090101","橙剑","1","1","90","90级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2215","3","8100101","橙剑","1","1","100","100级","","","","","","","","","","","","","200","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2216","3","8030102","橙锤子","1","1","30","30级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2217","3","8040102","橙锤子","1","1","40","40级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2218","3","8050102","橙锤子","1","1","50","50级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2219","3","8060102","橙锤子","1","1","60","60级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2220","3","8070102","橙锤子","1","1","70","70级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2221","3","8080102","橙锤子","1","1","80","80级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2222","3","8090102","橙锤子","1","1","90","90级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2223","3","8100102","橙锤子","1","1","100","100级","","","","","","","","","","","","","201","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2224","3","8030103","橙匕首","1","1","30","30级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2225","3","8040103","橙匕首","1","1","40","40级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2226","3","8050103","橙匕首","1","1","50","50级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2227","3","8060103","橙匕首","1","1","60","60级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2228","3","8070103","橙匕首","1","1","70","70级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2229","3","8080103","橙匕首","1","1","80","80级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2230","3","8090103","橙匕首","1","1","90","90级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2231","3","8100103","橙匕首","1","1","100","100级","","","","","","","","","","","","","202","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2232","3","8030104","橙爪","1","1","30","30级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2233","3","8040104","橙爪","1","1","40","40级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2234","3","8050104","橙爪","1","1","50","50级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2235","3","8060104","橙爪","1","1","60","60级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2236","3","8070104","橙爪","1","1","70","70级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2237","3","8080104","橙爪","1","1","80","80级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2238","3","8090104","橙爪","1","1","90","90级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2239","3","8100104","橙爪","1","1","100","100级","","","","","","","","","","","","","203","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2240","3","8030105","橙魔棒","1","1","30","30级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2241","3","8040105","橙魔棒","1","1","40","40级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2242","3","8050105","橙魔棒","1","1","50","50级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2243","3","8060105","橙魔棒","1","1","60","60级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2244","3","8070105","橙魔棒","1","1","70","70级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2245","3","8080105","橙魔棒","1","1","80","80级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2246","3","8090105","橙魔棒","1","1","90","90级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2247","3","8100105","橙魔棒","1","1","100","100级","","","","","","","","","","","","","204","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2256","3","8030207","橙男衣","1","1","30","30级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2257","3","8040207","橙男衣","1","1","40","40级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2258","3","8050207","橙男衣","1","1","50","50级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2259","3","8060207","橙男衣","1","1","60","60级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2260","3","8070207","橙男衣","1","1","70","70级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2261","3","8080207","橙男衣","1","1","80","80级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2262","3","8090207","橙男衣","1","1","90","90级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2263","3","8100207","橙男衣","1","1","100","100级","","","","","","","","","","","","","206","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2264","3","8030208","橙女衣","1","1","30","30级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2265","3","8040208","橙女衣","1","1","40","40级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2266","3","8050208","橙女衣","1","1","50","50级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2267","3","8060208","橙女衣","1","1","60","60级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2268","3","8070208","橙女衣","1","1","70","70级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2269","3","8080208","橙女衣","1","1","80","80级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2270","3","8090208","橙女衣","1","1","90","90级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2271","3","8100208","橙女衣","1","1","100","100级","","","","","","","","","","","","","207","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2272","3","8030309","橙男头","1","1","30","30级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2273","3","8040309","橙男头","1","1","40","40级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2274","3","8050309","橙男头","1","1","50","50级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2275","3","8060309","橙男头","1","1","60","60级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2276","3","8070309","橙男头","1","1","70","70级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2277","3","8080309","橙男头","1","1","80","80级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2278","3","8090309","橙男头","1","1","90","90级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2279","3","8100309","橙男头","1","1","100","100级","","","","","","","","","","","","","208","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2280","3","8030310","橙女头","1","1","30","30级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2281","3","8040310","橙女头","1","1","40","40级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2282","3","8050310","橙女头","1","1","50","50级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2283","3","8060310","橙女头","1","1","60","60级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2284","3","8070310","橙女头","1","1","70","70级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2285","3","8080310","橙女头","1","1","80","80级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2286","3","8090310","橙女头","1","1","90","90级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2287","3","8100310","橙女头","1","1","100","100级","","","","","","","","","","","","","209","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2288","3","8030411","橙项链","1","1","30","30级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2289","3","8040411","橙项链","1","1","40","40级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2290","3","8050411","橙项链","1","1","50","50级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2291","3","8060411","橙项链","1","1","60","60级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2292","3","8070411","橙项链","1","1","70","70级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2293","3","8080411","橙项链","1","1","80","80级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2294","3","8090411","橙项链","1","1","90","90级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2295","3","8100411","橙项链","1","1","100","100级","","","","","","","","","","","","","210","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2296","3","8030512","橙腰带","1","1","30","30级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2297","3","8040512","橙腰带","1","1","40","40级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2298","3","8050512","橙腰带","1","1","50","50级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2299","3","8060512","橙腰带","1","1","60","60级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2300","3","8070512","橙腰带","1","1","70","70级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2301","3","8080512","橙腰带","1","1","80","80级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2302","3","8090512","橙腰带","1","1","90","90级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2303","3","8100512","橙腰带","1","1","100","100级","","","","","","","","","","","","","211","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2304","3","8030613","橙鞋","1","1","30","30级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2305","3","8040613","橙鞋","1","1","40","40级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2306","3","8050613","橙鞋","1","1","50","50级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2307","3","8060613","橙鞋","1","1","60","60级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2308","3","8070613","橙鞋","1","1","70","70级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2309","3","8080613","橙鞋","1","1","80","80级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2310","3","8090613","橙鞋","1","1","90","90级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"2311","3","8100613","橙鞋","1","1","100","100级","","","","","","","","","","","","","212","3","2","0","","","","","","","","","","","","","1","35","155","","","","1"
"3000","3","4050101","50级白装剑","2","0","4050101","兄弟大剑","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3001","3","4050102","50级白装锤","2","0","4050102","白银的意志","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3002","3","4050103","50级白装匕首","2","0","4050103","暗黑背叛者","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3003","3","4050104","50级白装爪","2","0","4050104","狂风战斧","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3004","3","4050105","50级白装魔棒","2","0","4050105","荧光法杖","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3006","3","4050207","50级白装男衣","2","0","4050207","士官长胸甲","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3007","3","4050208","50级白装女衣","2","0","4050208","士官长外套","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3008","3","4050309","50级白装男头盔","2","0","4050309","士官长头盔","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3009","3","4050310","50级白装女头饰","2","0","4050310","士官长头饰","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3010","3","4050411","50级白装项链","2","0","4050411","士官长项链","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3011","3","4050512","50级白装腰带","2","0","4050512","士官长腰带","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3012","3","4050613","50级白装鞋子","2","0","4050613","士官长长靴","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3013","3","4060101","60级白装剑","2","0","4060101","欺诈者之剑","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3014","3","4060102","60级白装锤","2","0","4060102","诅咒者之锤","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3015","3","4060103","60级白装匕首","2","0","4060103","污染者之怒","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3016","3","4060104","60级白装爪","2","0","4060104","奥金巨斧","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3017","3","4060105","60级白装魔棒","2","0","4060105","荣耀角斗士","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3019","3","4060207","60级白装男衣","2","0","4060207","污染者胸甲","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3020","3","4060208","60级白装女衣","2","0","4060208","污染者外套","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3021","3","4060309","60级白装男头盔","2","0","4060309","污染者头盔","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3022","3","4060310","60级白装女头饰","2","0","4060310","污染者头饰","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3023","3","4060411","60级白装项链","2","0","4060411","污染者项链","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3024","3","4060512","60级白装腰带","2","0","4060512","污染者腰带","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3025","3","4060613","60级白装鞋子","2","0","4060613","污染者长靴","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3026","3","5050101","50级绿装剑","2","0","5050101","兄弟大剑","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3027","3","5050102","50级绿装锤","2","0","5050102","白银的意志","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3028","3","5050103","50级绿装匕首","2","0","5050103","暗黑背叛者","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3029","3","5050104","50级绿装爪","2","0","5050104","狂风战斧","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3030","3","5050105","50级绿装魔棒","2","0","5050105","荧光法杖","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3032","3","5050207","50级绿装男衣","2","0","5050207","士官长胸甲","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3033","3","5050208","50级绿装女衣","2","0","5050208","士官长外套","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3034","3","5050309","50级绿装男头盔","2","0","5050309","士官长头盔","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3035","3","5050310","50级绿装女头饰","2","0","5050310","士官长头饰","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3036","3","5050411","50级绿装项链","2","0","5050411","士官长项链","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3037","3","5050512","50级绿装腰带","2","0","5050512","士官长腰带","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3038","3","5050613","50级绿装鞋子","2","0","5050613","士官长长靴","","","","","","","","","","","","","900","10","2","800","","","","","","","","","","","","","1","35","155","","","","1"
"3039","3","5060101","60级绿装剑","2","0","5060101","欺诈者之剑","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3040","3","5060102","60级绿装锤","2","0","5060102","诅咒者之锤","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3041","3","5060103","60级绿装匕首","2","0","5060103","污染者之怒","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3042","3","5060104","60级绿装爪","2","0","5060104","奥金巨斧","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3043","3","5060105","60级绿装魔棒","2","0","5060105","荣耀角斗士","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3045","3","5060207","60级绿装男衣","2","0","5060207","污染者胸甲","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3046","3","5060208","60级绿装女衣","2","0","5060208","污染者外套","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3047","3","5060309","60级绿装男头盔","2","0","5060309","污染者头盔","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3048","3","5060310","60级绿装女头饰","2","0","5060310","污染者头饰","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3049","3","5060411","60级绿装项链","2","0","5060411","污染者项链","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3050","3","5060512","60级绿装腰带","2","0","5060512","污染者腰带","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"3051","3","5060613","60级绿装鞋子","2","0","5060613","污染者长靴","","","","","","","","","","","","","901","10","2","1200","","","","","","","","","","","","","1","35","155","","","","1"
"4000","4","320101","治疗药水","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","500","6","2","400","","","","","","","","","","","","","1","35","155","","","","1"
"4001","4","320102","法力药水","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","501","6","2","400","","","","","","","","","","","","","1","35","155","","","","1"
"4002","4","320103","净化药剂","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","502","6","2","400","","","","","","","","","","","","","1","35","155","","","","1"
"4003","4","320104","复苏药剂","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","503","6","2","400","","","","","","","","","","","","","1","35","155","","","","1"
"4004","4","320106","显影之尘","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","504","6","2","400","","","","","","","","","","","","","1","35","155","","","","1"
"5000","4","320001","培根煎蛋","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","600","7","2","90","","","","","","","","","","","","","1","35","155","","","","1"
"5001","4","320002","樱桃派","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","601","7","2","90","","","","","","","","","","","","","1","35","155","","","","1"
"5002","4","320003","香煎鲑鱼","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","602","7","2","90","","","","","","","","","","","","","1","35","155","","","","1"
"5003","4","320004","凤梨烈酒","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","603","7","2","150","","","","","","","","","","","","","1","35","155","","","","1"
"5004","4","320005","麻辣狼排","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","604","7","2","150","","","","","","","","","","","","","1","35","155","","","","1"
"5005","4","320006","甜橙馅饼","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","605","7","2","280","","","","","","","","","","","","","1","35","155","","","","1"
"5006","4","320007","朝露酒","3","0","","","0","10","20","30","40","50","60","70","80","90","100","110","606","7","2","350","","","","","","","","","","","","","1","35","155","","","","1"
"6000","1","311001","暴击","0","0","","","","","","","","","","","","","","","400","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6001","1","311002","连击","0","0","","","","","","","","","","","","","","","401","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6002","1","311003","强劲","0","0","","","","","","","","","","","","","","","402","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6003","1","311004","穿刺","0","0","","","","","","","","","","","","","","","403","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6004","1","311005","偷袭","0","0","","","","","","","","","","","","","","","404","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6005","1","311006","法术暴击","0","0","","","","","","","","","","","","","","","405","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6006","1","311007","法术连击","0","0","","","","","","","","","","","","","","","406","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6007","1","311008","法术波动","0","0","","","","","","","","","","","","","","","407","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6008","1","311009","法术增强","0","0","","","","","","","","","","","","","","","408","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6009","1","311010","法术穿刺","0","0","","","","","","","","","","","","","","","409","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6010","1","311011","冥思","0","0","","","","","","","","","","","","","","","410","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6011","1","311012","吸血","0","0","","","","","","","","","","","","","","","411","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6012","1","311013","回春","0","0","","","","","","","","","","","","","","","412","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6013","1","311014","凤凰之心","0","0","","","","","","","","","","","","","","","413","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6014","1","311015","格挡","0","0","","","","","","","","","","","","","","","414","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6015","1","311016","反弹","0","0","","","","","","","","","","","","","","","415","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6016","1","311017","神祗","0","0","","","","","","","","","","","","","","","416","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6017","1","311018","反击","0","0","","","","","","","","","","","","","","","417","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6018","1","311019","灵动","0","0","","","","","","","","","","","","","","","418","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6019","1","311020","刚毅","0","0","","","","","","","","","","","","","","","419","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6020","1","311021","铁甲","0","0","","","","","","","","","","","","","","","420","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6021","1","311022","敌法","0","0","","","","","","","","","","","","","","","421","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6022","1","311023","坚韧","0","0","","","","","","","","","","","","","","","422","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6023","1","311024","迟钝","0","0","","","","","","","","","","","","","","","423","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6024","1","311025","火元素吸收","0","0","","","","","","","","","","","","","","","424","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6025","1","311026","水元素吸收","0","0","","","","","","","","","","","","","","","425","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6026","1","311027","土元素吸收","0","0","","","","","","","","","","","","","","","426","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6027","1","311028","雷元素吸收","0","0","","","","","","","","","","","","","","","427","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6028","1","311029","不死亡魂","0","0","","","","","","","","","","","","","","","428","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6029","1","311030","驱魔","0","0","","","","","","","","","","","","","","","429","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6030","1","311031","潜行","0","0","","","","","","","","","","","","","","","430","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6031","1","311032","夜枭感知","0","0","","","","","","","","","","","","","","","431","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6032","1","311033","永恒","0","0","","","","","","","","","","","","","","","432","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
"6033","1","311034","清心","0","0","","","","","","","","","","","","","","","433","5","2","7000","","","","","","","","","","","","","1","35","155","","","","1"
