"id","改变形象","触发隐藏剧情","改变战场地图","改变场景时的渐变特效","有无客户端动作","播放战场特效","播放音乐","动作类型","技能ID","调用伙伴几号槽里技能","技能等级系数","技能等级常数","逃跑几率","召唤","召唤数量","","","","目标","场景AI是否指定主角","策划备注","说话信息","说话信息是否显示到聊天框","语音资源名","语音信息是否显示到聊天框","语音信息时长","提示框信息"
"56631","0","","0","1","TRUE","","0","2","165003","","1","0","","","","","","","","0","猎人（近）职业野性召唤","","","","","",""
"56632","0","","0","1","TRUE","","0","2","165004","","1","0","","","","","","","","0","猎人（近）职业生命献祭","","","","","",""
"56633","0","","0","1","TRUE","","0","2","165005","","1","0","","","","","","","","0","猎人（近）职业精准打击","","","","","",""
"56634","0","","0","1","TRUE","","0","2","165007","","1","0","","","","","","","","0","猎人（近）职业美拉冲击","","","","","",""
"56635","0","","0","1","TRUE","","0","2","166001","","1","0","","","","","","","","0","猎人（近）职业多重打击","","","","","",""
"56636","0","","0","1","TRUE","","0","2","166002","","1","0","","","","","","","","0","猎人（近）职业穿刺打击","","","","","",""
"56637","0","","0","1","TRUE","","0","2","166003","","1","0","","","","","","","","0","猎人（近）职业野性召唤","","","","","",""
"56638","0","","0","1","TRUE","","0","2","166004","","1","0","","","","","","","","0","猎人（近）职业生命献祭","","","","","",""
"56639","0","","0","1","TRUE","","0","2","166005","","1","0","","","","","","","","0","猎人（近）职业精准打击","","","","","",""
"56640","0","","0","1","TRUE","","0","2","166007","","1","0","","","","","","","","0","猎人（近）职业美拉冲击","","","","","",""
"56641","0","","0","1","TRUE","","0","2","167001","","1","0","","","","","","","","0","猎人（近）职业多重打击","","","","","",""
"56642","0","","0","1","TRUE","","0","2","167002","","1","0","","","","","","","","0","猎人（近）职业穿刺打击","","","","","",""
"56643","0","","0","1","TRUE","","0","2","167003","","1","0","","","","","","","","0","猎人（近）职业野性召唤","","","","","",""
"56644","0","","0","1","TRUE","","0","2","167004","","1","0","","","","","","","","0","猎人（近）职业生命献祭","","","","","",""
"56645","0","","0","1","TRUE","","0","2","167005","","1","0","","","","","","","","0","猎人（近）职业精准打击","","","","","",""
"56646","0","","0","1","TRUE","","0","2","167007","","1","0","","","","","","","","0","猎人（近）职业美拉冲击","","","","","",""
"56647","0","","0","1","TRUE","","0","2","168001","","1","0","","","","","","","","0","猎人（近）职业多重打击","","","","","",""
"56648","0","","0","1","TRUE","","0","2","168002","","1","0","","","","","","","","0","猎人（近）职业穿刺打击","","","","","",""
"56649","0","","0","1","TRUE","","0","2","168003","","1","0","","","","","","","","0","猎人（近）职业野性召唤","","","","","",""
"56650","0","","0","1","TRUE","","0","2","168004","","1","0","","","","","","","","0","猎人（近）职业生命献祭","","","","","",""
"56651","0","","0","1","TRUE","","0","2","168005","","1","0","","","","","","","","0","猎人（近）职业精准打击","","","","","",""
"56652","0","","0","1","TRUE","","0","2","168007","","1","0","","","","","","","","0","猎人（近）职业美拉冲击","","","","","",""
"56653","0","","0","1","TRUE","","0","2","169001","","1","0","","","","","","","","0","猎人（近）职业多重打击","","","","","",""
"56654","0","","0","1","TRUE","","0","2","169002","","1","0","","","","","","","","0","猎人（近）职业穿刺打击","","","","","",""
"56655","0","","0","1","TRUE","","0","2","169003","","1","0","","","","","","","","0","猎人（近）职业野性召唤","","","","","",""
"56656","0","","0","1","TRUE","","0","2","169004","","1","0","","","","","","","","0","猎人（近）职业生命献祭","","","","","",""
"56657","0","","0","1","TRUE","","0","2","169005","","1","0","","","","","","","","0","猎人（近）职业精准打击","","","","","",""
"56658","0","","0","1","TRUE","","0","2","169006","","1","0","","","","","","","","0","猎人（近）职业美拉冲击","","","","","",""
"56701","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","8574主角喊话","等等,我们并没有恶意,我想你一定是弄错了！","","","","",""
"56702","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8574暗夜精灵哨兵喊话","我不会听你的花言巧语,受死吧！","","","","",""
"56703","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8575尤利安喊话","你什么时候跟玛蕾站在一起了？","","","","",""
"56704","0","","0","1","TRUE","","0","","","","","","","","","","","","95002","1","8575主角喊话","看来这事一时半会是解释不清楚了！","","","","",""
"56705","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8576馬维喊话","没想到这个恶魔还有同党,你们全都跑不了！","","","","",""
"56706","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8578恶魔守卫头领喊话","是谁在打扰塞格洛斯大人？","","","","",""
"56707","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8581馬维喊话","为什么你总是跟我作对？","","","","",""
"56708","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","0","8583艾尔索斯逃跑喊话","这是怎么回事？为什么我的力量正在流失？","","","","",""
"56709","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8584玛佛里喊话","啊！我感受到大地正在撕裂！","","","","",""
"56710","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","0","8585艾尔索斯喊话逃跑","凯苏德,这里交给你了！","","","","",""
"56711","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8585凯苏德喊话","放心吧！吾王！","","","","",""
"56712","0","","0","1","TRUE","","0","","","","","","","","","","","","","0","8586瓦斯吉喊话","尤利安已经受伤,你觉得你能阻止我们吗？","","","","",""
"58001","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","","有辅助职业在,我就不为难你们了！","","","","",""
"58002","0","","0","1","TRUE","","0","","","","","","","","","","","","","","","请消除职业歧视,全输出不利于种族团结！","","","","",""
"58003","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","","goodbye！","","","","",""
"58004","0","","0","1","TRUE","","0","12","","","","","","{24523@1000}$15","","","","","","","","对面输出狗来势汹汹有点怕,赶紧招个小弟压压惊。","","","","",""
"58005","0","","0","1","TRUE","","0","12","","","","","","{24524@1000}$15","","","","","","","","","","","","",""
"58007","0","","0","1","TRUE","","0","","180011","","1","0","","","","","","","96003","","","","","","","",""
"58035","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","公会副本（惧封）被封印后逃跑喊话","居然被控制了,我得跑了。","","","","",""
"58041","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（惧封）没被封印后喊话","哈哈,不控制我,我便控制你。","","","","",""
"58036","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","公会副本（惧牧）见到治疗后逃跑喊话","居然有治疗职业,我就不献丑了。","","","","",""
"58037","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（惧牧）没有治疗喊话","既然没有治疗职业,那就看我的厉害吧。","","","","",""
"58038","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（铁甲）喊话","物理攻击对我用处不大.","","","","",""
"58039","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（抗魔）喊话","法术攻击对我用处不大.","","","","",""
"58049","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","亚龙入侵（佛徒）","居然有圣骑士、牧师好可怕,我得跑。","","","","",""
"58050","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","宠物逃跑","给你机会都抓不住我,不和你玩了。","","","","",""
"58051","0","","0","1","TRUE","","0","2","191001","","1","0","","","","","","","","","职业闯关（猎人第一回合多重打击）","嗨！孙子接受惩罚吧！","","","","",""
"58052","0","","0","1","TRUE","","0","2","140002","","1","0","","","","","","","","","职业闯关（小德第一回合减防）","嗨！孙子接受惩罚吧！","","","","",""
"58061","0","","0","1","TRUE","","0","2","120005","","1","0","","","","","","","","","巨龙入侵（德鲁伊第一回合技能减防）","","","","","",""
"58062","0","","0","1","TRUE","","0","2","191001","","1","0","","","","","","","","","巨龙入侵（猎人第二回合（多重打击））","","","","","",""
"58063","0","","0","1","TRUE","","0","2","160004","","1","0","","","","","","","","","巨龙入侵（牧师第一回合（加状态））","","","","","",""
"58064","0","","0","1","TRUE","","0","2","110003","","1","0","","","","","","","","","巨龙入侵（战士第一回合（3连））","","","","","",""
"58065","0","","0","1","TRUE","","0","2","160003","","1","0","","","","","","","","","巨龙入侵精英（牧师拉人）","","","","","",""
"58066","0","","0","1","TRUE","","0","2","160003","","1","0","","","","","","","","","巨龙入侵精英（牧师拉人）","","","","","",""
"58067","0","","0","1","TRUE","","0","2","160003","","1","0","","","","","","","","","巨龙入侵精英（牧师拉人）","","","","","",""
"58068","0","","0","1","TRUE","","0","2","160004","","1","0","","","","","","","","","职业闯关（牧师加状态）","既然没有同门在~那就放开手脚咯。<E e=""209""></E>","","","","",""
"58070","0","","0","1","TRUE","","0","12","","","","","","{22124@1000}$20","","","","","96017","","","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"58071","0","","0","1","TRUE","","0","10","","","","","","","","","","","","","沙包待机","","","","","",""
"58072","0","","0","1","TRUE","","0","6","","","","","","{30901@1000}$21,{30902@1000}$22","","","","","","","第一回合召唤小怪","","","","","",""
"58073","0","","0","1","TRUE","","0","2","190000","","","","","","","","","","","","第一回合自爆自身80%血量,对方全部怪物减80%血量","","","","","",""
"58074","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58075","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58076","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58077","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58078","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58079","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58080","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58081","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58082","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58083","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58084","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58085","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58086","0","","0","1","TRUE","","0","2","183000","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58087","0","","0","1","TRUE","","0","2","183000","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58088","0","","0","1","TRUE","","0","2","183000","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58089","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58090","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58091","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-有同门派-逃跑。","<T t=""既然有同门在，那我就不为难各位了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""195"">","","","","",""
"58092","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58093","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58094","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","门派闯关-逃跑","<T t=""不为难各位了，溜了溜了"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""116""></E>","","","","",""
"58095","0","","0","1","TRUE","","0","2","150003","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58096","0","","0","1","TRUE","","0","2","110003","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58097","0","","0","1","TRUE","","0","2","161005","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58098","0","","0","1","TRUE","","0","2","120003","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58099","0","","0","1","TRUE","","0","2","162003","","","","","","","","","","","","门派闯关-召唤","<T t=""既然没有同门在~那就放开手脚咯。"" c=""FFFFF2DF"" f=""simhei-12""></T><E e=""209""></E>","","","","",""
"58100","0","","0","1","TRUE","","0","","","","","","","","","","","","","","宠物开场喊话","看起来你们很强,有想招聘强力宠物的没有,三餐有肉就行！！！","","","","",""
"58101","0","","0","1","TRUE","","0","2","160001","","","","","","","","","","","","血色教堂女BOSS使用神圣新星","","","","","",""
"58102","0","","0","1","TRUE","","0","2","800017","","1","0","","","","","","","96101","","（尖牙溶洞）永生者沃尔丹驱散神佑技能","","","","","",""
"58103","0","","0","1","TRUE","","0","2","181001","","","","","","","","","","","","（尖牙溶洞）毒牙之王瑟芬配怪怪物自我沉睡","好累啊！先睡一会.谁打扰我我一定弄死他！","","","","",""
"58104","0","","0","1","TRUE","","0","12","","","","","","{27024@1000}$15,{27025@1000}$16","","","","","","","（尖牙溶洞）毒牙之王瑟芬召唤2个怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58105","0","","0","1","TRUE","","0","","","","","","","","","","","","","","（尖牙溶洞）永生者沃尔丹开场喊话","兄弟们不死,我就将永生.","","","","",""
"58106","0","","0","1","TRUE","","0","","","","","","","","","","","","","","（尖牙溶洞）永生者沃尔丹怪物死亡后喊话","兄弟们死光了,我也危险了！","","","","",""
"58107","0","","0","1","TRUE","","0","","","","","","","","","","","","","","（尖牙溶洞）大囧龟开场喊话","我的防御坚如磐石！","","","","",""
"58110","0","","0","1","TRUE","","0","12","","","","","","{27060@1000}$20","","","","","","","（亡者矿坑）召唤怪物","敌人厉害,看来要来个兄弟帮帮手！","","","","",""
"58111","0","","0","1","TRUE","","0","2","162003","","1","0","","","","","","","96112","","（亡者矿坑）连击点数大于等于1释放技能","承受我剔骨的痛苦吧！","","","","",""
"58112","","","","","","","0","2","160004","","1","0","","","","","","","","","（亡者矿坑）心灵之火","在我面前你们那点伤害完全不够看！","","","","",""
"58200","","","","","","","0","2","110002","","1","0","","","","","","","96200","0","战士自动对目标使用挫志怒吼","","","","","",""
"58201","","","","","","","0","2","110005","","1","0","","","","","","","96201","0","战士自动对目标使用破甲","","","","","",""
"58202","","","","","","","0","2","110003","","1","0","","","","","","","96202","0","战士对敌方单位使用毁灭打击","","","","","",""
"58203","","","","","","","0","2","120003","","1","0","","","","","","","96203","0","骑士自动对目标使用复仇之盾","","","","","",""
"58204","","","","","","","0","2","120005","","1","0","","","","","","","96204","0","骑士自动对目标使用神谕责难","","","","","",""
"58205","","","","","","","0","2","420003","","1","0","","","","","","","96205","0","骑士自动对目标使用圣光洗礼","","","","","",""
"58206","","","","","","","0","2","120002","","1","0","","","","","","","96206","0","骑士自动对目标使用无边定罪","","","","","",""
"58207","","","","","","","0","2","191005","","1","30","","","","","","","96207","0","猎人自动对目标使用精准打击","","","","","",""
"58208","","","","","","","0","2","140002","","1","0","","","","","","","","0","德鲁伊自动对目标使用绿之潮","","","","","",""
"58209","","","","","","","0","2","140003","","1","0","","","","","","","96209","0","德鲁伊自动对目标使用黄昏花蕾","","","","","",""
"58210","","","","","","","0","2","160004","","1","0","","","","","","","","0","牧师自动对目标使用心灵之火","","","","","",""
"58211","","","","","","","0","2","160003","","1","0","","","","","","","96211","0","牧师自动对目标使用复生","","","","","",""
"58212","","","","","","","0","2","160002","","1","0","","","","","","","96212","0","牧师自动对目标使用治疗祷言","","","","","",""
"58213","","","","","","","0","2","160005","","1","0","","","","","","","96213","0","牧师自动对目标使用神圣救赎","","","","","",""
"58214","","","","","","","0","2","161002","","1","130","","","","","","","96212","0","萨满自动对目标使用治疗图腾","","","","","",""
"58215","","","","","","","0","2","162002","","1","0","","","","","","","96215","0","盗贼自动对目标使用穿刺影袭","","","","","",""
"58216","","","","","","","0","2","163002","","1","0","","","","","","","96216","0","术士自动对目标使用沉默诅咒","","","","","",""
"58217","","","","","","","0","2","163005","","1","0","","","","","","","96217","0","术士自动对目标使用虚弱诅咒","","","","","",""
"58218","","","","","","","0","2","163003","","1","0","","","","","","","","0","术士自动对目标使用生命虹吸","","","","","",""
"58219","","","","","","","0","2","162003","","1","0","","","","","","","96219","0","0连击点盗贼自动对目标使用剔骨","","","","","",""
"58220","","","","","","","0","2","162003","","1","0","","","","","","","96220","0","1连击点盗贼自动对目标使用剔骨","","","","","",""
"58221","","","","","","","0","2","162003","","1","0","","","","","","","96221","0","2连击点盗贼自动对目标使用剔骨","","","","","",""
"58222","","","","","","","0","2","162003","","1","0","","","","","","","96222","0","3连击点盗贼自动对目标使用剔骨","","","","","",""
"58223","","","","","","","0","2","162003","","1","0","","","","","","","96223","0","4连击点盗贼自动对目标使用剔骨","","","","","",""
"58224","","","","","","","0","2","162003","","1","0","","","","","","","96224","0","5连击点盗贼自动对目标使用剔骨","","","","","",""
"58225","0","","0","1","TRUE","","0","12","","","","","","{27093@250}$20,{27094@250}$21,{27095@250}$22,{27096@250}$23","","","","","","","40阿鲁高死亡召唤小怪","","","","","",""
"58301","","","0","1","TRUE","","0","12","","","","","","{26122@200;26123@200;26124@200;26125@200;26126@200}$15,{26122@200;26123@200;26124@200;26125@200;26126@200}$16,{26122@200;26123@200;26124@200;26125@200;26126@200}$17,{26122@200;26123@200;26124@200;26125@200;26126@200}$18,{26122@200;26123@200;26124@200;26125@200;26126@200}$19,{26122@200;26123@200;26124@200;26125@200;26126@200}$20,{26122@200;26123@200;26124@200;26125@200;26126@200}$21,{26122@200;26123@200;26124@200;26125@200;26126@200}$22,{26122@200;26123@200;26124@200;26125@200;26126@200}$23,{26122@200;26123@200;26124@200;26125@200;26126@200}$24","","","","","","","自己的血量高于50%召唤怪物","想要伤害我，先击败我的仆人们吧！","","","","",""
"58302","0","","0","1","TRUE","","0","2","183007","","","","","","","","","","96302","","自己的血量小于50%释放驱散无敌技能","你们令我愤怒了！","","","","",""
"58303","","","0","1","TRUE","","0","12","","","","","","{26127@200;26128@250;26129@250;26130@200;26131@100}$20","","","","","","","血量大于等于百分之50%并且20位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58304","","","0","1","TRUE","","0","12","","","","","","{26127@200;26128@250;26129@250;26130@200;26131@100}$21","","","","","","","血量大于等于百分之50%并且21位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58305","","","0","1","TRUE","","0","12","","","","","","{26127@200;26128@250;26129@250;26130@200;26131@100}$22","","","","","","","血量大于等于百分之50%并且22位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58306","","","0","1","TRUE","","0","12","","","","","","{26127@200;26128@250;26129@250;26130@200;26131@100}$23","","","","","","","血量大于等于百分之50%并且23位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58307","","","0","1","TRUE","","0","12","","","","","","{26127@200;26128@250;26129@250;26130@200;26131@100}$24","","","","","","","血量大于等于百分之50%并且24位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58308","0","","0","1","TRUE","","0","2","150004","","","","","","","","","","96303","","第3回合怪物数量大于1且血量大于等于百分之50%释放释放高阶魔爆术","你们这群蝼蚁,毁灭吧！","","","","",""
"58309","","","0","1","TRUE","","0","12","","","","","","{26122@200;26123@250;26124@250;26125@200;26126@100}$15","","","","","","","血量大于等于百分之50%并且20位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58310","","","0","1","TRUE","","0","12","","","","","","{26122@200;26123@250;26124@250;26125@200;26126@100}$16","","","","","","","血量大于等于百分之50%并且21位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58311","","","0","1","TRUE","","0","12","","","","","","{26122@200;26123@250;26124@250;26125@200;26126@100}$17","","","","","","","血量大于等于百分之50%并且22位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58312","","","0","1","TRUE","","0","12","","","","","","{26122@200;26123@250;26124@250;26125@200;26126@100}$18","","","","","","","血量大于等于百分之50%并且23位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58313","","","0","1","TRUE","","0","12","","","","","","{26122@200;26123@250;26124@250;26125@200;26126@100}$19","","","","","","","血量大于等于百分之50%并且24位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58314","0","","0","1","TRUE","","0","9","","","","","100","","","","","","96302","","自己的血量小于50%释放驱散无敌技能","老大怒了没我们什么事情了！","","","","",""
"58315","0","","0","1","TRUE","","0","9","","","","","100","","","","","","96302","","自己的血量小于50%释放驱散无敌技能","老大怒了没我们什么事情了！","","","","",""
"58351","","","0","1","TRUE","","0","12","","","","","","{26263@200;26264@200;26265@200;26266@200;26267@200}$15,{26263@200;26264@200;26265@200;26266@200;26267@200}$16,{26263@200;26264@200;26265@200;26266@200;26267@200}$17,{26263@200;26264@200;26265@200;26266@200;26267@200}$18,{26263@200;26264@200;26265@200;26266@200;26267@200}$19,{26263@200;26264@200;26265@200;26266@200;26267@200}$20,{26263@200;26264@200;26265@200;26266@200;26267@200}$21,{26263@200;26264@200;26265@200;26266@200;26267@200}$22,{26263@200;26264@200;26265@200;26266@200;26267@200}$23,{26263@200;26264@200;26265@200;26266@200;26267@200}$24","","","","","","","自己的血量高于50%召唤怪物","想要伤害我，先击败我的仆人们吧！","","","","",""
"58352","0","","0","1","TRUE","","0","2","183007","","","","","","","","","","96352","","自己的血量小于50%释放驱散无敌技能","你们令我愤怒了！","","","","",""
"58353","","","0","1","TRUE","","0","12","","","","","","{26268@200;26269@250;26270@250;26271@200;26272@100}$20","","","","","","","血量大于等于百分之50%并且20位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58354","","","0","1","TRUE","","0","12","","","","","","{26268@200;26269@250;26270@250;26271@200;26272@100}$21","","","","","","","血量大于等于百分之50%并且21位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58355","","","0","1","TRUE","","0","12","","","","","","{26268@200;26269@250;26270@250;26271@200;26272@100}$22","","","","","","","血量大于等于百分之50%并且22位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58356","","","0","1","TRUE","","0","12","","","","","","{26268@200;26269@250;26270@250;26271@200;26272@100}$23","","","","","","","血量大于等于百分之50%并且23位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58357","","","0","1","TRUE","","0","12","","","","","","{26268@200;26269@250;26270@250;26271@200;26272@100}$24","","","","","","","血量大于等于百分之50%并且24位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58358","0","","0","1","TRUE","","0","2","183008","","","","","","","","","","96353","","第3回合怪物数量大于1且血量大于等于百分之50%释放释放巨龙吐息","你们这群蝼蚁,毁灭吧！","","","","",""
"58359","","","0","1","TRUE","","0","12","","","","","","{26263@200;26264@200;26265@200;26266@200;26267@200}$15","","","","","","","血量大于等于百分之50%并且20位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58360","","","0","1","TRUE","","0","12","","","","","","{26263@200;26264@200;26265@200;26266@200;26267@200}$16","","","","","","","血量大于等于百分之50%并且21位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58361","","","0","1","TRUE","","0","12","","","","","","{26263@200;26264@200;26265@200;26266@200;26267@200}$17","","","","","","","血量大于等于百分之50%并且22位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58362","","","0","1","TRUE","","0","12","","","","","","{26263@200;26264@200;26265@200;26266@200;26267@200}$18","","","","","","","血量大于等于百分之50%并且23位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58363","","","0","1","TRUE","","0","12","","","","","","{26263@200;26264@200;26265@200;26266@200;26267@200}$19","","","","","","","血量大于等于百分之50%并且24位置没有单位召唤怪物","我的仆人们,出来消灭眼前的敌人！","","","","",""
"58364","0","","0","1","TRUE","","0","9","","","","","100","","","","","","96302","","自己的血量小于50%释放驱散无敌技能","老大怒了没我们什么事情了！","","","","",""
"58365","0","","0","1","TRUE","","0","9","","","","","100","","","","","","96302","","自己的血量小于50%释放驱散无敌技能","老大怒了没我们什么事情了！","","","","",""
"58401","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（惧封）喊话","","","","","",""
"58402","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","公会副本（惧封）逃跑","居然被控制了,我得跑了。","","","","",""
"58403","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（铁甲）喊话","","","","","",""
"58404","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（抗魔）喊话","","","","","",""
"58405","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（惧辅）喊话","","","","","",""
"58406","0","","0","1","TRUE","","0","9","","","","","100","","","","","","","","公会副本（惧辅）逃跑","既然有治疗,那么我就不陪你们玩了！","","","","",""
"58407","0","","0","1","TRUE","","0","","","","","","","","","","","","","","公会副本（肉盾）喊话","","","","","",""
