编号,名称,策划备注（战斗ID用途）,称谓,造型id,随机造型id,显示血量,显示大血条,显示等级,战斗单位类型,怪物类型,特殊类型,职业,类型,大小比例,area1colour,area2colour,是否倒地,对应宠物,颜色几率id,是否绑定,等级模式,NPC等级,怪物匹配最小等级,怪物匹配最大等级,能否捕捉,能否捕捉2,捕捉几率,逃跑几率,免疫状态id,控制几率修正,被控制几率修正,最大生命队伍中最大攻击力系数,进战斗默认连击点,怒气上限,进战斗默认怒气,命中系数,命中常数,最大生命系数,最大魔法系数,物攻系数,物防系数,法攻系数,法防系数,速度系数,治疗强度系数,控制命中系数,控制抗性系数,最大生命常数,最大魔法常数,物攻常数,物防常数,法攻常数,法防常数,速度常数,治疗强度常数,控制命中常数,控制抗性常数,物理暴击系数,物理抗暴系数,物理暴伤系数,法术暴击系数,法术抗暴系数,法术暴伤系数,治疗暴击系数,治疗暴击量系数,物理穿透系数,物理抵抗系数,法术穿透系数,法术抵抗系数,治疗加深系数,被治疗加深系数,控制加成系数,控制免疫系数,物理暴击常数,物理抗暴常数,物理暴伤常数,法术暴击常数,法术抗暴常数,法术暴伤常数,治疗暴击常数,治疗暴击量常数,物理穿透常数,物理抵抗常数,法术穿透常数,法术抵抗常数,治疗加深常数,被治疗加深常数,控制加成常数,控制免疫常数,额外属性1ID,额外属性1数值,额外属性2ID,额外属性2数值,额外属性3ID,额外属性3数值,额外属性4ID,额外属性4数值,额外属性5ID,额外属性5数值,额外属性6ID,额外属性6数值,额外属性7ID,额外属性7数值,额外属性8ID,额外属性8数值,额外属性9ID,额外属性9数值,额外属性10ID,额外属性10数值,反击几率,反击伤害系数,AI编号,技能1编号,技能1出现几率,技能1施放几率,技能1系数,技能1常数,技能2编号,技能2出现几率,技能2施放几率,技能2系数,技能2常数,技能3编号,技能3出现几率,技能3施放几率,技能3系数,技能3常数,技能4编号,技能4出现几率,技能4施放几率,技能4系数,技能4常数,技能5编号,技能5出现几率,技能5施放几率,技能5系数,技能5常数,技能6编号,技能6出现几率,技能6施放几率,技能6系数,技能6常数,技能7编号,技能7出现几率,技能7施放几率,技能7系数,技能7常数,是否远程,种族,当前生命队伍中最大攻击力系数,当前生命系数,当前生命常数,当前魔法系数,当前魔法常数
29842,魔物精英,8543,,1011101,,1,,0,5,2,,,4,1,1,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3270,1922,571,241,538,182,191,218,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,120001,1000,100,1,0,120002,1000,300,1,0,120003,1000,300,1,0,120004,1000,300,1,0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29843,魔物精英,8543,,1011101,,1,,0,5,2,,,4,1,3,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3270,1922,571,241,538,182,191,218,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,150001,1000,800,1,0,150002,1000,150,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29844,魔物精英,8543,,1011101,,1,,0,5,2,,,4,1,3,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3270,1922,571,241,538,182,191,218,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,150001,1000,800,1,0,150002,1000,150,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29845,魔物精英,8543,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,553,114,524,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29846,魔物精英,8543,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,553,114,524,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29847,魔物精英,8543,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,553,114,524,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29848,守城人,8543,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4371,2035,740,120,666,92,212,306,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,1,,,,,,,,,,,,,,,,,0,0,16139,711001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29850,魔物,8544,,1011101,,1,,0,5,1,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4410,2035,740,2164,666,1608,369,29,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,1,,,,,,,,,,,,,,,,,0,0,20041,711001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29851,魔物,8544,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3510,1922,591,50,552,40,191,237,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,16199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29860,指挥官,8545,,1011101,,1,,0,5,1,,11,4,1,0,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4934,99999,740,261,718,197,421,351,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,1,,,,,,,,,,,,,,,,,0,0,20042,110001,1000,950,1,0,110003,1000,50,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29861,指挥官,8545,,1011101,,1,,0,5,1,,16,4,1,0,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4934,99999,740,261,718,197,290,351,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,810,0,820,1,,,,,,,,,,,,,,,,,0,0,16145,160001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29862,守卫,8545,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,2255,1922,591,177,552,135,191,136,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,16144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29870,九头虫,8546,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4258,2035,740,261,666,197,212,297,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,20046,150001,1000,850,1,0,150002,1000,150,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29871,随从,8546,,1011101,,1,,0,5,1,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,591,114,552,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,800,1,0,110003,1000,200,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29872,随从,8546,,1011101,,1,,0,5,1,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,591,114,552,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,150001,1000,800,1,0,150002,1000,200,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29873,随从,8546,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,591,114,552,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29874,随从,8546,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,591,114,552,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29875,随从,8546,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,2469,1922,591,114,552,87,191,154,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29880,魔物爪牙,8547,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3976,2035,740,191,666,145,212,274,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,16148,110001,1000,300,1,0.0,110002,1000,300,1,0.0,110003,1000,200,1,0.0,110004,1000,200,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29881,魔物爪牙,8547,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3225,1922,591,114,552,87,191,214,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29890,龙傲,8548,,1011101,,1,,0,5,4,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4382,2035,740,332,666,249,212,307,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,1,,,,,,,,,,,,,,,,,0,0,20043,120001,1000,750,1,0,120002,1000,250,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29891,死亡骑士,8548,,1011101,,1,,0,5,1,,,4,1,1,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,162001,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29892,死亡骑士,8548,,1011101,,1,,0,5,1,,,4,1,1,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,162001,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29893,死亡骑士,8548,,1011101,,1,,0,5,1,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,161001,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29894,死亡骑士,8548,,1011101,,1,,0,5,1,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,161001,1000,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29895,死亡骑士,8548,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29896,小白龙,8548,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4371,2035,740,120,666,92,212,306,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,20044,120001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29900,魔物先锋,8549,,1011101,,1,,0,5,2,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3582,2035,740,261,666,197,212,243,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,16153,110001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29901,魔物先锋,8549,,1011101,,1,,0,5,2,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3582,2035,678,261,626,197,212,243,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29902,魔物爪牙,8549,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29910,魔物先锋,8550,,1011101,,1,,0,5,2,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,2990,2035,740,367,666,275,212,195,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,16153,110001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29911,魔物先锋,8550,,1011101,,1,,0,5,2,,,4,1,3,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,2990,2035,678,367,626,275,212,195,434,426,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,110001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29912,魔物爪牙,8550,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3083,1922,591,145,552,111,191,203,422,417,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29920,魔物精英,8551,,1011101,,1,,0,5,4,,,4,1,0,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,5449,2265,820,446,740,334,235,386,488,480,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.65,820,0,,,,,,,,,,,,,,,,,0,0,20048,150001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29921,精英助手,8551控制,,1011101,,1,,0,5,1,,,4,1,1,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3653,2138,653,264,611,200,211,242,475,469,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,20049,163001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29922,精英助手,8551治疗,,1011101,,1,,0,5,1,,,4,1,2,0,1,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3653,2138,653,264,611,200,211,242,475,469,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,20070,160001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29923,魔物爪牙,8551,,1011101,,1,,0,5,1,,,4,1,0,0,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,3283,2138,653,193,611,146,211,213,475,469,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29924,小白龙,8551,,1011101,,1,,0,5,1,,,4,1,0,1,0,0,1,0,4,45,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4004,2265,820,288,740,216,235,270,488,480,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,20045,120001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29450,卫兵,8552,,1011101,,1,,0,5,4,,,4,1,0,0,0,0,1,0,4,50,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,6681,2494,900,491,813,367,551,478,542,533,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,1,,,,,,,,,,,,,,,,,0,0,,751001,1000,950,1,0,751002,1000,50,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29451,卫兵,8552,,1011101,,1,,0,5,1,,,4,1,2,0,0,0,1,0,4,50,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4037,2353,714,288,671,217,355,267,528,521,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,20000,761001,1000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
29452,卫兵,8552,,1011101,,1,,0,5,1,,,4,1,2,0,0,0,1,0,4,50,0,150,0,false,0,0,0,0,0,0.0,1,150,150,100.0,100.0,0,0,0,0,0,0,0,0,0,0,4037,2353,714,288,671,217,355,267,528,521,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,820,0,,,,,,,,,,,,,,,,,0,0,,731000,1000,0,1,0,731001,1000,1000,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,0.0,0.0,,,,,,,0,0,0,0,0,0
