"道具id","消耗货币类型","消耗货币数量","可转换道具1id","可转换道具2id","可转换道具3id","可转换道具4id","可转换道具5id","可转换道具6id","可转换道具7id","可转换道具8id","可转换道具9id","可转换道具10id","可转换道具11id","可转换道具12id","可转换道具13id","可转换道具14id","可转换道具15id","可转换道具16id","可转换道具17id",""
"6160102","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160103","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160104","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160105","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160106","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160107","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160108","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160109","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160110","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160111","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160112","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160113","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160114","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160115","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160116","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"6160117","2","888888","6160101","6160102","6160103","6160104","6160105","6160106","6160107","6160108","6160109","6160110","6160111","6160112","6160113","6160114","6160115","6160116","6160117",""
"7170101","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170102","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170103","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170104","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170105","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170106","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170107","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170108","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170109","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170110","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170111","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170112","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170113","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170114","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170115","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170116","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7170117","2","888888","7170101","7170102","7170103","7170104","7170105","7170106","7170107","7170108","7170109","7170110","7170111","7170112","7170113","7170114","7170115","7170116","7170117",""
"7180101","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180102","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180103","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180104","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180105","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180106","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180107","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180108","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180109","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180110","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180111","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180112","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180113","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180114","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180115","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180116","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7180117","2","888888","7180101","7180102","7180103","7180104","7180105","7180106","7180107","7180108","7180109","7180110","7180111","7180112","7180113","7180114","7180115","7180116","7180117",""
"7190101","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190102","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190103","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190104","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190105","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190106","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190107","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190108","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190109","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190110","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190111","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190112","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190113","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190114","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190115","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190116","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7190117","2","888888","7190101","7190102","7190103","7190104","7190105","7190106","7190107","7190108","7190109","7190110","7190111","7190112","7190113","7190114","7190115","7190116","7190117",""
"7200101","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200102","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200103","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200104","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200105","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200106","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200107","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200108","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200109","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200110","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200111","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200112","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200113","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200114","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200115","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200116","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"7200117","2","888888","7200101","7200102","7200103","7200104","7200105","7200106","7200107","7200108","7200109","7200110","7200111","7200112","7200113","7200114","7200115","7200116","7200117",""
"9000101","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000102","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000103","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000104","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000105","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000106","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000107","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000108","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000109","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000110","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000111","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000112","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000113","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000114","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000115","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000116","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9000117","2","888888","9000101","9000102","9000103","9000104","9000105","9000106","9000107","9000108","9000109","9000110","9000111","9000112","9000113","9000114","9000115","9000116","9000117",""
"9010101","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010102","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010103","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010104","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010105","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010106","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010107","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010108","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010109","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010110","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010111","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010112","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010113","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010114","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010115","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010116","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9010117","2","888888","9010101","9010102","9010103","9010104","9010105","9010106","9010107","9010108","9010109","9010110","9010111","9010112","9010113","9010114","9010115","9010116","9010117",""
"9020101","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020102","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020103","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020104","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020105","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020106","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020107","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020108","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020109","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020110","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020111","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020112","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020113","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020114","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020115","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020116","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9020117","2","888888","9020101","9020102","9020103","9020104","9020105","9020106","9020107","9020108","9020109","9020110","9020111","9020112","9020113","9020114","9020115","9020116","9020117",""
"9030101","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030102","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030103","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030104","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030105","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030106","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030107","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030108","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030109","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030110","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030111","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030112","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030113","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030114","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030115","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030116","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9030117","2","888888","9030101","9030102","9030103","9030104","9030105","9030106","9030107","9030108","9030109","9030110","9030111","9030112","9030113","9030114","9030115","9030116","9030117",""
"9040101","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040102","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040103","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040104","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040105","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040106","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040107","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040108","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040109","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040110","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040111","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040112","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040113","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040114","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040115","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040116","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
"9040117","2","888888","9040101","9040102","9040103","9040104","9040105","9040106","9040107","9040108","9040109","9040110","9040111","9040112","9040113","9040114","9040115","9040116","9040117",""
